"key","message","comment","context"
"Model",,,"resources/domains/Vehicle.xml:13
resources/domains/VehicleModel.xml:9"
"Monthly",,,"resources/views/Selects.xml:27"
"Name",,,"resources/domains/Booking.xml:7
resources/domains/Vehicle.xml:9
resources/domains/VehicleContract.xml:8
resources/domains/VehicleMake.xml:8
resources/domains/VehicleModel.xml:10
resources/domains/VehicleOdometer.xml:8
resources/domains/VehicleServiceType.xml:8
resources/domains/VehicleState.xml:8
resources/domains/VehicleTag.xml:8"
"Notes",,,"resources/domains/VehicleContract.xml:18
resources/domains/VehicleFuelLog.xml:15
resources/domains/VehicleServiceLog.xml:13"
"Odometer",,,"resources/domains/Vehicle.xml:25
resources/views/VehicleOdometer.xml:13"
"Odometer unit",,,"resources/domains/VehicleOdometer.xml:12"
"Odometers",,,"resources/views/VehicleOdometer.xml:6"
"Omnium",,,"resources/views/Selects.xml:12"
"Partner",,,"resources/domains/Booking.xml:10"
"Plate number",,,"resources/domains/Vehicle.xml:8"
"Power(KW)",,,"resources/domains/Vehicle.xml:30"
"Price per Liter",,,"resources/domains/VehicleFuelLog.xml:10"
"Purchaser",,,"resources/domains/VehicleFuelLog.xml:12
resources/domains/VehicleServiceLog.xml:10"
"Recurring Cost",,,"resources/domains/VehicleContract.xml:19
resources/views/Menu.xml:61
resources/views/Menu.xml:63"
"Recurring Cost Frequency",,,"resources/domains/VehicleContract.xml:20"
"Recurring Cost Generated",,,"resources/views/VehicleContract.xml:50"
"Refueling details",,,"resources/views/VehicleFuelLog.xml:28"
"Repairing",,,"resources/views/Selects.xml:14"
"Seats",,,"resources/domains/Vehicle.xml:22"
"Sequence",,,"resources/domains/VehicleState.xml:9"
"Service Type",,,"resources/domains/VehicleCost.xml:9
resources/domains/VehicleService.xml:8"
"Service log",,,"resources/domains/Vehicle.xml:15"
"Services",,,"resources/views/VehicleServiceLog.xml:23"
"State",,,"resources/domains/Vehicle.xml:20"
"Status",,,"resources/domains/VehicleContract.xml:17
resources/views/VehicleContract.xml:15"
"Tags",,,"resources/domains/Vehicle.xml:24"
"Terminated",,,"resources/views/Selects.xml:21"
"Terms and Conditions",,,"resources/views/VehicleContract.xml:47"
"To Close",,,"resources/views/Selects.xml:20"
"Total Price",,,"resources/domains/VehicleCost.xml:10
resources/domains/VehicleFuelLog.xml:11"
"Total cost",,,"resources/domains/VehicleContract.xml:22"
"Transmission",,,"resources/domains/Vehicle.xml:26"
"Type",,,"resources/domains/VehicleContract.xml:15"
"Value",,,"resources/domains/VehicleOdometer.xml:10"
"Vehicle",,,"resources/domains/VehicleContract.xml:24
resources/domains/VehicleCost.xml:8
resources/domains/VehicleFuelLog.xml:8
resources/domains/VehicleOdometer.xml:11
resources/domains/VehicleServiceLog.xml:8
resources/views/Menu.xml:11
resources/views/Menu.xml:9
resources/views/Vehicle.xml:19
resources/views/Vehicle.xml:6
resources/views/Vehicle.xml:94
resources/views/VehicleContract.xml:20
resources/views/VehicleFuelLog.xml:15
resources/views/VehicleServiceLog.xml:11"
"Vehicle Contract",,,"resources/views/Vehicle.xml:74
resources/views/VehicleContract.xml:14
resources/views/VehicleContract.xml:6"
"Vehicle Cost",,,"resources/domains/Vehicle.xml:17
resources/views/Vehicle.xml:79
resources/views/VehicleCost.xml:11
resources/views/VehicleCost.xml:6"
"Vehicle Fuel",,,"resources/views/VehicleFuelLog.xml:12
resources/views/VehicleFuelLog.xml:6"
"Vehicle Fuel Log",,,"resources/views/Vehicle.xml:63"
"Vehicle Model",,,"resources/views/VehicleModel.xml:12
resources/views/VehicleModel.xml:6"
"Vehicle Recurring Cost",,,"resources/views/RecurringCost.xml:10
resources/views/RecurringCost.xml:5"
"Vehicle Service",,,"resources/views/VehicleService.xml:10
resources/views/VehicleService.xml:5"
"Vehicle Service Log",,,"resources/views/VehicleServiceLog.xml:5
resources/views/VehicleServiceLog.xml:9"
"Vehicle Service Type",,,"resources/views/VehicleServiceType.xml:10
resources/views/VehicleServiceType.xml:6"
"Vehicle contract",,,"resources/domains/Vehicle.xml:16"
"Vehicle contracts",,,"resources/views/Menu.xml:24
resources/views/Menu.xml:26"
"Vehicle cost",,,"resources/views/Menu.xml:52
resources/views/Menu.xml:54"
"Vehicle fuel log",,,"resources/views/Menu.xml:38
resources/views/Menu.xml:40"
"Vehicle makes",,,"resources/views/Menu.xml:31
resources/views/Menu.xml:33"
"Vehicle models",,,"resources/views/Menu.xml:17
resources/views/Menu.xml:19"
"Vehicle odometer",,,"resources/views/Menu.xml:69
resources/views/Menu.xml:71"
"Vehicle service",,,"resources/domains/VehicleContract.xml:21
resources/domains/VehicleServiceLog.xml:14
resources/views/Vehicle.xml:68"
"Vehicle service log",,,"resources/views/Menu.xml:45
resources/views/Menu.xml:47"
"Vehicle service type",,,"resources/views/Menu.xml:76"
"Vehicle sevice type",,,"resources/views/Menu.xml:78"
"Vehicle state",,,"resources/views/VehicleState.xml:10
resources/views/VehicleState.xml:6"
"Vehicle states",,,"resources/views/Menu.xml:83
resources/views/Menu.xml:85"
"Vehicle tags",,,"resources/views/Menu.xml:90
resources/views/Menu.xml:92"
"Vendor",,,"resources/domains/VehicleContract.xml:13
resources/domains/VehicleFuelLog.xml:14
resources/domains/VehicleServiceLog.xml:12"
"Vendors",,,"resources/domains/VehicleModel.xml:15"
"Warning Date",,,"resources/domains/VehicleContract.xml:12"
"Weekly",,,"resources/views/Selects.xml:26"
"Yearly",,,"resources/views/Selects.xml:28"
"g/km",,,"resources/views/Vehicle.xml:55"
