"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.production.ProductionConfig.rwcde";"com.axelor.apps.production.db.ProductionConfig";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.BillOfMaterial.rwcde";"com.axelor.apps.production.db.BillOfMaterial";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Manager"
"perm.production.ManufOrder.rwcde";"com.axelor.apps.production.db.ManufOrder";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Manager"
"perm.production.CostSheetLine.rwcde";"com.axelor.apps.production.db.CostSheetLine";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.CostSheet.rwcde";"com.axelor.apps.production.db.CostSheet";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.OperationOrder.rwcde";"com.axelor.apps.production.db.OperationOrder";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ConfiguratorProdProcessLine.rwcde";"com.axelor.apps.production.db.ConfiguratorProdProcessLine";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ConfiguratorProdProcess.rwcde";"com.axelor.apps.production.db.ConfiguratorProdProcess";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Manager"
"perm.production.TempBomTree.rwcde";"com.axelor.apps.production.db.TempBomTree";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ProdResidualProduct.rwcde";"com.axelor.apps.production.db.ProdResidualProduct";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ProdProcessLine.rwcde";"com.axelor.apps.production.db.ProdProcessLine";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.Machine.rwcde";"com.axelor.apps.production.db.Machine";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ProdProduct.rwcde";"com.axelor.apps.production.db.ProdProduct";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ProductionOrder.rwcde";"com.axelor.apps.production.db.ProductionOrder";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ProdHumanResource.rwcde";"com.axelor.apps.production.db.ProdHumanResource";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.WorkCenter.rwcde";"com.axelor.apps.production.db.WorkCenter";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.OperationOrderDuration.rwcde";"com.axelor.apps.production.db.OperationOrderDuration";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.CostSheetGroup.rwcde";"com.axelor.apps.production.db.CostSheetGroup";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ObjectDescription.rwcde";"com.axelor.apps.production.db.ObjectDescription";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ProdProcess.rwcde";"com.axelor.apps.production.db.ProdProcess";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Manager"
"perm.production.ConfiguratorBOM.rwcde";"com.axelor.apps.production.db.ConfiguratorBOM";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Manager"
"perm.production.MachineType.rwcde";"com.axelor.apps.production.db.MachineType";"x";"x";"x";"x";"x";;;"Production Manager"
