"code";"parent_code";"name";"accountType.importId";"isRegulatoryAccount";"commonPosition";"reconcileOk";"compatibleAccounts";"useForPartnerBalance";"isTaxAuthorizedOnMoveLine";"isTaxRequiredOnMoveLine";"defaultTax.code";"vatSystemSelect";"isRetrievedOnPaymentSession";"serviceType.code";"manageCutOffPeriod";"statusSelect"
104100;104000;"Primes d'émission";"FRA_PCG6";"true";1;;;;;;;0;"false";"NDAS";"false";1
104200;104000;"Primes de fusion";"FRA_PCG6";"true";1;;;;;;;0;"false";"NDAS";"false";1
104300;104000;"Primes d'apport";"FRA_PCG6";"true";1;;;;;;;0;"false";"NDAS";"false";1
104400;104000;"Primes de conversion d'obligations en actions";"FRA_PCG6";"true";1;;;;;;;0;"false";"NDAS";"false";1
104500;104000;"Bons de souscription d'actions";"FRA_PCG6";"true";0;;;;;;;0;"false";"NDAS";"false";1
105000;100;"Écarts de réévaluation";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
105100;105000;"Réserve spéciale de réévaluation";"FRA_PCG6";"true";0;;;;;;;0;"false";"NDAS";"false";1
105200;105000;"Écart de réévaluation libre";"FRA_PCG6";"true";0;;;;;;;0;"false";"NDAS";"false";1
105300;105000;"Réserve de réévaluation";"FRA_PCG6";"true";0;;;;;;;0;"false";"NDAS";"false";1
105500;105000;"Écarts de réévaluation (autres opérations légales)";"FRA_PCG6";"true";0;;;;;;;0;"false";"NDAS";"false";1
105700;105000;"Autres écarts de réévaluation en France";"FRA_PCG6";"true";0;;;;;;;0;"false";"NDAS";"false";1
105800;105000;"Autres écarts de réévaluation à l'étranger";"FRA_PCG6";"true";0;;;;;;;0;"false";"NDAS";"false";1
106000;100;"Réserves";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
106100;106000;"Réserve légale";"FRA_PCG6";"true";1;;;;;;;0;"false";"NDAS";"false";1
106110;106100;"Réserve légale proprement dite";"FRA_PCG6";"true";1;;;;;;;0;"false";"NDAS";"false";1
106120;106100;"Plus-values nettes à long terme";"FRA_PCG6";"true";1;;;;;;;0;"false";"NDAS";"false";1
106200;106000;"Réserves indisponibles";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
106300;106000;"Réserves statutaires ou contractuelles";"FRA_PCG6";"true";0;;;;;;;0;"false";"NDAS";"false";1
106400;106000;"Réserves réglementées";"FRA_PCG6";"true";1;;;;;;;0;"false";"NDAS";"false";1
106410;106400;"Plus-values nettes à long terme";"FRA_PCG6";"true";1;;;;;;;0;"false";"NDAS";"false";1
106430;106400;"Réserves consécutives à l'octroi de subventions d'investissement";"FRA_PCG6";"true";1;;;;;;;0;"false";"NDAS";"false";1
106480;106400;"Autres réserves réglementées";"FRA_PCG6";"true";1;;;;;;;0;"false";"NDAS";"false";1
106800;106000;"Autres réserves";"FRA_PCG6";"true";1;;;;;;;0;"false";"NDAS";"false";1
106810;106800;"Réserve de propre assureur";"FRA_PCG6";"true";1;;;;;;;0;"false";"NDAS";"false";1
106880;106800;"Réserves diverses";"FRA_PCG6";"true";1;;;;;;;0;"false";"NDAS";"false";1
107000;100;"Écarts d'équivalence";"FRA_PCG6";"true";0;;;;;;;0;"false";"NDAS";"false";1
108000;100;"Compte de l'exploitant";"FRA_PCG6";"true";0;;;;;;;0;"false";"NDAS";"false";1
109000;100;"Actionnaires: capital souscrit - non appelé";"FRA_PCG1";"true";2;;;;;;;0;"false";"NDAS";"false";1
110;"CL1";"Report à nouveau (solde créditeur ou débiteur)";"FRA_PCG15";"true";2;;;;;;;0;"false";"NDAS";"false";1
110000;110;"Report à nouveau (solde créditeur)";"FRA_PCG6";"true";1;;;;;;;0;"false";"NDAS";"false";1
119000;110;"Report à nouveau (solde débiteur)";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
120;"CL1";"Résultat de l'exercice (bénéfice ou perte)";"FRA_PCG15";"true";2;;;;;;;0;"false";"NDAS";"false";1
120000;120;"Résultat de l'exercice (bénéfice)";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
129000;120;"Résultat de l'exercice (perte)";"FRA_PCG6";"true";1;;;;;;;0;"false";"NDAS";"false";1
130;"CL1";"Subventions d'investissement";"FRA_PCG15";"true";2;;;;;;;0;"false";"NDAS";"false";1
131000;130;"Subventions d'équipement";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
131100;131000;"État";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
131200;131000;"Régions";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
131300;131000;"Départements";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
131400;131000;"Communes";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
131500;131000;"Collectivités publiques";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
131600;131000;"Entreprises publiques";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
131700;131000;"Entreprises et organismes privés";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
131800;131000;"Autres";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
138000;130;"Autres subventions d'investissement (même ventilation que celle du compte 131)";"FRA_PCG6";"true";1;;;;;;;0;"false";"NDAS";"false";1
139000;130;"Subventions d'investissement inscrites au compte de résultat";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
139100;139000;"Subventions d'équipement";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
139110;139100;"Etat";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
139120;139100;"Régions";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
139130;139100;"Départements";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
139140;139100;"Communes";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
139150;139100;"Collectivités publiques";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
139160;139100;"Entreprises publiques";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
139170;139100;"Entreprises et organismes privés ";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
139180;139100;"Autres";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
139800;139000;"Autres subventions d'investissement (même ventilation que celle du compte 1391)";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
140;"CL1";"Provisions réglementées";"FRA_PCG15";"true";2;;;;;;;0;"false";"NDAS";"false";1
142000;140;"Provisions réglementées relatives aux immobilisations";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
142300;142000;"Provisions reconstitution des gisements miniers et pétroliers";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
142400;142000;"Provisions pour investissement (participation des salariés)";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
143000;140;"Provisions réglementées relatives aux stocks";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
143100;143000;"Hausse des prix";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
143200;143000;"Fluctuation des cours";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
144000;140;"Provisions réglementées relatives aux autres éléments de l'actif";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
145000;140;"Amortissements dérogatoires";"FRA_PCG6";"true";0;;;;;;;0;"false";"NDAS";"false";1
146000;140;"Provision spéciale de réévaluation";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
147000;140;"Plus-values réinvesties";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
148000;140;"Autres provisions réglementées";"FRA_PCG6";"true";2;;;;;;;0;"false";"NDAS";"false";1
150;"CL1";"Provisions";"FRA_PCG15";"true";2;;;;;;;0;"false";"NDAS";"false";1
151000;150;"Provisions pour risques";"FRA_PCG11";"true";2;;;;;;;0;"false";"NDAS";"false";1
151100;151000;"Provisions pour litiges";"FRA_PCG11";"true";1;;;;;;;0;"false";"NDAS";"false";1
151200;151000;"Provisions pour garanties données aux clients";"FRA_PCG11";"true";1;;;;;;;0;"false";"NDAS";"false";1
151300;151000;"Provisions pour pertes sur marchés à terme";"FRA_PCG11";"true";1;;;;;;;0;"false";"NDAS";"false";1
151400;151000;"Provisions pour amendes et pénalités";"FRA_PCG11";"true";1;;;;;;;0;"false";"NDAS";"false";1
151500;151000;"Provisions pour pertes de change";"FRA_PCG11";"true";1;;;;;;;0;"false";"NDAS";"false";1
151600;151000;"Provisions pour pertes sur contrats";"FRA_PCG11";"true";1;;;;;;;0;"false";"NDAS";"false";1
151800;151000;"Autres provisions pour risques";"FRA_PCG11";"true";1;;;;;;;0;"false";"NDAS";"false";1
153000;150;"Provisions pour pensions et obligations similaires";"FRA_PCG11";"true";0;;;;;;;0;"false";"NDAS";"false";1
154000;150;"Provisions pour restructurations";"FRA_PCG11";"true";0;;;;;;;0;"false";"NDAS";"false";1
155000;150;"Provisions pour impôts";"FRA_PCG11";"true";2;;;;;;;0;"false";"NDAS";"false";1
156000;150;"Provisions pour renouvellement des immobilisations (entreprises concessionnaires)";"FRA_PCG11";"true";0;;;;;;;0;"false";"NDAS";"false";1
157000;150;"Provisions pour charges à répartir sur plusieurs exercices";"FRA_PCG11";"true";2;;;;;;;0;"false";"NDAS";"false";1
157200;157000;"Provisions pour gros entretien ou grandes révisions ";"FRA_PCG11";"true";2;;;;;;;0;"false";"NDAS";"false";1
158000;150;"Autres provisions pour charges";"FRA_PCG11";"true";2;;;;;;;0;"false";"NDAS";"false";1
158100;158000;"Provisions pour remises en état";"FRA_PCG11";"true";2;;;;;;;0;"false";"NDAS";"false";1
160;"CL1";"Emprunts et dettes assimilées";"FRA_PCG15";"true";2;;;;;;;0;"false";"NDAS";"false";1
161000;160;"Emprunts obligataires convertibles";"FRA_PCG5";"true";1;;;;;;;0;"false";"NDAS";"false";1
162000;160;"Obligations représentatives de passifs nets remis en fiducie";"FRA_PCG5";"true";1;;;;;;;0;"false";"NDAS";"false";1
163000;160;"Autres emprunts obligataires ";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
164000;160;"Emprunts auprès des établissements de crédit";"FRA_PCG5";"true";1;;;;;;;0;"false";"NDAS";"false";1
165000;160;"Dépôts et cautionnements reçus";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
165100;165000;"Dépôts";"FRA_PCG5";"true";0;;;;;;;0;"false";"NDAS";"false";1
165500;165000;"Cautionnements";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
166000;160;"Participation des salariés aux résultats";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
166100;166000;"Comptes bloqués";"FRA_PCG5";"true";1;;;;;;;0;"false";"NDAS";"false";1
166200;166000;"Fonds de participation";"FRA_PCG5";"true";0;;;;;;;0;"false";"NDAS";"false";1
167000;160;"Emprunts et dettes assortis de conditions particulières";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
167100;167000;"Emissions de titres participatifs";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
167400;167000;"Avances conditionnées de l'État";"FRA_PCG5";"true";0;;;;;;;0;"false";"NDAS";"false";1
167500;167000;"Emprunts participatifs";"FRA_PCG5";"true";0;;;;;;;0;"false";"NDAS";"false";1
168000;160;"Autres emprunts et dettes assimilées";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
168100;168000;"Autres emprunts";"FRA_PCG5";"true";1;;;;;;;0;"false";"NDAS";"false";1
168500;168000;"Rentes viagères capitalisées";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
168700;168000;"Autres dettes";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
168800;168000;"Intérêts courus";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
168810;168800;"Sur emprunts obligataires convertibles ";"FRA_PCG5";"true";1;;;;;;;0;"false";"NDAS";"false";1
168830;168800;"Sur autres emprunts obligataires";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
168840;168800;"Sur emprunts auprès des établissements de crédit";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
168850;168800;"Sur dépôts et cautionnements reçus";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
168860;168800;"Sur participation des salariés aux résultats";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
168870;168800;"Sur emprunts et dettes assortis de conditions particulières";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
168880;168800;"Sur autres emprunts et dettes assimilées";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
169000;160;"Primes de remboursement des obligations";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
170;"CL1";"Dettes rattachées à des participations";"FRA_PCG15";"true";2;;;;;;;0;"false";"NDAS";"false";1
171000;170;"Dettes rattachées à des participations (groupe)";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
174000;170;"Dettes rattachées à des participations (hors groupe)";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
178000;170;"Dettes rattachées à des sociétés en participation";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
178100;178000;"Principal";"FRA_PCG5";"true";1;;;;;;;0;"false";"NDAS";"false";1
178800;178000;"Intérêts courus";"FRA_PCG5";"true";1;;;;;;;0;"false";"NDAS";"false";1
180;"CL1";"Comptes de liaison des établissements et sociétés en participation";"FRA_PCG15";"true";2;;;;;;;0;"false";"NDAS";"false";1
181000;180;"Comptes de liaison des établissements";"FRA_PCG5";"true";1;;;;;;;0;"false";"NDAS";"false";1
186000;180;"Biens et prestations de services échangés entre établissements (charges)";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
187000;180;"Biens et prestations de services échangés entre établissements (produits)";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
188000;180;"Comptes de liaison des sociétés en participation";"FRA_PCG5";"true";2;;;;;;;0;"false";"NDAS";"false";1
200;"CL2";"Immobilisations incorporelles";"FRA_PCG15";"true";2;;;;;;;0;"false";"NDAS";"false";1
201000;200;"Frais d'établissement";"FRA_PCG8";"true";2;;;;"true";;;2;"false";"NDAS";"false";1
201100;201000;"Frais de constitution";"FRA_PCG8";"true";2;;;;"true";;;2;"false";"NDAS";"false";1
201200;201000;"Frais de premier établissement";"FRA_PCG8";"true";2;;;;"true";;;2;"false";"NDAS";"false";1
201210;201200;"Frais de prospection";"FRA_PCG8";"true";2;;;;"true";;;2;"false";"NDAS";"false";1
201220;201200;"Frais de publicité";"FRA_PCG8";"true";2;;;;"true";;;2;"false";"NDAS";"false";1
201300;201000;"Frais d'augmentation de capital et d'opérations diverses (fusions, scissions, transformations)";"FRA_PCG8";"true";2;;;;"true";;;2;"false";"NDAS";"false";1
203000;200;"Frais de recherche et de développement";"FRA_PCG8";"true";2;;;;"true";;;2;"false";"NDAS";"false";1
205000;200;"Concessions et droits similaires, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires";"FRA_PCG8";"true";2;;;;"true";;;2;"false";"DAUT";"false";1
206000;200;"Droit au bail";"FRA_PCG8";"true";2;;;;"true";;;2;"false";"NDAS";"false";1
207000;200;"Fonds commercial";"FRA_PCG8";"true";2;;;;"true";;;2;"false";"NDAS";"false";1
208000;200;"Autres immobilisations incorporelles";"FRA_PCG8";"true";2;;;;"true";;;0;"false";"NDAS";"false";1
208100;208000;"Mali de fusion sur actifs incorporels";"FRA_PCG8";"true";2;;;;"true";;;0;"false";"NDAS";"false";1
210;"CL2";"Immobilisations corporelles";"FRA_PCG15";"true";2;;;;;;;0;"false";"NDAS";"false";1
211000;210;"Terrains";"FRA_PCG8";"true";2;;;;"true";;;0;"false";"NDAS";"false";1
211100;211000;"Terrains nus";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
211200;211000;"Terrains aménagés";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
211300;211000;"Sous-sols et sur-sols";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
211400;211000;"Terrains de carrières (Tréfonds)";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
211500;211000;"Terrains bâtis";"FRA_PCG8";"true";0;;;;"true";;;1;"false";"NDAS";"false";1
211510;211500;"Ensembles immobiliers industriels (A, B, ...)";"FRA_PCG8";"false";0;;;;"true";;;1;"false";"NDAS";"false";1
211550;211500;"Ensembles immobiliers administratifs et commerciaux (A, B, ...)";"FRA_PCG8";"false";0;;;;"true";;;1;"false";"NDAS";"false";1
211580;211500;"Autres ensembles immobiliers";"FRA_PCG8";"true";0;;;;"true";;;1;"false";"NDAS";"false";1
211581;211580;"Affectés aux opérations professionnelles (A, B, ...)";"FRA_PCG8";"false";0;;;;"true";;;1;"false";"NDAS";"false";1
211588;211580;"Affectés aux opérations non professionnelles (A, B, ...)";"FRA_PCG8";"false";0;;;;"true";;;1;"false";"NDAS";"false";1
211600;211000;"Compte d'ordre sur immobilisations";"FRA_PCG8";"true";0;;;;"true";;;1;"false";"NDAS";"false";1
212000;210;"Agencements et aménagements de terrains (même ventilation que celle du compte 211)";"FRA_PCG8";"true";0;;;;"true";;;1;"false";"NDAS";"false";1
213000;210;"Constructions";"FRA_PCG8";"true";2;;;;"true";;;0;"false";"NDAS";"false";1
213100;213000;"Bâtiments";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
213110;213100;"Ensembles immobiliers industriels (A, B, ...)";"FRA_PCG8";"false";2;;;;"true";;;1;"false";"NDAS";"false";1
213150;213100;"Ensembles immobiliers administratifs et commerciaux (A, B, ...)";"FRA_PCG8";"false";2;;;;"true";;;1;"false";"NDAS";"false";1
213180;213100;"Autres ensembles immobiliers";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
213181;213180;"Affectés aux opérations professionnelles (A, B, ...)";"FRA_PCG8";"false";2;;;;"true";;;1;"false";"NDAS";"false";1
213188;213180;"Affectés aux opérations non professionnelles (A, B, ...)";"FRA_PCG8";"false";2;;;;"true";;;1;"false";"NDAS";"false";1
213500;213000;"Installations générales - agencements - aménagements des constructions";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
213510;213500;"Ensembles immobiliers industriels (A, B)";"FRA_PCG8";"false";2;;;;"true";;;1;"false";"NDAS";"false";1
213550;213500;"Ensembles immobiliers administratifs et commerciaux (A, B)";"FRA_PCG8";"false";2;;;;"true";;;1;"false";"NDAS";"false";1
213580;213500;"Autres ensembles immobiliers";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
213581;213580;"affectés aux opérations professionnelles (A, B)";"FRA_PCG8";"false";2;;;;"true";;;1;"false";"NDAS";"false";1
213588;213580;"affectés aux opérations non professionnelles (A, B)";"FRA_PCG8";"false";2;;;;"true";;;1;"false";"NDAS";"false";1
213800;213000;"Ouvrages d'infrastructure";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
213810;213800;"Voies de terre";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
213820;213800;"Voies de fer";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
213830;213800;"Voies d'eau";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
213840;213800;"Barrages";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
213850;213800;"Pistes d'aérodromes";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
214000;210;"Constructions sur sol d'autrui (même ventilation que celle du compte 213)";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
215000;210;"Installations techniques, matériels et outillage industriels";"FRA_PCG8";"true";2;;;;"true";;;0;"false";"NDAS";"false";1
215100;215000;"Installations complexes spécialisées";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
215110;215100;"Sur sol propre";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
215140;215100;"Sur sol d'autrui";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
215300;215000;"Installations à caractère spécifique";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
215310;215300;"Sur sol propre";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
215340;215300;"Sur sol d'autrui";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
215400;215000;"Matériel industriel";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
215500;215000;"Outillage industriel";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
215700;215000;"Agencements et aménagements du matériel et outillage industriels";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
218000;210;"Autres immobilisations corporelles";"FRA_PCG8";"true";2;;;;"true";;;0;"false";"NDAS";"false";1
218100;218000;"Installations générales, agencements, aménagements divers";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"HONO";"false";1
218200;218000;"Matériel de transport";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
218300;218000;"Matériel de bureau et matériel informatique ";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
218400;218000;"Mobilier";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
218500;218000;"Cheptel";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
218600;218000;"Emballages récupérables";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
218700;218000;"Mali de fusions sur actifs corporels";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
220;"CL2";"Immobilisations mises en concession";"FRA_PCG15";"true";2;;;;;;;0;"false";"NDAS";"false";1
230;"CL2";"Immobilisations en cours";"FRA_PCG15";"true";2;;;;;;;0;"false";"NDAS";"false";1
231000;230;"Immobilisations corporelles en cours";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
231200;231000;"Terrains";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
231300;231000;"Constructions";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
231500;231000;"Installations techniques matériel et outillage industriels";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
231800;231000;"Autres immobilisations corporelles";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
232000;230;"Immobilisations incorporelles en cours ";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"HONO";"false";1
237000;230;"Avances et acomptes versés sur commandes d'immobilisations incorporelles";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
238000;230;"Avances et acomptes versés sur commandes d'immobilisations corporelles";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
238200;238000;"Terrains";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
238300;238000;"Constructions";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
238500;238000;"Installations techniques matériel et outillage industriels";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
238800;238000;"Autres immobilisations corporelles";"FRA_PCG8";"true";2;;;;"true";;;1;"false";"NDAS";"false";1
250;"CL2";"Parts dans des entreprises liées et créances dans des entreprises liées";"FRA_PCG15";"true";2;;;;;;;0;"false";"NDAS";"false";1
260;"CL2";"Participations et créances rattachées à des participations";"FRA_PCG15";"true";2;;;;;;;0;"false";"NDAS";"false";1
261000;260;"Titres de participation";"FRA_PCG8";"true";2;;;;"true";;;0;"false";"NDAS";"false";1
261100;261000;"Actions";"FRA_PCG8";"true";2;;;;"true";;;0;"false";"NDAS";"false";1
261800;261000;"Autres titres";"FRA_PCG8";"true";2;;;;"true";;;0;"false";"NDAS";"false";1
262000;260;"Titres évalués par équivalence";"FRA_PCG8";"true";2;;;;"true";;;0;"false";"NDAS";"false";1
266000;260;"Autres formes de participation";"FRA_PCG8";"true";2;;;;"true";;;0;"false";"NDAS";"false";1
266100;260;"Droits représentatifs d’actifs nets remis en fiducie";"FRA_PCG8";"true";2;;;;"true";;;0;"false";"NDAS";"false";1
267000;260;"Créances rattachées à des participations";"FRA_PCG8";"true";2;;;;"true";;;0;"false";"NDAS";"false";1
267100;267000;"Créances rattachées à des participations (groupe)";"FRA_PCG8";"true";2;;;;"true";;;0;"false";"NDAS";"false";1
267400;267000;"Créances rattachées à des participations (hors groupe)";"FRA_PCG8";"true";2;;;;"true";;;0;"false";"NDAS";"false";1
