"importId";"reportType_importId";"reportTypeColumnId";"sequence";"typeSelect";"ruleTypeSelect";"label";"code";"styleSelect";"percentageTotalLine";"detailBySelect";"resultSelect";"negateValue";"rule";"accountCode";"analyticAccountCode";"accountTypeSet_code";"accountSet_code";"analyticAccountSet_code";"hidden";"notComputedIfIntersect";"balanceBeforePeriod"
"FRA_PCG10265";"FRA_PCG100";;64;1;2;"Autres réserves";"autres";0;;;1;"true";;"1068%";;;;;;;
"FRA_PCG10266";"FRA_PCG100";;65;1;3;"Réserve";"reserve";0;;;;"false";"resleg + ressta + resreg + autres";;;;;;;;
"FRA_PCG10267";"FRA_PCG100";;66;1;2;"Report à nouveau";"repan";0;;;1;"true";;"11%";;;;;;;
"FRA_PCG10268";"FRA_PCG100";;67;1;2;"Résultat de l'exercice";"rdle";0;;;1;"true";;"12%";;;;;;;
"FRA_PCG10269";"FRA_PCG100";;68;1;2;"Subventions d'investissement";"subdi";0;;;1;"true";;"13%";;;;;;;
"FRA_PCG10270";"FRA_PCG100";;69;1;2;"Provisions réglementées";"proreg";0;;;1;"true";;"14%";;;;;;;
"FRA_PCG10271";"FRA_PCG100";;70;1;3;"Capitaux propres";"cappro";0;;;;"false";"capital + pdedfda + ecdere + ecdeq + reserve + repan + rdle + subdi + proreg";;;;;;;;
"FRA_PCG10273";"FRA_PCG100";;72;1;2;"Produit des émissions de titres participatifs";"pdedtp";0;;;1;"true";;"1671%";;;;;;;
"FRA_PCG10274";"FRA_PCG100";;73;1;2;"Avances conditionnées de l'Etat";"acdle";0;;;1;"true";;"1674%";;;;;;;
"FRA_PCG10275";"FRA_PCG100";;74;1;2;"Autres emprunts participatifs";"aep";0;;;1;"true";;"1675%";;;;;;;
"FRA_PCG10276";"FRA_PCG100";;75;1;2;"Provisions pour risques";"ppr";0;;;1;"true";;"151%";;;;;;;
"FRA_PCG10277";"FRA_PCG100";;76;1;2;"Provisions pour charges";"ppc";0;;;1;"true";;"153%,154%,155%,156%,157%,158%";;;;;;;
"FRA_PCG10278";"FRA_PCG100";;77;1;3;"Provisions pour risques et charges";"pprec";0;;;;"false";"ppr + ppc";;;;;;;;
"FRA_PCG10279";"FRA_PCG100";;78;1;3;"Autres fonds propres";"autfp";0;;;;"false";"pdedtp + acdle + aep + pprec";;;;;;;;
"FRA_PCG10281";"FRA_PCG100";;80;1;2;"Emprunts obligataires convertibles";"emobc";0;;;1;"true";;"161%,16881%";;;;;;;
"FRA_PCG10282";"FRA_PCG100";;81;1;2;"Autres emprunts obligataires";"auteo";0;;;1;"true";;"163%,16883%";;;;;;;
"FRA_PCG10283";"FRA_PCG100";;82;1;2;"Emprunts et dettes auprès des établissements de crédits";"eedadedc";0;;;1;"true";;"164%,16884%,512%,514%,517%,5186%,519%";;;;;;;
"FRA_PCG10284";"FRA_PCG100";;83;1;2;"Emprunts et dettes financières";"eedf";0;;;1;"true";;"162%,165%,166%,1675%,168%,170%,426%,45%";;;;;;;
"FRA_PCG10285";"FRA_PCG100";;84;1;2;"Avances et acomptes sur commandes en cours";"aeascec";0;;;1;"true";;"4191%";;;;;;;
"FRA_PCG10286";"FRA_PCG100";;85;1;2;"Dettes fournisseurs et comptes rattachés";"dfecr";0;;;1;"true";;"4011%,403%,4081%,4088%";;;;;;;
"FRA_PCG10287";"FRA_PCG100";;86;1;2;"Dettes fiscales et sociales";"dfes";0;;;1;"true";;"421000,422%,424%,427%,4282%,4284%,4286%,430%,442%,443%,444%,4455%,4457%,44584%,44587%,446%,447%,4482%,4486%,449%,457%";;;;;;;
"FRA_PCG10288";"FRA_PCG100";;87;1;2;"Dettes sur immobilisations et comptes rattachés";"dsiecr";0;;;1;"true";;"1685%,269%,279%,404%,405%,4084%,4088%";;;;;;;
"FRA_PCG10289";"FRA_PCG100";;88;1;2;"Autres dettes";"autde";0;;;1;"true";;"4196%,4197%,4198%,464%,467%,4686%,478%,509%";;;;;;;
"FRA_PCG10290";"FRA_PCG100";;89;1;2;"Produits constatés d'avance";"pcda";0;;;1;"true";;"487%";;;;;;;
"FRA_PCG10291";"FRA_PCG100";;90;1;2;"Ecarts de convertion passif";"edcp";0;;;1;"true";;"477%";;;;;;;
"FRA_PCG10292";"FRA_PCG100";;91;1;3;"Dettes";"dettes";0;;;;"false";"emobc + auteo + eedadedc + eedf + aeascec + dfecr + dfes + dsiecr + autde + pcda + edcp";;;;;;;;
"FRA_PCG10294";"FRA_PCG100";;93;1;3;"TOTAL PASSIFS";"totpas";1;;;;"false";"cappro + autfp + dettes";;;;;;;;
"FRA_PCG10100";;"FRA_PCG101";;1;2;"Montant";"montant";0;;;4;"false";;;;;;;;;
"FRA_PCG10101";"FRA_PCG101";;0;1;2;"Vente de marchandises";"vdem";0;;;1;"true";;"707%,7087%,7097%";;;;;;;
"FRA_PCG10102";"FRA_PCG101";;1;1;2;"Production vendue";"proven";0;;;1;"true";;"701%,702%,703%,704%,705%,706%,708%,709%";;;;;;;
"FRA_PCG10103";"FRA_PCG101";;2;1;2;"Production stockée";"prosto";0;;;1;"true";;"713%";;;;;;;
"FRA_PCG10104";"FRA_PCG101";;3;1;2;"Production immobilisée";"proimo";0;;;1;"true";;"721%,722%";;;;;;;
"FRA_PCG10105";"FRA_PCG101";;4;1;2;"Subventions d'exploitation";"subdex";0;;;1;"true";;"74%";;;;;;;
"FRA_PCG10106";"FRA_PCG101";;5;1;2;"Reprises sur dépréciations, provisions et amortissements, transferts de charges";"rdpatc";0;;;1;"true";;"781%,791%";;;;;;;
"FRA_PCG10107";"FRA_PCG101";;6;1;2;"Autres produits";"autpro";0;;;1;"true";;"751%,752%,753%,754%,758%";;;;;;;
"FRA_PCG10108";"FRA_PCG101";;7;1;3;"Produits d'exploitation (I)";"prodex";0;;;;"false";"vdem + proven + prosto + proimo + subdex + rdpatc + autpro";;;;;;;;
"FRA_PCG10110";"FRA_PCG101";;9;1;2;"Achats de marchandises";"acdem";0;;;1;"false";;"607%,609700";;;;;;;
"FRA_PCG10111";"FRA_PCG101";;10;1;2;"Variation de stocks de marchandises";"vdsdm";0;;;1;"false";;603700;;;;;;;
"FRA_PCG10112";"FRA_PCG101";;11;1;2;"Achats de matières premières";"acdemp";0;;;1;"false";;"601%,602%,6091%,6092%";;;;;;;
"FRA_PCG10113";"FRA_PCG101";;12;1;2;"Variations de stocks";"vadest";0;;;1;"false";;"6031%,6032%";;;;;;;
"FRA_PCG10114";"FRA_PCG101";;13;1;2;"Autres charges externes";"auchex";0;;;1;"false";;"604%,605%,606%,608%,6094%,6095%,6096%,6098%,611%,612%,613%,614%,615%,616%,617%,618%,619 %";;;;;;;
"FRA_PCG10115";"FRA_PCG101";;14;1;2;"Impôts taxes et versements assimilés";"iteva";0;;;1;"false";;"63%";;;;;;;
"FRA_PCG10116";"FRA_PCG101";;15;1;2;"Salaires et traitements";"saetr";0;;;1;"false";;"641%,644%";;;;;;;
"FRA_PCG10117";"FRA_PCG101";;16;1;2;"Charges sociales";"chasoc";0;;;1;"false";;"645%,646%,647%,648%";;;;;;;
"FRA_PCG10118";"FRA_PCG101";;17;1;2;"Dotations aux amortissements, dépréciations";"doaad";0;;;1;"false";;"6811%,6812%,6816%,6817%";;;;;;;
"FRA_PCG10119";"FRA_PCG101";;18;1;2;"Dotations aux provisions";"doaupr";0;;;1;"false";;"6815%";;;;;;;
"FRA_PCG10120";"FRA_PCG101";;19;1;2;"Autres charges";"autcha";0;;;1;"false";;"651%,653%,654%,658%";;;;;;;
"FRA_PCG10121";"FRA_PCG101";;20;1;3;"Charges d'exploitation (II)";"chadex";0;;;;"false";"acdem + vdsdm + acdemp + vadest + auchex + iteva + saetr + chasoc + doaad + doaupr + autcha";;;;;;;;
"FRA_PCG10123";"FRA_PCG101";;22;1;3;"RESULTAT D’EXPLOITATION (I-II)";"resdex";1;;;;"false";"prodex - chadex";;;;;;;;
"FRA_PCG10125";"FRA_PCG101";;24;1;2;"Bénéfice attribué ou perte transférée (III)";"baopt";0;;;1;"true";;"755%";;;;;;;
"FRA_PCG10126";"FRA_PCG101";;25;1;2;"Perte supportée ou bénéfice transféré (IV)";"psobt";0;;;1;"false";;"655%";;;;;;;
"FRA_PCG10127";"FRA_PCG101";;26;1;3;"Quote-part de résultat sur opérations faites en commun (III-IV)";"qprofc";0;;;;"false";"baopt - psobt";;;;;;;;
"FRA_PCG10129";"FRA_PCG101";;28;1;2;"Produits financiers de participation";"prfidp";0;;;1;"true";;"761%";;;;;;;
"FRA_PCG10130";"FRA_PCG101";;29;1;2;"Produits financiers d'autres valeurs mobilières et créances de l'actif immobilisé";"pfdvmcai";0;;;1;"true";;"762%";;;;;;;
"FRA_PCG10131";"FRA_PCG101";;30;1;2;"Autres intérêts et produits assimilés";"aiepa";0;;;1;"true";;"763%,764%,765%,768%";;;;;;;
"FRA_PCG10132";"FRA_PCG101";;31;1;2;"Reprises sur dépréciations, provisions et amortissements, transferts de charges";"rdpatc2";0;;;1;"true";;"786%,796%";;;;;;;
"FRA_PCG10133";"FRA_PCG101";;32;1;2;"Différences positives de change";"dipodc";0;;;1;"true";;"766%";;;;;;;
"FRA_PCG10134";"FRA_PCG101";;33;1;2;"Produits nets de cessions de VMP";"pndcdv";0;;;1;"true";;"767%";;;;;;;
"FRA_PCG10135";"FRA_PCG101";;34;1;3;"Produits financiers (V)";"profin";0;;;;"false";"prfidp + pfdvmcai + aiepa + rdpatc2 + dipodc + pndcdv";;;;;;;;
"FRA_PCG10137";"FRA_PCG101";;36;1;2;"Dotations aux amortissements, dépréciations, provisions";"daadp";0;;;1;"false";;"686%";;;;;;;
"FRA_PCG10138";"FRA_PCG101";;37;1;2;"Intérêts et charges assimilées";"inecha";0;;;1;"false";;"661%,664%,665%,668%";;;;;;;
"FRA_PCG10139";"FRA_PCG101";;38;1;2;"Différence négative de change";"dinedc";0;;;1;"false";;"666%";;;;;;;
"FRA_PCG10140";"FRA_PCG101";;39;1;2;"Charges nettes sur cessions de VMP";"cnscdv";0;;;1;"false";;"667%";;;;;;;
"FRA_PCG10141";"FRA_PCG101";;40;1;3;"Charges financières (VI)";"chafin";0;;;;"false";"daadp + inecha + dinedc + cnscdv";;;;;;;;
"FRA_PCG10143";"FRA_PCG101";;42;1;3;"RESULTAT FINANCIER (V-VI)";"resfin";1;;;;"false";"profin - chafin";;;;;;;;
"FRA_PCG10145";"FRA_PCG101";;44;1;3;"RESULTAT COURANT AVANT IMPÔTS (I-II+III-IV+V-VI)";"rescai";1;;;;"false";"resdex + resfin + qprofc";;;;;;;;
"FRA_PCG10147";"FRA_PCG101";;46;1;2;"Produits exceptionnels sur opérations de gestion";"pesodg";0;;;1;"true";;"771%";;;;;;;
"FRA_PCG10148";"FRA_PCG101";;47;1;2;"Produits exceptionnels sur opérations de capital";"pesodc";0;;;1;"true";;"775%,777%,778%";;;;;;;
"FRA_PCG10149";"FRA_PCG101";;48;1;2;"Reprises sur dépréciations, provisions et amortissements, transferts de charges";"rdpatc3";0;;;1;"true";;"787%,797%";;;;;;;
"FRA_PCG10150";"FRA_PCG101";;49;1;3;"Produits exceptionnels (VII)";"proexc";0;;;;"false";"pesodg + pesodc + rdpatc3";;;;;;;;
"FRA_PCG10152";"FRA_PCG101";;51;1;2;"Charges exceptionnelles sur opérations de gestion";"cesodg";0;;;1;"false";;"671%,672%";;;;;;;
"FRA_PCG10153";"FRA_PCG101";;52;1;2;"Charges exceptionnelles sur opérations de capital";"cesodc";0;;;1;"false";;"675%,678%";;;;;;;
"FRA_PCG10154";"FRA_PCG101";;53;1;2;"Dotations aux amortissements, dépréciations, provisions";"daadp2";0;;;1;"false";;"687%";;;;;;;
"FRA_PCG10155";"FRA_PCG101";;54;1;3;"Charges exceptionnelles (VIII)";"chaexc";0;;;;"false";"cesodg + cesodc + daadp2";;;;;;;;
"FRA_PCG10157";"FRA_PCG101";;56;1;3;"RESULTAT EXCEPTIONNEL (VII-VIII)";"resexc";1;;;;"false";"proexc - chaexc";;;;;;;;
"FRA_PCG10159";"FRA_PCG101";;58;1;2;"Participation des salariés aux résultats (IX)";"padesa";0;;;1;"true";;"691%";;;;;;;
"FRA_PCG10161";"FRA_PCG101";;60;1;2;"Impôts sur les bénéfices (X)";"imslbe";0;;;1;"true";;"695%,696%,697%,698%,699%";;;;;;;
"FRA_PCG10163";"FRA_PCG101";;62;1;3;"TOTAL DES PRODUITS (I+III+V+VII)";"totprod";1;;;;"false";"prodex + baopt + profin + proexc";;;;;;;;
"FRA_PCG10164";"FRA_PCG101";;63;1;3;"TOTAL DES CHARGES (II+IV+VI+VIII+IX+X)";"totcha";1;;;;"false";"chadex + psobt + chafin + chaexc";;;;;;;;
"FRA_PCG10166";"FRA_PCG101";;65;1;3;"RESULTAT NET COMPTABLE (Total Produits – Total Charges)";"resntcpt";1;;;;"false";"totprod - totcha";;;;;;;;
"FRA_PCG10000";;"FRA_PCG102";;1;2;"Montant";"montant";0;;;4;"false";;;;;;;;;
"FRA_PCG10001";"FRA_PCG102";;0;1;2;"Ventes de marchandises (707)";"ventesDeMarchandises";0;;;1;"true";;"707%";;;;;;;
"FRA_PCG10002";"FRA_PCG102";;1;1;2;"Rabais, remise, ristourne sur ventes de marchandises (7097)";"RRRVentesDeMarchandises";0;;;1;"false";;"7097%";;;;;;;
"FRA_PCG10003";"FRA_PCG102";;2;1;3;"Ventes de marchandises (I)";"ventesMarchandises";0;;;;"false";"ventesDeMarchandises - RRRVentesDeMarchandises";;;;;;;;
"FRA_PCG10004";"FRA_PCG102";;3;1;2;"Achat de marchandises (607)";"achatsMarchandises";0;;;1;"false";;"607%";;;;;;;
"FRA_PCG10005";"FRA_PCG102";;4;1;2;"Variations des stocks de marchandises (6037)";"variationsStocksMarchandises";0;;;1;"true";;"6037%";;;;;;;
"FRA_PCG10006";"FRA_PCG102";;5;1;2;"Rabais, remises et ristournes sur achat de marchandises";"RRR6097";0;;;1;"true";;"6097%";;;;;;;
"FRA_PCG10007";"FRA_PCG102";;6;1;3;"Cout direct d'achat (II)";"coutDirectAchat";0;;;;"false";"achatsMarchandises - variationsStocksMarchandises - RRR6097";;;;;;;;
"FRA_PCG10009";"FRA_PCG102";;8;1;3;"MARGE COMMERCIALE (I-II)";"margeCommerciale";1;;;;"false";"ventesMarchandises - coutDirectAchat";;;;;;;;
"FRA_PCG10011";"FRA_PCG102";;10;1;2;"Ventes de produits";"ventesProduits";0;;;1;"true";;"701%,702%,703%";;;;;;;
"FRA_PCG10013";"FRA_PCG102";;12;1;2;"Travaux, études, produits vendues";"travauxEtudesProduits";0;;;1;"true";;"704%,705%,706%,708100,708%";;;;;;;
"FRA_PCG10014";"FRA_PCG102";;13;1;2;"Rabais, remises, ristournes accordés";"RRR709";0;;;1;"false";;"7091%,7092%,7094%,7095%,7096%,7098%";;;;;;;
"FRA_PCG10015";"FRA_PCG102";;14;1;3;"Production vendue";"productionVendue";0;;;;"false";"travauxEtudesProduits - RRR709";;;;;;;;
"FRA_PCG10017";"FRA_PCG102";;16;1;2;"Production stockée";"productionStockee";0;;;1;"true";;"71%";;;;;;;
"FRA_PCG10018";"FRA_PCG102";;17;1;2;"Production immobilisée";"productionImmobilisee";0;;;1;"true";;"72%";;;;;;;
"FRA_PCG10019";"FRA_PCG102";;18;1;3;"Production de l'exercice";"productionExercice";0;;;;"false";"ventesProduits + productionVendue + productionStockee + productionImmobilisee";;;;;;;;
"FRA_PCG10021";"FRA_PCG102";;20;1;2;"Achats d'approvisionnements";"achatAppro";0;;;1;"false";;"601%,602%,604%,605%,606%,608%,6091%,6092%,6093%,6094%,6095%,6096%,6098%";;;;;;;
"FRA_PCG10022";"FRA_PCG102";;21;1;2;"Autres charges externes";"autresChargesExternes";0;;;1;"false";;"61%,62%";;;;;;;
"FRA_PCG10023";"FRA_PCG102";;22;1;3;"VALEUR AJOUTÉE (III)";"valeurAjoutee";1;;;;"false";"margeCommerciale + productionExercice - achatAppro - autresChargesExternes";;;;;;;;
"FRA_PCG10025";"FRA_PCG102";;24;1;2;"Subventions d'exploitation";"subventionsExploitation";0;;;1;"false";;"74%";;;;;;;
"FRA_PCG10026";"FRA_PCG102";;25;1;2;"Impôts, taxes et versements assimilés";"impotsTaxes";0;;;1;"true";;"63%";;;;;;;
"FRA_PCG10027";"FRA_PCG102";;26;1;2;"Charges de personnel";"chargesPersonnel";0;;;1;"true";;"64%";;;;;;;
"FRA_PCG10028";"FRA_PCG102";;27;1;3;"EXCÉDENT BRUT D'EXPLOITATION (EBE) (IV)";"ebe";1;;;;"false";"valeurAjoutee - subventionsExploitation - impotsTaxes - chargesPersonnel";;;;;;;;
"FRA_PCG10030";"FRA_PCG102";;29;1;2;"Reprises sur amortissements & provisions";"reprisesAmort";0;;;1;"true";;"781%";;;;;;;
"FRA_PCG10031";"FRA_PCG102";;30;1;2;"Dotations aux amortissements et provisions";"dotations";0;;;1;"false";;"681%";;;;;;;
"FRA_PCG10032";"FRA_PCG102";;31;1;2;"Autres produits de gestion courante";"autresProduits";0;;;1;"true";;"751%,752%,753%,754%,758%";;;;;;;
"FRA_PCG10033";"FRA_PCG102";;32;1;2;"Autres charges de gestion courante";"autresCharges";0;;;1;"false";;"651%,653%,654%,658%";;;;;;;
"FRA_PCG10034";"FRA_PCG102";;33;1;2;"Transferts de charges d'exploitation";"transfertsCharges";0;;;1;"false";;"791%";;;;;;;
"FRA_PCG10035";"FRA_PCG102";;34;1;3;"RÉSULTAT D'EXPLOITATION (V)";"resultatExploitation";1;;;;"false";"ebe + reprisesAmort - dotations + autresProduits - autresCharges + transfertsCharges";;;;;;;;
"FRA_PCG10037";"FRA_PCG102";;36;1;2;"Quotes-parts d'opérations faites en commun (VI)";"quotesParts";0;;;1;"true";;"655%,755%";;;;;;;
"FRA_PCG10039";"FRA_PCG102";;38;1;2;"Produits financiers";"produitsFinanciers";0;;;1;"true";;"76%,786%,796%";;;;;;;
"FRA_PCG10040";"FRA_PCG102";;39;1;2;"Charges financières";"chargesFinancieres";0;;;1;"false";;"66%,686%";;;;;;;
"FRA_PCG10041";"FRA_PCG102";;40;1;3;"RÉSULTAT FINANCIER (VII)";"resultatFinancier";1;;;;"false";"produitsFinanciers - chargesFinancieres";;;;;;;;
"FRA_PCG10043";"FRA_PCG102";;42;1;3;"RÉSULTAT COURANT AVANT IMPÔTS (VIII) (V+VI+VII)";"resultatCourantAvantImpots";1;;;;"false";"resultatExploitation + quotesParts + resultatFinancier";;;;;;;;
"FRA_PCG10045";"FRA_PCG102";;44;1;2;"Produits exceptionnels";"produitsExceptionnels";0;;;1;"true";;"77%,787%,797%";;;;;;;
"FRA_PCG10046";"FRA_PCG102";;45;1;2;"Charges exceptionnelles";"chargesExceptionnelles";0;;;1;"false";;"67%,687%";;;;;;;
"FRA_PCG10047";"FRA_PCG102";;46;1;3;"RÉSULTAT EXCEPTIONNEL (IX)";"resultatExceptionnel";1;;;;"false";"produitsExceptionnels - chargesExceptionnelles";;;;;;;;
"FRA_PCG10049";"FRA_PCG102";;48;1;2;"Participation des salariés (X)";"participationSalaries";0;;;1;"false";;"691%";;;;;;;
"FRA_PCG10050";"FRA_PCG102";;49;1;2;"Impôts sur les bénéfices (XI)";"impotsBenefices";0;;;1;"false";;"695%";;;;;;;
"FRA_PCG10051";"FRA_PCG102";;50;1;3;"RÉSULTAT NET COMPTABLE (BENEFICE OU PERTE) (XII) (VIII+IX-X-XI)";"resultatNetComptable";1;;;;"false";"resultatCourantAvantImpots + resultatExceptionnel - participationSalaries - impotsBenefices";;;;;;;;
