"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.base.IndicatorGeneratorGrouping.r";"com.axelor.apps.base.db.IndicatorGeneratorGrouping";"x";;;;;;;"role.base.r"
"perm.base.ICalendarEvent.r";"com.axelor.apps.base.db.ICalendarEvent";"x";;;;;;;"role.base.r"
"perm.base.AppLeave.r";"com.axelor.apps.base.db.AppLeave";"x";;;;;;;"role.base.r"
"perm.base.AppQuality.r";"com.axelor.apps.base.db.AppQuality";"x";;;;;;;"role.base.r"
"perm.base.TradingNamePrintingSettings.r";"com.axelor.apps.base.db.TradingNamePrintingSettings";"x";;;;;"self.company in (?)";"__user__.companySet";"role.base.r"
"perm.base.Keyword.r";"com.axelor.apps.base.db.Keyword";"x";;;;;;;"role.base.r"
"perm.base.ProductMultipleQty.r";"com.axelor.apps.base.db.ProductMultipleQty";"x";;;;;;;"role.base.r"
"perm.base.UnitConversion.r";"com.axelor.apps.base.db.UnitConversion";"x";;;;;;;"role.base.r"
"perm.base.Blocking.r";"com.axelor.apps.base.db.Blocking";"x";;;;;;;"role.base.r"
"perm.base.AppBase.r";"com.axelor.apps.base.db.AppBase";"x";;;;;;;"role.base.r"
"perm.base.StopReason.r";"com.axelor.apps.base.db.StopReason";"x";;;;;;;"role.base.r"
"perm.base.Address.r";"com.axelor.apps.base.db.Address";"x";;;;;;;"role.base.r"
"perm.base.CompanyDepartment.r";"com.axelor.apps.base.db.CompanyDepartment";"x";;;;;"self.company in (?)";"__user__.companySet";"role.base.r"
"perm.base.PartnerList.r";"com.axelor.apps.base.db.PartnerList";"x";;;;;;;"role.base.r"
"perm.base.Routing.r";"com.axelor.apps.base.db.Routing";"x";;;;;;;"role.base.r"
"perm.base.AppCrm.r";"com.axelor.apps.base.db.AppCrm";"x";;;;;;;"role.base.r"
"perm.base.AppRecruitment.r";"com.axelor.apps.base.db.AppRecruitment";"x";;;;;;;"role.base.r"
"perm.base.ProductVariant.r";"com.axelor.apps.base.db.ProductVariant";"x";;;;;;;"role.base.r"
"perm.base.AppCashManagement.r";"com.axelor.apps.base.db.AppCashManagement";"x";;;;;;;"role.base.r"
"perm.base.BirtTemplate.r";"com.axelor.apps.base.db.BirtTemplate";"x";;;;;;;"role.base.r"
"perm.base.PickListEntry.r";"com.axelor.apps.base.db.PickListEntry";"x";;;;;;;"role.base.r"
"perm.base.ICalendar.r";"com.axelor.apps.base.db.ICalendar";"x";;;;;;;"role.base.r"
"perm.base.AppFleet.r";"com.axelor.apps.base.db.AppFleet";"x";;;;;;;"role.base.r"
"perm.base.BankAddress.r";"com.axelor.apps.base.db.BankAddress";"x";;;;;;;"role.base.r"
"perm.base.Duration.r";"com.axelor.apps.base.db.Duration";"x";;;;;;;"role.base.r"
"perm.base.AppPortal.r";"com.axelor.apps.base.db.AppPortal";"x";;;;;;;"role.base.r"
"perm.base.BaseBatch.r";"com.axelor.apps.base.db.BaseBatch";"x";;;;;"self.company in (?)";"__user__.companySet";"role.base.r"
"perm.base.TemplateRuleLine.r";"com.axelor.apps.base.db.TemplateRuleLine";"x";;;;;;;"role.base.r"
"perm.base.AdvancedExportLine.r";"com.axelor.apps.base.db.AdvancedExportLine";"x";;;;;;;"role.base.r"
"perm.base.GeographicalArea.r";"com.axelor.apps.base.db.GeographicalArea";"x";;;;;;;"role.base.r"
"perm.base.IndicatorGenerator.r";"com.axelor.apps.base.db.IndicatorGenerator";"x";;;;;;;"role.base.r"
"perm.base.RoutingRule.r";"com.axelor.apps.base.db.RoutingRule";"x";;;;;;;"role.base.r"
"perm.base.TemplateRule.r";"com.axelor.apps.base.db.TemplateRule";"x";;;;;;;"role.base.r"
"perm.base.AppHelpdesk.r";"com.axelor.apps.base.db.AppHelpdesk";"x";;;;;;;"role.base.r"
"perm.base.ProductCategory.r";"com.axelor.apps.base.db.ProductCategory";"x";;;;;;;"role.base.r"
"perm.base.Partner.r";"com.axelor.apps.base.db.Partner";"x";;;;;;;"role.base.r"
"perm.base.TradingName.r";"com.axelor.apps.base.db.TradingName";"x";;;;;;;"role.base.r"
"perm.base.AdvancedExport.r";"com.axelor.apps.base.db.AdvancedExport";"x";;;;;;;"role.base.r"
"perm.base.AppProject.r";"com.axelor.apps.base.db.AppProject";"x";;;;;;;"role.base.r"
"perm.base.PrintingSettings.r";"com.axelor.apps.base.db.PrintingSettings";"x";;;;;"self.company in (?)";"__user__.companySet";"role.base.r"
"perm.base.BarcodeTypeConfig.r";"com.axelor.apps.base.db.BarcodeTypeConfig";"x";;;;;;;"role.base.r"
"perm.base.RoutingAction.r";"com.axelor.apps.base.db.RoutingAction";"x";;;;;;;"role.base.r"
"perm.base.TemplateContext.r";"com.axelor.apps.base.db.TemplateContext";"x";;;;;;;"role.base.r"
"perm.base.DayPlanning.r";"com.axelor.apps.base.db.DayPlanning";"x";;;;;;;"role.base.r"
"perm.base.AppEmployee.r";"com.axelor.apps.base.db.AppEmployee";"x";;;;;;;"role.base.r"
"perm.base.BirtTemplateParameter.r";"com.axelor.apps.base.db.BirtTemplateParameter";"x";;;;;;;"role.base.r"
"perm.base.RoutingActionCreate.r";"com.axelor.apps.base.db.RoutingActionCreate";"x";;;;;;;"role.base.r"
"perm.base.AppTimesheet.r";"com.axelor.apps.base.db.AppTimesheet";"x";;;;;;;"role.base.r"
"perm.base.AppContract.r";"com.axelor.apps.base.db.AppContract";"x";;;;;;;"role.base.r"
"perm.base.EventsPlanning.r";"com.axelor.apps.base.db.EventsPlanning";"x";;;;;;;"role.base.r"
"perm.base.Batch.r";"com.axelor.apps.base.db.Batch";"x";;;;;;;"role.base.r"
"perm.base.PartnerCategory.r";"com.axelor.apps.base.db.PartnerCategory";"x";;;;;;;"role.base.r"
"perm.base.ICalendarUser.r";"com.axelor.apps.base.db.ICalendarUser";"x";;;;;;;"role.base.r"
"perm.base.CurrencyConversionLine.r";"com.axelor.apps.base.db.CurrencyConversionLine";"x";;;;;;;"role.base.r"
"perm.base.Wizard.rwc";"com.axelor.apps.base.db.Wizard";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Product.rwc";"com.axelor.apps.base.db.Product";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.App.rwc";"com.axelor.apps.base.db.App";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppBpm.rwc";"com.axelor.apps.base.db.AppBpm";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Region.rwc";"com.axelor.apps.base.db.Region";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppSale.rwc";"com.axelor.apps.base.db.AppSale";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.TemplateContextLine.rwc";"com.axelor.apps.base.db.TemplateContextLine";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppProduction.rwc";"com.axelor.apps.base.db.AppProduction";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.ImportConfiguration.rwc";"com.axelor.apps.base.db.ImportConfiguration";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Company.rwc";"com.axelor.apps.base.db.Company";"x";"x";"x";;;"self.parent in (?)";"__user__.companySet";"role.base.rwc"
"perm.base.Canton.rwc";"com.axelor.apps.base.db.Canton";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.ProductVariantValue.rwc";"com.axelor.apps.base.db.ProductVariantValue";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Currency.rwc";"com.axelor.apps.base.db.Currency";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppPurchase.rwc";"com.axelor.apps.base.db.AppPurchase";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppAccount.rwc";"com.axelor.apps.base.db.AppAccount";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Unit.rwc";"com.axelor.apps.base.db.Unit";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Bank.rwc";"com.axelor.apps.base.db.Bank";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Source.rwc";"com.axelor.apps.base.db.Source";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.SequenceVersion.rwc";"com.axelor.apps.base.db.SequenceVersion";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.ProductVariantAttr.rwc";"com.axelor.apps.base.db.ProductVariantAttr";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.ShippingCoef.rwc";"com.axelor.apps.base.db.ShippingCoef";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.base.rwc"
"perm.base.AppTraining.rwc";"com.axelor.apps.base.db.AppTraining";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.CalendarConfiguration.rwc";"com.axelor.apps.base.db.CalendarConfiguration";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Department.rwc";"com.axelor.apps.base.db.Department";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AddressExport.rwc";"com.axelor.apps.base.db.AddressExport";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppMarketing.rwc";"com.axelor.apps.base.db.AppMarketing";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppPurchaseRequest.rwc";"com.axelor.apps.base.db.AppPurchaseRequest";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.EventsPlanningLine.rwc";"com.axelor.apps.base.db.EventsPlanningLine";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Language.rwc";"com.axelor.apps.base.db.Language";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Querie.rwc";"com.axelor.apps.base.db.Querie";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Territory.rwc";"com.axelor.apps.base.db.Territory";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.PartnerPriceList.rwc";"com.axelor.apps.base.db.PartnerPriceList";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AlarmEngine.rwc";"com.axelor.apps.base.db.AlarmEngine";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppBusinessProject.rwc";"com.axelor.apps.base.db.AppBusinessProject";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppExpense.rwc";"com.axelor.apps.base.db.AppExpense";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.ProductFamily.rwc";"com.axelor.apps.base.db.ProductFamily";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppSupplychain.rwc";"com.axelor.apps.base.db.AppSupplychain";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.ImportHistory.rwc";"com.axelor.apps.base.db.ImportHistory";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.RoutingActionCreateLine.rwc";"com.axelor.apps.base.db.RoutingActionCreateLine";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Alarm.rwc";"com.axelor.apps.base.db.Alarm";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AdjustHistory.rwc";"com.axelor.apps.base.db.AdjustHistory";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppStock.rwc";"com.axelor.apps.base.db.AppStock";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Sequence.rwc";"com.axelor.apps.base.db.Sequence";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.base.rwc"
"perm.base.Year.rwc";"com.axelor.apps.base.db.Year";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.base.rwc"
"perm.base.Period.rwc";"com.axelor.apps.base.db.Period";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AlarmEngineBatch.rwc";"com.axelor.apps.base.db.AlarmEngineBatch";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppAppraisal.rwc";"com.axelor.apps.base.db.AppAppraisal";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.BankDetails.rwc";"com.axelor.apps.base.db.BankDetails";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppExtraHours.rwc";"com.axelor.apps.base.db.AppExtraHours";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.CancelReason.rwc";"com.axelor.apps.base.db.CancelReason";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppBankPayment.rwc";"com.axelor.apps.base.db.AppBankPayment";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.ProductVariantConfig.rwc";"com.axelor.apps.base.db.ProductVariantConfig";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AlarmMessage.rwc";"com.axelor.apps.base.db.AlarmMessage";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.MailBatch.rwc";"com.axelor.apps.base.db.MailBatch";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.base.rwc"
"perm.base.AppBudget.rwc";"com.axelor.apps.base.db.AppBudget";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.CalendarManagement.rwc";"com.axelor.apps.base.db.CalendarManagement";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.City.rwc";"com.axelor.apps.base.db.City";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.WeeklyPlanning.rwc";"com.axelor.apps.base.db.WeeklyPlanning";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Country.rwc";"com.axelor.apps.base.db.Country";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.PartnerAddress.rwc";"com.axelor.apps.base.db.PartnerAddress";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.IndustrySector.rwc";"com.axelor.apps.base.db.IndustrySector";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.PriceListLine.rwc";"com.axelor.apps.base.db.PriceListLine";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.PriceList.rwc";"com.axelor.apps.base.db.PriceList";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppInvoice.rwc";"com.axelor.apps.base.db.AppInvoice";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.IndicatorGeneratorGrouping.rwc";"com.axelor.apps.base.db.IndicatorGeneratorGrouping";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.ICalendarEvent.rwc";"com.axelor.apps.base.db.ICalendarEvent";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppLeave.rwc";"com.axelor.apps.base.db.AppLeave";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppQuality.rwc";"com.axelor.apps.base.db.AppQuality";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.TradingNamePrintingSettings.rwc";"com.axelor.apps.base.db.TradingNamePrintingSettings";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.base.rwc"
"perm.base.Keyword.rwc";"com.axelor.apps.base.db.Keyword";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.ProductMultipleQty.rwc";"com.axelor.apps.base.db.ProductMultipleQty";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.UnitConversion.rwc";"com.axelor.apps.base.db.UnitConversion";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Blocking.rwc";"com.axelor.apps.base.db.Blocking";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppBase.rwc";"com.axelor.apps.base.db.AppBase";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.StopReason.rwc";"com.axelor.apps.base.db.StopReason";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Address.rwc";"com.axelor.apps.base.db.Address";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.CompanyDepartment.rwc";"com.axelor.apps.base.db.CompanyDepartment";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.base.rwc"
"perm.base.PartnerList.rwc";"com.axelor.apps.base.db.PartnerList";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Routing.rwc";"com.axelor.apps.base.db.Routing";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppCrm.rwc";"com.axelor.apps.base.db.AppCrm";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppRecruitment.rwc";"com.axelor.apps.base.db.AppRecruitment";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.ProductVariant.rwc";"com.axelor.apps.base.db.ProductVariant";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppCashManagement.rwc";"com.axelor.apps.base.db.AppCashManagement";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.BirtTemplate.rwc";"com.axelor.apps.base.db.BirtTemplate";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.PickListEntry.rwc";"com.axelor.apps.base.db.PickListEntry";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.ICalendar.rwc";"com.axelor.apps.base.db.ICalendar";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppFleet.rwc";"com.axelor.apps.base.db.AppFleet";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.BankAddress.rwc";"com.axelor.apps.base.db.BankAddress";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Duration.rwc";"com.axelor.apps.base.db.Duration";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppPortal.rwc";"com.axelor.apps.base.db.AppPortal";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.BaseBatch.rwc";"com.axelor.apps.base.db.BaseBatch";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.base.rwc"
"perm.base.TemplateRuleLine.rwc";"com.axelor.apps.base.db.TemplateRuleLine";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AdvancedExportLine.rwc";"com.axelor.apps.base.db.AdvancedExportLine";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.GeographicalArea.rwc";"com.axelor.apps.base.db.GeographicalArea";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.IndicatorGenerator.rwc";"com.axelor.apps.base.db.IndicatorGenerator";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.RoutingRule.rwc";"com.axelor.apps.base.db.RoutingRule";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.TemplateRule.rwc";"com.axelor.apps.base.db.TemplateRule";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppHelpdesk.rwc";"com.axelor.apps.base.db.AppHelpdesk";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.ProductCategory.rwc";"com.axelor.apps.base.db.ProductCategory";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Partner.rwc";"com.axelor.apps.base.db.Partner";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.TradingName.rwc";"com.axelor.apps.base.db.TradingName";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AdvancedExport.rwc";"com.axelor.apps.base.db.AdvancedExport";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppProject.rwc";"com.axelor.apps.base.db.AppProject";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.PrintingSettings.rwc";"com.axelor.apps.base.db.PrintingSettings";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.base.rwc"
"perm.base.BarcodeTypeConfig.rwc";"com.axelor.apps.base.db.BarcodeTypeConfig";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.RoutingAction.rwc";"com.axelor.apps.base.db.RoutingAction";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.TemplateContext.rwc";"com.axelor.apps.base.db.TemplateContext";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.DayPlanning.rwc";"com.axelor.apps.base.db.DayPlanning";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppEmployee.rwc";"com.axelor.apps.base.db.AppEmployee";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.BirtTemplateParameter.rwc";"com.axelor.apps.base.db.BirtTemplateParameter";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.RoutingActionCreate.rwc";"com.axelor.apps.base.db.RoutingActionCreate";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppTimesheet.rwc";"com.axelor.apps.base.db.AppTimesheet";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.AppContract.rwc";"com.axelor.apps.base.db.AppContract";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.EventsPlanning.rwc";"com.axelor.apps.base.db.EventsPlanning";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Batch.rwc";"com.axelor.apps.base.db.Batch";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.PartnerCategory.rwc";"com.axelor.apps.base.db.PartnerCategory";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.ICalendarUser.rwc";"com.axelor.apps.base.db.ICalendarUser";"x";"x";"x";;;;;"role.base.rwc"
