"key","message","comment","context"
"Status time(hours)",,,
"String",,,
"Studio",,,
"Sub lines",,,
"Tag count",,,
"Tag label",,,
"Tag method",,,
"Tag style",,,
"Target",,,
"Target Field",,,
"Target Json Model",,,
"Target Title",,,
"Target field",,,
"Target json",,,
"Target object",,,
"Target type",,,
"Task node",,,
"Template",,,
"Text",,,
"Time",,,
"Time spent",,,
"Time spent (hours/days)",,,
"Time spent per status (hours)",,,
"Time spent per status per user (hours)",,,
"Title",,,
"To",,,
"Top menu",,,
"Total time per status",,,
"Track flow",,,
"Track workflow",,,
"Tracking line",,,
"Tracking lines",,,
"Transactional",,,
"Transition",,,
"Transitions",,,
"Type",,,
"Update",,,
"Uploaded file is not a excel file, please upload only excel file",,,
"Uploaded file is not a zip file, please upload only zip file",,,
"Uploaded zip file name is not a valid module name",,,
"User",,,
"Validation type",,,
"Value",,,
"Value Expr",,,
"View",,,
"View builder",,,
"View builders",,,
"View generated",,,
"View items",,,
"View params",,,
"View type",,,
"Views",,,
"Week",,,
"Widget",,,
"Wkf",,,
"Wkf field",,,
"Wkf tracking",,,
"Wkf trackings",,,
"Wkf transition",,,
"Workflow dashboard",,,
"Workflow is not saved",,,
"Year",,,
"contains",,,
"doesn't contains",,,
"equal",,,
"greater or equal",,,
"greater than",,,
"in",,,
"include",,,
"is false",,,
"is not null",,,
"is null",,,
"is true",,,
"less or equal",,,
"less than",,,
"moduleBuilder.Zip",,,
"not equal",,,
"not in",,,
"not include",,,
"value:BPM",,,
"value:Product App",,,
"xmlId",,,
