"id";"name";"date_entered";"date_modified";"modified_user_id";"created_by";"description";"deleted";"assigned_user_id";"team_id";"team_set_id";"account_type";"industry";"annual_revenue";"phone_fax";"billing_address_street";"billing_address_city";"billing_address_state";"billing_address_postalcode";"invoicing_addressL6";"billing_address_country";"rating";"phone_office";"phone_alternate";"website";"ownership";"employees";"ticker_symbol";"shipping_address_street";"shipping_address_city";"shipping_address_state";"shipping_address_postalcode";"shipping_address_country";"parent_id";"sic_code";"campaign_id";"email1";"account_name";"assigned_user_name";"team_name";"effectif_c";"classification_c"
"49e5709f-09a1-7ad2-4c1c-4e78491a8201";"BAUSCH";"20-09-2011 10:06";"14-10-2011 11:45";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"RUE MAX PLANCK";"LABEGE CEDEX";;"31683";"31683 LABEGE CEDEX";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"BAUSCH";"admin";"S-IDF,  ";;"P4"
"4cb9f7ba-ec97-94e6-38d3-4e784937c4f5";"BAXI";"20-09-2011 10:06";"14-10-2011 11:46";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"RUE DES BUCHERONS";"VILLERS COTTERET";;"2602";"2602 VILLERS COTTERET";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"BAXI";"admin";"S-IDF,  ";;"P4"
"d14395c8-96ec-33a2-75f3-4e7849bd318b";"BOURGEOIS";"20-09-2011 10:06";"03-01-2012 16:37";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"25 RUE DE TREPILLOT";"BESANCON CEDEX";;"25002";"25002 BESANCON CEDEX";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"BOURGEOIS";"admin";"S-IDF,  ";;"P4"
"cc586a5c-748c-55ec-90ec-4e784955af6f";"DIVERSEY LEVER";"20-09-2011 10:06";"18-11-2011 10:46";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";"RF : Note du 18/11/2011 : Plus de service en FRANCE, toutes les décisions informatiques sont prises é l'étranger";"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"11 AVENUE DU VALLEE DE FONTENAY";"FONTENAY SOUS BOIS CEDEX";;"94133";"94133 FONTENAY SOUS BOIS CEDEX";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"DIVERSEY LEVER";"admin";"S-IDF,  ";;"P4"
"a44608d7-aaeb-2716-9aee-4e78493822f3";"FAVI";"20-09-2011 10:06";"07-12-2011 11:27";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"14 RUE LOUIS DENEUX";"HALLENCOURT";;"80490";"80490 HALLENCOURT";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FAVI";"admin";"S-IDF,  ";;"P4"
"a742ad7c-44d1-8880-da03-4e7849227e42";"FCHFFLER";"20-09-2011 10:06";"07-12-2011 11:30";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"106 ROUTE DE ROYBON";"ST SIMEON DE BRESSIEUX";;"38870";"38870 ST SIMEON DE BRESSIEUX";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FCHFFLER";"admin";"S-IDF,  ";;"P4"
"aa414aa1-8cf5-c4e7-5741-4e7849d201d5";"FCI BESANCON";"20-09-2011 10:06";"07-12-2011 11:30";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"2 RUE LA FAYETTE";"BESANCON CEDEX";;"25050";"25050 BESANCON CEDEX";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FCI BESANCON";"admin";"S-IDF,  ";;"P4"
"b347b05c-8788-768a-1ee0-4e7849b56305";"FERCO INTERNATIONAL";"20-09-2011 10:06";"07-12-2011 11:35";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"2 RUE DU VIEUX MOULIN";"SARREBOURG CEDEX";;"57401";"57401 SARREBOURG CEDEX";;;;;"http://";;"DE 1.000 A";;;;;;;;;;;"FERCO INTERNATIONAL";"admin";"S-IDF,  ";;"P4"
"b6474b13-e0df-5b56-e623-4e78499939cf";"FERRAZ";"20-09-2011 10:06";"07-12-2011 11:35";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"15 RUE JACQUES DE VAUCANSON";"ST BONNET DE MURE";;"69720";"69720 ST BONNET DE MURE";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FERRAZ";"admin";"S-IDF,  ";;"P4"
"b94483c7-6412-21e1-29a9-4e78497244e0";"FERRERO FRANCE";"20-09-2011 10:06";"07-12-2011 11:35";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"18 RUE JACQUES MONOD";"MONT ST AIGNAN";;"76130";"76130 MONT ST AIGNAN";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FERRERO FRANCE";"admin";"S-IDF,  ";;"P4"
"bc47305d-bb90-8c4a-77a8-4e78490c2842";"FERRO FRANCE";"20-09-2011 10:06";"07-12-2011 11:42";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"43 RUE JEANNE D ARCADE";"ST DIZIER CEDEX";;"52115";"52115 ST DIZIER CEDEX";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FERRO FRANCE";"admin";"S-IDF,  ";;"P4"
"bf45e3fe-ad80-e673-4222-4e784968d12c";"FEURSMETAL";"20-09-2011 10:06";"07-12-2011 11:42";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"BOULEVARD DE LA BOISSONNETTE";"FEURS";;"42110";"42110 FEURS";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FEURSMETAL";"admin";"S-IDF,  ";;"P4"
"c246ae3c-599a-09b6-f277-4e7849dbbad8";"FICOMIRRORS FRANCE SAS";"20-09-2011 10:06";"07-12-2011 11:43";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"FAUBOURG VERGAVILLE";"DIEUZE";;"57260";"57260 DIEUZE";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FICOMIRRORS FRANCE SAS";"admin";"S-IDF,  ";;"P4"
"c8421f85-dbbe-30b4-ed30-4e78496ab6f2";"FIVES INDUSTRIES";"20-09-2011 10:06";"07-12-2011 11:46";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"78 AVENUE DU 20 CORPS";"NANCY CEDEX";;"54001";"54001 NANCY CEDEX";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FIVES INDUSTRIES";"admin";"S-IDF,  ";;"P4"
"cb4909b4-58fb-f5ca-03ca-4e7849dd6319";"FLAKT SOLYVENT VENTEC";"20-09-2011 10:06";"07-12-2011 11:47";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"143 RUE DE LA REPUBLIQUE";"MEYZIEU CEDEX";;"69882";"69882 MEYZIEU CEDEX";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FLAKT SOLYVENT VENTEC";"admin";"S-IDF,  ";;"P4"
"da46ce2e-428b-ceb3-ca6d-4e7849cbd6c8";"FONTE ARDENNAISE (LA)";"20-09-2011 10:06";"07-12-2011 11:48";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"22 RUE JOLIOT CURIE";"VIVIER AU COURT";;"8440";"8440 VIVIER AU COURT";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FONTE ARDENNAISE (LA)";"admin";"S-IDF,  ";;"P4"
"dd4b2e69-5299-dcb8-5733-4e7849246771";"FORD AQUITAINE INDUSTRIES";"20-09-2011 10:06";"07-12-2011 11:49";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"RUE JEAN DUVERT";"BLANQUEFORT CEDEX";;"33292";"33292 BLANQUEFORT CEDEX";;;;;"http://";;"DE 2.000 A";;;;;;;;;;;"FORD AQUITAINE INDUSTRIES";"admin";"S-IDF,  ";;"P4"
"e047a368-c8bd-21e7-69d1-4e7849dfb105";"FORD FRANCE AUTOMOBILES";"20-09-2011 10:06";"07-12-2011 11:49";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"ROUTE NATIONALE 17";"ESTREES ST DENIS";;"60190";"60190 ESTREES ST DENIS";;;;;"http://";;"PLUS DE 50";;;;;;;;;;;"FORD FRANCE AUTOMOBILES";"admin";"S-IDF,  ";;"P4"
"e35324b1-fdc3-87a8-217b-4e784971ba1f";"FORGES DE COURCELLES";"20-09-2011 10:06";"07-12-2011 11:50";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"23 RUE DU 11 NOVEMBRE";"NOGENT";;"52800";"52800 NOGENT";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FORGES DE COURCELLES";"admin";"S-IDF,  ";;"P4"
"e6559655-5392-000b-2294-4e7849bb735e";"FORMER";"20-09-2011 10:06";"07-12-2011 11:50";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"28 FAUBOURG DE BELFORT";"DELLE";;"90100";"90100 DELLE";;;;;"http://";;"DE 1.000 A";;;;;;;;;;;"FORMER";"admin";"S-IDF,  ";;"P4"
"e94ea2ac-91bb-ae81-c79c-4e7849336837";"FORMER LISI AUTOMOTIVE";"20-09-2011 10:06";"07-12-2011 11:50";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"28 FAUBOURG DE BELFORT";"DELLE";;"90100";"90100 DELLE";;;;;"http://";;"DE 1.000 A";;;;;;;;;;;"FORMER LISI AUTOMOTIVE";"admin";"S-IDF,  ";;"P4"
"ec4c2670-4a57-cd3c-faa7-4e7849cd76a6";"FORTECH / AUBERT & DUVAL";"20-09-2011 10:06";"07-12-2011 11:51";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"RUE DES LILAS";"LES ANCIZES COMPS";;"63770";"63770 LES ANCIZES COMPS";;;;;"http://";;"DE 1.000 A";;;;;;;;;;;"FORTECH / AUBERT & DUVAL";"admin";"S-IDF,  ";;"P4"
"f237340a-5e9a-bf56-c57a-4e784932ab3c";"FOSELEV AGENTIS";"20-09-2011 10:06";"07-12-2011 11:52";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"211 AVENUE FRANCIS DE PRESSENS";"VENISSIEUX CEDEX";;"69694";"69694 VENISSIEUX CEDEX";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FOSELEV AGENTIS";"admin";"S-IDF,  ";;"P4"
"10c10874-5e99-f27e-23a4-4e78494b54df";"FOURNIER FRERES";"20-09-2011 10:06";"07-12-2011 11:52";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;;"THONES";;"74230";"74230 THONES";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FOURNIER FRERES";"admin";"S-IDF,  ";;"P4"
"70f70be8-070d-c640-b1ef-4e784948a57c";"FRANCAISE DE MECANIQUE";"20-09-2011 10:06";"07-12-2011 11:53";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"ZONE INDUSTRIELLE ARTOIS FLANDRES";"DOUVRIN";;"62138";"62138 DOUVRIN";;;;;"http://";;"PLUS DE 50";;;;;;;;;;;"FRANCAISE DE MECANIQUE";"admin";"S-IDF,  ";;"P4"
"1042ce6d-0ee3-5b76-e5da-4e7849f77158";"FRANCE TRANSFO";"20-09-2011 10:06";"07-12-2011 11:54";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"PONT DE SEMECOURT";"MAIZIERES LES METZ";;"57280";"57280 MAIZIERES LES METZ";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FRANCE TRANSFO";"admin";"S-IDF,  ";;"P4"
"1642e117-238b-25d0-09e6-4e78491d3807";"FRANCK ET PIGNARD";"20-09-2011 10:06";"07-12-2011 11:54";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;;"THYEZ";;"74300";"74300 THYEZ";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FRANCK ET PIGNARD";"admin";"S-IDF,  ";;"P4"
"1c59a07d-c19d-14f4-178e-4e78491aa54e";"FREUDENBERG";"20-09-2011 10:06";"07-12-2011 11:56";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"170 RUE BRANLY";"MACON";;"71000";"71000 MACON";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FREUDENBERG";"admin";"S-IDF,  ";;"P4"
"2267c47a-5104-fa93-4743-4e78496c8cfd";"FINIMETAL";"20-09-2011 10:06";"07-12-2011 11:46";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";"RF / 7/12/2011 : Compte pas pertinent, font partis d'un groupe ou toute l'informatique est basée en Finlande.";"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Manufacturing";;;"157 AVENUE CHARLES FLOQUET";"LE BLANC MESNIL CEDEX";;"93158";"93158 LE BLANC MESNIL CEDEX";;;;;"http://";;"DE 500 é 9";;;;;;;;;;;"FINIMETAL";"admin";"S-IDF,  ";;"P4"
"b03543e9-eaca-8a84-61c2-4ec62a81e44d";".";"18-11-2011 10:52";"01-12-2011 15:15";"c540a0d6-1779-4e97-8e4a-4dc7c7e31516";"1";;"0";"1";"d31c0ba9-3d40-851a-bcec-4dc797ea1be4";"5a63902f-78ff-1815-c14d-4dc7a130bbb0";"Prospect";"Healthcare";;;;;;;" ";;;;;"http://";;;;;;;;;;;;;".";"admin";"S-IDF,  ";;"P4"
