"importId";"code";"department.code";"artmin";"name";"inhabitantsNbr "
"127";"0414";"04";"(LES)";"MEES";"00000000"
"128";"0415";"04";;"MEZEL";"00000000"
"129";"0416";"04";"(LA)";"MOTTE-DU-CAIRE";"00000000"
"130";"0417";"04";;"MOUSTIERS-SAINTE-MARIE";"00000000"
"131";"0418";"04";;"NOYERS-SUR-JABRON";"00000000"
"132";"0419";"04";;"PEYRUIS";"00000000"
"133";"0420";"04";;"REILLANNE";"00000000"
"134";"0421";"04";;"RIEZ";"00000000"
"135";"0422";"04";;"SAINT-ANDRE-LES-ALPES";"00000000"
"136";"0423";"04";;"SAINT-ETIENNE-LES-ORGUES";"00000000"
"137";"0426";"04";;"SEYNE";"00000000"
"138";"0427";"04";;"SISTERON";"00000000"
"139";"0428";"04";;"TURRIERS";"00000000"
"140";"0429";"04";;"VALENSOLE";"00000000"
"141";"0430";"04";;"VOLONNE";"00000000"
"142";"0431";"04";;"DIGNE-LES-BAINS-OUEST";"00000000"
"143";"0432";"04";;"MANOSQUE-SUD-EST";"00000000"
"144";"0433";"04";;"MANOSQUE-SUD-OUEST";"00000000"
"145";"0501";"05";;"AIGUILLES";"00000000"
"146";"0502";"05";"(L')";"ARGENTIERE-LA-BESSEE";"00000000"
"147";"0503";"05";;"ASPRES-SUR-BUECH";"00000000"
"148";"0504";"05";;"BARCILLONNETTE";"00000000"
"149";"0505";"05";"(LA)";"BATIE-NEUVE";"00000000"
"150";"0506";"05";;"BRIANCON-NORD";"00000000"
"151";"0507";"05";;"CHORGES";"00000000"
"152";"0508";"05";;"EMBRUN";"00000000"
"153";"0509";"05";;"GAP-CAMPAGNE";"00000000"
"154";"0510";"05";"(LA)";"GRAVE";"00000000"
"155";"0511";"05";;"GUILLESTRE";"00000000"
"156";"0512";"05";;"LARAGNE-MONTEGLIN";"00000000"
"157";"0513";"05";"(LE)";"MONETIER-LES-BAINS";"00000000"
"158";"0514";"05";;"ORCIERES";"00000000"
"159";"0515";"05";;"ORPIERRE";"00000000"
"160";"0516";"05";;"RIBIERS";"00000000"
"161";"0517";"05";;"ROSANS";"00000000"
"162";"0518";"05";;"SAINT-BONNET-EN-CHAMPSAUR";"00000000"
"163";"0519";"05";;"SAINT-ETIENNE-EN-DEVOLUY";"00000000"
"164";"0520";"05";;"SAINT-FIRMIN";"00000000"
"165";"0521";"05";;"SAVINES-LE-LAC";"00000000"
"166";"0522";"05";;"SERRES";"00000000"
"167";"0523";"05";;"TALLARD";"00000000"
"168";"0524";"05";;"VEYNES";"00000000"
"169";"0525";"05";;"BRIANCON-SUD";"00000000"
"170";"0601";"06";;"ANTIBES-BIOT";"00000000"
"171";"0602";"06";"(LE)";"BAR-SUR-LOUP";"00000000"
"172";"0603";"06";;"BEAUSOLEIL";"00000000"
"173";"0604";"06";;"BREIL-SUR-ROYA";"00000000"
"174";"0605";"06";;"SAINT-LAURENT-DU-VAR-CAGNES-SUR-MER-EST";"00000000"
"175";"0607";"06";;"CONTES";"00000000"
"176";"0608";"06";;"COURSEGOULES";"00000000"
"177";"0609";"06";"(L')";"ESCARENE";"00000000"
"178";"0610";"06";;"GRASSE-SUD";"00000000"
"179";"0611";"06";;"GUILLAUMES";"00000000"
"180";"0612";"06";;"LEVENS";"00000000"
"181";"0613";"06";;"MENTON-EST";"00000000"
"182";"0618";"06";;"PUGET-THENIERS";"00000000"
"183";"0619";"06";;"ROQUEBILLIERE";"00000000"
"184";"0620";"06";;"ROQUESTERON";"00000000"
"185";"0621";"06";;"SAINT-AUBAN";"00000000"
"186";"0622";"06";;"SAINT-ETIENNE-DE-TINEE";"00000000"
"187";"0623";"06";;"SAINT-MARTIN-VESUBIE";"00000000"
"188";"0624";"06";;"SAINT-SAUVEUR-SUR-TINEE";"00000000"
"189";"0625";"06";;"SAINT-VALLIER-DE-THIEY";"00000000"
"190";"0626";"06";;"SOSPEL";"00000000"
"191";"0627";"06";;"LANTOSQUE";"00000000"
"192";"0628";"06";;"VENCE";"00000000"
"193";"0629";"06";;"VILLARS-SUR-VAR";"00000000"
"194";"0630";"06";;"VILLEFRANCHE-SUR-MER";"00000000"
"195";"0631";"06";;"TENDE";"00000000"
"196";"0635";"06";;"VALLAURIS-ANTIBES-OUEST";"00000000"
"197";"0636";"06";;"MANDELIEU-CANNES-OUEST";"00000000"
"198";"0643";"06";;"NICE 13E  CANTON";"00000000"
"199";"0645";"06";;"CAGNES-SUR-MER-OUEST";"00000000"
"200";"0646";"06";;"MOUGINS";"00000000"
"201";"0650";"06";;"CARROS";"00000000"
"202";"0652";"06";;"MENTON-OUEST";"00000000"
"203";"0701";"07";;"ANNONAY-NORD";"00000000"
"204";"0702";"07";;"ANTRAIGUES-SUR-VOLANE";"00000000"
"205";"0703";"07";;"AUBENAS";"00000000"
"206";"0704";"07";;"BOURG-SAINT-ANDEOL";"00000000"
"207";"0705";"07";;"BURZET";"00000000"
"208";"0706";"07";"(LE)";"CHEYLARD";"00000000"
"209";"0707";"07";;"CHOMERAC";"00000000"
"210";"0708";"07";;"COUCOURON";"00000000"
"211";"0709";"07";;"JOYEUSE";"00000000"
"212";"0710";"07";;"LAMASTRE";"00000000"
"213";"0711";"07";;"LARGENTIERE";"00000000"
"214";"0712";"07";;"MONTPEZAT-SOUS-BAUZON";"00000000"
"215";"0713";"07";;"PRIVAS";"00000000"
"216";"0714";"07";;"ROCHEMAURE";"00000000"
"217";"0715";"07";;"SAINT-AGREVE";"00000000"
"218";"0716";"07";;"SAINT-ETIENNE-DE-LUGDARES";"00000000"
"219";"0717";"07";;"SAINT-FELICIEN";"00000000"
"220";"0718";"07";;"SAINT-MARTIN-DE-VALAMAS";"00000000"
"221";"0719";"07";;"SAINT-PERAY";"00000000"
"222";"0720";"07";;"SAINT-PIERREVILLE";"00000000"
"223";"0721";"07";;"SATILLIEU";"00000000"
"224";"0722";"07";;"SERRIERES";"00000000"
"225";"0723";"07";;"THUEYTS";"00000000"
"226";"0724";"07";;"TOURNON-SUR-RHONE";"00000000"
"227";"0725";"07";;"VALGORGE";"00000000"
"228";"0726";"07";;"VALLON-PONT-D'ARC";"00000000"
"229";"0727";"07";"(LES)";"VANS";"00000000"
"230";"0728";"07";;"VERNOUX-EN-VIVARAIS";"00000000"
"231";"0729";"07";;"VILLENEUVE-DE-BERG";"00000000"
"232";"0730";"07";;"VIVIERS";"00000000"
"233";"0731";"07";"(LA)";"VOULTE-SUR-RHONE";"00000000"
"234";"0732";"07";;"ANNONAY-SUD";"00000000"
"235";"0733";"07";;"VALS-LES-BAINS";"00000000"
"236";"0801";"08";;"ASFELD";"00000000"
"237";"0802";"08";;"ATTIGNY";"00000000"
"238";"0803";"08";;"BUZANCY";"00000000"
"239";"0804";"08";;"CARIGNAN";"00000000"
"240";"0805";"08";;"CHARLEVILLE-CENTRE";"00000000"
"241";"0806";"08";;"CHATEAU-PORCIEN";"00000000"
"242";"0807";"08";;"CHAUMONT-PORCIEN";"00000000"
"243";"0808";"08";"(LE)";"CHESNE";"00000000"
"244";"0809";"08";;"FLIZE";"00000000"
"245";"0810";"08";;"FUMAY";"00000000"
"246";"0811";"08";;"GIVET";"00000000"
"247";"0812";"08";;"GRANDPRE";"00000000"
"248";"0813";"08";;"JUNIVILLE";"00000000"
"249";"0814";"08";;"MACHAULT";"00000000"
"250";"0815";"08";;"MEZIERES-CENTRE-OUEST";"00000000"
"251";"0816";"08";;"MONTHERME";"00000000"
"252";"0817";"08";;"MONTHOIS";"00000000"
"253";"0818";"08";;"MOUZON";"00000000"
"254";"0819";"08";;"NOVION-PORCIEN";"00000000"
"255";"0820";"08";;"OMONT";"00000000"
"256";"0821";"08";;"RAUCOURT-ET-FLABA";"00000000"
"257";"0822";"08";;"RENWEZ";"00000000"
"258";"0823";"08";;"RETHEL";"00000000"
"259";"0824";"08";;"ROCROI";"00000000"
"260";"0825";"08";;"RUMIGNY";"00000000"
"261";"0826";"08";;"SEDAN-NORD";"00000000"
"262";"0827";"08";;"SEDAN-EST";"00000000"
"263";"0828";"08";;"SIGNY-L'ABBAYE";"00000000"
"264";"0829";"08";;"SIGNY-LE-PETIT";"00000000"
"265";"0830";"08";;"TOURTERON";"00000000"
"266";"0831";"08";;"VOUZIERS";"00000000"
"267";"0832";"08";;"CHARLEVILLE-LA HOUILLERE";"00000000"
"268";"0833";"08";;"MEZIERES-EST";"00000000"
"269";"0834";"08";;"NOUZONVILLE";"00000000"
"270";"0835";"08";;"REVIN";"00000000"
"271";"0836";"08";;"SEDAN-OUEST";"00000000"
"272";"0837";"08";;"VILLERS-SEMEUSE";"00000000"
"273";"0901";"09";;"AX-LES-THERMES";"00000000"
"274";"0902";"09";"(LA)";"BASTIDE-DE-SEROU";"00000000"
"275";"0903";"09";"(LES)";"CABANNES";"00000000"
"276";"0904";"09";;"CASTILLON-EN-COUSERANS";"00000000"
"277";"0905";"09";;"FOIX-VILLE";"00000000"
"278";"0906";"09";"(LE)";"FOSSAT";"00000000"
"279";"0907";"09";;"LAVELANET";"00000000"
"280";"0908";"09";"(LE)";"MAS-D'AZIL";"00000000"
"281";"0909";"09";;"MASSAT";"00000000"
"282";"0910";"09";;"MIREPOIX";"00000000"
"283";"0911";"09";;"OUST";"00000000"
"284";"0912";"09";;"PAMIERS-OUEST";"00000000"
"285";"0913";"09";;"QUERIGUT";"00000000"
"286";"0914";"09";;"SAINTE-CROIX-VOLVESTRE";"00000000"
"287";"0915";"09";;"SAINT-GIRONS";"00000000"
"288";"0916";"09";;"SAINT-LIZIER";"00000000"
"289";"0917";"09";;"SAVERDUN";"00000000"
"290";"0918";"09";;"TARASCON-SUR-ARIEGE";"00000000"
"291";"0919";"09";;"VARILHES";"00000000"
"292";"0920";"09";;"VICDESSOS";"00000000"
"293";"0921";"09";;"FOIX-RURAL";"00000000"
"294";"0922";"09";;"PAMIERS-EST";"00000000"
"295";"1001";"10";;"AIX-EN-OTHE";"00000000"
"296";"1002";"10";;"ARCIS-SUR-AUBE";"00000000"
"297";"1003";"10";;"BAR-SUR-AUBE";"00000000"
"298";"1004";"10";;"BAR-SUR-SEINE";"00000000"
"299";"1005";"10";;"BOUILLY";"00000000"
"300";"1006";"10";;"BRIENNE-LE-CHATEAU";"00000000"
"301";"1007";"10";;"CHAOURCE";"00000000"
"302";"1008";"10";;"CHAVANGES";"00000000"
"303";"1009";"10";;"ERVY-LE-CHATEL";"00000000"
"304";"1010";"10";;"ESSOYES";"00000000"
"305";"1011";"10";;"ESTISSAC";"00000000"
"306";"1012";"10";;"LUSIGNY-SUR-BARSE";"00000000"
"307";"1013";"10";;"MARCILLY-LE-HAYER";"00000000"
"308";"1014";"10";;"MERY-SUR-SEINE";"00000000"
"309";"1015";"10";;"MUSSY-SUR-SEINE";"00000000"
"310";"1016";"10";;"NOGENT-SUR-SEINE";"00000000"
"311";"1017";"10";;"PINEY";"00000000"
"312";"1018";"10";;"RAMERUPT";"00000000"
"313";"1019";"10";"(LES)";"RICEYS";"00000000"
"314";"1020";"10";;"ROMILLY-SUR-SEINE  1ER CANTON";"00000000"
"315";"1021";"10";;"SOULAINES-DHUYS";"00000000"
"316";"1022";"10";;"TROYES  1ER CANTON";"00000000"
"317";"1023";"10";;"TROYES  2E  CANTON";"00000000"
"318";"1025";"10";;"VENDEUVRE-SUR-BARSE";"00000000"
"319";"1026";"10";;"VILLENAUXE-LA-GRANDE";"00000000"
"320";"1028";"10";;"SAINTE-SAVINE";"00000000"
"321";"1029";"10";;"TROYES  4E  CANTON";"00000000"
"322";"1031";"10";;"TROYES  6E  CANTON";"00000000"
"323";"1032";"10";;"TROYES  7E  CANTON";"00000000"
"324";"1033";"10";"(LA)";"CHAPELLE-SAINT-LUC";"00000000"
"325";"1101";"11";;"ALAIGNE";"00000000"
"326";"1102";"11";;"ALZONNE";"00000000"
"327";"1103";"11";;"AXAT";"00000000"
"328";"1104";"11";;"BELCAIRE";"00000000"
"329";"1105";"11";;"BELPECH";"00000000"
"330";"1106";"11";;"CAPENDU";"00000000"
"331";"1107";"11";;"CARCASSONNE  1ER CANTON";"00000000"
"332";"1108";"11";;"CARCASSONNE  2E  CANTON-NORD";"00000000"
"333";"1109";"11";;"CASTELNAUDARY-NORD";"00000000"
"334";"1110";"11";;"CASTELNAUDARY-SUD";"00000000"
"335";"1111";"11";;"CHALABRE";"00000000"
"336";"1112";"11";;"CONQUES-SUR-ORBIEL";"00000000"
"337";"1113";"11";;"COUIZA";"00000000"
"338";"1114";"11";;"COURSAN";"00000000"
"339";"1115";"11";;"DURBAN-CORBIERES";"00000000"
"340";"1116";"11";;"FANJEAUX";"00000000"
"341";"1117";"11";;"GINESTAS";"00000000"
"342";"1118";"11";;"LAGRASSE";"00000000"
"343";"1119";"11";;"LEZIGNAN-CORBIERES";"00000000"
"344";"1120";"11";;"LIMOUX";"00000000"
"345";"1121";"11";;"MAS-CABARDES";"00000000"
"346";"1122";"11";;"MONTREAL";"00000000"
"347";"1123";"11";;"MOUTHOUMET";"00000000"
"348";"1125";"11";;"PEYRIAC-MINERVOIS";"00000000"
"349";"1126";"11";;"QUILLAN";"00000000"
"350";"1127";"11";;"SAINT-HILAIRE";"00000000"
"351";"1128";"11";;"SAISSAC";"00000000"
"352";"1129";"11";;"SALLES-SUR-L'HERS";"00000000"
"353";"1130";"11";;"SIGEAN";"00000000"
"354";"1131";"11";;"TUCHAN";"00000000"
"355";"1133";"11";;"NARBONNE-OUEST";"00000000"
"356";"1134";"11";;"NARBONNE-SUD";"00000000"
"357";"1201";"12";;"AUBIN";"00000000"
"358";"1202";"12";;"BELMONT-SUR-RANCE";"00000000"
"359";"1203";"12";;"BOZOULS";"00000000"
"360";"1204";"12";;"CAMARES";"00000000"
"361";"1205";"12";;"CAMPAGNAC";"00000000"
"362";"1206";"12";;"CAPDENAC-GARE";"00000000"
"363";"1207";"12";;"CASSAGNES-BEGONHES";"00000000"
"364";"1208";"12";;"CONQUES";"00000000"
"365";"1209";"12";;"CORNUS";"00000000"
"366";"1210";"12";;"DECAZEVILLE";"00000000"
"367";"1211";"12";;"ENTRAYGUES-SUR-TRUYERE";"00000000"
"368";"1212";"12";;"ESPALION";"00000000"
"369";"1213";"12";;"ESTAING";"00000000"
"370";"1214";"12";;"LAGUIOLE";"00000000"
"371";"1215";"12";;"LAISSAC";"00000000"
"372";"1216";"12";;"MARCILLAC-VALLON";"00000000"
"373";"1217";"12";;"MILLAU-EST";"00000000"
"374";"1218";"12";;"MONTBAZENS";"00000000"
"375";"1219";"12";;"MUR-DE-BARREZ";"00000000"
"376";"1220";"12";;"NAJAC";"00000000"
"377";"1221";"12";;"NANT";"00000000"
"378";"1222";"12";;"NAUCELLE";"00000000"
"379";"1223";"12";;"PEYRELEAU";"00000000"
"380";"1224";"12";;"PONT-DE-SALARS";"00000000"
"381";"1225";"12";;"REQUISTA";"00000000"
"382";"1226";"12";;"RIEUPEYROUX";"00000000"
"383";"1227";"12";;"RIGNAC";"00000000"
"384";"1228";"12";;"RODEZ-EST";"00000000"
"385";"1229";"12";;"SAINT-AFFRIQUE";"00000000"
"386";"1230";"12";;"SAINT-AMANS-DES-COTS";"00000000"
"387";"1231";"12";;"SAINT-BEAUZELY";"00000000"
"388";"1232";"12";;"SAINT-CHELY-D'AUBRAC";"00000000"
"389";"1233";"12";;"SAINTE-GENEVIEVE-SUR-ARGENCE";"00000000"
"390";"1234";"12";;"SAINT-GENIEZ-D'OLT";"00000000"
"391";"1235";"12";;"SAINT-ROME-DE-TARN";"00000000"
"392";"1236";"12";;"SAINT-SERNIN-SUR-RANCE";"00000000"
"393";"1237";"12";;"SALLES-CURAN";"00000000"
"394";"1238";"12";"(LA)";"SALVETAT-PEYRALES";"00000000"
"395";"1239";"12";;"BARAQUEVILLE-SAUVETERRE";"00000000"
"396";"1240";"12";;"SEVERAC-LE-CHATEAU";"00000000"
"397";"1241";"12";;"VEZINS-DE-LEVEZOU";"00000000"
"398";"1242";"12";;"VILLEFRANCHE-DE-ROUERGUE";"00000000"
"399";"1243";"12";;"VILLENEUVE";"00000000"
"400";"1244";"12";;"MILLAU-OUEST";"00000000"
"401";"1245";"12";;"RODEZ-OUEST";"00000000"
"402";"1246";"12";;"RODEZ-NORD";"00000000"
"403";"1301";"13";;"AIX-EN-PROVENCE-NORD-EST";"00000000"
"404";"1302";"13";;"AIX-EN-PROVENCE-SUD-OUEST";"00000000"
"405";"1303";"13";;"ARLES-EST";"00000000"
"406";"1305";"13";;"AUBAGNE-OUEST";"00000000"
"407";"1306";"13";;"BERRE-L'ETANG";"00000000"
"408";"1307";"13";;"CHATEAURENARD";"00000000"
"409";"1308";"13";"(LA)";"CIOTAT";"00000000"
"410";"1309";"13";;"EYGUIERES";"00000000"
"411";"1310";"13";;"GARDANNE";"00000000"
"412";"1311";"13";;"ISTRES-NORD";"00000000"
"413";"1312";"13";;"LAMBESC";"00000000"
"414";"1326";"13";;"ORGON";"00000000"
"415";"1327";"13";;"PEYROLLES-EN-PROVENCE";"00000000"
"416";"1328";"13";;"PORT-SAINT-LOUIS-DU-RHONE";"00000000"
"417";"1329";"13";;"ROQUEVAIRE";"00000000"
"418";"1330";"13";;"SAINTES-MARIES-DE-LA-MER";"00000000"
"419";"1331";"13";;"SAINT-REMY-DE-PROVENCE";"00000000"
"420";"1332";"13";;"SALON-DE-PROVENCE";"00000000"
"421";"1333";"13";;"TARASCON";"00000000"
"422";"1334";"13";;"TRETS";"00000000"
"423";"1335";"13";;"ALLAUCH";"00000000"
"424";"1336";"13";;"MARIGNANE";"00000000"
"425";"1348";"13";;"CHATEAUNEUF-COTE-BLEUE";"00000000"
"426";"1349";"13";;"ISTRES-SUD";"00000000"
"427";"1350";"13";;"MARTIGUES-OUEST";"00000000"
"428";"1351";"13";;"PELISSANNE";"00000000"
"429";"1352";"13";"(LES)";"PENNES-MIRABEAU";"00000000"
"430";"1353";"13";;"VITROLLES";"00000000"
"431";"1354";"13";;"AUBAGNE-EST";"00000000"
"432";"1401";"14";;"AUNAY-SUR-ODON";"00000000"
"433";"1402";"14";;"BALLEROY";"00000000"
"434";"1403";"14";;"BAYEUX";"00000000"
"435";"1404";"14";"(LE)";"BENY-BOCAGE";"00000000"
"436";"1405";"14";;"BLANGY-LE-CHATEAU";"00000000"
"437";"1406";"14";;"BOURGUEBUS";"00000000"
"438";"1407";"14";;"BRETTEVILLE-SUR-LAIZE";"00000000"
"439";"1408";"14";;"CAEN  1ER CANTON";"00000000"
"440";"1409";"14";;"CAEN  2E  CANTON";"00000000"
"441";"1410";"14";;"CAMBREMER";"00000000"
"442";"1411";"14";;"CAUMONT-L'EVENTE";"00000000"
"443";"1412";"14";;"CONDE-SUR-NOIREAU";"00000000"
"444";"1413";"14";;"CREULLY";"00000000"
"445";"1414";"14";;"DOUVRES-LA-DELIVRANDE";"00000000"
"446";"1415";"14";;"DOZULE";"00000000"
"447";"1416";"14";;"EVRECY";"00000000"
"448";"1417";"14";;"FALAISE-NORD";"00000000"
"449";"1418";"14";;"FALAISE-SUD";"00000000"
"450";"1419";"14";;"HONFLEUR";"00000000"
"451";"1420";"14";;"ISIGNY-SUR-MER";"00000000"
"452";"1421";"14";;"LISIEUX  1ER CANTON";"00000000"
"453";"1422";"14";;"LISIEUX  2E  CANTON";"00000000"
"454";"1423";"14";;"LIVAROT";"00000000"
"455";"1424";"14";;"MEZIDON-CANON";"00000000"
"456";"1425";"14";;"MORTEAUX-COULIBOEUF";"00000000"
"457";"1426";"14";;"ORBEC";"00000000"
"458";"1427";"14";;"PONT-L'EVEQUE";"00000000"
"459";"1428";"14";;"RYES";"00000000"
"460";"1429";"14";;"SAINT-PIERRE-SUR-DIVES";"00000000"
"461";"1430";"14";;"SAINT-SEVER-CALVADOS";"00000000"
"462";"1431";"14";;"THURY-HARCOURT";"00000000"
"463";"1432";"14";;"TILLY-SUR-SEULLES";"00000000"
"464";"1433";"14";;"TREVIERES";"00000000"
"465";"1434";"14";;"TROARN";"00000000"
"466";"1435";"14";;"TROUVILLE-SUR-MER";"00000000"
"467";"1436";"14";;"VASSY";"00000000"
"468";"1437";"14";;"VILLERS-BOCAGE";"00000000"
"469";"1438";"14";;"VIRE";"00000000"
"470";"1440";"14";;"CAEN  4E  CANTON";"00000000"
