"importId";"code";"parent_code";"name";"accountType.importId";"isRegulatoryAccount";"commonPosition";"reconcileOk";"compatibleAccounts";"useForPartnerBalance";"isTaxAuthorizedOnMoveLine";"isTaxRequiredOnMoveLine";"defaultTaxSet";"vatSystemSelect";"isRetrievedOnPaymentSession";"serviceType.code";"manageCutOffPeriod";"hasAutomaticApplicationAccountingDate";"analyticDistributionAuthorized";"analyticDistributionRequiredOnInvoiceLines";"analyticDistributionRequiredOnMoveLines";"analyticDistributionTemplate.importId";"statusSelect";"company.importId"
17;101310;101300;"Capital non amorti";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
18;101320;101300;"Capital amorti";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
19;101800;101000;"Capital souscrit soumis à des réglementations particulières";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
"19-2--";102000;100;"Fonds fiduciaires";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
20;104000;100;"Primes liées au capital social";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
21;104100;104000;"Primes d'émission";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
22;104200;104000;"Primes de fusion";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
23;104300;104000;"Primes d'apport";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
24;104400;104000;"Primes de conversion d'obligations en actions";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
25;104500;104000;"Bons de souscription d'actions";"FRA_PCG210";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
26;105000;100;"Écarts de réévaluation";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
27;105100;105000;"Réserve spéciale de réévaluation";"FRA_PCG210";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
28;105200;105000;"Écart de réévaluation libre";"FRA_PCG210";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
29;105300;105000;"Réserve de réévaluation";"FRA_PCG210";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
30;105500;105000;"Écarts de réévaluation (autres opérations légales)";"FRA_PCG210";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
31;105700;105000;"Autres écarts de réévaluation en France";"FRA_PCG210";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
32;105800;105000;"Autres écarts de réévaluation à l'étranger";"FRA_PCG210";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
33;106000;100;"Réserves";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
34;106100;106000;"Réserve légale";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
35;106110;106100;"Réserve légale proprement dite";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
36;106120;106100;"Plus-values nettes à long terme";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
37;106200;106000;"Réserves indisponibles";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
38;106300;106000;"Réserves statutaires ou contractuelles";"FRA_PCG210";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
39;106400;106000;"Réserves réglementées";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
40;106410;106400;"Plus-values nettes à long terme";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
41;106430;106400;"Réserves consécutives à l'octroi de subventions d'investissement";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
42;106480;106400;"Autres réserves réglementées";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
43;106800;106000;"Autres réserves";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
44;106810;106800;"Réserve de propre assureur";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
45;106880;106800;"Réserves diverses";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
46;107000;100;"Écarts d'équivalence";"FRA_PCG210";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
47;108000;100;"Compte de l'exploitant";"FRA_PCG210";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
48;109000;100;"Actionnaires : Capital souscrit - non appelé";"FRA_PCG200";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
49;110;"CL1";"Report à nouveau (solde créditeur ou débiteur)";"FRA_PCG0";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
50;110000;110;"Report à nouveau (solde créditeur)";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
51;119000;110;"Report à nouveau (solde débiteur)";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
52;120;"CL1";"Résultat de l'exercice (bénéfice ou perte)";"FRA_PCG0";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
53;120000;120;"Résultat de l'exercice (bénéfice)";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
54;129000;120;"Résultat de l'exercice (perte)";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
55;130;"CL1";"Subventions d'investissement";"FRA_PCG0";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
56;131000;130;"Subventions d'équipement";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
57;131100;131000;"État";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
58;131200;131000;"Régions";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
59;131300;131000;"Départements";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
60;131400;131000;"Communes";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
61;131500;131000;"Collectivités publiques";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
62;131600;131000;"Entreprises publiques";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
63;131700;131000;"Entreprises et organismes privés";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
64;131800;131000;"Autres";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
65;138000;130;"Autres subventions d'investissement (même ventilation que celle du compte 131)";"FRA_PCG210";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
66;139000;130;"Subventions d'investissement inscrites au compte de résultat";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
67;139100;139000;"Subventions d'équipement";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
68;139110;139100;"Etat";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
69;139120;139100;"Régions";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
70;139130;139100;"Départements";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
71;139140;139100;"Communes";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
72;139150;139100;"Collectivités publiques";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
73;139160;139100;"Entreprises publiques";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
74;139170;139100;"Entreprises et organismes privés ";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
75;139180;139100;"Autres";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
76;139800;139000;"Autres subventions d'investissement (même ventilation que celle du compte 1391)";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
77;140;"CL1";"Provisions réglementées";"FRA_PCG0";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
78;142000;140;"Provisions réglementées relatives aux immobilisations";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
79;142300;142000;"Provisions pour reconstitution des gisements miniers et pétroliers";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
80;142400;142000;"Provisions pour investissement (participation des salariés)";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
81;143000;140;"Provisions réglementées relatives aux stocks";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
82;143100;143000;"Hausse des prix";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
83;143200;143000;"Fluctuation des cours";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
84;144000;140;"Provisions réglementées relatives aux autres éléments de l'actif";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
85;145000;140;"Amortissements dérogatoires";"FRA_PCG210";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
86;146000;140;"Provision spéciale de réévaluation";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
87;147000;140;"Plus-values réinvesties";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
88;148000;140;"Autres provisions réglementées";"FRA_PCG210";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
89;150;"CL1";"Provisions";"FRA_PCG0";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
90;151000;150;"Provisions pour risques";"FRA_PCG220";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
91;151100;151000;"Provisions pour litiges";"FRA_PCG220";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
92;151200;151000;"Provisions pour garanties données aux clients";"FRA_PCG220";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
93;151300;151000;"Provisions pour pertes sur marchés à terme";"FRA_PCG220";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
94;151400;151000;"Provisions pour amendes et pénalités";"FRA_PCG220";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
95;151500;151000;"Provisions pour pertes de change";"FRA_PCG220";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
96;151600;151000;"Provisions pour pertes sur contrats";"FRA_PCG220";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
97;151800;151000;"Autres provisions pour risques";"FRA_PCG220";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
98;153000;150;"Provisions pour pensions et obligations similaires";"FRA_PCG220";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
99;154000;150;"Provisions pour restructurations";"FRA_PCG220";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
100;155000;150;"Provisions pour impôts";"FRA_PCG220";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
101;156000;150;"Provisions pour renouvellement des immobilisations (entreprises concessionnaires)";"FRA_PCG220";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
102;157000;150;"Provisions pour charges à répartir sur plusieurs exercices";"FRA_PCG220";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
103;157200;157000;"Provisions pour gros entretiens ou grandes révisions";"FRA_PCG220";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
104;158000;150;"Autres provisions pour charges";"FRA_PCG220";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
105;158100;158000;"Provisions pour remises en état";"FRA_PCG220";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
106;160;"CL1";"Emprunts et dettes assimilées";"FRA_PCG0";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
107;161000;160;"Emprunts obligataires convertibles";"FRA_PCG230";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
"107-2-";162000;160;"Obligations représentatives de passifs nets remis en fiducie";"FRA_PCG230";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
108;163000;160;"Autres emprunts obligataires ";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
109;164000;160;"Emprunts auprès des établissements de crédit";"FRA_PCG230";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
110;165000;160;"Dépôts et cautionnements reçus";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
111;165100;165000;"Dépôts";"FRA_PCG230";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
112;165500;165000;"Cautionnements";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
113;166000;160;"Participation des salariés aux résultats";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
114;166100;166000;"Comptes bloqués";"FRA_PCG230";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
115;166200;166000;"Fonds de participation";"FRA_PCG230";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
116;167000;160;"Emprunts et dettes assortis de conditions particulières";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
117;167100;167000;"Emissions de titres participatifs";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
118;167400;167000;"Avances conditionnées de l'État";"FRA_PCG230";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
119;167500;167000;"Emprunts participatifs";"FRA_PCG230";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
120;168000;160;"Autres emprunts et dettes assimilées";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
121;168100;168000;"Autres emprunts";"FRA_PCG230";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
122;168500;168000;"Rentes viagères capitalisées";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
123;168700;168000;"Autres dettes";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
124;168800;168000;"Intérêts courus";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
125;168810;168800;"Sur emprunts obligataires convertibles ";"FRA_PCG230";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
126;168830;168800;"Sur autres emprunts obligataires";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
127;168840;168800;"Sur emprunts auprès des établissements de crédit";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
128;168850;168800;"Sur dépôts et cautionnements reçus";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
129;168860;168800;"Sur participation des salariés aux résultats";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
130;168870;168800;"Sur emprunts et dettes assortis de conditions particulières";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
131;168880;168800;"Sur autres emprunts et dettes assimilées";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
132;169000;160;"Primes de remboursement des obligations";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
133;170;"CL1";"Dettes rattachées à des participations";"FRA_PCG0";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
134;171000;170;"Dettes rattachées à des participations (groupe)";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
135;174000;170;"Dettes rattachées à des participations (hors groupe)";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
136;178000;170;"Dettes rattachées à des sociétés en participation";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
137;178100;178000;"Principal";"FRA_PCG230";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
138;178800;178000;"Intérêts courus";"FRA_PCG230";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
139;180;"CL1";"Comptes de liaison des établissements et sociétés en participation";"FRA_PCG0";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
140;181000;180;"Comptes de liaison des établissements";"FRA_PCG230";"true";1;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
141;186000;180;"Biens et prestations de services échangés entre établissements (charges)";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
142;187000;180;"Biens et prestations de services échangés entre établissements (produits)";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
143;188000;180;"Comptes de liaison des sociétés en participation";"FRA_PCG230";"true";2;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
144;200;"CL2";"Immobilisations incorporelles";"FRA_PCG0";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
145;201000;200;"Frais d'établissement";"FRA_PCG110";"true";2;;;;"true";;"N_D";2;"false";"NDAS";"false";;;;;;1;1
146;201100;201000;"Frais de constitution";"FRA_PCG110";"true";2;;;;"true";;"N_D";2;"false";"NDAS";"false";;;;;;1;1
147;201200;201000;"Frais de premier établissement";"FRA_PCG110";"true";2;;;;"true";;"N_D";2;"false";"NDAS";"false";;;;;;1;1
148;201210;201200;"Frais de prospection";"FRA_PCG110";"true";2;;;;"true";;"N_D";2;"false";"NDAS";"false";;;;;;1;1
149;201220;201200;"Frais de publicité";"FRA_PCG110";"true";2;;;;"true";;"N_D";2;"false";"NDAS";"false";;;;;;1;1
150;201300;201000;"Frais d'augmentation de capital et d'opérations diverses (fusions, scissions, transformations)";"FRA_PCG110";"true";2;;;;"true";;"N_D";2;"false";"NDAS";"false";;;;;;1;1
151;203000;200;"Frais de recherche et de développement";"FRA_PCG110";"true";2;;;;"true";;"N_D";2;"false";"NDAS";"false";;;;;;1;1
152;205000;200;"Concessions et droits similaires, brevets, licences, marques, procédés, solutions informatiques, droits et valeurs similaires";"FRA_PCG110";"true";2;;;;"true";;"N_D";2;"false";"DAUT";"false";;;;;;1;1
153;206000;200;"Droit au bail";"FRA_PCG110";"true";2;;;;"true";;"N_D";2;"false";"NDAS";"false";;;;;;1;1
154;207000;200;"Fonds commercial";"FRA_PCG110";"true";2;;;;"true";;"N_D";2;"false";"NDAS";"false";;;;;;1;1
155;208000;200;"Autres immobilisations incorporelles";"FRA_PCG110";"true";2;;;;"true";;"N_D";0;"false";"NDAS";"false";;;;;;1;1
"155-1";208100;208000;"Mali de fusion sur actifs incorporels";"FRA_PCG110";"true";2;;;;"true";;"N_D";0;"false";"NDAS";"false";;;;;;1;1
156;210;"CL2";"Immobilisations corporelles";"FRA_PCG0";"true";0;;;;;;;0;"false";"NDAS";"false";;;;;;1;1
157;211000;210;"Terrains";"FRA_PCG110";"true";2;;;;"true";;"N_D";0;"false";"NDAS";"false";;;;;;1;1
158;211100;211000;"Terrains nus";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
159;211200;211000;"Terrains aménagés";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
160;211300;211000;"Sous-sols et sur-sols";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
161;211400;211000;"Terrains de carrières (Tréfonds)";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
163;211500;211000;"Terrains bâtis";"FRA_PCG110";"true";0;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
164;211510;211500;"Ensembles immobiliers industriels (A, B, ...)";"FRA_PCG110";"false";0;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
165;211550;211500;"Ensembles immobiliers administratifs et commerciaux (A, B, ...)";"FRA_PCG110";"false";0;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
166;211580;211500;"Autres ensembles immobiliers";"FRA_PCG110";"true";0;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
167;211581;211580;"Affectés aux opérations professionnelles (A, B, ...)";"FRA_PCG110";"false";0;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
168;211588;211580;"Affectés aux opérations non professionnelles (A, B, ...)";"FRA_PCG110";"false";0;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
169;211600;211000;"Compte d'ordre sur immobilisations";"FRA_PCG110";"true";0;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
170;212000;210;"Agencements et aménagements de terrains (même ventilation que celle du compte 211)";"FRA_PCG110";"true";0;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
171;213000;210;"Constructions";"FRA_PCG110";"true";2;;;;"true";;"N_D";0;"false";"NDAS";"false";;;;;;1;1
172;213100;213000;"Bâtiments";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
173;213110;213100;"Ensembles immobiliers industriels (A, B, ...)";"FRA_PCG110";"false";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
174;213150;213100;"Ensembles immobiliers administratifs et commerciaux (A, B, ...)";"FRA_PCG110";"false";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
175;213180;213100;"Autres ensembles immobiliers";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
176;213181;213180;"Affectés aux opérations professionnelles (A, B, ...)";"FRA_PCG110";"false";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
177;213188;213180;"Affectés aux opérations non professionnelles (A, B, ...)";"FRA_PCG110";"false";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
178;213500;213000;"Installations générales - agencements - aménagements des constructions";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
"178-10";213510;213500;"Ensembles immobiliers industriels (A, B)";"FRA_PCG110";"false";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
"178-50";213550;213500;"Ensembles immobiliers administratifs et commerciaux (A, B)";"FRA_PCG110";"false";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
"178-80";213580;213500;"Autres ensembles immobiliers";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
"178-81";213581;213580;"Affectés aux opérations professionnelles (A, B)";"FRA_PCG110";"false";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
"178-88";213588;213580;"Affectés aux opérations non professionnelles (A, B)";"FRA_PCG110";"false";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
179;213800;213000;"Ouvrages d'infrastructure";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
180;213810;213800;"Voies de terre";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
181;213820;213800;"Voies de fer";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
182;213830;213800;"Voies d'eau";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
183;213840;213800;"Barrages";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
184;213850;213800;"Pistes d'aérodromes";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
185;214000;210;"Constructions sur sol d'autrui (même ventilation que celle du compte 213)";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
186;215000;210;"Installations techniques, matériels et outillage industriels";"FRA_PCG110";"true";2;;;;"true";;"N_D";0;"false";"NDAS";"false";;;;;;1;1
187;215100;215000;"Installations complexes spécialisées";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
188;215110;215100;"Sur sol propre";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
189;215140;215100;"Sur sol d'autrui";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
190;215300;215000;"Installations à caractère spécifique";"FRA_PCG110";"true";2;;;;"true";;"N_D";1;"false";"NDAS";"false";;;;;;1;1
