"importId";"code";"name";"nextNum";"padding";"prefixe";"suffixe";"toBeAdded";"yearlyResetOk";"company.importId"
148;"paymentVoucher";"N° de paiement enc. autres moyens ";1;10;"ENC_OTH_%YY_";;1;1;1
149;"paymentVoucher";"N° de paiement dec. espèces ";1;10;"DEC_ESP_%YY_";;1;1;1
150;"paymentVoucher";"N° de paiement dec. chèques ";1;10;"DEC_CHQ_%YY_";;1;1;1
151;"paymentVoucher";"N° de paiement dec. CB ";1;10;"DEC_CB_%YY_";;1;1;1
152;"paymentVoucher";"N° de paiement dec. TIP ";1;10;"DEC_TIP_%YY_";;1;1;1
153;"paymentVoucher";"N° de paiement dec. virement ";1;10;"DEC_VIR_%YY_";;1;1;1
154;"paymentVoucher";"N° de paiement dec. prélèvement  (factures et échéanciers hors mensu) ";1;10;"DEC_PRE_%YY_";;1;1;1
155;"paymentVoucher";"N° de paiement dec. autres moyens ";1;10;"DEC_OTH_%YY_";;1;1;1
156;"paymentVoucherReceiptNo";"N° de reçu";1;10;"RECU_%YY_";;1;1;1
157;"purchaseInterface";"Interface achat";1;10;"INTACH_%YY_";;1;1;1
158;"refundInterface";"Interface avoir";1;10;"INTAVO_%YY_";;1;1;1
159;"reimbursement";"Proposition remboursement";1;10;"REMB_%YY_";;1;1;1
160;"saleInterface";"Interface vente";1;10;"INTVEN_%YY_";;1;1;1
161;"treasuryInterface";"Interface trésorerie";1;10;"INTTRESO_%YY_";;1;1;1
162;"reconcile";"Réconciliation comptable";1;10;"RECON_%YY_%M_";;1;1;1
163;"bankOrder";"SEPA Credit Transfers";1;10;"SCT%YY%FM";;1;1;1
164;"bankOrder";"SEPA Direct Debits";1;10;"SDD%YY%FM";;1;1;1
165;"bankOrder";"International Credit Transfers";1;10;"ICT%YY%FM";;1;1;1
166;"bankOrder";"International Direct Debits";1;10;"IDD%YY%FM";;1;1;1
167;"expense";"N° de note de frais";1;7;"NF%YY%FM";;1;1;1
1;"partner";"Numéro identifiant tiers";4;10;"T";;1;0;
2;"saleOrder";"Devis/Cmde client";1;5;"VTE";;1;0;1
3;"purchaseOrder";"Cotations/Cmde fournisseur";1;5;"ACH";;1;0;1
4;"eventTicket";"N° de ticket";1;4;"TKT";;1;0;
5;"intStockMove";"N° de bon de transfert de marchandise";1;4;"BT";;1;0;1
6;"outStockMove";"N° de bon de livraison";1;4;"BL";;1;0;1
7;"inStockMove";"N° de bon de réception";1;4;"BR";;1;0;1
8;"inventory";"N° inventaire";1;4;"INV%M%YY";;1;0;1
9;"productTrackingNumber";"N° de suivi";1;5;"NS";;1;0;
10;"productionOrder";"Ordre de production";1;5;"OP";;1;0;1
11;"manufOrder";"Ordre de fabrication";1;5;"OF";;1;0;1
