importId;code;parent_code;name;accountType.technicalTypeSelect;reconcileOk;useForPartnerBalance;isTaxAuthorizedOnMoveLine;isTaxRequiredOnMoveLine;company.importId
96;4091;0;COLLECTIF FOURNISSEURS;payable;;;;;1
97;409100;0;ACOMPTE FOURNISSEUR;currentAsset;True;True;;;1
98;409700;0;AVOIR A RECEVOIR;currentAsset;True;True;;;1
99;409800;0;RISTOURNES A RECEVOIR;currentAsset;True;True;;;1
100;4110;0;COLLECTIF CLIENTS;receivable;;;;;1
101;4113;0;COLLECTIF F. DE GARANTIE;receivable;;;;;1
102;413000;0;EFFET A RECEVOIR;receivable;;;;;1
103;413001;0;EFFETS ESC.ECH.01 BFCC;receivable;;;;;1
104;413002;0;EFFETS ESC.ECH.02 BFCC;receivable;;;;;1
105;413003;0;EFFETS ESC.ECH.03 BFCC;receivable;;;;;1
106;413004;0;EFFETS ESC.ECH.04 BFCC;receivable;;;;;1
107;413005;0;EFFETS ESC.ECH.05 BFCC;receivable;;;;;1
108;413006;0;EFFETS ESC.ECH.06 BFCC;receivable;;;;;1
109;413007;0;EFFETS ESC.ECH.07 BFCC;receivable;;;;;1
110;413008;0;EFFETS ESC.ECH.08 BFCC;receivable;;;;;1
111;413009;0;EFFETS ESC.ECH.09 BFCC;receivable;;;;;1
112;413010;0;EFFETS ESC.ECH.10 BFCC;receivable;;;;;1
113;413011;0;EFFETS ESC.ECH.11 BFCC;receivable;;;;;1
114;413012;0;EFFETS ESC.ECH.12 BFCC;receivable;;;;;1
127;416000;0;CLIENTS DOUTEUX;receivable;True;True;;;1
128;418100;0;FACTURE A ETABLIR;receivable;True;True;;;1
129;419100;0;CREANECOCE;debt;True;True;;;1
130;419700;0;AVOIRS A ETABLIR;debt;True;True;;;1
131;419800;0;AVOIR A ETABLIR;debt;True;True;;;1
132;421000;0;REMUNERATIONS DUES;debt;;;;;1
134;425000;0;AVANCE ET ACOMPTE;receivable;True;True;;;1
135;427000;0;SAISIE ARRET;debt;True;True;;;1
136;428200;0;PROVISION CONGES PAYES;debt;;;;;1
137;428600;0;PROVI PRIME;debt;;;;;1
138;428610;0;PROVI LICENCIEMENT;debt;;;;;1
139;428701;0;ACTIVITﾉ PARTIELLE;receivable;;;;;1
147;438000;0;CHARGES SUR PRIMES;debt;;;;;1
148;438200;0;CH. SUR CONGES A PAYER;debt;;;;;1
149;438600;0;PROVI AUTRES CHARGES A PAYER;debt;;;;;1
150;438610;0;RETRAITE;debt;;;;;1
151;438700;0;PRODUIT ﾀ RECEVOIR;receivable;;;;;1
152;206000;0;Droit au bail;immobilisation;;;;;1
153;443000;0;CHOMAGE PARTIEL;tax;;;;;1
154;444000;0;IMPOT SOCIETE;tax;;;;;1
155;445510;0;RECEVEUR TVA;tax;;;;;1
156;445650;0;CREDIT TVA \(DE REFERENCE\);tax;;;;;1
157;445660;0;TVA RECUPERABLE;tax;;;;;1
158;445661;0;TVA DEDUCTIBLE ENCTS;tax;;;;;1
159;445662;0;TVA DEDUCTIBLE DUCROIRE;tax;;;;;1
160;445663;0;TVA ABANDON;tax;;;;;1
161;445670;0;CREDIT DE TVA A REPORTER;tax;;;;;1
162;445710;0;TVA A REGULARISER;tax;;;;;1
163;445711;0;TVA A 5,5%;tax;;;;;1
164;445712;0;TVA IRRECOUVRABLE;tax;;;;;1
165;445713;0;TVA A 7%;tax;;;;;1
166;445714;0;TVA 5,5% DUCROIRE;tax;;;;;1
167;445715;0;TVA 20% DUCROIRE;tax;;;;;1
168;445716;0;TVA COLLECT 20% ENCTS;tax;;;;;1
169;445717;0;TVA COLLECTEE 20%;tax;;;;;1
170;445718;0;TVA INTRACOMMUNAUTAIRE;tax;;;;;1
171;445719;0;TVA COLL.S.PERTE HORDOIR;tax;;;;;1
172;445720;0;TVA DUCROIRE 7%;tax;;;;;1
173;445721;0;TVA SUR IMPORT;tax;;;;;1
174;445800;0;TVA A REGULARISER;tax;;;;;1
175;445860;0;TVA S.FACT. A RECEVOIR;tax;;;;;1
176;445870;0;TVA SUR FACT.A ETABLIR;tax;;;;;1
177;445871;0;TVA AV A ETABLIR;tax;;;;;1
178;448600;0;IMPOTS DIVERS A PAYER;tax;;;;;1
179;448700;0;ETAT PRODUITS A RECEVOIR;tax;;;;;1
180;451000;0;CT CT SCI IMMO;receivable;;;;;1
181;213830;0;Voies d'eau;immobilisation;;;;;1
182;455000;0;COMPTE COURANT ASSOCIES;receivable;True;True;;;1
183;213850;0;Pistes d'aérodromes;immobilisation;;;;;1
184;456200;0;ACTIONNAIRES CAP.A VERSER;receivable;True;True;;;1
185;4563ABCD;0;ABCD PRO VERS. CAPITAL;receivable;True;True;;;1
186;4563ABCDM;0;ABCD B.A.VERS.CAPITAL;receivable;True;True;;;1
187;4563ADA14;0;ADAM 14 VERSEMENT CAPITAL;receivable;True;True;;;1
188;4563ADA18;0;ADAM 18 VERSEMENT CAPITAL;receivable;True;True;;;1
189;4563AERAT;0;AERAT VERSEMENT CAPITAL;receivable;True;True;;;1
190;4563AIRE;0;L'AIRE DES ARTS CAPITAL;receivable;True;True;;;1
191;4563AMANC;0;LES COMPTOIRS CREATIFS;receivable;True;True;;;1
192;4563AMBRE;0;AMBRE LE MANS;receivable;True;True;;;1
193;4563AMIEN;0;AMIENS;receivable;True;True;;;1
194;4563AQUAR;0;AQUARELLE VERS.CAPITAL;receivable;True;True;;;1
195;4563ARAGO;0;TIREPLAN MALHERBE;receivable;True;True;;;1
196;4563ARCAN;0;ARCANES CHATEAUROUX;receivable;True;True;;;1
197;4563ARMAG;0;ARMAG VERSEMENT CAPITAL;receivable;True;True;;;1
198;4563ARTDE;0;ARTIS DECO CAPITAL;receivable;True;True;;;1
199;4563ARTIC;0;ARTISTICA CAPITAL;receivable;True;True;;;1
200;4563ARTIM;0;ARTISSIMO CAPITAL;receivable;True;True;;;1
201;4563ARTIS;0;ARTISTE PEINTRE D E;receivable;True;True;;;1
202;4563ARTLE;0;ARTS ET LETTRES CAPITAL;receivable;True;True;;;1
203;4563ARTPA;0;ART PASSION CREATION;receivable;True;True;;;1
204;4563ARTTE;0;ART ET TECHN.VERS.CAPITAL;receivable;True;True;;;1
205;4563ASTRA;0;ASTRA VERSEMENT CAPITAL;receivable;True;True;;;1
206;4563ATARM;0;L'ATELIER DES ARTS MANUELS    CAPITAL;receivable;True;True;;;1
207;4563ATART;0;ATELIER ART TOURS;receivable;True;True;;;1
208;4563ATECO;0;L'ATELIER DES COULEURS CAPITAL;receivable;True;True;;;1
209;4563ATOUT;0;ATOUTS CREATION;receivable;True;True;;;1
210;4563AUBEN;0;CULTURELA AUBENAS;receivable;True;True;;;1
211;4563AUDUN;0;AUDUN LE TICHE;receivable;True;True;;;1
212;4563AURAY;0;AURAY;receivable;True;True;;;1
213;4563AURIL;0;AURILLAC INTERACTIVE PAP.;receivable;True;True;;;1
214;4563AUTRE;0;AUTREMENT DIT;receivable;True;True;;;1
215;4563BARRI;0;BARRIERE VERS.CAPITAL;receivable;True;True;;;1
216;4563BAYEU;0;DALBE BAYEUX;receivable;True;True;;;1
217;4563BAZEI;0;TENDANCE TISSUS               MARMANDE;receivable;True;True;;;1
218;4563BEREC;0;BERGERAC;receivable;True;True;;;1
219;4563BERNH;0;BERNHART VERS.CAPITAL;receivable;True;True;;;1
220;4563BERTY;0;nan;receivable;True;True;;;1
221;4563BESAN;0;L'INTRANQUILLE PLAZZA;receivable;True;True;;;1
222;4563BIGAN;0;ABCB SARL;receivable;True;True;;;1
223;4563BORSA;0;BORSATO VERS.CAPITAL;receivable;True;True;;;1
224;4563BRIEU;0;ST BRIEUC;receivable;True;True;;;1
225;4563BRIVE;0;SARL NOIR IVOIRE;receivable;True;True;;;1
226;4563CALYP;0;CALYPSO VERS.CAPITAL;receivable;True;True;;;1
227;4563CARCA;0;LACOSTE CARCASSONNE;receivable;True;True;;;1
228;4563CARPA;0;CARPAP;receivable;True;True;;;1
229;4563CASAB;0;DALBE CASABLANCA;receivable;True;True;;;1
230;4563CHAMP;0;CHAMPAGNE PLAN VERS.CAPIT;receivable;True;True;;;1
231;4563CHARL;0;CREA-LOISIR;receivable;True;True;;;1
232;4563CHATO;0;CHARLEMAGNE TOULON;receivable;True;True;;;1
233;4563CHEMI;0;LE CHEMIN DES ARTS CAPITAL;receivable;True;True;;;1
234;4563CHERB;0;CHERBOURG JORET;receivable;True;True;;;1
235;4563CHEVAL;0;LE CHEVALET CAPITAL;receivable;True;True;;;1
236;4563CHOPA;0;GROUPE DELTA OUEST CHOLET;receivable;True;True;;;1
237;4563COGNE;0;PAPETERIE COGNET;receivable;True;True;;;1
238;4563COIN;0;COIN DES ARTS;receivable;True;True;;;1
239;4563COLOR;0;COLOR;receivable;True;True;;;1
240;4563COUVR;0;COUVREUR VERS.CAPITAL;receivable;True;True;;;1
241;4563CULTU;0;CULTURE PLUS;receivable;True;True;;;1
242;4563DATOU;0;CREALAND;receivable;True;True;;;1
243;4563DELOU;0;DELOUBES VERS.CAPITAL;receivable;True;True;;;1
244;4563DEMEY;0;SA DEMEY;receivable;True;True;;;1
245;4563DIJON;0;DIJON VERS.CAPITAL;receivable;True;True;;;1
246;4563DISAU;0;DISTRE;receivable;True;True;;;1
247;4563DIVER;0;DIVERS;receivable;True;True;;;1
248;4563DLM;0;DLM VERS.CAPITAL;receivable;True;True;;;1
249;4563DUBOI;0;DUBOIS VERS.CAPITAL;receivable;True;True;;;1
250;4563DUPON;0;DUPONT VERS.CAPITTAL;receivable;True;True;;;1
251;4563DUPRE;0;DUPRE D E;receivable;True;True;;;1
252;4563EDV;0;ECLAT DE VERRE;receivable;True;True;;;1
253;4563EGLY;0;ESPACE TEMPS SIMBAC;receivable;True;True;;;1
254;4563ELLI;0;ELLI;receivable;True;True;;;1
255;4563EPS33;0;EPS CAPITAL;receivable;True;True;;;1
256;4563EVREU;0;DALBE EVREUX;receivable;True;True;;;1
257;4563EXBER;0;EXPL.BERTY VERS.CAPITAL;receivable;True;True;;;1
258;4563FOIX;0;SURRE MAJUSCULE;receivable;True;True;;;1
259;4563FONTE;0;BOUTIN FONTENAY LE COMTE;receivable;True;True;;;1
260;4563FORME;0;FORMES ET COULEURS;receivable;True;True;;;1
261;4563FORUM;0;FORUM DES ARTS;receivable;True;True;;;1
262;4563FOTOP;0;FOTOPLAN  VERS.CAPITAL;receivable;True;True;;;1
263;4563GALLER;0;GALLERIE 16 CAPITAL;receivable;True;True;;;1
264;4563GAMBE;0;PAPETERIE GAMBETTA;receivable;True;True;;;1
265;4563GAP;0;GAP;receivable;True;True;;;1
266;4563GER;0;GER VERS. CAPITAL;receivable;True;True;;;1
267;4563GIOFF;0;GIOFFREDO VERS.CAPITAL;receivable;True;True;;;1
268;4563GRAPH;0;GRAPHI PLAN VERS.CAPITAL;receivable;True;True;;;1
269;4563GRASS;0;CENTRAL DECOR GRASSIN CAPITAL;receivable;True;True;;;1
270;4563GRENO;0;GRENOBLE VERS.CAPITAL;receivable;True;True;;;1
271;4563GSCOO;0;GRAPHISCOOP VERS.CAPITAL;receivable;True;True;;;1
272;4563HELCO;0;HELIOCOP VERS.CAPITAL;receivable;True;True;;;1
273;4563HELIO;0;HELIO;receivable;True;True;;;1
274;4563HELNA;0;HELNA VERS.CAPITAL;receivable;True;True;;;1
275;4563HUGUE;0;HUGUENIOT VERS.CAPITAL;receivable;True;True;;;1
276;4563IMAGE;0;L'IMAGE EN MARCHE CAPITAL;receivable;True;True;;;1
277;4563ISSOI;0;ISSOIRE;receivable;True;True;;;1
278;4563JASLI;0;JASLIN VERS.CAPITAL;receivable;True;True;;;1
279;4563JUDEL;0;LE COIN DES BEAUX ARTS;receivable;True;True;;;1
280;4563LACOS;0;LACOSTE;receivable;True;True;;;1
281;4563LAMAI;0;MAISON ARTS VERS.CAPITAL;receivable;True;True;;;1
282;4563LANGO;0;PAP LAGUERIE;receivable;True;True;;;1
283;4563LANGU;0;BUROLIKE LANGUEUX;receivable;True;True;;;1
284;4563LANNI;0;LANNION;receivable;True;True;;;1
285;4563LAPAP;0;LA PAPETERIE VERS.CAPITAL;receivable;True;True;;;1
286;4563LAURI;0;L'HIRONDELLE CREATIVE         SALON DE PROVENCE;receivable;True;True;;;1
287;4563LAVAL;0;LA TETE DANS LE CADRE;receivable;True;True;;;1
288;4563LAVAU;0;LAVAUR;receivable;True;True;;;1
289;4563LAVRU;0;LAVRUT VERS.CAPITAL;receivable;True;True;;;1
290;4563LEFEB;0;LEFEBVRE VERS.CAPITAL;receivable;True;True;;;1
291;4563LEGEN;0;PAPETERIE LEGENDRE            75017 PARIS;receivable;True;True;;;1
292;4563LEPAS;0;LE PASSAGE CAPITAL;receivable;True;True;;;1
293;4563LEPOR;0;EKIMAG;receivable;True;True;;;1
294;4563LESBE;0;LES BEAUX ARTS CAPITAL;receivable;True;True;;;1
295;4563LIBOU;0;SARL VALMI;receivable;True;True;;;1
296;4563LIBRA;0;LIBRAIRIE DES ARTS CAPITAL;receivable;True;True;;;1
297;4563LILLE;0;RART LILLE;receivable;True;True;;;1
298;4563LIPBA;0;LIPS B ARTS CAPITAL;receivable;True;True;;;1
299;4563LIPS;0;LIPS ARTS.CAPITAL;receivable;True;True;;;1
300;4563LISIE;0;DALBE LISIEUX \(B S P C\);receivable;True;True;;;1
301;4563LORIO;0;KING JOUET LORIOL;receivable;True;True;;;1
302;4563LOUAR;0;LOUARD VERS.CAPITAL;receivable;True;True;;;1
303;4563LTM;0;LTM RENNES;receivable;True;True;;;1
304;4563MADEC;0;MADEC CAPITAL;receivable;True;True;;;1
305;4563MADIS;0;MADISON LIBOURNE;receivable;True;True;;;1
306;4563MAEDE;0;SAS H.N MAEDER;receivable;True;True;;;1
307;4563MAGIS;0;MAGIS VERS.CAPITAL;receivable;True;True;;;1
308;4563MAISO;0;MAISON DESS.VERS.CAPITAL;receivable;True;True;;;1
309;4563MARCH;0;MARCHAND DE COULEURS CAPITAL;receivable;True;True;;;1
310;4563MARTI;0;MARTIN-DELBERT AGEN;receivable;True;True;;;1
311;4563MEAUX;0;BUREAU CENTER MEAUX;receivable;True;True;;;1
312;4563MEIST;0;MEISTRE VERS.CAPITAL;receivable;True;True;;;1
313;4563MENDE;0;O'BURO MENDE;receivable;True;True;;;1
314;4563MENON;0;BURO POLE                     FOUGERES;receivable;True;True;;;1
315;4563METZH;0;HISLER EVEN METZ;receivable;True;True;;;1
316;4563MIDDL;0;MIDDLETON & ART;receivable;True;True;;;1
317;4563MODER;0;BUREAU MODERNE;receivable;True;True;;;1
318;4563MONTB;0;DALBE MONTBRISON;receivable;True;True;;;1
319;4563MONTR;0;CABRERA MONTREUIL;receivable;True;True;;;1
320;4563MOUAN;0;MOUANS SARTOUX;receivable;True;True;;;1
321;4563MULHO;0;DIX JUILLET                   MULHOUSE/BELFORT;receivable;True;True;;;1
322;4563NANCY;0;DALBE NANCY \(FROUARD\);receivable;True;True;;;1
323;4563NANLC;0;LOISIRS ET COULEURS;receivable;True;True;;;1
324;4563NATUR;0;NATURE CREATIVE;receivable;True;True;;;1
325;4563NELLA;0;NELLA;receivable;True;True;;;1
326;4563NIORT;0;SECOF NIORT;receivable;True;True;;;1
327;4563NMGIN;0;NMG INV.ROANNE;receivable;True;True;;;1
328;4563OCEP;0;OCEP COUTANCES;receivable;True;True;;;1
329;4563ODYSS;0;ODYSSEY TAHITI;receivable;True;True;;;1
330;4563OFFIC;0;OFFICE ONE DEPOT;receivable;True;True;;;1
331;4563ORLEA;0;nan;receivable;True;True;;;1
332;4563OUEST;0;OUEST GRAP.VERS.CAPITAL;receivable;True;True;;;1
333;4563PALAP;0;PALAPA LISIEUX;receivable;True;True;;;1
334;4563PALET;0;LA PALETTE ST LUC CAPITAL;receivable;True;True;;;1
335;4563PAPCH;0;PAPETERIE CHAMBERY;receivable;True;True;;;1
336;4563PAPIR;0;PAPIRUS VERS.CAPITAL;receivable;True;True;;;1
337;4563PAPON;0;PAPON VERS CAPITAL;receivable;True;True;;;1
338;4563PAPRA;0;PAP CHAMBERY;receivable;True;True;;;1
339;4563PASSI;0;PASSION CREATION;receivable;True;True;;;1
340;4563PERFO;0;PERFORMANCE;receivable;True;True;;;1
341;4563PIERA;0;PIERA;receivable;True;True;;;1
342;4563PLENI;0;PLENITUDE;receivable;True;True;;;1
343;4563PLUME;0;PLUMEAU ROUGE;receivable;True;True;;;1
344;4563POINT;0;POINT VIRGULE;receivable;True;True;;;1
345;4563POLE;0;BUREAU POLE;receivable;True;True;;;1
346;4563PROBU;0;PROBUREAU;receivable;True;True;;;1
347;4563QUADR;0;QUADRIMOVEL;receivable;True;True;;;1
348;4563REGAR;0;REG ART CAPITAL;receivable;True;True;;;1
349;4563REMON;0;CASTEAL RENNES;receivable;True;True;;;1
350;4563RENNE;0;RENNES;receivable;True;True;;;1
351;4563RIBOU;0;RIBOULET VERS.CAPITAL;receivable;True;True;;;1
352;4563RIMBA;0;LIB.RIMBAUD                   CHARLEVILLE MEZIERES;receivable;True;True;;;1
353;4563ROANN;0;MIROSE ROANNE;receivable;True;True;;;1
354;4563RODEZ;0;RODEZ;receivable;True;True;;;1
355;4563RORBA;0;RORBA;receivable;True;True;;;1
356;4563ROUEN;0;ROUEN VERS.CAPITAL;receivable;True;True;;;1
357;4563SALON;0;SALON;receivable;True;True;;;1
358;4563SARLA;0;SARLAT BATAILLON;receivable;True;True;;;1
359;4563SAUMU;0;SAUMUR ELEMIAS;receivable;True;True;;;1
360;4563SAVOI;0;ATELIER SAVOIR FAIRE;receivable;True;True;;;1
361;4563SCLM;0;SCLM MARTINIQUE;receivable;True;True;;;1
362;4563SEDIC;0;SEDIC VERS.CAPITAL;receivable;True;True;;;1
363;4563SETE;0;DALBE SETE;receivable;True;True;;;1
364;4563SETTG;0;SETT GRUP VERS.CAPITAL;receivable;True;True;;;1
365;4563SEYNO;0;PAP SEYNOD;receivable;True;True;;;1
366;4563SOGEC;0;SOGECAL;receivable;True;True;;;1
367;4563STBAR;0;SASU MARCHAND COULEUR         SAINT BARTHELEMY;receivable;True;True;;;1
368;4563STBRI;0;FORUM DES CHAMPS ST BRIEUC;receivable;True;True;;;1
369;4563STIRP;0;STIRP VERS.CAPITAL;receivable;True;True;;;1
370;4563STLO;0;PLANET R;receivable;True;True;;;1
371;4563TAXIA;0;TAXI ART;receivable;True;True;;;1
372;4563TECHN;0;TECHNO PLANN VERS.CAPITAL;receivable;True;True;;;1
373;4563THEIE;0;ATELIE DU SAVOIR FAIRE;receivable;True;True;;;1
374;4563THONO;0;THONON;receivable;True;True;;;1
375;4563TIRE;0;TIREPLAN VERS.CAPITAL;receivable;True;True;;;1
376;4563TIREP;0;TIREP VERS.CAPITAL;receivable;True;True;;;1
377;4563TONNE;0;TONNERE VERS.CAPITAL;receivable;True;True;;;1
378;4563TOUCH;0;CHARLEMAGNE TOULON;receivable;True;True;;;1
379;4563TOULO;0;LAGRENE;receivable;True;True;;;1
380;4563TOVAL;0;TOVAL;receivable;True;True;;;1
381;4563TPLD;0;TPLD VERS.CAPITAL;receivable;True;True;;;1
382;4563TREFL;0;L'AS DE TREFLE;receivable;True;True;;;1
383;4563TRILL;0;TRILLAUD;receivable;True;True;;;1
384;4563ULTRA;0;ULTRAMARINE CAPITAL;receivable;True;True;;;1
385;4563VANCH;0;VANNES CHEMINANT;receivable;True;True;;;1
386;4563VERGE;0;VERGER DES MUSES;receivable;True;True;;;1
387;4563VERRI;0;VERRIER LES HERBOER;receivable;True;True;;;1
388;4563VIAL;0;VIAL VERS.CAPITTAL;receivable;True;True;;;1
389;4563YSSIN;0;SARL NIVAR YSSINGEAUX;receivable;True;True;;;1
390;4564ABCDP;0;D.ENTREE ABCD PRO;receivable;True;True;;;1
391;4564ARTIS;0;ARTISTE PEINTRE;receivable;True;True;;;1
392;4564AUTRE;0;AUTRE DIT;receivable;True;True;;;1
393;4564BASER;0;BASER CAPITAL;receivable;True;True;;;1
394;4564CHAMP;0;D.ENTREE CHAMPAGNE;receivable;True;True;;;1
395;4564DUPON;0;D.ENTREE DUPONT;receivable;True;True;;;1
396;4564DUPRE;0;DUPRE;receivable;True;True;;;1
397;4564FOTOP;0;D.ENTREE FOTOPLAN;receivable;True;True;;;1
398;4564MEIST;0;D.ENTREE MEISTRE;receivable;True;True;;;1
399;4564OUEST;0;D.ENTREE OUEST GRAPHIQUE;receivable;True;True;;;1
400;4564PAPON;0;DROIT D ENTREE PAPON;receivable;True;True;;;1
401;4564RIBOU;0;D.ENTREE RIBOULET;receivable;True;True;;;1
402;4564ROLLA;0;DROIT D'ENTREE ROLLAND;receivable;True;True;;;1
403;4564RORBA;0;ROR BEAUX ART;receivable;True;True;;;1
404;4564TIRE;0;D.ENTREE TIREPLAN;receivable;True;True;;;1
405;4564VIAL;0;D.ENTREE VIAL;receivable;True;True;;;1
406;460000;0;DEBITEURS DIVERS;view;;;;;1
514;467001;0;MARCHAND COULEUR;view;True;True;;;1
515;467002;0;STIRP;view;True;True;;;1
516;467003;0;DALBE TOURS;view;True;True;;;1
517;467004;0;CT CT ARTEO / ARTACREA;view;True;True;;;1
518;467010;0;RBST CPTE PIVOT;view;True;True;;;1
523;468600;0;CHARGES A PAYER;debt;;;;;1
524;468700;0;PRODUITS A RECEVOIR;receivable;;;;;1
525;47010RPCD;0;RPCD;view;;;;;1
526;471000;0;COMPTE D'ATTENTE;receivable;;;;;1
528;486000;0;CH.CONSTATEES D'AVANCE;receivable;;;;;1
