"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.base.AppTraining.r";"com.axelor.apps.base.db.AppTraining";"x";;;;;;;"Base Read"
"perm.base.CalendarConfiguration.r";"com.axelor.apps.base.db.CalendarConfiguration";"x";;;;;;;"Base Read"
"perm.base.Department.r";"com.axelor.apps.base.db.Department";"x";;;;;;;"Base Read"
"perm.base.AddressExport.r";"com.axelor.apps.base.db.AddressExport";"x";;;;;;;"Base Read"
"perm.base.AppMarketing.r";"com.axelor.apps.base.db.AppMarketing";"x";;;;;;;"Base Read"
"perm.base.AppPurchaseRequest.r";"com.axelor.apps.base.db.AppPurchaseRequest";"x";;;;;;;"Base Read"
"perm.base.EventsPlanningLine.r";"com.axelor.apps.base.db.EventsPlanningLine";"x";;;;;;;"Base Read"
"perm.base.Language.r";"com.axelor.apps.base.db.Language";"x";;;;;;;"Base Read"
"perm.base.Querie.r";"com.axelor.apps.base.db.Querie";"x";;;;;;;"Base Read"
"perm.base.Territory.r";"com.axelor.apps.base.db.Territory";"x";;;;;;;"Base Read"
"perm.base.PartnerPriceList.r";"com.axelor.apps.base.db.PartnerPriceList";"x";;;;;;;"Base Read"
"perm.base.AlarmEngine.r";"com.axelor.apps.base.db.AlarmEngine";"x";;;;;;;"Base Read"
"perm.base.AppBusinessProject.r";"com.axelor.apps.base.db.AppBusinessProject";"x";;;;;;;"Base Read"
"perm.base.AppExpense.r";"com.axelor.apps.base.db.AppExpense";"x";;;;;;;"Base Read"
"perm.base.ProductFamily.r";"com.axelor.apps.base.db.ProductFamily";"x";;;;;;;"Base Read"
"perm.base.AppSupplychain.r";"com.axelor.apps.base.db.AppSupplychain";"x";;;;;;;"Base Read"
"perm.base.ImportHistory.r";"com.axelor.apps.base.db.ImportHistory";"x";;;;;;;"Base Read"
"perm.base.RoutingActionCreateLine.r";"com.axelor.apps.base.db.RoutingActionCreateLine";"x";;;;;;;"Base Read"
"perm.base.Alarm.r";"com.axelor.apps.base.db.Alarm";"x";;;;;;;"Base Read"
"perm.base.AdjustHistory.r";"com.axelor.apps.base.db.AdjustHistory";"x";;;;;;;"Base Read"
"perm.base.AppStock.r";"com.axelor.apps.base.db.AppStock";"x";;;;;;;"Base Read"
"perm.base.Sequence.r";"com.axelor.apps.base.db.Sequence";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base Read"
"perm.base.Year.r";"com.axelor.apps.base.db.Year";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base Read"
"perm.base.Period.r";"com.axelor.apps.base.db.Period";"x";;;;;;;"Base Read"
"perm.base.AlarmEngineBatch.r";"com.axelor.apps.base.db.AlarmEngineBatch";"x";;;;;;;"Base Read"
"perm.base.AppAppraisal.r";"com.axelor.apps.base.db.AppAppraisal";"x";;;;;;;"Base Read"
"perm.base.BankDetails.r";"com.axelor.apps.base.db.BankDetails";"x";;;;;;;"Base Read"
"perm.base.AppExtraHours.r";"com.axelor.apps.base.db.AppExtraHours";"x";;;;;;;"Base Read"
"perm.base.CancelReason.r";"com.axelor.apps.base.db.CancelReason";"x";;;;;;;"Base Read"
"perm.base.AppBankPayment.r";"com.axelor.apps.base.db.AppBankPayment";"x";;;;;;;"Base Read"
"perm.base.ProductVariantConfig.r";"com.axelor.apps.base.db.ProductVariantConfig";"x";;;;;;;"Base Read"
"perm.base.AlarmMessage.r";"com.axelor.apps.base.db.AlarmMessage";"x";;;;;;;"Base Read"
"perm.base.MailBatch.r";"com.axelor.apps.base.db.MailBatch";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base Read"
"perm.base.AppBudget.r";"com.axelor.apps.base.db.AppBudget";"x";;;;;;;"Base Read"
"perm.base.CalendarManagement.r";"com.axelor.apps.base.db.CalendarManagement";"x";;;;;;;"Base Read"
"perm.base.City.r";"com.axelor.apps.base.db.City";"x";;;;;;;"Base Read"
"perm.base.WeeklyPlanning.r";"com.axelor.apps.base.db.WeeklyPlanning";"x";;;;;;;"Base Read"
"perm.base.Country.r";"com.axelor.apps.base.db.Country";"x";;;;;;;"Base Read"
"perm.base.PartnerAddress.r";"com.axelor.apps.base.db.PartnerAddress";"x";;;;;;;"Base Read"
"perm.base.IndustrySector.r";"com.axelor.apps.base.db.IndustrySector";"x";;;;;;;"Base Read"
"perm.base.PriceListLine.r";"com.axelor.apps.base.db.PriceListLine";"x";;;;;;;"Base Read"
"perm.base.PriceList.r";"com.axelor.apps.base.db.PriceList";"x";;;;;;;"Base Read"
"perm.base.AppInvoice.r";"com.axelor.apps.base.db.AppInvoice";"x";;;;;;;"Base Read"
"perm.base.IndicatorGeneratorGrouping.r";"com.axelor.apps.base.db.IndicatorGeneratorGrouping";"x";;;;;;;"Base Read"
"perm.base.ICalendarEvent.r";"com.axelor.apps.base.db.ICalendarEvent";"x";;;;;;;"Base Read"
"perm.base.AppLeave.r";"com.axelor.apps.base.db.AppLeave";"x";;;;;;;"Base Read"
"perm.base.AppQuality.r";"com.axelor.apps.base.db.AppQuality";"x";;;;;;;"Base Read"
"perm.base.TradingNamePrintingSettings.r";"com.axelor.apps.base.db.TradingNamePrintingSettings";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base Read"
"perm.base.ProductMultipleQty.r";"com.axelor.apps.base.db.ProductMultipleQty";"x";;;;;;;"Base Read"
"perm.base.UnitConversion.r";"com.axelor.apps.base.db.UnitConversion";"x";;;;;;;"Base Read"
"perm.base.Blocking.r";"com.axelor.apps.base.db.Blocking";"x";;;;;;;"Base Read"
"perm.base.AppBase.r";"com.axelor.apps.base.db.AppBase";"x";;;;;;;"Base Read"
"perm.base.StopReason.r";"com.axelor.apps.base.db.StopReason";"x";;;;;;;"Base Read"
"perm.base.Address.r";"com.axelor.apps.base.db.Address";"x";;;;;;;"Base Read"
"perm.base.CompanyDepartment.r";"com.axelor.apps.base.db.CompanyDepartment";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base Read"
"perm.base.Routing.r";"com.axelor.apps.base.db.Routing";"x";;;;;;;"Base Read"
"perm.base.AppCrm.r";"com.axelor.apps.base.db.AppCrm";"x";;;;;;;"Base Read"
"perm.base.AppRecruitment.r";"com.axelor.apps.base.db.AppRecruitment";"x";;;;;;;"Base Read"
"perm.base.ProductVariant.r";"com.axelor.apps.base.db.ProductVariant";"x";;;;;;;"Base Read"
"perm.base.AppCashManagement.r";"com.axelor.apps.base.db.AppCashManagement";"x";;;;;;;"Base Read"
"perm.base.BirtTemplate.r";"com.axelor.apps.base.db.BirtTemplate";"x";;;;;;;"Base Read"
"perm.base.PickListEntry.r";"com.axelor.apps.base.db.PickListEntry";"x";;;;;;;"Base Read"
"perm.base.ICalendar.r";"com.axelor.apps.base.db.ICalendar";"x";;;;;;;"Base Read"
"perm.base.AppFleet.r";"com.axelor.apps.base.db.AppFleet";"x";;;;;;;"Base Read"
"perm.base.BankAddress.r";"com.axelor.apps.base.db.BankAddress";"x";;;;;;;"Base Read"
"perm.base.Duration.r";"com.axelor.apps.base.db.Duration";"x";;;;;;;"Base Read"
"perm.base.AppPortal.r";"com.axelor.apps.base.db.AppPortal";"x";;;;;;;"Base Read"
"perm.base.AppClientPortal.r";"com.axelor.apps.base.db.AppClientPortal";"x";;;;;;;"Base Read"
"perm.base.BaseBatch.r";"com.axelor.apps.base.db.BaseBatch";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base Read"
"perm.base.TemplateRuleLine.r";"com.axelor.apps.base.db.TemplateRuleLine";"x";;;;;;;"Base Read"
"perm.base.AdvancedExportLine.r";"com.axelor.apps.base.db.AdvancedExportLine";"x";;;;;;;"Base Read"
"perm.base.GeographicalArea.r";"com.axelor.apps.base.db.GeographicalArea";"x";;;;;;;"Base Read"
"perm.base.IndicatorGenerator.r";"com.axelor.apps.base.db.IndicatorGenerator";"x";;;;;;;"Base Read"
"perm.base.RoutingRule.r";"com.axelor.apps.base.db.RoutingRule";"x";;;;;;;"Base Read"
"perm.base.TemplateRule.r";"com.axelor.apps.base.db.TemplateRule";"x";;;;;;;"Base Read"
"perm.base.AppHelpdesk.r";"com.axelor.apps.base.db.AppHelpdesk";"x";;;;;;;"Base Read"
"perm.base.ProductCategory.r";"com.axelor.apps.base.db.ProductCategory";"x";;;;;;;"Base Read"
"perm.base.Partner.r";"com.axelor.apps.base.db.Partner";"x";;;;;;;"Base Read"
"perm.base.TradingName.r";"com.axelor.apps.base.db.TradingName";"x";;;;;;;"Base Read"
"perm.base.AdvancedExport.r";"com.axelor.apps.base.db.AdvancedExport";"x";;;;;;;"Base Read"
"perm.base.AppProject.r";"com.axelor.apps.base.db.AppProject";"x";;;;;;;"Base Read"
"perm.base.PrintingSettings.r";"com.axelor.apps.base.db.PrintingSettings";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base Read"
"perm.base.BarcodeTypeConfig.r";"com.axelor.apps.base.db.BarcodeTypeConfig";"x";;;;;;;"Base Read"
"perm.base.RoutingAction.r";"com.axelor.apps.base.db.RoutingAction";"x";;;;;;;"Base Read"
"perm.base.TemplateContext.r";"com.axelor.apps.base.db.TemplateContext";"x";;;;;;;"Base Read"
"perm.base.DayPlanning.r";"com.axelor.apps.base.db.DayPlanning";"x";;;;;;;"Base Read"
"perm.base.AppEmployee.r";"com.axelor.apps.base.db.AppEmployee";"x";;;;;;;"Base Read"
"perm.base.BirtTemplateParameter.r";"com.axelor.apps.base.db.BirtTemplateParameter";"x";;;;;;;"Base Read"
"perm.base.RoutingActionCreate.r";"com.axelor.apps.base.db.RoutingActionCreate";"x";;;;;;;"Base Read"
"perm.base.AppTimesheet.r";"com.axelor.apps.base.db.AppTimesheet";"x";;;;;;;"Base Read"
"perm.base.AppContract.r";"com.axelor.apps.base.db.AppContract";"x";;;;;;;"Base Read"
"perm.base.EventsPlanning.r";"com.axelor.apps.base.db.EventsPlanning";"x";;;;;;;"Base Read"
"perm.base.Batch.r";"com.axelor.apps.base.db.Batch";"x";;;;;;;"Base Read"
"perm.base.PartnerCategory.r";"com.axelor.apps.base.db.PartnerCategory";"x";;;;;;;"Base Read"
"perm.base.ICalendarUser.r";"com.axelor.apps.base.db.ICalendarUser";"x";;;;;;;"Base Read"
"perm.base.CurrencyConversionLine.r";"com.axelor.apps.base.db.CurrencyConversionLine";"x";;;;;;;"Base Read"
"perm.base.Wizard.rwc";"com.axelor.apps.base.db.Wizard";"x";"x";"x";;;;;"Base User"
"perm.base.Product.rwc";"com.axelor.apps.base.db.Product";"x";"x";"x";;;;;"Base User"
"perm.base.App.rwc";"com.axelor.apps.base.db.App";"x";"x";"x";;;;;"Base User"
"perm.base.AppBpm.rwc";"com.axelor.apps.base.db.AppBpm";"x";"x";"x";;;;;"Base User"
"perm.base.Region.rwc";"com.axelor.apps.base.db.Region";"x";"x";"x";;;;;"Base User"
"perm.base.AppSale.rwc";"com.axelor.apps.base.db.AppSale";"x";"x";"x";;;;;"Base User"
"perm.base.TemplateContextLine.rwc";"com.axelor.apps.base.db.TemplateContextLine";"x";"x";"x";;;;;"Base User"
"perm.base.AppProduction.rwc";"com.axelor.apps.base.db.AppProduction";"x";"x";"x";;;;;"Base User"
"perm.base.ImportConfiguration.rwc";"com.axelor.apps.base.db.ImportConfiguration";"x";"x";"x";;;;;"Base User"
"perm.base.Company.rwc";"com.axelor.apps.base.db.Company";"x";"x";"x";;;"self.id in (?) OR self.parent.id in (?)";"__user__.companySet.id.plus(0),__user__.companySet.id.plus(0)";"Base User"
"perm.base.Canton.rwc";"com.axelor.apps.base.db.Canton";"x";"x";"x";;;;;"Base User"
"perm.base.ProductVariantValue.rwc";"com.axelor.apps.base.db.ProductVariantValue";"x";"x";"x";;;;;"Base User"
"perm.base.Currency.rwc";"com.axelor.apps.base.db.Currency";"x";"x";"x";;;;;"Base User"
"perm.base.AppPurchase.rwc";"com.axelor.apps.base.db.AppPurchase";"x";"x";"x";;;;;"Base User"
"perm.base.AppAccount.rwc";"com.axelor.apps.base.db.AppAccount";"x";"x";"x";;;;;"Base User"
"perm.base.Unit.rwc";"com.axelor.apps.base.db.Unit";"x";"x";"x";;;;;"Base User"
"perm.base.Bank.rwc";"com.axelor.apps.base.db.Bank";"x";"x";"x";;;;;"Base User"
"perm.base.Source.rwc";"com.axelor.apps.base.db.Source";"x";"x";"x";;;;;"Base User"
"perm.base.SequenceVersion.rwc";"com.axelor.apps.base.db.SequenceVersion";"x";"x";"x";;;;;"Base User"
"perm.base.ProductVariantAttr.rwc";"com.axelor.apps.base.db.ProductVariantAttr";"x";"x";"x";;;;;"Base User"
"perm.base.ShippingCoef.rwc";"com.axelor.apps.base.db.ShippingCoef";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base User"
"perm.base.AppTraining.rwc";"com.axelor.apps.base.db.AppTraining";"x";"x";"x";;;;;"Base User"
"perm.base.CalendarConfiguration.rwc";"com.axelor.apps.base.db.CalendarConfiguration";"x";"x";"x";;;;;"Base User"
"perm.base.Department.rwc";"com.axelor.apps.base.db.Department";"x";"x";"x";;;;;"Base User"
"perm.base.AddressExport.rwc";"com.axelor.apps.base.db.AddressExport";"x";"x";"x";;;;;"Base User"
"perm.base.AppMarketing.rwc";"com.axelor.apps.base.db.AppMarketing";"x";"x";"x";;;;;"Base User"
"perm.base.AppPurchaseRequest.rwc";"com.axelor.apps.base.db.AppPurchaseRequest";"x";"x";"x";;;;;"Base User"
"perm.base.EventsPlanningLine.rwc";"com.axelor.apps.base.db.EventsPlanningLine";"x";"x";"x";;;;;"Base User"
"perm.base.Language.rwc";"com.axelor.apps.base.db.Language";"x";"x";"x";;;;;"Base User"
"perm.base.Querie.rwc";"com.axelor.apps.base.db.Querie";"x";"x";"x";;;;;"Base User"
"perm.base.Territory.rwc";"com.axelor.apps.base.db.Territory";"x";"x";"x";;;;;"Base User"
"perm.base.PartnerPriceList.rwc";"com.axelor.apps.base.db.PartnerPriceList";"x";"x";"x";;;;;"Base User"
"perm.base.AlarmEngine.rwc";"com.axelor.apps.base.db.AlarmEngine";"x";"x";"x";;;;;"Base User"
"perm.base.AppBusinessProject.rwc";"com.axelor.apps.base.db.AppBusinessProject";"x";"x";"x";;;;;"Base User"
"perm.base.AppExpense.rwc";"com.axelor.apps.base.db.AppExpense";"x";"x";"x";;;;;"Base User"
"perm.base.ProductFamily.rwc";"com.axelor.apps.base.db.ProductFamily";"x";"x";"x";;;;;"Base User"
"perm.base.AppSupplychain.rwc";"com.axelor.apps.base.db.AppSupplychain";"x";"x";"x";;;;;"Base User"
"perm.base.ImportHistory.rwc";"com.axelor.apps.base.db.ImportHistory";"x";"x";"x";;;;;"Base User"
"perm.base.RoutingActionCreateLine.rwc";"com.axelor.apps.base.db.RoutingActionCreateLine";"x";"x";"x";;;;;"Base User"
"perm.base.Alarm.rwc";"com.axelor.apps.base.db.Alarm";"x";"x";"x";;;;;"Base User"
"perm.base.AdjustHistory.rwc";"com.axelor.apps.base.db.AdjustHistory";"x";"x";"x";;;;;"Base User"
"perm.base.AppStock.rwc";"com.axelor.apps.base.db.AppStock";"x";"x";"x";;;;;"Base User"
"perm.base.Sequence.rwc";"com.axelor.apps.base.db.Sequence";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base User"
"perm.base.Year.rwc";"com.axelor.apps.base.db.Year";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base User"
"perm.base.Period.rwc";"com.axelor.apps.base.db.Period";"x";"x";"x";;;;;"Base User"
"perm.base.AlarmEngineBatch.rwc";"com.axelor.apps.base.db.AlarmEngineBatch";"x";"x";"x";;;;;"Base User"
"perm.base.AppAppraisal.rwc";"com.axelor.apps.base.db.AppAppraisal";"x";"x";"x";;;;;"Base User"
"perm.base.BankDetails.rwc";"com.axelor.apps.base.db.BankDetails";"x";"x";"x";;;;;"Base User"
"perm.base.AppExtraHours.rwc";"com.axelor.apps.base.db.AppExtraHours";"x";"x";"x";;;;;"Base User"
"perm.base.CancelReason.rwc";"com.axelor.apps.base.db.CancelReason";"x";"x";"x";;;;;"Base User"
"perm.base.AppBankPayment.rwc";"com.axelor.apps.base.db.AppBankPayment";"x";"x";"x";;;;;"Base User"
"perm.base.ProductVariantConfig.rwc";"com.axelor.apps.base.db.ProductVariantConfig";"x";"x";"x";;;;;"Base User"
"perm.base.AlarmMessage.rwc";"com.axelor.apps.base.db.AlarmMessage";"x";"x";"x";;;;;"Base User"
"perm.base.MailBatch.rwc";"com.axelor.apps.base.db.MailBatch";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base User"
"perm.base.AppBudget.rwc";"com.axelor.apps.base.db.AppBudget";"x";"x";"x";;;;;"Base User"
"perm.base.CalendarManagement.rwc";"com.axelor.apps.base.db.CalendarManagement";"x";"x";"x";;;;;"Base User"
"perm.base.City.rwc";"com.axelor.apps.base.db.City";"x";"x";"x";;;;;"Base User"
"perm.base.WeeklyPlanning.rwc";"com.axelor.apps.base.db.WeeklyPlanning";"x";"x";"x";;;;;"Base User"
"perm.base.Country.rwc";"com.axelor.apps.base.db.Country";"x";"x";"x";;;;;"Base User"
"perm.base.PartnerAddress.rwc";"com.axelor.apps.base.db.PartnerAddress";"x";"x";"x";;;;;"Base User"
"perm.base.IndustrySector.rwc";"com.axelor.apps.base.db.IndustrySector";"x";"x";"x";;;;;"Base User"
"perm.base.PriceListLine.rwc";"com.axelor.apps.base.db.PriceListLine";"x";"x";"x";;;;;"Base User"
"perm.base.PriceList.rwc";"com.axelor.apps.base.db.PriceList";"x";"x";"x";;;;;"Base User"
"perm.base.AppInvoice.rwc";"com.axelor.apps.base.db.AppInvoice";"x";"x";"x";;;;;"Base User"
"perm.base.IndicatorGeneratorGrouping.rwc";"com.axelor.apps.base.db.IndicatorGeneratorGrouping";"x";"x";"x";;;;;"Base User"
"perm.base.ICalendarEvent.rwc";"com.axelor.apps.base.db.ICalendarEvent";"x";"x";"x";;;;;"Base User"
"perm.base.AppLeave.rwc";"com.axelor.apps.base.db.AppLeave";"x";"x";"x";;;;;"Base User"
"perm.base.AppQuality.rwc";"com.axelor.apps.base.db.AppQuality";"x";"x";"x";;;;;"Base User"
"perm.base.TradingNamePrintingSettings.rwc";"com.axelor.apps.base.db.TradingNamePrintingSettings";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base User"
"perm.base.ProductMultipleQty.rwc";"com.axelor.apps.base.db.ProductMultipleQty";"x";"x";"x";;;;;"Base User"
"perm.base.UnitConversion.rwc";"com.axelor.apps.base.db.UnitConversion";"x";"x";"x";;;;;"Base User"
"perm.base.Blocking.rwc";"com.axelor.apps.base.db.Blocking";"x";"x";"x";;;;;"Base User"
"perm.base.AppBase.rwc";"com.axelor.apps.base.db.AppBase";"x";"x";"x";;;;;"Base User"
"perm.base.StopReason.rwc";"com.axelor.apps.base.db.StopReason";"x";"x";"x";;;;;"Base User"
"perm.base.Address.rwc";"com.axelor.apps.base.db.Address";"x";"x";"x";;;;;"Base User"
"perm.base.CompanyDepartment.rwc";"com.axelor.apps.base.db.CompanyDepartment";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base User"
"perm.base.Routing.rwc";"com.axelor.apps.base.db.Routing";"x";"x";"x";;;;;"Base User"
"perm.base.AppCrm.rwc";"com.axelor.apps.base.db.AppCrm";"x";"x";"x";;;;;"Base User"
"perm.base.AppRecruitment.rwc";"com.axelor.apps.base.db.AppRecruitment";"x";"x";"x";;;;;"Base User"
"perm.base.ProductVariant.rwc";"com.axelor.apps.base.db.ProductVariant";"x";"x";"x";;;;;"Base User"
"perm.base.AppCashManagement.rwc";"com.axelor.apps.base.db.AppCashManagement";"x";"x";"x";;;;;"Base User"
"perm.base.BirtTemplate.rwc";"com.axelor.apps.base.db.BirtTemplate";"x";"x";"x";;;;;"Base User"
"perm.base.PickListEntry.rwc";"com.axelor.apps.base.db.PickListEntry";"x";"x";"x";;;;;"Base User"
"perm.base.ICalendar.rwc";"com.axelor.apps.base.db.ICalendar";"x";"x";"x";;;;;"Base User"
"perm.base.AppFleet.rwc";"com.axelor.apps.base.db.AppFleet";"x";"x";"x";;;;;"Base User"
"perm.base.BankAddress.rwc";"com.axelor.apps.base.db.BankAddress";"x";"x";"x";;;;;"Base User"
"perm.base.Duration.rwc";"com.axelor.apps.base.db.Duration";"x";"x";"x";;;;;"Base User"
"perm.base.AppPortal.rwc";"com.axelor.apps.base.db.AppPortal";"x";"x";"x";;;;;"Base User"
"perm.base.AppClientPortal.rwc";"com.axelor.apps.base.db.AppClientPortal";"x";"x";"x";;;;;"Base User"
"perm.base.BaseBatch.rwc";"com.axelor.apps.base.db.BaseBatch";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base User"
"perm.base.TemplateRuleLine.rwc";"com.axelor.apps.base.db.TemplateRuleLine";"x";"x";"x";;;;;"Base User"
"perm.base.AdvancedExportLine.rwc";"com.axelor.apps.base.db.AdvancedExportLine";"x";"x";"x";;;;;"Base User"
"perm.base.GeographicalArea.rwc";"com.axelor.apps.base.db.GeographicalArea";"x";"x";"x";;;;;"Base User"
"perm.base.IndicatorGenerator.rwc";"com.axelor.apps.base.db.IndicatorGenerator";"x";"x";"x";;;;;"Base User"
"perm.base.RoutingRule.rwc";"com.axelor.apps.base.db.RoutingRule";"x";"x";"x";;;;;"Base User"
"perm.base.TemplateRule.rwc";"com.axelor.apps.base.db.TemplateRule";"x";"x";"x";;;;;"Base User"
"perm.base.AppHelpdesk.rwc";"com.axelor.apps.base.db.AppHelpdesk";"x";"x";"x";;;;;"Base User"
"perm.base.ProductCategory.rwc";"com.axelor.apps.base.db.ProductCategory";"x";"x";"x";;;;;"Base User"
"perm.base.Partner.rwc";"com.axelor.apps.base.db.Partner";"x";"x";"x";;;;;"Base User"
"perm.base.TradingName.rwc";"com.axelor.apps.base.db.TradingName";"x";"x";"x";;;;;"Base User"
"perm.base.AdvancedExport.rwc";"com.axelor.apps.base.db.AdvancedExport";"x";"x";"x";;;;;"Base User"
"perm.base.AppProject.rwc";"com.axelor.apps.base.db.AppProject";"x";"x";"x";;;;;"Base User"
"perm.base.PrintingSettings.rwc";"com.axelor.apps.base.db.PrintingSettings";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Base User"
"perm.base.BarcodeTypeConfig.rwc";"com.axelor.apps.base.db.BarcodeTypeConfig";"x";"x";"x";;;;;"Base User"
"perm.base.RoutingAction.rwc";"com.axelor.apps.base.db.RoutingAction";"x";"x";"x";;;;;"Base User"
"perm.base.TemplateContext.rwc";"com.axelor.apps.base.db.TemplateContext";"x";"x";"x";;;;;"Base User"
"perm.base.DayPlanning.rwc";"com.axelor.apps.base.db.DayPlanning";"x";"x";"x";;;;;"Base User"
"perm.base.AppEmployee.rwc";"com.axelor.apps.base.db.AppEmployee";"x";"x";"x";;;;;"Base User"
"perm.base.BirtTemplateParameter.rwc";"com.axelor.apps.base.db.BirtTemplateParameter";"x";"x";"x";;;;;"Base User"
"perm.base.RoutingActionCreate.rwc";"com.axelor.apps.base.db.RoutingActionCreate";"x";"x";"x";;;;;"Base User"
"perm.base.AppTimesheet.rwc";"com.axelor.apps.base.db.AppTimesheet";"x";"x";"x";;;;;"Base User"
"perm.base.AppContract.rwc";"com.axelor.apps.base.db.AppContract";"x";"x";"x";;;;;"Base User"
"perm.base.EventsPlanning.rwc";"com.axelor.apps.base.db.EventsPlanning";"x";"x";"x";;;;;"Base User"
"perm.base.Batch.rwc";"com.axelor.apps.base.db.Batch";"x";"x";"x";;;;;"Base User"
"perm.base.PartnerCategory.rwc";"com.axelor.apps.base.db.PartnerCategory";"x";"x";"x";;;;;"Base User"
"perm.base.ICalendarUser.rwc";"com.axelor.apps.base.db.ICalendarUser";"x";"x";"x";;;;;"Base User"
"perm.base.CurrencyConversionLine.rwc";"com.axelor.apps.base.db.CurrencyConversionLine";"x";"x";"x";;;;;"Base User"
"perm.base.Wizard.rwcde";"com.axelor.apps.base.db.Wizard";"x";"x";"x";"x";"x";;;"Base User"
"perm.base.Product.rwcde";"com.axelor.apps.base.db.Product";"x";"x";"x";"x";"x";;;"Base Manager"
"perm.base.App.rwcde";"com.axelor.apps.base.db.App";"x";"x";"x";"x";"x";;;"Base Manager"
"perm.base.AppBpm.rwcde";"com.axelor.apps.base.db.AppBpm";"x";"x";"x";"x";"x";;;"Base Manager"
"perm.base.Region.rwcde";"com.axelor.apps.base.db.Region";"x";"x";"x";"x";"x";;;"Base Manager"
"perm.base.AppSale.rwcde";"com.axelor.apps.base.db.AppSale";"x";"x";"x";"x";"x";;;"Base Manager"
"perm.base.TemplateContextLine.rwcde";"com.axelor.apps.base.db.TemplateContextLine";"x";"x";"x";"x";"x";;;"Base Manager"
"perm.base.AppProduction.rwcde";"com.axelor.apps.base.db.AppProduction";"x";"x";"x";"x";"x";;;"Base Manager"
"perm.base.ImportConfiguration.rwcde";"com.axelor.apps.base.db.ImportConfiguration";"x";"x";"x";"x";"x";;;"Base Manager"
"perm.base.Company.rwcde";"com.axelor.apps.base.db.Company";"x";"x";"x";"x";"x";"self.id in (?) OR self.parent.id in (?)";"__user__.companySet.id.plus(0),__user__.companySet.id.plus(0)";"Base Manager"
