"importId";"budgetLevel.importId";"globalBudget.importId";"code";"name";"totalAmountExpected";"availableAmount";"availableAmountWithSimulated";"fromDate";"toDate";"typeSelect";"statusSelect";"companyImportId";"accountSet";"analyticAxis.importId";"analyticAccount.importId";"category"
418;403;41;"Social networks";"Social networks";630;630;630;"TODAY[1d]";"TODAY[30d]";"budget";1;1;602100;1;1;6
419;403;41;"Exhibitions";"Exhibitions";1300;1300;1300;"TODAY[1d]";"TODAY[30d]";"budget";1;1;603000;1;1;6
420;404;41;"Chartered accountant";"Chartered accountant";450;450;450;"TODAY[1d]";"TODAY[30d]";"budget";1;1;603100;1;1;6
421;404;41;"Legal";"Legal";900;900;900;"TODAY[1d]";"TODAY[30d]";"budget";1;1;603200;1;1;6
422;404;41;"Subcontracting";"Subcontracting";4500;4500;4500;"TODAY[1d]";"TODAY[30d]";"budget";1;1;603700;1;1;6
423;405;41;"Transport/Payments/Fuel";"Transport/Payments/Fuel";900;900;900;"TODAY[1d]";"TODAY[30d]";"budget";1;1;604000;1;1;6
424;405;41;"Hotels";"Hotels";2000;2000;2000;"TODAY[1d]";"TODAY[30d]";"budget";1;1;605000;1;1;6
425;405;41;"Restaurants";"Restaurants";1800;1800;1800;"TODAY[1d]";"TODAY[30d]";"budget";1;1;606000;1;1;6
426;406;41;"Company premises";"Company premises";2200;2200;2200;"TODAY[1d]";"TODAY[30d]";"budget";1;1;606100;1;1;6
427;407;41;"Premises & Rooms";"Premises & Rooms";550;550;550;"TODAY[1d]";"TODAY[30d]";"budget";1;1;606300;1;1;6
428;407;41;"Vehicles";"Vehicles";710;710;710;"TODAY[1d]";"TODAY[30d]";"budget";1;1;606400;1;1;6
429;407;41;"Managing Director";"Managing Director";79;79;79;"TODAY[1d]";"TODAY[30d]";"budget";1;1;606800;1;1;6
430;407;41;"Insurance linked to the exercise of the activity";"Insurance linked to the exercise of the activity";1100;1100;1100;"TODAY[1d]";"TODAY[30d]";"budget";1;1;607000;1;1;6
431;438;41;"HSBC";"HSBC";2300;2300;2300;"TODAY[1d]";"TODAY[30d]";"budget";1;1;607100;1;1;7
432;438;41;"Barclays";"Barclays";800;800;800;"TODAY[1d]";"TODAY[30d]";"budget";1;1;607200;1;1;7
433;439;41;"Interest rates";"Interest rates";149;149;149;"TODAY[1d]";"TODAY[30d]";"budget";1;1;608000;1;1;6
434;439;41;"Account management fees";"Account management fees";119;119;119;"TODAY[1d]";"TODAY[30d]";"budget";1;1;609000;1;1;6
435;409;41;"Property tax";"Property tax";800;800;800;"TODAY[1d]";"TODAY[30d]";"budget";1;1;609100;1;1;6
436;409;41;"Apprenticeship tax";"Apprenticeship tax";490;490;490;"TODAY[1d]";"TODAY[30d]";"budget";1;1;611000;1;1;6
437;409;41;"Corporation tax (IS)";"Corporation tax (IS)";0;0;0;"TODAY[1d]";"TODAY[30d]";"budget";1;1;612000;1;1;9
438;410;41;"VAT";"VAT";0;0;0;"TODAY[1d]";"TODAY[30d]";"budget";1;1;612200;1;1;9
439;411;41;"Customer gifts and supplies";"Customer gifts and supplies";500;500;500;"TODAY[1d]";"TODAY[30d]";"budget";1;1;612500;1;1;6
440;411;41;"Customer refunds";"Customer refunds";3400;3400;3400;"TODAY[1d]";"TODAY[30d]";"budget";1;1;613000;1;1;6
441;411;41;"Various shopping";"Various shopping";430;430;430;"TODAY[1d]";"TODAY[30d]";"budget";1;1;613200;1;1;6
