key,message,language
Can only be validated if provisioned,"Kann nur validiert werden, wenn er bereitgestellt wurde",de
Can only cancel a planned or realized stock move.,Kann nur eine geplante oder realisierte Aktienbewegung stornieren.,de
Can only cancel a validated inventory.,Kann nur einen bestätigten Bestand stornieren.,de
Can only complete a started inventory.,Kann nur eine begonnene Bestandsaufnahme abschließen.,de
Can only plan a draft inventory.,Kann nur einen Entwurf der Bestandsaufnahme planen.,de
Can only plan a drafted stock move.,Ich kann nur eine eingezeichnete Aktienbewegung planen.,de
Can only return to draft if cancelled.,"Kann nur zum Entwurf zurückkehren, wenn er annulliert wurde.",de
Can only return to provision if was validated or collected,"Kann nur in die Rückstellung zurückkehren, wenn er validiert oder abgeholt wurde",de
Can only start a draft inventory.,Kann nur einen Inventarentwurf starten.,de
Can only validate a drafted stock correction.,Kann nur eine eingezeichnete Aktienkorrektur validieren.,de
Can't delete a line linked to a realized stock move line.,"Eine Linie, die mit einer realisierten Aktienbewegung verknüpft ist, kann nicht gelöscht werden.",de
Can't delete a planned stock move,Geplante Aktienbewegungen können nicht gelöscht werden,de
Can't delete a realized stock move,Eine realisierte Aktienbewegung kann nicht gelöscht werden,de
Can't realize this stock move because of the ongoing inventory %s.,Ich kann diese Aktienbewegung wegen der anhaltenden Lagerbestände nicht realisieren.,de
Cancel,Abbrechen,de
Cancel picking,Kommissionierung abbrechen,de
Cancel reason,Grund stornieren,de
Cancel reservation,Reservierung stornieren,de
Cancel storage,Speicherung abbrechen,de
Cancelation,Stornierung,de
Canceled,Abgesagt,de
Cancellation,Stornierung,de
Cancellation confirmation,Bestätigung der Stornierung,de
Cancelled Arrivals,Annullierte Ankünfte,de
Cannot go back to draft status.,Sie können nicht zum Entwurfsstatus zurückkehren.,de
Cannot realize a stock move that is not planned.,"Sie können keine Aktienbewegungen realisieren, die nicht geplant sind.",de
Cannot validate an inventory that is not completed.,Ein nicht abgeschlossenes Inventar kann nicht validiert werden.,de
Carriage (Sea/Air) to port of import,Beförderung (See/Luft) zum Einfuhrhafen,de
Carriage to place of destination,Beförderung zum Bestimmungsort,de
Carriage to port of export,Beförderung zum Ausfuhrhafen,de
Carrier,Träger,de
Carrier validated,Träger validiert,de
Cart contents,Inhalt des Wagens,de
Cart stock location content,Inhalt des Wagenlagers,de
Certificate of conformity,Konformitätsbescheinigung,de
Certificate of conformity title,Titel der Konformitätsbescheinigung,de
Change allocated qty,Zugewiesene Menge ändern,de
Check Duplicate,Duplikat prüfen,de
Check expiration date at stock move realization,Prüfen Sie das Verfallsdatum bei der Realisierung des Lagerumzugs,de
Choose a template,Wählen Sie eine Vorlage,de
Code,Code,de
Collected,Gesammelt,de
Collection date,Datum der Erhebung,de
Comment to display on picking order,Kommentar zur Anzeige auf dem Kommissionierauftrag,de
Comment to display on stock move,Kommentar zur Anzeige bei Aktienbewegungen,de
Comments,Kommentare,de
Comments updated;,Kommentare aktualisiert;,de
Commercial regularization resulting in value increase,Kommerzielle Legalisierung führt zu Wertsteigerung,de
Commercial regularization resulting in value reduction,"Kommerzielle Regulierung, die zu einer Wertminderung führt",de
Common destination location,Gemeinsamer Zielort,de
Common source location,Gemeinsamer Quellort,de
Company,Unternehmen,de
Company Unit price W.T.,Company Unit price W.T.,de
Company account,Firmenkonto,de
Company address is empty.,Die Firmenadresse ist leer.,de
Company cannot be null.,Das Unternehmen kann nicht null sein.,de
Company missing for stock location %s,Firma fehlt für Lagerort %s,de
Complete,Vollständig,de
Completed,Abgeschlossen,de
Compliant,Konform,de
Compliant arrival product qty,Konforme Ankunft Produktmenge,de
Computation priority,Priorität der Berechnung,de
Configuration,Konfiguration,de
Configuration is missing in stock configuration to see financial data,In der Bestandskonfiguration fehlt eine Konfiguration zur Anzeige von Finanzdaten,de
Confirm,Bestätigen Sie,de
Confirm cancellation,Stornierung bestätigen,de
Conformity,Konformität,de
Conformity Certificates,Konformitätsbescheinigungen,de
Conformity certificate,Konformitätsbescheinigung,de
Conformity certificate template,Vorlage Konformitätsbescheinigung,de
ConformityCertificate.certificateNumber,ConformityCertificate.certificateNumber,de
ConformityCertificate.customerName,ConformityCertificate.customerName,de
ConformityCertificate.designation,ConformityCertificate.designation,de
ConformityCertificate.externalReference,ConformityCertificate.externalReference,de
ConformityCertificate.function,ConformityCertificate.function,de
ConformityCertificate.lotNoRef,ConformityCertificate.lotNoRef,de
ConformityCertificate.name,ConformityCertificate.name,de
ConformityCertificate.numberAndDateDelivery,ConformityCertificate.numberAndDateDelivery,de
ConformityCertificate.orderDate,ConformityCertificate.orderDate,de
ConformityCertificate.orderNumber,ConformityCertificate.orderNumber,de
ConformityCertificate.partNumber,ConformityCertificate.partNumber,de
ConformityCertificate.qtyUnit,ConformityCertificate.qtyUnit,de
ConformityCertificate.quantity,ConformityCertificate.quantity,de
ConformityCertificate.sequence,ConformityCertificate.sequence,de
ConformityCertificate.signature,ConformityCertificate.signature,de
ConformityCertificate.stockMoveLineRowNum,ConformityCertificate.stockMoveLineRowNum,de
Consignments by post,Sendungen per Post,de
Control on Receipt,Kontrolle bei Erhalt,de
Control stock rules are activated by supply chain batch.,Die Regeln für den Kontrollbestand werden durch die Lieferkettencharge aktiviert.,de
Correction Reason,Berichtigung Grund,de
Cost price,Selbstkostenpreis,de
Country,Land,de
Country of origin,Herkunftsland,de
Create inventory,Inventar erstellen,de
Create new tracking numbers,Neue Kontrollnummern erstellen,de
Created by,Erstellt von,de
Created on,Erstellt am,de
Current,Aktuell,de
Current Qty,Aktuelle Menge,de
Current Quantity,Aktuelle Menge,de
Current qty,Aktuelle Menge,de
Current quantity problem,Aktuelles Mengenproblem,de
Cust. Shipment to prepare,Cust. Sendung zur Vorbereitung,de
Customer account,Kundenkonto,de
Customer account number,Kontonummer des Kunden,de
Customer account number to carrier,Kontonummer des Kunden beim Beförderer,de
Customer account numbers to carriers,Kundenkontonummern an Transportunternehmen,de
Customer average delivery delay,Durchschnittlicher Lieferverzug des Kunden,de
Customer deliveries,Lieferungen an Kunden,de
Customer deliveries by country,Kundenlieferungen nach Ländern,de
Customer deliveries filters,Filter für Kundenlieferungen,de
Customer deliveries statistics,Statistik der Kundenlieferungen,de
Customer order ref.,Kundenauftrag Ref.,de
Customer returns,Kundenrückgaben,de
Customer virtual stock location,Virtueller Lagerort des Kunden,de
Customs,Zollbehörden,de
Customs code,Zollkodex,de
Customs code nomenclature,Nomenklatur des Zollkodex,de
Customs code nomenclature:all,Customs code nomenclature:all,de
Cut off move generated,Abgeschnittene Bewegung erzeugt,de
Dashboard,Dashboard,de
Dashlet.Moves,Dashlet.Moves,de
Data is null or empty,Daten sind null oder leer,de
Date,Datum,de
Date and time,Datum und Uhrzeit,de
Date t,Datum t,de
Dates,Daten,de
Days,Tage,de
Deallocate,Freigeben von,de
Deallocate all,Deallokieren Sie alle,de
Declaration of exchanges for %s is not supported.,Die Deklaration von Austauschgeräten für %s wird nicht unterstützt.,de
Default external stock location,Externer Standardlagerort,de
Default from stock location for sales and to stock location for purchases,Standard von Lagerort für Verkäufe und zu Lagerort für Käufe,de
Default signatory user,Standardbenutzer mit Unterschrift,de
Default stock location,Standard-Lagerort,de
Default to stock location for sales and from stock location for purchases,Voreinstellung auf Lagerort für Verkäufe und ab Lagerort für Einkäufe,de
Default unit,Standard-Einheit,de
Defense or intergovernmental program,Verteidigungs- oder zwischenstaatliches Programm,de
Define ideal Qty,Definieren Sie die ideale Menge,de
Define max Qty,Maximale Menge definieren,de
Delay,Verzögerung,de
Delayed invoicing,Verspätete Rechnungsstellung,de
Deliver to customer,Lieferung an den Kunden,de
Deliver to customer is not set.,Lieferung an den Kunden ist nicht eingestellt.,de
Deliveries,Lieferungen,de
Deliveries Cancelled,Stornierte Lieferungen,de
Deliveries Details,Details zu den Lieferungen,de
Deliveries History,Lieferungen Historie,de
Deliveries to prepare,Vorzubereitende Lieferungen,de
Delivery delay (days),Lieferverzug (Tage),de
Delivery for trial sale,Lieferung zum Probeverkauf,de
Delivery number,Nummer der Lieferung,de
Delivery stock move,Lieferung Lagerbewegung,de
Deported stock location,Abgeschobener Lagerort,de
Description,Beschreibung,de
Destination location,Zielort,de
Detail,Einzelheiten,de
Detail line(s) not inside a parcel/pallet,Detailzeile(n) nicht innerhalb eines Pakets/Palette,de
Detailed stock,Detaillierter Bestand,de
Details,Einzelheiten,de
Details of the tracking number's availables,Details der Tracking-Nummern sind verfügbar,de
Details of the tracking number's unavailables,Einzelheiten zu den nicht verfügbaren Tracking-Nummern,de
Details stock location lines,Details Lagerortlinien,de
Dimension 0,Dimension 0,de
Dimension 1,Dimension 1,de
Dimension 2,Dimension 2,de
Dimension 3,Dimension 3,de
Dimensional,Abmessungen,de
Dimensions,Abmessungen,de
Dimensions (cm),Abmessungen (cm),de
Dimensions and masses,Abmessungen und Massen,de
Dimensions title,Abmessungen Titel,de
Display accounting value in location financial data printing,Anzeige des Buchhaltungswertes beim Drucken von Finanzdaten am Standort,de
Display available tracking numbers,Verfügbare Kontrollnummern anzeigen,de
Display average price in printing,Durchschnittspreis im Druck anzeigen,de
Display barcode on Picking printing,Barcode beim Kommissionierdruck anzeigen,de
Display customer code on picking printing,Kundencode beim Kommissionierdruck anzeigen,de
Display external ref. on certificate of conformity printing,Anzeige der externen Kennziffer auf dem Druck der Konformitätsbescheinigung,de
Display line details on printing,Zeilendetails beim Drucken anzeigen,de
Display order reference and order date,Auftragsnummer und Auftragsdatum anzeigen,de
Display partner sequence on printing,Anzeige der Partnerreihenfolge beim Drucken,de
Display price on printing,Preis beim Drucken anzeigen,de
Display product code on printing,Anzeige des Produktcodes beim Drucken,de
Display purchase value in location financial data printing,Anzeige des Kaufwerts im Finanzdatendruck vor Ort,de
Display sale value in location financial data printing,Anzeige des Verkaufswerts im Finanzdatendruck vor Ort,de
Display tracking number details on Picking printing,Anzeige von Details zur Tracking-Nummer beim Druck der Kommissionierung,de
Display tracking number details on certificate of conformity printing,Anzeige von Angaben zur Kontrollnummer beim Druck der Konformitätsbescheinigung,de
Do you want to allocate all the products ?,Möchten Sie alle Produkte zuordnen?,de
Do you want to generate backorder for not delivered quantities?,Möchten Sie einen Rückstand für nicht gelieferte Mengen erzeugen?,de
Do you want to generate backorder for not received quantities?,Möchten Sie einen Rückstand für nicht erhaltene Mengen erzeugen?,de
Do you want to proceed?,Möchten Sie fortfahren?,de
Does not include quantities from sub stock locations,Enthält keine Mengen aus Unterlagerungen,de
Draft,Entwurf,de
Draft move,Entwurf eines Umzugs,de
Economic area,Wirtschaftsraum,de
Electronic signature,Elektronische Unterschrift,de
Email sent,E-Mail gesendet,de
Enable incoterm,Incoterm einschalten,de
Enable product description copy,Aktivieren Sie die Kopie der Produktbeschreibung,de
Enable site management for stock,Aktivieren der Standortverwaltung für Bestände,de
End date,Datum des Endes,de
Error: %s and %s fields are required and can not be null,Fehler: Die Felder %s und %s sind erforderlich und können nicht leer sein,de
Error: %s field is required and can not be null,Fehler: %s-Feld ist erforderlich und kann nicht leer sein,de
Estimated Date,Geschätztes Datum,de
Estimated date,Geschätztes Datum,de
Excl. out of stock products,Exkl. nicht vorrätige Produkte,de
Exonerated shipment and transfer,Unentgeltliche Verbringung und Überführung,de
"Expected BigDecimal as result during the computation of field %s, please fix the corresponding formula.","Erwartetes BigDecimal als Ergebnis bei der Berechnung des Feldes %s, bitte korrigieren Sie die entsprechende Formel.",de
Expected Qty,Erwartete Menge,de
Expected/Future Quantity,Erwartete/künftige Menge,de
Expired product(s): %s,Abgelaufene(s) Produkt(e): %s,de
Export,Exportieren,de
Export customs declaration,Ausfuhrzollanmeldung,de
External,Extern,de
External delivery comment,Kommentar zur externen Lieferung,de
FIFO,FIFO,de
Facturation ultérieure,Letzte Fakturierung,de
Feature currently not available with Open Street Maps.,Diese Funktion ist derzeit bei Open Street Maps nicht verfügbar.,de
Field,Feld,de
Field's formula,Field's Formel,de
Fields formula,Felder Formel,de
"Fields linked to the shipment are differents, the value of the oldest will be kept.","Die mit der Sendung verbundenen Felder sind unterschiedlich, der Wert des ältesten wird beibehalten.",de
File %s successfully imported.,Datei %s erfolgreich importiert.,de
File (CSV),Datei (CSV),de
File Format,Dateiformat,de
Fill in products from movements,Ausfüllen von Produkten aus Bewegungen,de
Fill inventory,Inventar auffüllen,de
Fill inventory with,Inventar auffüllen mit,de
Filter on available products,Filter auf verfügbare Produkte,de
Filters,Filter,de
Final product density,Dichte des Endprodukts,de
Financial leasing,Finanzierungsleasing,de
Firm purchase or sale,Fester Kauf oder Verkauf,de
Fixed transport installations,Ortsfeste Transportanlagen,de
Forecasted Stock,Prognostizierter Bestand,de
Formula,Formel,de
Forwarder,Forwarder,de
Freight Carrier,Güterkraftverkehrsunternehmen,de
Freight carrier mode,Frachtführer-Modus,de
Freight carrier modes,Verkehrsträger des Güterverkehrs,de
From,Von,de
From Date,Von Datum,de
From address,Von der Adresse,de
From date,Vom Datum,de
From rack,Vom Gestell,de
From stock location,Ab Lagerort,de
Full name,Vollständiger Name,de
Fullname,Vollständiger Name,de
Fully spread over logistical forms,Vollständig über logistische Formulare verteilt,de
Future,Zukunft,de
Future Qty,Zukünftige Menge,de
Future qty,Zukünftige Menge,de
Gap,Lücke,de
Gap value,Lückenwert,de
General,Allgemein,de
General Stock Details,Allgemeine Angaben zum Bestand,de
Generate a new stock move,Erzeugen Sie eine neue Lagerbewegung,de
Generate credit note,Gutschrift generieren,de
Generate invoice,Rechnung generieren,de
Generate new production auto tracking Nbr.,Erzeugen Sie eine neue automatische Produktionsverfolgungsnummer.,de
Generate new purchase auto tracking Nbr.,Neuen Kauf generieren Auto Tracking Nbr.,de
Generate new sale auto tracking Nbr.,Neuen Verkauf generieren Auto Tracking Nbr.,de
Generate picked products,Kommissionierte Produkte generieren,de
Generate reversion,Reversion generieren,de
Generate stock configurations,Bestandskonfigurationen generieren,de
Gross Mass,Bruttomasse,de
Gross mass,Bruttomasse,de
Group products on printings,Produkte auf Drucksachen gruppieren,de
Header,Kopfzeile,de
Historical Period,Historischer Zeitraum,de
ISPM standard required,ISPM-Standard erforderlich,de
Ideal Qty,Ideale Menge,de
Import customs clearance,Einfuhrzollabfertigung,de
Import duties and taxes,Einfuhrzölle und Steuern,de
"Impossible to create a picked product for product %s, no stock found for company %s","Es ist nicht möglich, ein kommissioniertes Produkt für das Produkt %s zu erstellen, es wurde kein Lagerbestand für die Firma %s gefunden",de
In progress,In Arbeit,de
Incl. obsolete products,Einschließlich veralteter Produkte,de
Incl. sub location stock,Inklusive Unterlagerbestand,de
Include out of stocks products,Nicht vorrätige Produkte einbeziehen,de
Include virtual sub location,Virtuellen Unterstandort einbeziehen,de
Incoming amount,Eingehender Betrag,de
Incoming move,Eingehender Umzug,de
Incoming move information,Eingehende Umzugsinformationen,de
Incoming move lines,Eingehende Umzugslinien,de
Incoming quantity,Eingehende Menge,de
Incorrect product for stock correction,Falsches Produkt für Bestandskorrektur,de
Incorrect product in inventory line,Falsches Produkt in der Bestandsliste,de
Incoterm,Incoterm,de
Incoterm Code,Incoterm Code,de
Incoterm Name,Incoterm Name,de
Incoterms,Incoterms,de
Information,Informationen,de
Insurance,Versicherung,de
Internal,Intern,de
Internal Stock Move filters,Filter für interne Lagerbewegungen,de
Internal Stock Moves,Interne Lagerbewegungen,de
Internal delivery comment,Kommentar zur internen Zustellung,de
Internal move,Interner Umzug,de
Internal move information,Interne Umzugsinformationen,de
Internal move lines,Interne Bewegungslinien,de
Internal number,Interne Nummer,de
Internal stock move,Interne Lagerbewegungen,de
Intracommunity acquisition taxable in france,Innergemeinschaftlicher Erwerb in Frankreich steuerpflichtig,de
Invalid dimensions on packing line No. %d,Ungültige Abmessungen auf der Verpackungslinie Nr. %d,de
Invalid field dimensions,Ungültige Feldabmessungen,de
Inventories,Vorräte,de
Inventories History,Vorräte Geschichte,de
Inventories filters,Vorratsfilter,de
Inventory,Bestandsaufnahme,de
Inventory Calendar,Inventar-Kalender,de
Inventory N°,Bestandsverzeichnis Nr.,de
Inventory Title,Inventar Titel,de
Inventory line,Inventarliste,de
Inventory line successfully updated,Inventarzeile erfolgreich aktualisiert,de
Inventory lines,Inventarlinien,de
Inventory successfully updated,Inventar erfolgreich aktualisiert,de
Inventory template,Inventarvorlage,de
Inventory valuation type,Art der Bestandsbewertung,de
Inventory virtual stock location,Inventarisierung des virtuellen Lagerbestands,de
Inventory's lines' list has been filled.,Die Liste der Zeilen des Inventars ist gefüllt.,de
Inventory.barcode,Inventory.barcode,de
Inventory.category,Inventory.category,de
Inventory.code,Inventory.code,de
Inventory.company,Inventory.company,de
Inventory.createdOn,Inventory.createdOn,de
Inventory.date,Inventory.date,de
Inventory.description,Inventory.description,de
Inventory.fromRack,Inventory.fromRack,de
Inventory.lastInventoryDate,Inventory.lastInventoryDate,de
Inventory.plannedEndDateT,Inventory.plannedEndDateT,de
Inventory.plannedStartDateT,Inventory.plannedStartDateT,de
Inventory.product,Inventory.product,de
Inventory.productCategory,Inventory.productCategory,de
Inventory.productFamily,Inventory.productFamily,de
Inventory.rack,Inventory.rack,de
Inventory.realQty,Inventory.realQty,de
Inventory.stockLocation,Inventory.stockLocation,de
Inventory.title,Inventory.title,de
Inventory.toRack,Inventory.toRack,de
Inventory.trackingNumber,Inventory.trackingNumber,de
Inventory.unit,Inventory.unit,de
Invoiced,In Rechnung gestellt,de
Is ISPM15 required,Ist ISPM15 erforderlich?,de
Is avg price changed,Hat sich der Durchschnittspreis geändert?,de
Is certificate of conformity required,Ist eine Konformitätsbescheinigung erforderlich?,de
Is certificate of conformity signed,Ist die Konformitätsbescheinigung unterzeichnet?,de
Is real qty modified by user,Wird die tatsächliche Menge vom Benutzer geändert,de
Is reversion,Ist Reversion,de
LIFO,LIFO,de
Label,Etikett,de
Last Future Stock Move,Letzte Aktienbewegung in der Zukunft,de
Last Inventory date,Datum der letzten Bestandsaufnahme,de
Last inventory,Letzte Bestandsaufnahme,de
Last inventory date,Letztes Inventurdatum,de
Last inventory real qty,Letzter Bestand tatsächliche Menge,de
Late Deliveries,Verspätete Lieferungen,de
Late customer deliveries,Verspätete Lieferungen an Kunden,de
Late supplier arrivals,Verspätet eintreffende Lieferanten,de
Line length too big,Zeilenlänge zu groß,de
Line successfully added to stock move with id %s,Zeile erfolgreich zur Lagerbewegung mit der ID %s hinzugefügt,de
Line successfully split.,Leitung erfolgreich geteilt.,de
Line successfully updated.,Zeile erfolgreich aktualisiert.,de
Lines,Zeilen,de
Lines created successfully,Zeilen erfolgreich erstellt,de
Links,Links,de
Loading on truck in port of import,Verladung auf Lkw im Einfuhrhafen,de
Loading on vessel/airplane in port of export,Verladung auf Schiff/Flugzeug im Ausfuhrhafen,de
Location Content,Standort Inhalt,de
Location Lines,Standort-Linien,de
Location content,Inhalt des Standorts,de
Location content details,Inhaltliche Details zum Standort,de
Location financial data,Standort Finanzdaten,de
Logistical form,Logistisches Formular,de
Logistical form filters,Logistische Formularfilter,de
Logistical form lines,Logistische Formularlinien,de
Logistical forms,Logistische Formulare,de
Manage backorder,Auftragsrückstände verwalten,de
Manage backorder?,Auftragsrückstände verwalten?,de
Manage production tracking Nbr.,Verwalten der Produktionsverfolgung Nbr.,de
Manage purchase tracking Nbr.,Kaufverfolgung verwalten Nbr.,de
Manage sale tracking Nbr.,Verwalten der Verkaufsverfolgung Nbr.,de
Manage stock location on stock move lines,Verwaltung des Lagerbestands in den Umzugsstraßen,de
Manual,Handbuch,de
Manufacturing order,Fertigungsauftrag,de
Map,Karte,de
Mass,Masse,de
Mass in kg,Masse in kg,de
Mass move,Massenbewegung,de
Mass move enabled,Massenbewegung aktiviert,de
Mass moves,Masse bewegt sich,de
Mass stock move,Massenbewegung von Aktien,de
Mass stock move need,Bedarf an Massenumlagerungen,de
Mass stock moves,Massenbewegung von Aktien,de
Mass stock moves need,Massenhafte Lagerbewegungen brauchen,de
Materials for construction contract,Materialien für Bauaufträge,de
Max stock,Höchstbestand,de
Max stock date,Datum des Höchstbestands,de
Max. Qty,Max. Anzahl,de
Maximum iteration for looking tracking numbers parent has been reached. Please check any circular parent dependencies.,Die maximale Iteration für die Suche nach übergeordneten Tracking-Nummern wurde erreicht. Bitte überprüfen Sie alle zirkulären übergeordneten Abhängigkeiten.,de
Merge stock moves,Fusionsaktien bewegen sich,de
Merged,Zusammengeführt,de
Message template,Nachrichtenvorlage,de
Message template for stock rules,Nachrichtenvorlage für Bestandsregeln,de
Metric weight,Metrisches Gewicht,de
Metric weight in kg/m,Metrisches Gewicht in kg/m,de
Min stock,Mindestbestand,de
Min stock date,Mindestbestandsdatum,de
Min. Qty,Min. Menge,de
Missing,Fehlt,de
Missing logistical form sequence for company %s,Fehlende logistische Formularsequenz für Unternehmen %s,de
Mode of transport,Verkehrsmittel,de
Month,Monat,de
Move canceled,Umzug abgebrochen,de
Move created,Bewegung erstellt,de
Move details,Details verschieben,de
Move origin type,Ursprungstyp verschieben,de
Move realized,Bewegung realisiert,de
Moved qty is greater than current quantity (%s),Verschobene Menge ist größer als aktuelle Menge (%s),de
Moved quantity is equal to 0 or less (%s),Verschobene Menge ist gleich 0 oder kleiner (%s),de
Moves Cancelled,Stornierte Umzüge,de
Moves History,Bewegt Geschichte,de
Moves To Prepare,Umzüge zur Vorbereitung,de
Must set mass unit in stock configuration for customs.,Für den Zoll muss die Masseneinheit in der Lagerkonfiguration eingestellt werden.,de
Name,Name,de
Nature of transaction,Art der Transaktion,de
Nbr of incoming moves,Anzahl der eingehenden Züge,de
Nbr of outgoing moves,Anzahl der ausgehenden Züge,de
Net mass,Nettomasse,de
No,Nein,de
No Tracking Numbers Added,Keine Tracking-Nummern hinzugefügt,de
"No dimension could be computed, please make sure that you have the necessary field to compute at least one field","Es konnte keine Dimension berechnet werden. Bitte stellen Sie sicher, dass Sie über das erforderliche Feld verfügen, um mindestens ein Feld zu berechnen.",de
No economic area is configured for %s.,Für %s ist kein Wirtschaftsraum konfiguriert.,de
No inventory lines has been created.,Es wurden noch keine Bestandszeilen erstellt.,de
No move lines to split,Keine Bewegungslinien zum Teilen,de
No new stock move was generated,Es wurde keine neue Aktienbewegung erzeugt,de
No record found,Kein Eintrag gefunden,de
No reversion generated,Kein Heimfall erzeugt,de
"No stock correction needed, current quantity in stock equals real quantity.","Keine Bestandskorrektur erforderlich, aktuelle Bestandsmenge entspricht der tatsächlichen Menge.",de
No stock location has been selected.,Es wurde kein Lagerort ausgewählt.,de
No stock moves found for this inventory.,Keine Lagerbewegungen für diesen Bestand gefunden.,de
Non temporary implying transfer of property without compensation,"Nicht vorübergehend, d.h. Übertragung von Eigentum ohne Entschädigung",de
Non-compliant,Nicht konform,de
Not invoiced,Nicht in Rechnung gestellt,de
Note,Hinweis,de
Notes,Anmerkungen,de
Number Of Packages,Anzahl der Pakete,de
Number Of Palettes,Anzahl der Paletten,de
Number of customer deliveries,Anzahl der Kundenlieferungen,de
Number of periods,Anzahl der Perioden,de
Number of pieces,Anzahl der Stücke,de
Old qty,Alte Menge,de
OnTime Deliveries,Pünktliche Lieferungen,de
Operation after custom work return to initial state,Betrieb nach benutzerdefinierter Arbeit Rückkehr zum Ausgangszustand,de
Operation after custom work return to other state,Betrieb nach kundenspezifischer Arbeit Rückkehr in anderen Zustand,de
Operations for custom work non return,Operationen für Auftragsarbeiten ohne Rückgabe,de
