key,message,language
Allocation years,Zuteilungsjahre,de
Allow Injection,Injektion zulassen,de
Allow allocated initialization,Zugewiesene Initialisierung zulassen,de
Allow expense creation,Erlauben Sie die Erstellung von Ausgaben,de
Allow negative value for leaves,Negative Werte für Blätter zulassen,de
Allow negative values for employee leaves,Negative Werte für Mitarbeiterabgänge zulassen,de
Allow to associate a product to the timesheet line (pre-requisite: only for product type that are services and Activity field is TRUE). Additional configuration can also be found in Application config --> Users/companies --> Companies --> Human resources config.,"Erlaubt es, ein Produkt mit der Zeiterfassungszeile zu verknüpfen (Voraussetzung: nur für Produkttypen, die Dienstleistungen sind und das Feld Aktivität ist TRUE). Weitere Konfigurationen finden Sie auch unter Anwendungskonfiguration --> Benutzer/Firmen --> Firmen --> Personalkonfiguration.",de
Allow updates via editor,Aktualisierungen über den Editor zulassen,de
"Allows external employees to declare expenses. Unlike expense, these declarations do not generate an account move but can be validated before being re-invoiced on a project. External employee costs are reimbursed as part of the payment of a supplier invoice.","Ermöglicht es externen Mitarbeitern, Ausgaben zu melden. Im Gegensatz zu Spesen führen diese Erklärungen nicht zu einer Kontobewegung, sondern können vor der erneuten Rechnungsstellung für ein Projekt validiert werden. Die Kosten für externe Mitarbeiter werden im Rahmen der Zahlung einer Lieferantenrechnung erstattet.",de
Alone meal,Alleine essen,de
Already allocated,Bereits zugewiesen,de
Also export already exported payroll preparations,Auch bereits exportierte Abrechnungsvorbereitungen exportieren,de
Always,Immer,de
Amendment,Abänderung,de
Amendment Date,Datum der Änderung,de
Amendment type,Art der Abänderung,de
Amendment types,Arten von Änderungsanträgen,de
Amount,Betrag,de
Amount limit,Betragsgrenze,de
An employee can directly make a request of this leave reason.,Ein Arbeitnehmer kann direkt einen Antrag auf diesen Urlaubsgrund stellen.,de
Analytic distribution,Analytische Verteilung,de
Analytic distribution lines,Analytische Verteilungslinien,de
Analytic distribution template,Vorlage für die analytische Verteilung,de
Annual expenses report,Jährlicher Ausgabenbericht,de
Annual gross salary,Jährliches Bruttogehalt,de
Annual report,Jahresbericht,de
Annual schedule,Jährlicher Zeitplan,de
Anomaly,Anomalie,de
App,App,de
App Expense,App-Ausgaben,de
App Leave,App Urlaub,de
App Timesheet,App Stundenzettel,de
App employee,App Mitarbeiter,de
App expense,App-Ausgaben,de
App leave,App verlassen,de
App project,App-Projekt,de
App timesheet,App Stundenzettel,de
Application condition,Bedingung für die Anwendung,de
Are you sure you want to remove selected lines?,"Sind Sie sicher, dass Sie ausgewählte Zeilen entfernen möchten?",de
Arriving city,Ankommende Stadt,de
At least one line of this expense exceeds the authorised amount for its type of expense.,Mindestens eine Zeile dieser Ausgabe übersteigt den genehmigten Betrag für ihre Art von Ausgabe.,de
Attach to,Befestigen an,de
Auto incrementation disabled,Automatische Inkrementierung deaktiviert,de
Auto incrementation enabled,Automatische Inkrementierung aktiviert,de
Automatic generation dates must be included in the timesheet period,Die Daten der automatischen Generierung müssen in den Zeitraum der Zeiterfassung einbezogen werden.,de
Automatic incrementation,Automatische Inkrementierung,de
Automatically generated,Automatisch erzeugt,de
Available,Verfügbar,de
Available Stock of Lunch Vouchers,Verfügbarer Bestand an Essensgutscheinen,de
Available days,Verfügbare Tage,de
Available leave days computed.,Verfügbare Urlaubstage werden berechnet.,de
Available quantity (acquired),Verfügbare Menge (erworben),de
Available quantity (before validation),Verfügbare Menge (vor der Validierung),de
Balance,Bilanz,de
Bank,Bank,de
Bank Order,Bankauftrag,de
Bank card,Bankkarte,de
Bank cards,Bankkarten,de
Bank details,Bankverbindung,de
Base amount per employee,Grundbetrag pro Arbeitnehmer,de
Basic information,Grundlegende Informationen,de
Batches,Lose,de
Batchs,Chargen,de
Benefits and expenses,Leistungen und Kosten,de
Birth date,Geburtsdatum,de
Block expense tax modification,Änderung der Blockkostensteuer,de
Block project planning time generation,Generierung von Blockprojektierungszeiten,de
Bonus coefficient,Bonus-Koeffizient,de
Bonus type,Bonus-Typ,de
Bonuses,Boni,de
Both,Beide,de
"By activating this option, the user will only be able to enter a planned time from this selection. Be careful to define the associated values. If the configuration is not activated, no constraints will be applied to the time.","Wenn Sie diese Option aktivieren, kann der Benutzer nur noch eine Sollzeit aus dieser Auswahl eingeben. Achten Sie darauf, die zugehörigen Werte zu definieren. Wenn die Konfiguration nicht aktiviert ist, werden keine Einschränkungen auf die Zeit angewendet.",de
CDD,CDD,de
COMPLEMENT,COMPLEMENT,de
CP,CP,de
CSP,CSP,de
CSV,CSV,de
Calculate,Berechnen Sie,de
Calculated,Berechnet,de
Calendar,Kalender,de
Can only add expense line to drafted expense.,Kann nur eine Ausgabenzeile zu einer gezeichneten Ausgabe hinzufügen.,de
Can only be selected by HR Management,Kann nur von der Personalleitung ausgewählt werden,de
Can only cancel planned or realized medical visit.,Kann nur geplante oder durchgeführte Arztbesuche stornieren.,de
Can only confirm/complete from draft status.,Kann nur vom Entwurfsstatus aus bestätigen/vervollständigen.,de
Can only plan draft medical visit.,Kann nur den Entwurf eines Arztbesuches planen.,de
Can only realize planned medical visit.,Kann nur geplanten Arztbesuch realisieren.,de
Can only refuse a waiting for validation timesheet.,"Kann nur einen Stundenzettel ablehnen, der auf die Validierung wartet.",de
Can only validate a waiting for validation timesheet.,"Kann nur einen Stundenzettel validieren, der auf die Validierung wartet.",de
Cancel,Abbrechen,de
Cancel payment,Zahlung stornieren,de
Canceled,Abgesagt,de
Canceled Expense Template,Stornierte Ausgabenvorlage,de
Canceled Extra Hours Template,Vorlage für stornierte Überstunden,de
Canceled Leave Request Template,Vorlage für stornierten Urlaubsantrag,de
Canceled Timesheet Template,Stornierter Stundenzettel Vorlage,de
Canteen,Kantine,de
Catalog,Katalog,de
Categorization,Kategorisierung,de
Change of position,Änderung der Position,de
Characteristics,Merkmale,de
Charges and Contributions,Gebühren und Beiträge,de
Choose payment mode,Zahlungsart wählen,de
Citizenship,Staatsbürgerschaft,de
City of birth,Ort der Geburt,de
Clear project planning times duration,Klare Projektplanungszeiten Dauer,de
Close period,Zeitraum schließen,de
Closed,Geschlossen,de
Code,Code,de
Code nature,Code Natur,de
Coefficient,Koeffizient,de
Coefficient for bonus,Koeffizient für den Bonus,de
Cohabitee,Cohabitee,de
Colleague Leave Requests,Urlaubsanträge von Kollegen,de
Collective agreement,Kollektivvertrag,de
Collective agreements,Kollektivverträge,de
Comment,Kommentar,de
Comments,Kommentare,de
Companies,Unternehmen,de
Company,Unternehmen,de
Company %s does not have any expense's sequence,Das Unternehmen %s hat keine Ausgabenreihenfolge,de
Company address,Adresse des Unternehmens,de
Company bank card,Bankkarte des Unternehmens,de
Company credit card details,Angaben zur Kreditkarte des Unternehmens,de
Company department,Abteilung des Unternehmens,de
Company fixed phone,Festnetztelefon der Firma,de
Company's credit card,Kreditkarte des Unternehmens,de
Complete,Vollständig,de
Complete my expense,Meine Ausgaben vervollständigen,de
Complete my leave request,Mein Urlaubsantrag ausfüllen,de
Complete my timesheet,Meinen Stundenzettel ausfüllen,de
Completed,Abgeschlossen,de
Compute amounts,Beträge berechnen,de
Compute distance with web service,Entfernung mit Webservice berechnen,de
Configurable,Konfigurierbar,de
Configuration,Konfiguration,de
Confirm,Bestätigen Sie,de
Confirm & Continue,Bestätigen & Fortfahren,de
Confirmed Extra Hours Template,Bestätigte Vorlage für zusätzliche Stunden,de
Confirmed Timesheet Template,Bestätigte Stundenzettel Vorlage,de
Consolidate timesheet line on invoice,Zeiterfassungszeile auf der Rechnung konsolidieren,de
Consume,Verbrauchen Sie,de
Contact,Kontakt,de
Contact details,Kontaktangaben,de
Contact in case of emergency,Kontakt für Notfälle,de
Content,Inhalt,de
Continue,Weiter,de
Contract,Vertrag,de
Contract extension,Vertragsverlängerung,de
Contract sub type,Vertragsteilart,de
Contract type,Vertragsart,de
Contract types,Vertragsarten,de
Contractual information,Vertragliche Informationen,de
Contrat duration must be <= to this duration,Die Vertragsdauer muss <= dieser Dauer sein,de
Contrat duration must be > to this duration,Die Vertragsdauer muss > dieser Dauer entsprechen,de
Conventional Hourly Rate,Konventioneller Stundensatz,de
Conventional Monthly Rate,Konventionelle monatliche Rate,de
Costs,Kosten,de
Counted,Gezählt,de
Country of birth,Land der Geburt,de
Create,erstellen.,de
Create Leave Request,Abwesenheitsantrag erstellen,de
Create Timesheet line,Stundenzettelzeile erstellen,de
Create amendment,Änderung erstellen,de
Create expense,Ausgaben erstellen,de
Create leave request,Abwesenheitsantrag erstellen,de
Create leave requests,Urlaubsanträge erstellen,de
Create lines for day leaves,Zeilen für Tagesblätter erstellen,de
Create lines for public holidays,Zeilen für Feiertage erstellen,de
Create new user,Neuen Benutzer anlegen,de
Create or update a scheduler,Erstellen oder Aktualisieren eines Zeitplaners,de
Create scheduler,Planer erstellen,de
Created automatically by increment leave batch on,Automatisch erstellt durch Inkrement lassen Batch ein,de
Created by,Erstellt von,de
Created on,Erstellt am,de
Currency,Währung,de
Current user doesn't have an employee.,Der aktuelle Benutzer hat keinen Mitarbeiter.,de
DATE D'ENTREE,DATE D'ENTREE,de
DATE DE SORTIE,DATE DE SORTIE,de
DATE NAISS,DATUM NAISS,de
DEPT NAISS,ABTEILUNG NAISS,de
DPAE,DPAE,de
DPAE filters,DPAE-Filter,de
DPAEs,DPAEs,de
Daily cost,Tägliche Kosten,de
Daily limit,Tägliches Limit,de
Daily work hours,Tägliche Arbeitszeiten,de
Date,Datum,de
Date can't be in the future,Das Datum kann nicht in der Zukunft liegen,de
Date can't be in the future for line(s) : %s,Datum kann nicht in der Zukunft liegen für Zeile(n) : %s,de
Date difference should be maximam 31 days.,Die Datumsdifferenz sollte maximal 31 Tage betragen.,de
Date of birth,Datum der Geburt,de
Date of hire,Datum der Einstellung,de
Dates,Daten,de
Day,Tag,de
Day leave,Urlaubstag,de
Days,Tage,de
Days validated,Geprüfte Tage,de
Deduct lunch voucher,Essensgutschein abziehen,de
Default Activity Product,Standardaktivität Produkt,de
Default bank details are not filled for your company.,Die Standardbankverbindung für Ihr Unternehmen ist nicht ausgefüllt.,de
Default day number gain,Voreingestellter Tageszahlgewinn,de
Department of birth,Abteilung für Geburt,de
Dependent children,Unterhaltsberechtigte Kinder,de
Description,Beschreibung,de
Details,Einzelheiten,de
Disable project planning time generation if there is no active sprint.,"Deaktivieren Sie die Generierung von Projektplanungszeiten, wenn es keinen aktiven Sprint gibt.",de
Display activity column in printing,Aktivitätsspalte beim Drucken anzeigen,de
Display planned time,Anzeige der geplanten Zeit,de
Display task column in printing,Aufgabenspalte beim Drucken anzeigen,de
Display time unit,Anzeige der Zeiteinheit,de
Display timesheet line number,Zeilennummer des Stundenzettels anzeigen,de
Distance travelled,Zurückgelegte Entfernung,de
Distribution date,Datum der Verteilung,de
Draft,Entwurf,de
Due time entries,Fällige Zeitangaben,de
Duration,Dauer,de
Duration (hours),Dauer (Stunden),de
Duration adjust for customer,Dauer für Kunden anpassen,de
Duration computed.,Berechnete Dauer.,de
Duration equals 0,Dauer ist gleich 0,de
Duration(hours by day),Dauer (Stunden pro Tag),de
Duration(in day per day),Dauer (in Tagen pro Tag),de
Duration(minutes by day),Dauer (Minuten pro Tag),de
E-MAIL,E-MAIL,de
ETAB,ETAB,de
ETRANGER,ETRANGER,de
Early termination,Vorzeitige Beendigung,de
Edit Expense Selected,Ausgewählte Ausgaben bearbeiten,de
Edit Leave Request Selected,Ausgewählten Urlaubsantrag bearbeiten,de
Edit Start&Stop Timer On Stop,Bearbeiten Start&Stop Timer Ein Stopp,de
Edit Timesheet Selected,Stundenzettel bearbeiten ausgewählt,de
Edit extra hours selected,Ausgewählte zusätzliche Stunden bearbeiten,de
Editing timer on stop need to be enabled to set a duration.,"Die Bearbeitungszeit bei Stopp muss aktiviert sein, um eine Dauer festzulegen.",de
Editor,Herausgeber,de
Electronic card,Elektronische Karte,de
Email reminder for timesheet filling batch,E-Mail-Erinnerung für Stapel zum Ausfüllen von Stundenzetteln,de
Email reminder for timesheets,E-Mail-Erinnerung für Zeiterfassungsbögen,de
Email sent date,Datum des E-Mail-Versands,de
Email sent to %s,E-Mail gesendet an %s,de
Emails,E-Mails,de
Emergency contact,Kontakt für Notfälle,de
Emergency contact relationship,Notfall-Kontaktbeziehung,de
Employee,Mitarbeiter,de
Employee %s is not allowed to take leave in advance.,Der Mitarbeiter %s darf seinen Urlaub nicht im Voraus nehmen.,de
Employee PhoneBook,Mitarbeiter-Telefonbuch,de
Employee advance,Mitarbeitervorschuss,de
Employee advance list,Vorschussliste für Mitarbeiter,de
Employee advance usage,Verwendung von Mitarbeitervorschüssen,de
Employee advances,Vorschüsse für Arbeitnehmer,de
Employee annual report template,Vorlage Jahresbericht für Mitarbeiter,de
Employee bonus,Mitarbeiter-Bonus,de
Employee bonus amount,Betrag der Mitarbeiterprämie,de
Employee bonus management,Verwaltung von Mitarbeiterprämien,de
Employee bonus management filters,Filter für die Verwaltung von Mitarbeiterprämien,de
Employee bonus mgt,Verwaltung von Mitarbeiterprämien,de
Employee bonus type,Art der Mitarbeiterprämie,de
Employee bonuses,Mitarbeiterprämien,de
Employee code,Mitarbeiter-Code,de
Employee dashboard,Dashboard für Mitarbeiter,de
Employee filters,Mitarbeiter-Filter,de
Employee firstname,Vorname des Mitarbeiters,de
Employee information,Informationen für Mitarbeiter,de
Employee lastname,Nachname des Mitarbeiters,de
Employee phone book template,Mitarbeiter-Telefonbuch Vorlage,de
Employee planning,Personalplanung,de
Employee status,Arbeitnehmerstatus,de
Employee to be reminded,Zu erinnernder Mitarbeiter,de
Employee vehicle list,Fahrzeugliste für Mitarbeiter,de
Employee's other costs,Sonstige Kosten des Arbeitnehmers,de
Employee.annualReportOf,Employee.annualReportOf,de
Employee.company,Employee.company,de
Employee.contract,Employee.contract,de
Employee.contractType,Employee.contractType,de
Employee.country,Employee.country,de
Employee.dailyCost,Employee.dailyCost,de
Employee.dailyWork,Employee.dailyWork,de
Employee.department,Employee.department,de
Employee.departureDate,Employee.departureDate,de
Employee.dob,Employee.dob,de
Employee.emergencyContact,Employee.emergencyContact,de
Employee.emergencyNumber,Employee.emergencyNumber,de
Employee.endDate,Employee.endDate,de
Employee.entryDate,Employee.entryDate,de
Employee.martialStatus,Employee.martialStatus,de
Employee.personalInformations,Employee.personalInformations,de
Employee.phoneAtCustomer,Employee.phoneAtCustomer,de
Employee.position,Employee.position,de
Employee.positionList,Employee.positionList,de
Employee.resume,Employee.resume,de
Employee.startDate,Employee.startDate,de
Employee.weeklyWork,Employee.weeklyWork,de
EmployeeTimesheet.fromDate,EmployeeTimesheet.fromDate,de
EmployeeTimesheet.toDate,EmployeeTimesheet.toDate,de
EmployeeTimesheet.user,EmployeeTimesheet.user,de
EmployeeTimesheet.weekTotal,EmployeeTimesheet.weekTotal,de
Employees,Mitarbeiter,de
Employees Management,Mitarbeiter Management,de
Employees computed: %d,Berechnete Mitarbeiter: %d,de
Employees failed to be computed due to anomaly: %d,Arbeitnehmer konnten aufgrund einer Anomalie nicht berechnet werden: %d,de
Employees management,Verwaltung der Mitarbeiter,de
Employees' leaves attempted to be computed : %s,Versuchte Berechnung der Urlaubstage der Arbeitnehmer : %s,de
Employees' leaves failed to be computed due to configuration anomaly : %s,Der Urlaub der Mitarbeiter konnte aufgrund einer Konfigurationsanomalie nicht berechnet werden: %s,de
Employees' leaves failed to be computed due to missing data : %s,Der Urlaub der Mitarbeiter konnte aufgrund fehlender Daten nicht berechnet werden: %s,de
Employees' leaves successfully computed : %s,Erfolgreiche Berechnung der Urlaubstage der Mitarbeiter : %s,de
Employees' other costs,Sonstige Kosten der Arbeitnehmer,de
Employment,Beschäftigung,de
Employment Contract Templates,Vorlagen für Arbeitsverträge,de
Employment Contracts,Arbeitsverträge,de
Employment contract,Arbeitsvertrag,de
Employment contract export batch,Arbeitsvertrag Export Batch,de
Employment contract template,Vorlage Arbeitsvertrag,de
Employment contract templates,Arbeitsvertragsvorlagen,de
Employment contract type,Art des Arbeitsvertrags,de
Employment contract types,Arten von Arbeitsverträgen,de
Employment contracts,Arbeitsverträge,de
Employment contracts exported : %s,Exportierte Arbeitsverträge : %s,de
Employment contracts/Contract amendments,Arbeitsverträge/Vertragsänderungen,de
Employment.name,Employment.name,de
EmploymentAmendmentType.companies,EmploymentAmendmentType.companies,de
EmploymentAmendmentType.endDate,EmploymentAmendmentType.endDate,de
EmploymentAmendmentType.name,EmploymentAmendmentType.name,de
EmploymentContractSubType.description,EmploymentContractSubType.description,de
EmploymentContractType.description,EmploymentContractType.description,de
EmploymentContractType.name,EmploymentContractType.name,de
Employments,Beschäftigungen,de
Enable DPAE,DPAE einschalten,de
Enable MyHR,MyHR aktivieren,de
Enable activity,Aktivität freigeben,de
Enable event creation,Erstellung von Ereignissen aktivieren,de
Enable expense declaration,Aktivieren der Ausgabenerklärung,de
Enable multiple timer,Aktivieren mehrerer Timer,de
Enable payroll preparation export,Export der Gehaltsabrechnungsvorbereitung aktivieren,de
Enable planification,Planifizierung ermöglichen,de
End Date,Enddatum,de
End On,Ende am,de
End date,Datum des Endes,de
End date of hire,Datum des Endes der Anstellung,de
End date time,Enddatum Uhrzeit,de
End of contract,Ende des Vertrags,de
End of contract reason,Grund für das Vertragsende,de
End of contract reasons,Gründe für das Vertragsende,de
End of month,Ende des Monats,de
End of the week,Ende der Woche,de
Establishment of the employer,Niederlassung des Arbeitgebers,de
Estimated time,Geschätzte Zeit,de
Event,Veranstaltung,de
Event subject groovy formula,Ereignis Thema groovy Formel,de
Exceptional leave,Außerordentlicher Urlaub,de
Exclude timesheet editor,Stundenzettel-Editor ausschließen,de
Executive,Exekutive,de
Executive Status,Exekutivstatus,de
Executive status,Status der Exekutive,de
Expense,Ausgaben,de
Expense Journal,Spesenjournal,de
Expense Notification Mail,Ausgaben-Benachrichtigungs-Mail,de
Expense N°,Ausgaben Nr.,de
Expense Per Employee,Ausgaben pro Mitarbeiter,de
Expense Sequence,Reihenfolge der Ausgaben,de
Expense Templates,Vorlagen für Ausgaben,de
Expense Type,Kostenart,de
Expense date,Datum des Aufwands,de
Expense declaration,Kostenaufstellung,de
Expense filters,Ausgaben-Filter,de
Expense limit,Ausgabengrenze,de
Expense limit list,Liste der Ausgabengrenzen,de
Expense limits,Ausgabengrenzen,de
Expense line,Ausgabenlinie,de
Expense line has been set as to be billed but billing expenses is disabled on this project.,"Es wurde festgelegt, dass Ausgaben in Rechnung gestellt werden sollen, aber die Abrechnung von Ausgaben ist für dieses Projekt deaktiviert.",de
Expense line successfully updated.,Ausgabenzeile erfolgreich aktualisiert.,de
Expense lines,Ausgabenlinien,de
Expense lines to merge,Zusammenzuführende Ausgabenlinien,de
Expense paid with company's credit card,Mit der Kreditkarte des Unternehmens bezahlte Ausgaben,de
Expense payment,Zahlung von Ausgaben,de
Expense report template,Vorlage für Spesenbericht,de
Expense successfully updated.,Ausgaben erfolgreich aktualisiert.,de
Expense successfully updated. An error occurred while sending the mail.,Ausgaben erfolgreich aktualisiert. Beim Senden der E-Mail ist ein Fehler aufgetreten.,de
Expense tax account,Aufwandsteuerkonto,de
Expense type,Ausgabenart,de
Expense types,Ausgabearten,de
Expense.advanceAmount,Expense.advanceAmount,de
Expense.comments,Expense.comments,de
Expense.companyCbSelect,Expense.companyCbSelect,de
Expense.currency,Expense.currency,de
Expense.employeeName,Expense.employeeName,de
Expense.employeeSignature,Expense.employeeSignature,de
Expense.employerSignature,Expense.employerSignature,de
Expense.expenseDate,Expense.expenseDate,de
Expense.expenseOf,Expense.expenseOf,de
Expense.period,Expense.period,de
Expense.personalExpenseAmount,Expense.personalExpenseAmount,de
Expense.total,Expense.total,de
Expense.totalA.T.I,Expense.totalA.T.I,de
Expense.totalAmount,Expense.totalAmount,de
Expense.totalToRefund,Expense.totalToRefund,de
Expense.withdrawnCash,Expense.withdrawnCash,de
ExpenseLine.amount,ExpenseLine.amount,de
ExpenseLine.cityFrom,ExpenseLine.cityFrom,de
ExpenseLine.cityTo,ExpenseLine.cityTo,de
ExpenseLine.client,ExpenseLine.client,de
ExpenseLine.distance,ExpenseLine.distance,de
ExpenseLine.expenseDate,ExpenseLine.expenseDate,de
ExpenseLine.expenseType,ExpenseLine.expenseType,de
ExpenseLine.kilometricAllowParam,ExpenseLine.kilometricAllowParam,de
ExpenseLine.kilometricExpenseType,ExpenseLine.kilometricExpenseType,de
ExpenseLine.no,ExpenseLine.no,de
ExpenseLine.project,ExpenseLine.project,de
ExpenseLine.toInvoice,ExpenseLine.toInvoice,de
ExpenseLine.totalTax,ExpenseLine.totalTax,de
ExpenseLine.untaxedAmount,ExpenseLine.untaxedAmount,de
ExpenseLine.yes,ExpenseLine.yes,de
Expenses,Ausgaben,de
Expenses amount to pay,Zu zahlender Betrag für die Ausgaben,de
Expenses declaration,Ausgabenerklärung,de
Expenses to Validate,Zu validierende Ausgaben,de
Expenses to Ventilate,Kosten für die Belüftung,de
Expenses to be Validated by your subordinates,"Ausgaben, die von Ihren Untergebenen bestätigt werden müssen",de
Experience duration,Dauer der Erfahrung,de
Export,Exportieren,de
Export CSV,CSV exportieren,de
Export all leave requests,Alle Urlaubsanträge exportieren,de
Export code,Code exportieren,de
Export code for duration,Exportcode für die Dauer,de
Export code for extra hour management,Exportcode für die Verwaltung von Sonderstunden,de
Export code for lunch voucher management,Exportcode für die Verwaltung von Essensmarken,de
Export codes,Codes für die Ausfuhr,de
Export date,Datum der Ausfuhr,de
Export des salariés,Export von Gehaltsempfängern,de
Export employment contract,Arbeitsvertrag exportieren,de
Export file,Datei exportieren,de
Export for payroll preparation,Export für die Vorbereitung der Gehaltsabrechnung,de
Export payroll preparation,Vorbereitung der Gehaltsabrechnung exportieren,de
Export type,Art der Ausfuhr,de
Exported,Exportiert,de
Exports,Ausfuhren,de
Extension Amendment,Verlängerung Änderung,de
Extension and Miscellaneous Amendment,Erweiterung und verschiedene Änderungen,de
External,Extern,de
Extra Hours,Extra-Stunden,de
Extra Hours Notification Mail,Extra Hours Notification Mail,de
Extra Hours Templates,Extra Hours-Vorlagen,de
Extra hours,Zusätzliche Stunden,de
Extra hours filters,Extra Stunden Filter,de
Extra hours request,Antrag auf zusätzliche Stunden,de
Extra hours to Validate,Zusätzliche Stunden für die Validierung,de
Extra hours to be Validated by your subordinates,"Zusätzliche Stunden, die von Ihren Untergebenen validiert werden müssen",de
Extra hours to validate,Zusätzliche Stunden für die Validierung,de
Extra hours type,Typ der zusätzlichen Stunden,de
Extra hours' number,Zahl der Überstunden,de
ExtraHours,ExtraHours,de
F,F,de
Fetch limit,Abrufgrenze,de
"Fetch limit for this batch. 0 will not be taken into account. In this case, the value configured in app Base will be used.",Abrufgrenze für diese Charge. 0 wird nicht berücksichtigt. In diesem Fall wird der in der App Base konfigurierte Wert verwendet.,de
File,Datei,de
File types,Dateitypen,de
Files,Dateien,de
Finish,Oberfläche,de
Finished,Fertige,de
First day of leave period,Erster Tag des Urlaubszeitraums,de
First month of leave period,Erster Monat des Urlaubszeitraums,de
First name,Vornamen,de
Fiscal periods,Steuerperioden,de
Fiscal year,Steuerjahr,de
Follow-up,Nachbereitung,de
"For foreign-born employees, please enter the code 99",Für im Ausland geborene Arbeitnehmer geben Sie bitte den Code 99 ein.,de
Former employee,Ehemaliger Mitarbeiter,de
Former employees,Ehemalige Mitarbeiter,de
Formula,Formel,de
Formula variables configuration,Konfiguration der Formelvariablen,de
Friday,Freitag,de
From,Von,de
From Date,Von Datum,de
From date,Vom Datum,de
From date can't be empty,Von-Datum darf nicht leer sein,de
From generation date,Ab Generationsdatum,de
Full name,Vollständiger Name,de
Fullscreen Editor,Vollbild-Editor,de
General,Allgemein,de
General Expense,Allgemeine Kosten,de
General Expenses,Allgemeine Kosten,de
General expense lines,Allgemeine Kostenlinien,de
General expenses,Allgemeine Kosten,de
Generate Lines From Expected Planning,Zeilen aus erwarteter Planung generieren,de
Generate Lines automatically,Linien automatisch generieren,de
Generate human resource configurations,Konfigurationen der Humanressourcen generieren,de
Generate lines,Zeilen generieren,de
Generate new DPAE,Neue DPAE generieren,de
Generate payroll prepa.,Generieren Sie Gehaltsabrechnungen vor.,de
Generate periods,Zeiträume generieren,de
Generate timesheet lines,Stundenzettelzeilen generieren,de
Given,Gegeben,de
Given lunch vouchers on the period,Ausgabe von Essensgutscheinen für den Zeitraum,de
Given project task and activity are not related.,Die gegebene Projektaufgabe und der Vorgang sind nicht miteinander verbunden.,de
