"importId";"department";"floor";"streetName";"postBox";"country.alpha3Code";"zip";"cityName";countrySubDivision
210;"";"";"5 PLACE DE LA LIBERATION";"";"FRA";"21000";"DIJON";
220;"";"";"83 PLACE DU GENERAL DE GAULLE";"";"FRA";"22000";"SAINT-BRIEUC";
240;"";"";"83 PLACE DE L HOTEL DE VILLE";"";"FRA";"24000";"PERIGUEUX";
250;"";"";"98 RUE MEGEVAND";"";"FRA";"25000";"BESANCON";
260;"";"";"4 PLACE DE LA LIBERTE";"";"FRA";"26000";"VALENCE";
310;"";"";"79 RUE PARGAMINIERES";"";"FRA";"31000";"TOULOUSE";
311;"";"";"4 BD D'ARCOLE";"";"FRA";"31000";"TOULOUSE";
312;"";"";"75 RUE DE METZ";"";"FRA";"31000";"TOULOUSE";
313;"";"";"16 RUE VALADE";"";"FRA";"31000";"TOULOUSE";
314;"";"";"5 RUE DES LOIS";"";"FRA";"31000";"TOULOUSE";
315;"";"";"28 AVENUE HONORE SERRES";"";"FRA";"31000";"TOULOUSE";
316;"";"";"24 BD LASCROSSES";"";"FRA";"31000";"TOULOUSE";
317;"";"";"7 RUE DEVILLE";"";"FRA";"31000";"TOULOUSE";
330;"";"";"56 COURS MARECHAL JUIN";"";"FRA";"33000";"BORDEAUX";
331;"";"";"47 RUE FRANCOIS DE SOURDIS";"";"FRA";"33000";"BORDEAUX";
332;"";"";"79 RUE D'ORNANO";"";"FRA";"33000";"BORDEAUX";
333;"";"";"79 RUE GEORGES BONNAC";"";"FRA";"33000";"BORDEAUX";
334;"";"";"80 RUE DE CURSOL";"";"FRA";"33000";"BORDEAUX";
335;"";"";"63 RUE HENRI IV";"";"FRA";"33000";"BORDEAUX";
336;"";"";"33 RUE SAINT-GENES";"";"FRA";"33000";"BORDEAUX";
350;"";"";"1 BD DE LA LIBERTE";"";"FRA";"35000";"RENNES";
351;"";"";"70 RUE DE PARIS";"";"FRA";"35000";"RENNES";
352;"";"";"85 AVENUE ARISTIDE BRIAND";"";"FRA";"35000";"RENNES";
353;"";"";"52 BD DE LA LIBERTE";"";"FRA";"35000";"RENNES";
354;"";"";"96 RUE D'ISLY";"";"FRA";"35000";"RENNES";
440;"";"";"6 RUE GAMBETTA";"";"FRA";"44000";"NANTES";
441;"";"";"17 AVENUE CARNOT";"";"FRA";"44000";"NANTES";
442;"";"";"10 RUE DE STRASBOURG";"";"FRA";"44000";"NANTES";
443;"";"";"73 RUE PITRE CHEVALIER";"";"FRA";"44000";"NANTES";
444;"";"";"53 RUE DE COULMIERS";"";"FRA";"44000";"NANTES";
590;"";"";"40 RUE ABELARD";"";"FRA";"59000";"LILLE";
591;"";"";"86 BD DE METZ";"";"FRA";"59000";"LILLE";
592;"";"";"72 BD MONTEBELLO";"";"FRA";"59000";"LILLE";
593;"";"";"43 RUE D'IENA";"";"FRA";"59000";"LILLE";
594;"";"";"20 RUE D'ESQUERMES";"";"FRA";"59000";"LILLE";
595;"";"";"67 RUE DES POSTES";"";"FRA";"59000";"LILLE";
596;"";"";"19 BD VICTOR HUGO";"";"FRA";"59000";"LILLE";
597;"";"";"63 BD DE STRASBOURG";"";"FRA";"59000";"LILLE";
598;"";"";"11 RUE DE L'ARBRISSEAU";"";"FRA";"59000";"LILLE";
630;"";"";"3 BD JACQUES BINGEN";"";"FRA";"63000";"CLERMONT-FERRAND";
631;"";"";"78 RUE DE L'ORADOU";"";"FRA";"63000";"CLERMONT-FERRAND";
632;"";"";"40 BD GUSTAVE FAUBERT";"";"FRA";"63000";"CLERMONT-FERRAND";
633;"";"";"29 BD LAFAYETTE";"";"FRA";"63000";"CLERMONT-FERRAND";
634;"";"";"88 BD ARISTIDE BRIAND";"";"FRA";"63000";"CLERMONT-FERRAND";
635;"";"";"1 AVENUE PASTEUR";"";"FRA";"63000";"CLERMONT-FERRAND";
670;"";"";"31 AVENUE DES VOSGES";"";"FRA";"67000";"STRASBOURG";
671;"";"";"55 BD CLEMENCEAU";"";"FRA";"67000";"STRASBOURG";
672;"";"";"47 AVENUE DE LA PAIX";"";"FRA";"67000";"STRASBOURG";
673;"";"";"10 AVENUE JEAN JAURES";"";"FRA";"67000";"STRASBOURG";
674;"";"";"68 BD DE NANCY";"";"FRA";"67000";"STRASBOURG";
675;"";"";"11 BD DE LYON";"";"FRA";"67000";"STRASBOURG";
676;"";"";"91 BD D'ANVERS";"";"FRA";"67000";"STRASBOURG";
770;"";"";"350 RUE DU MARECHAL JUIN";"";"FRA";"77000";"MELUN";
771;"";"";"1 AVENUE LINGENFELD";"";"FRA";"77200";"TORCY";
790;"";"";"65 RUE JOULE";"";"FRA";"79000";"NIORT";
920;"";"";"58 PLACE DU 11 NOVEMBRE";"";"FRA";"92240";"MALAKOFF";
921;"";"";"51 BD RICHARD WALLACE";"";"FRA";"92800";"PUTEAUX";
930;"";"";"12 RUE PABLO PICASSO";"";"FRA";"93000";"BOBIGNY";
940;"";"";"10 RUE DES ARCHIVES";"";"FRA";"94000";"CRETEIL";
950;"";"";"49 RUE DES GENOTTES";"";"FRA";"95000";"CERGY";
1000;"";"";"SQUARE JULES HIERNAUX, 10";"";"BEL";"6000";"CHARLEROI";
1001;"";"";"KOETELWIJK, 23";"";"BEL";"8000";"BRUGGE";
1002;"";"";"BD ANSPACH, 98";"";"BEL";"1000";"BRUXELLES";
2000;"";"";"ZHUMA INDUSTRIAL PARK";"";"CHN";"321000";"JINHUA";
2001;"";"";"465 TONGDE STREET";"BAIYUN DISTRICT";"CHN";"510000";"GUANGZHOU";
2002;"";"No 1 BUILDING";"702 WANSHUNYUAN";"PNGSHAN NEW DISTRICT";"CHN";"";"SHENZHEN";
2003;"";"ROOM 207, No 2 BUILDING";"ZHONG CUN TOWN";"PANYU DISTRICT";"CHN";"511495";"GUANGZHOU";
2004;"";"ROOM 403, BUILDING 1";"1500 YOUYI ROAD";"BAOSHAN DISTRICT";"CHN";"201900";"SHANGHAI";
2005;"";"";"68 HEGUMIAO TOWN";"";"CHN";"054600";"XINGTAI";
2006;"";"";"30 PINGHUAN INDUSTRIAL ZONE";"PINGHUAN DISTRICT";"CHN";"518118";"SHENZHEN";
2007;"";"";"SHENGSHAN DEVELOPMENT ZONE";"";"CHN";"315323";"NINGBO";
2008;"";"";"7 DATONG WEST RD";"QINGBAIJIANG";"CHN";"610300";"CHENGDU";
2009;"";"";"SHIYIJING RD";"HEDONG DISTRICT";"CHN";"300171";"TIANJIN";
2010;"";"";"ZHICHUN RD";"HAIDIAN DISTRICT";"CHN";"100190";"BEIJING";
2011;"";"B10/F 100A";"9 GUANGHUA RD";"CHAOYANG DISTRICT";"CHN";"100004";"BEIJING";
3000;"";"";"PRINZENSTRABE, 53";"";"DEU";"10969";"BERLIN";
3001;"";"";"GUBENER STRABE, 85";"";"DEU";"10243";"BERLIN";
3002;"";"";"GOETHESTRABE, 11";"";"DEU";"80336";"MUNICH";
4000;"";"";"76 WARDOUR STREET";"";"GBR";"W1D 6Q4";"LONDRES";
4001;"";"";"65 NEWMAN STREET";"";"GBR";"W1T 3ET";"LONDRES";
4002;"";"";"63 HARLEY STREET";"";"GBR";"W1G 8QY";"LONDRES";
4003;"";"";"81 STREDFORD ROAD";"";"GBR";"M15 4ZY";"MANCHESTER";
4004;"";"";"69 BURLEY ROAD";"";"GBR";"LS3 1JP";"LEEDS";
4005;"";"";"1 LIVERY STREET";"";"GBR";"B3 1RJ";"BIRMINGHAM";
4006;"";"";"82 HILL LANE";"";"GBR";"SO15 5AY";"SOUTHAMPTON";
4007;"";"";"78 KENSINGTON";"";"GBR";"L7 2RE";"LIVERPOOL";
4008;"";"";"79 LONDON ROAD";"";"GBR";"L3 8JA";"LIVERPOOL";
4009;"";"";"182 PORTLAND ROAD";"";"GBR";"NE2 1DJ";"NEWCASTLE";
5000;"";"";"VIA ALESSANDRO MANZONI, 95";"";"ITA";"20121";"MILAN";
5001;"";"";"CORSO FRANCIA, 72";"";"ITA";"10138";"TURIN";
6000;"";"";"AOBA 3-6-20";"FUKUOKA";"JPN";"803-0822";"FUKUOKA";
6001;"";"";"4-5-6 NISHIOGU";"";"JPN";"116-0011";"TOKYO";
6002;"";"";"1-3-4 HAMADERA-ISHIZUCHO";"OSAKA";"JPN";"592-8334";"OSAKA";
6003;"";"ROOM 300";"2-3-30 MINAMISENBA";"OSAKA";"JPN";"542-0081";"OSAKA";
6004;"";"";"02-12-10 KONAN";"TOKYO";"JPN";"108-0075";"TOKYO";
7000;"";"";"27 RUE DE HOLLERICH";"";"LUX";"1441";"LUXEMBOURG";
7001;"";"";"20 RUE DE STRASBOURG";"";"LUX";"1441";"LUXEMBOURG";
7002;"";"";"82 BD G.-D. CHARLOTTE";"";"LUX";"1331";"LUXEMBOURG";
8000;"";"";"EERSTE HELMERSSTRAAT, 60";"";"NLD";"1054 DH ";"AMSTERDAM";
8001;"";"";"BILDERDIJKSTRAAT, 26";"";"NLD";"1053 KX ";"AMSTERDAM";
8002;"";"";"LINDENGRACHT, 55";"";"NLD";"1015 KH ";"AMSTERDAM";
8003;"";"";"GOUDSESINGEL, 46";"";"NLD";"3011 KL ";"ROTTERDAM";
10000;"";"";"38 CROSBY STREET";"";"USA";"10012";"NEW YORK";"NY"
10001;"";"";"64 LAFAYETTE STREET";"";"USA";"10003";"NEW YORK";"NY"
10002;"";"";"400 HUDSON STREET";"";"USA";"10014";"NEW YORK";"NY"
10003;"";"";"300 BEACON STREET";"";"USA";"02116";"BOSTON";"MA"
10004;"";"";"500 MASSACHUSETTS AVENUE";"";"USA";"02319";"BOSTON";"MA"
10005;"";"";"1500 EAST TROPICANA AVENUE";"";"USA";"89119";"LAS VEGAS";"NV"
10006;"";"";"4500 WEST WASHINGTON BD";"";"USA";"90016";"LOS ANGELES";"CA"
10007;"";"";"1500 SOUTH BURNSIDE AVENUE";"";"USA";"90019";"LOS ANGELES";"CA"
10008;"";"";"5600 PICKFORD STREET";"";"USA";"90019";"LOS ANGELES";"CA"
10009;"";"";"9000 WEST OLYMPIC BD";"";"USA";"90212";"LOS ANGELES";"CA"
10010;"";"";"2200 GEARY BVD";"";"USA";"94115";"SAN FRANCISCO";"CA"
10011;"";"";"2100 SUTTER STREET";"";"USA";"94115";"SAN FRANCISCO";"CA"
10012;"";"";"1700 STEINER STREET";"";"USA";"94115";"SAN FRANCISCO";"CA"
10013;"";"";"3600 CALIFORNIA STREET";"";"USA";"94118";"SAN FRANCISCO";"CA"
10014;"";"";"1600 BALBOA STREET";"";"USA";"94121";"SAN FRANCISCO";"CA"
10015;"";"";"2900 26TH AVENUE";"";"USA";"94132";"SAN FRANCISCO";"CA"
10016;"";"";"700 EAST 6TH AVENUE";"";"USA";"80203";"DENVER";"CO"
10017;"";"";"200 BROADWAY";"";"USA";"80203";"DENVER";"CO"
10018;"";"";"3000 WILLIAMS STREET";"";"USA";"80205";"DENVER";"CO"
10019;"";"";"1000 WEST TAYLOR STREET";"";"USA";"95126";"SAN JOSE";"CA"
10020;"";"";"600 NORTH ST. PAUL STREET";"";"USA";"75201";"DALLAS";"TX"
10021;"";"";"3900 GASTON AVENUE";"";"USA";"75246";"DALLAS";"TX"
10022;"";"";"3200 NORTH FITZHUGH AVENUE";"";"USA";"75204";"DALLAS";"TX"
10023;"";"";"1300 CORAL WAY";"";"USA";"33145";"MIAMI";"FL"
10024;"";"";"1100 CARLOS ARBOLEYA BLVD";"";"USA";"33130";"MIAMI";"FL"
10025;"";"";"500 NORTH MIAMI AVENUE";"";"USA";"33136";"MIAMI";"FL"
10026;"";"";"4501 BISCAYNE BLVD";"";"USA";"33137";"MIAMI";"FL"
10027;"";"";"846 NORTHEAST 83RD STREET";"";"USA";"33138";"MIAMI";"FL"
10028;"";"";"1900 EAST BUSCH BOULEVARD";"";"USA";"33612";"TAMPA";"FL"
10029;"";"";"9973 WEST HILLSBOROUGH AVENUE";"";"USA";"33615";"TAMPA";"FL"
10030;"";"";"1400 RHODE ISLAND AVENUE NW";"";"USA";"20005";"WASHINGTON";"DC"
10031;"";"";"1300 U STREET NORTHWEST";"";"USA";"20009";"WASHINGTON";"DC"
10032;"";"";"3023 BLADENBURG ROAD NE";"";"USA";"20018";"WASHINGTON";"DC"
10033;"";"";"1200 SNYDER AVENUE";"";"USA";"19148";"PHILADELPHIE";"PA"
10034;"";"";"800 WASHINGTON AVENUE";"";"USA";"19147";"PHILADELPHIE";"PA"
10035;"";"";"612 SOUTH 8TH STREET";"";"USA";"19147";"PHILADELPHIE";"PA"
10036;"";"";"1000 CHARLOTTE AVENUE";"";"USA";"37203";"NASHVILLE";"TN"
10037;"";"";"2000 CENTRE AVENUE";"";"USA";"15219";"PITTSBURGH";"PA"
10038;"";"";"1640 PENN AVENUE";"";"USA";"15222";"PITTSBURGH";"PA"
10039;"";"";"932 KIRKBRIDE ST";"";"USA";"15212";"PITTSBURGH";"PA"
13000;"";"";"56 BD VOLTAIRE";"";"FRA";"13001";"MARSEILLE";
13001;"";"";"75 RUE MARCEL SEMBAT";"";"FRA";"13001";"MARSEILLE";
13002;"";"";"15 BD DE LA LIBERTE";"";"FRA";"13001";"MARSEILLE";
13003;"";"";"5 AVENUE VAUDOYER";"";"FRA";"13001";"MARSEILLE";
13004;"";"";"86 AVENUE ROBERT SCHUMAN";"";"FRA";"13001";"MARSEILLE";
13005;"";"";"64 RUE DU REFUGE";"";"FRA";"13001";"MARSEILLE";
13006;"";"";"46 RUE LOUBON";"";"FRA";"13001";"MARSEILLE";
13007;"";"";"90 BD NATIONAL";"";"FRA";"13001";"MARSEILLE";
13008;"";"";"93 BD DE STRASBOURG";"";"FRA";"13001";"MARSEILLE";
13009;"";"";"83 RUE BELLE DE MAI";"";"FRA";"13001";"MARSEILLE";
13010;"";"";"49 RUE SAINT-BRUNO";"";"FRA";"13001";"MARSEILLE";
13011;"";"";"22 BD FRANCOISE DUPARC";"";"FRA";"13001";"MARSEILLE";
13012;"";"";"74 RUE BRUNET";"";"FRA";"13001";"MARSEILLE";
13013;"";"";"18 RUE DE ROME";"";"FRA";"13001";"MARSEILLE";
13014;"";"";"41 RUE PARADIS";"";"FRA";"13001";"MARSEILLE";
13015;"";"";"56 RUE BRETEUIL";"";"FRA";"13001";"MARSEILLE";
13016;"";"";"81 BD BAILLE";"";"FRA";"13001";"MARSEILLE";
13017;"";"";"84 RUE MONTPLAISIR";"";"FRA";"13001";"MARSEILLE";
13018;"";"";"31 RUE DE LA DOUANE";"";"FRA";"13001";"MARSEILLE";
13019;"";"";"8 RUE D'ENDOUME";"";"FRA";"13001";"MARSEILLE";
69000;"";"";"54 RUE GARIBALDI";"";"FRA";"69001";"LYON";
69001;"";"";"98 AVENUE FELIX FAURE";"";"FRA";"69001";"LYON";
69002;"";"";"7 AVENUE LACASSAGNE";"";"FRA";"69001";"LYON";
69003;"";"";"39 AVENUE GENERAL FRERE";"";"FRA";"69001";"LYON";
69004;"";"";"30 AVENUE PAUL SANTY";"";"FRA";"69001";"LYON";
75000;"";"";"54 RUE DE RIVOLI";"";"FRA";"75001";"PARIS";
75001;"";"";"69 RUE ETIENNE MARCEL";"";"FRA";"75001";"PARIS";
75002;"";"";"3 RUE DE TIQUETONNE";"";"FRA";"75001";"PARIS";
75003;"";"";"85 RUE DU MAIL";"";"FRA";"75001";"PARIS";
75004;"";"";"69 RUE D'ABOUKIR";"";"FRA";"75001";"PARIS";
75005;"";"";"21 RUE DE TURENNE";"";"FRA";"75001";"PARIS";
75006;"";"";"49 RUE DES ARCHIVES";"";"FRA";"75001";"PARIS";
75007;"";"";"55 RUE CHAPON";"";"FRA";"75001";"PARIS";
75008;"";"";"83 RUE DE BRETAGNE";"";"FRA";"75001";"PARIS";
75009;"";"";"93 RUE DE FOURCY";"";"FRA";"75001";"PARIS";
75010;"";"";"96 RUE SAINT ANTOINE";"";"FRA";"75001";"PARIS";
75011;"";"";"29 RUE MONGE";"";"FRA";"75001";"PARIS";
75012;"";"";"67 RUE LIME";"";"FRA";"75001";"PARIS";
75013;"";"";"91 RUE MONGE";"";"FRA";"75001";"PARIS";
75014;"";"";"32 RUE BONAPARTE";"";"FRA";"75001";"PARIS";
75015;"";"";"72 BD SAINT-GERMAIN";"";"FRA";"75001";"PARIS";
75016;"";"";"44 RUE DAUPHINE";"";"FRA";"75001";"PARIS";
75017;"";"";"48 RUE DE L'UNIVERSITE";"";"FRA";"75001";"PARIS";
75018;"";"";"60 RUE DE VARENNE";"";"FRA";"75001";"PARIS";
75019;"";"";"55 RUE DE GRENELLE";"";"FRA";"75001";"PARIS";
75020;"";"";"52 BOULEVARD HAUSSMANN";"";"FRA";"75001";"PARIS";
75021;"";"";"84 AVENUE DE WAGRAM";"";"FRA";"75001";"PARIS";
75022;"";"";"12 AVENUE DES CHAMPS-ELYSEES";"";"FRA";"75001";"PARIS";
75023;"";"";"53 AVENUE HOCHE";"";"FRA";"75001";"PARIS";
75024;"";"";"83 RUE DE LA BOETIE";"";"FRA";"75001";"PARIS";
75025;"";"";"19 RUE DU FAUB. SAINT HONORE";"";"FRA";"75001";"PARIS";
75026;"";"";"75 RUE CONDORCET";"";"FRA";"75001";"PARIS";
75027;"";"";"53 RUE SAINT-GEORGES";"";"FRA";"75001";"PARIS";
75028;"";"";"19 RUE SAINT LAZARD";"";"FRA";"75001";"PARIS";
75029;"";"";"88 RUE LAFAYETTE";"";"FRA";"75001";"PARIS";
75030;"";"";"42 BD DE MAGENTA";"";"FRA";"75001";"PARIS";
75031;"";"";"89 RUE VOLTAIRE";"";"FRA";"75001";"PARIS";
75032;"";"";"63 AVENUE DE LA REPUBLIQUE";"";"FRA";"75001";"PARIS";
75033;"";"";"48 RUE DE LA ROQUETTE";"";"FRA";"75001";"PARIS";
75034;"";"";"20 RUE CHARONNE";"";"FRA";"75001";"PARIS";
75035;"";"";"96 RUE DE BERCY";"";"FRA";"75001";"PARIS";
75036;"";"";"91 RUE VILLIOT";"";"FRA";"75001";"PARIS";
75037;"";"";"97 AVENUE DE CHOISY";"";"FRA";"75001";"PARIS";
75038;"";"";"72 AVENUE DU MAINE";"";"FRA";"75001";"PARIS";
75039;"";"";"8 RUE D'ALESIA";"";"FRA";"75001";"PARIS";
75040;"";"";"54 RUE LECOURBE";"";"FRA";"75001";"PARIS";
75041;"";"";"74 RUE VAUGIRARD";"";"FRA";"75001";"PARIS";
75042;"";"";"30 AVENUE GEORGES MANDEL";"";"FRA";"75001";"PARIS";
75043;"";"";"44 AVENUE HENRI MARTIN";"";"FRA";"75001";"PARIS";
75044;"";"";"30 AVENUE RAYMOND POINCARE";"";"FRA";"75001";"PARIS";
75045;"";"";"84 RUE DE TOCQUEVILLE";"";"FRA";"75001";"PARIS";
75046;"";"";"56 BD MALESHERBES";"";"FRA";"75001";"PARIS";
75047;"";"";"46 RUE ORDENER";"";"FRA";"75001";"PARIS";
75048;"";"";"77 RUE MARCADET";"";"FRA";"75001";"PARIS";
75049;"";"";"43 AVENUE JEAN JAURES";"";"FRA";"75001";"PARIS";
75050;"";"";"47 RUE DE MEAUX";"";"FRA";"75001";"PARIS";
75051;"";"";"26 RUE DE BAGNOLET";"";"FRA";"75001";"PARIS";
75052;"";"";"28 RUE DES PYRENEES";"";"FRA";"75001";"PARIS";
90000;"";"";"23 RUE ALFRED NOBEL";"";"FRA";"77420";"CHAMPS-SUR-MARNE";
90001;"";"";"6 AVENUE DANTE";"";"FRA";"67000";"STRASBOURG";
90002;"";"";"110 RUE PAUL BERT";"";"FRA";"69001";"LYON";
90003;"";"";"40 RUE JEAN JAURES";"";"FRA";"44000";"NANTES";
90004;"";"";"5 AVENUE DIDIER DAURAT";"";"FRA";"31000";"TOULOUSE";
