"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.production.Machine.rwc";"com.axelor.apps.production.db.Machine";"x";"x";"x";;;;;"Production User"
"perm.production.ProdProduct.rwc";"com.axelor.apps.production.db.ProdProduct";"x";"x";"x";;;;;"Production User"
"perm.production.ProductionOrder.rwc";"com.axelor.apps.production.db.ProductionOrder";"x";"x";"x";;;;;"Production User"
"perm.production.WorkCenter.rwc";"com.axelor.apps.production.db.WorkCenter";"x";"x";"x";;;;;"Production User"
"perm.production.OperationOrderDuration.rwc";"com.axelor.apps.production.db.OperationOrderDuration";"x";"x";"x";;;;;"Production User"
"perm.production.CostSheetGroup.rwc";"com.axelor.apps.production.db.CostSheetGroup";"x";"x";"x";;;;;"Production User"
"perm.production.ObjectDescription.rwc";"com.axelor.apps.production.db.ObjectDescription";"x";"x";"x";;;;;"Production User"
"perm.production.ProdProcess.rwc";"com.axelor.apps.production.db.ProdProcess";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production User"
"perm.production.ConfiguratorBOM.rwc";"com.axelor.apps.production.db.ConfiguratorBOM";"x";"x";"x";;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production User"
"perm.production.MachineType.rwc";"com.axelor.apps.production.db.MachineType";"x";"x";"x";;;;;"Production User"
"perm.production.MachineTool.rwc";"com.axelor.apps.production.db.MachineTool";"x";"x";"x";;;;;"Production User"
"perm.production.MpsCharge.rwc";"com.axelor.apps.production.db.MpsCharge";"x";"x";"x";;;;;"Production User"
"perm.production.MpsWeeklySchedule.rwc";"com.axelor.apps.production.db.MpsWeeklySchedule";"x";"x";"x";;;;;"Production User"
"perm.production.ProductApproval.rwc";"com.axelor.apps.production.db.ProductApproval";"x";"x";"x";;;;;"Production User"
"perm.production.ProductionBatch.rwc";"com.axelor.apps.production.db.ProductionBatch";"x";"x";"x";;;;;"Production User"
"perm.production.RawMaterialRequirement.rwc";"com.axelor.apps.production.db.RawMaterialRequirement";"x";"x";"x";;;;;"Production User"
"perm.production.Sop.rwc";"com.axelor.apps.production.db.Sop";"x";"x";"x";;;;;"Production User"
"perm.production.SopLine.rwc";"com.axelor.apps.production.db.SopLine";"x";"x";"x";;;;;"Production User"
"perm.production.UnitCostCalcLine.rwc";"com.axelor.apps.production.db.UnitCostCalcLine";"x";"x";"x";;;;;"Production User"
"perm.production.UnitCostCalculation.rwc";"com.axelor.apps.production.db.UnitCostCalculation";"x";"x";"x";;;;;"Production User"
"perm.production.WorkCenterGroup.rwc";"com.axelor.apps.production.db.WorkCenterGroup";"x";"x";"x";;;;;"Production User"
"perm.production.WorkshopSequenceConfigLine.rwc";"com.axelor.apps.production.db.WorkshopSequenceConfigLine";"x";"x";"x";;;;;"Production User"
"perm.production.ConfiguratorProdProduct.rwc";"com.axelor.apps.production.db.ConfiguratorProdProduct";"x";"x";"x";;;;;"Production User"
"perm.production.ProductionConfig.rwcde";"com.axelor.apps.production.db.ProductionConfig";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.BillOfMaterial.rwcde";"com.axelor.apps.production.db.BillOfMaterial";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Manager"
"perm.production.ManufOrder.rwcde";"com.axelor.apps.production.db.ManufOrder";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Manager"
"perm.production.CostSheetLine.rwcde";"com.axelor.apps.production.db.CostSheetLine";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.CostSheet.rwcde";"com.axelor.apps.production.db.CostSheet";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.OperationOrder.rwcde";"com.axelor.apps.production.db.OperationOrder";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ConfiguratorProdProcessLine.rwcde";"com.axelor.apps.production.db.ConfiguratorProdProcessLine";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ConfiguratorProdProcess.rwcde";"com.axelor.apps.production.db.ConfiguratorProdProcess";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Manager"
"perm.production.TempBomTree.rwcde";"com.axelor.apps.production.db.TempBomTree";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ProdResidualProduct.rwcde";"com.axelor.apps.production.db.ProdResidualProduct";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ProdProcessLine.rwcde";"com.axelor.apps.production.db.ProdProcessLine";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.Machine.rwcde";"com.axelor.apps.production.db.Machine";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ProdProduct.rwcde";"com.axelor.apps.production.db.ProdProduct";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ProductionOrder.rwcde";"com.axelor.apps.production.db.ProductionOrder";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.WorkCenter.rwcde";"com.axelor.apps.production.db.WorkCenter";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.OperationOrderDuration.rwcde";"com.axelor.apps.production.db.OperationOrderDuration";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.CostSheetGroup.rwcde";"com.axelor.apps.production.db.CostSheetGroup";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ObjectDescription.rwcde";"com.axelor.apps.production.db.ObjectDescription";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ProdProcess.rwcde";"com.axelor.apps.production.db.ProdProcess";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Manager"
"perm.production.ConfiguratorBOM.rwcde";"com.axelor.apps.production.db.ConfiguratorBOM";"x";"x";"x";"x";"x";"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Production Manager"
"perm.production.MachineType.rwcde";"com.axelor.apps.production.db.MachineType";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.MachineTool.rwcde";"com.axelor.apps.production.db.MachineTool";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.MpsCharge.rwcde";"com.axelor.apps.production.db.MpsCharge";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.MpsWeeklySchedule.rwcde";"com.axelor.apps.production.db.MpsWeeklySchedule";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ProductApproval.rwcde";"com.axelor.apps.production.db.ProductApproval";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ProductionBatch.rwcde";"com.axelor.apps.production.db.ProductionBatch";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.RawMaterialRequirement.rwcde";"com.axelor.apps.production.db.RawMaterialRequirement";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.Sop.rwcde";"com.axelor.apps.production.db.Sop";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.SopLine.rwcde";"com.axelor.apps.production.db.SopLine";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.UnitCostCalcLine.rwcde";"com.axelor.apps.production.db.UnitCostCalcLine";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.UnitCostCalculation.rwcde";"com.axelor.apps.production.db.UnitCostCalculation";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.WorkCenterGroup.rwcde";"com.axelor.apps.production.db.WorkCenterGroup";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.WorkshopSequenceConfigLine.rwcde";"com.axelor.apps.production.db.WorkshopSequenceConfigLine";"x";"x";"x";"x";"x";;;"Production Manager"
"perm.production.ConfiguratorProdProduct.rwcde";"com.axelor.apps.production.db.ConfiguratorProdProduct";"x";"x";"x";"x";"x";;;"Production Manager"
