"importId";"code";"parent_code";"name";"accountType.technicalTypeSelect";"reconcileOk";"company.importId";"compatibleAccounts";"useForPartnerBalance";"isTaxAuthorizedOnMoveLine";"isTaxRequiredOnMoveLine";"commonPosition";"serviceType_code";"defaultTax.code";"statusSelect";"manageCutOffPeriod";"isRegulatoryAccount";"isRetrievedOnPaymentSession";"vatSystemSelect"
16;101300;101000;"Capital subscribed - called paid";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
17;101310;101300;"Part-unredeemed share capital";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
18;101320;101300;"Amortized principal/depreciated capital";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
19;101800;101000;"Subscribed capital subject to special regulations";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
20;104000;10;"Premiums related to capital";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
21;104100;104000;"Share premium";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
22;104200;104000;"Merger premiums";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
23;104300;104000;"Contribution premiums";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
24;104400;104000;"Premium conversion of bonds into shares";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
25;104500;104000;"Good Stock";"equity";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
26;105000;10;"Revaluation";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
27;105100;105000;"Special revaluation reserve";"equity";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
28;105200;105000;"Voluntary revaluation reserve";"equity";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
29;105300;105000;"Revaluation reserve";"equity";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
30;105500;105000;"Unrealized surplus from the appreciation of assets/Revaluation Surplus (other legal transactions)";"equity";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
31;105700;105000;"Other revaluation reserves in France";"equity";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
32;105800;105000;"Other revaluation reserves in England";"equity";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
33;106000;10;"Reserves";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
34;106100;106000;"Legal Reserves";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
35;106110;106100;"General statutory reserve";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
36;106120;106100;"Long-term capital gain ";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
37;106200;106000;"Restricted reserve";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
38;106300;106000;"Statutory or contractual reserves";"equity";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
39;106400;106000;"Special regulatory reserve";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
40;106410;106400;"Long-term capital gain ";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
41;106430;106400;"Reserves resulting from the granting of investment subsidies";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
42;106480;106400;"Other special regulatory reserve";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
43;106800;106000;"Other Reserves";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
44;106810;106800;"self-insurance reserve";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
45;106880;106800;"Various reserves";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
46;107000;10;"Equity method evaluation difference";"equity";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
47;108000;10;"Behalf of the operator";"equity";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
48;109000;10;"Shareholders: issued capital - uncalled";"asset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
49;11;"CL1";"Retained earnings (credit or debit balance)";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
50;110000;11;"Retained earnings (balance)";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
51;119000;11;"Retained earnings (debit balance)";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
52;12;"CL1";"Profit for the year (profit or loss)";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
53;120000;12;"Profit for the year (earnings)";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
54;129000;12;"Profit for the year (loss)";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
55;13;"CL1";"Investment subsidies";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
56;131000;13;"Equipment Grants";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
57;131100;131000;"State";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
58;131200;131000;"Regions";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
59;131300;131000;"Departements";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
60;131400;131000;"municipalities";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
61;131500;131000;"Public Sector";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
62;131600;131000;"public enterprise";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
63;131700;131000;"Businesses and private organizations";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
64;131800;131000;"Other";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
65;138000;13;"Other investment subsidies (same breakdown as Account 131)";"equity";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
66;139000;13;"Investment subsidies included in the income statement";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
67;139100;139000;"Equipments Subsidiaries";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
68;139110;139100;"State";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
69;139120;139100;"Regions";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
70;139130;139100;"Departements";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
71;139140;139100;"Commons";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
72;139150;139100;"Public Sector";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
73;139160;139100;"public enterprise";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
74;139170;139100;"Businesses and private organizations";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
75;139180;139100;"Other";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
76;139800;139000;"Other investment subsidies (same breakdown as Account 1391)";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
77;14;"CL1";"Regulated provisions";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
78;142000;14;"Regulated provisions relating to fixed assets";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
79;142300;142000;"Provisions recovery of mineral deposits and petroleum";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
80;142400;142000;"Provisions for investment (employee participation)";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
81;143000;14;"Regulated provisions relating to inventories";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
82;143100;143000;"Rise in prices";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
83;143200;143000;"Fluctuation in prices";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
84;144000;14;"Regulated provisions relating to other assets";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
85;145000;14;"Depreciation allowances";"equity";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
86;146000;14;"Special revaluation surplus reserve";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
87;147000;14;"Capital gains reinvested";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
88;148000;14;"Other regulated provisions";"equity";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
89;15;"CL1";"Provisions";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
90;151000;15;"Provisions for risks";"provision";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
91;151100;151000;"dispute and litigation reserve";"provision";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
92;151200;151000;"Provisions for customer warranties";"provision";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
93;151300;151000;"Provision for loses in futures markets";"provision";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
94;151400;151000;"Reserve for fines and penalties";"provision";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
95;151500;151000;"Reserve for foreign exchange losses";"provision";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
96;151600;151000;"Provisions for losses on contracts";"provision";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
97;151800;151000;"Other risk provisions";"provision";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
98;153000;15;"Provisions for pensions and similar obligations";"provision";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
99;154000;15;"Provisions for restructuring";"provision";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
100;155000;15;"Provisions for taxes";"provision";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
101;156000;15;"Provisions for renewal of fixed assets (concessionaires)";"provision";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
102;157000;15;"Reserve for deferred charges";"provision";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
103;157200;157000;"Provisions for major repairs or major overhauls";"provision";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
104;158000;15;"Other provisions for charges";"provision";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
105;158100;158000;"Provision for reclamation";"provision";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
106;16;"CL1";"Debentures and similar debt";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
107;161000;16;"Convertible bonds";"debt";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
108;163000;16;"Autres emprunts obligataires ";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
109;164000;16;"Other bonds";"debt";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
110;165000;16;"Deposits and guarantees received";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
111;165100;165000;"Deposits";"debt";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
112;165500;165000;"Deposits";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
113;166000;16;"Employee profit participation";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
114;166100;166000;"Blocked accounts";"debt";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
115;166200;166000;"Participation Fund";"debt";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
116;167000;16;"Loans and debt Special Terms";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
117;167100;167000;"Issuing equity securities";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
118;167400;167000;"Conditional advances the state";"debt";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
119;167500;167000;"Participating loans";"debt";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
120;168000;16;"Other loans and similar debts";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
121;168100;168000;"Other loans";"debt";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
122;168500;168000;"Annuities capitalized";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
123;168700;168000;"Other liabilities";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
124;168800;168000;"Accrued Interest";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
125;168810;168800;"On convertible bonds";"debt";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
126;168830;168800;"On other bonds debenture loans";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
127;168840;168800;"Borrowings from credit institutions";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
128;168850;168800;"Deposits received";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
129;168860;168800;"On employee participation results";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
130;168870;168800;"Borrowings on special terms";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
131;168880;168800;"On other loans and similar debts";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
132;169000;16;"Bond redemption premiums";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
133;17;"CL1";"Liabilities to subsidiaries";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
134;171000;17;"Liabilities to subsidiaries (Group)";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
135;174000;17;"Debt to equity investments (excluding Group)";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
136;178000;17;"Debts related to joint ventures";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
137;178100;178000;"Main";"debt";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
138;178800;178000;"Accrued Interest";"debt";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
139;18;"CL1";"Liaison accounts of institutions and ventures";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
140;181000;18;"Accounts Liaison institutions";"debt";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
141;186000;18;"Goods and services exchanged between institutions (expense)";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
142;187000;18;"Goods and services exchanged between businesses (products)";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
143;188000;18;"Accounts Liaison ventures";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
144;20;"CL2";"Intangible assets";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
145;201000;20;"Facility Fee";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";2
146;201100;201000;"Formation expenses";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";2
147;201200;201000;"Start-up costs";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";2
148;201210;201200;"Exploration expenses";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";2
149;201220;201200;"Advertising costs";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";2
150;201300;201000;"Capital increase expenses and miscellaneous transactions (mergers, conversions)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";2
151;203000;20;"Costs of research and development";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";2
152;205000;20;"Concessions and similar rights, patents, licenses, trademarks, processes, software, similar rights and assets";"immobilisation";;1;;;;;2;"DAUT";;1;"false";"false";"false";2
153;206000;20;"Lease rights";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";2
154;207000;20;"Goodwill";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";2
155;208000;20;"Other intangible assets";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
156;21;"CL2";"Tangible assets";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
157;211000;21;"Land";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
158;211100;211000;"Unimproved";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
159;211200;211000;"Developed land";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
160;211300;211000;"Basements and cellars";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
161;211400;211000;"Lots of deposit";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
162;211410;211400;"Careers";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
163;211500;211000;"Unimproved";"immobilisation";;1;;;;;0;"NDAS";;1;"false";"false";"false";1
164;211510;211500;"Industrial building complexes (A, B, ...)";"immobilisation";;1;;;;;0;"NDAS";;1;"false";"false";"false";1
165;211550;211500;"Administrative and selling housing developments (A, B, ...)";"immobilisation";;1;;;;;0;"NDAS";;1;"false";"false";"false";1
166;211580;211500;"Other housing estates";"immobilisation";;1;;;;;0;"NDAS";;1;"false";"false";"false";1
167;211581;211580;"Allocated to business operations (A, B, ...)";"immobilisation";;1;;;;;0;"NDAS";;1;"false";"false";"false";1
168;211588;211580;"Assigned to non-business operations (A, B, ...)";"immobilisation";;1;;;;;0;"NDAS";;1;"false";"false";"false";1
169;211600;211000;"Order on capital account";"immobilisation";;1;;;;;0;"NDAS";;1;"false";"false";"false";1
170;212000;21;"Fixtures and land improvements (same breakdown as the total of 211)";"immobilisation";;1;;;;;0;"NDAS";;1;"false";"false";"false";1
171;213000;21;"Constructions";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
172;213100;213000;"Buildings";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
173;213110;213100;"Industrial building complexes (A, B, ...)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
174;213150;213100;"Administrative and selling housing developments (A, B, ...)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
175;213180;213100;"Other housing estates";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
176;213181;213180;"Allocated to business operations (A, B, ...)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
177;213188;213180;"Assigned to non-business operations (A, B, ...)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
178;213500;213000;"General facilities, fixtures and fittings of buildings (same breakdown as Account 2131)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
179;213800;213000;"Infrastructure works";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
180;213810;213800;"Tract of land";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
181;213820;213800;"Assault Iron";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
182;213830;213800;"Waterways";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
183;213840;213800;"Dams";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
184;213850;213800;"Airfield runways";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
185;214000;21;"Buildings on land of another (same breakdown as Account 213)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
186;215000;21;"Technical facilities equipment and tooling";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
187;215100;215000;"Specialized complex installations";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
188;215110;215100;"On own land";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
189;215140;215100;"On other land";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
190;215300;215000;"Facilities to specific character";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
191;215310;215300;"On own land";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
192;215340;215300;"On other land";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
193;215400;215000;"Industrial equipment";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
194;215500;215000;"Industrial Machinery";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
195;215700;215000;"Fixtures and fittings of industrial machinery and equipment";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
196;218000;21;"Other tangible assets";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
197;218100;218000;"General facilities, fixtures and fittings various";"immobilisation";;1;;;;;2;"HONO";;1;"false";"false";"false";1
198;218200;218000;"Transportation equipment";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
199;218300;218000;"Office equipment and computer hardware";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
200;218400;218000;"Furniture";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
201;218500;218000;"Livestock";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
202;218600;218000;"Returnable packaging";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
203;22;"CL2";"Assets in concession";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
204;23;"CL2";"Assets under construction";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
205;231000;23;"Assets under construction";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
206;231200;231000;"Land";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
207;231300;231000;"Constructions";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
208;231500;231000;"Technical equipment industrial machinery and equipment";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
209;231800;231000;"Other tangible assets";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
210;232000;23;"Intangible assets under";"immobilisation";;1;;;;;2;"HONO";;1;"false";"false";"false";1
211;237000;23;"Advances and prepayments of intangible assets";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
212;238000;23;"Advances and prepayments of fixed assets";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
213;238200;238000;"Land";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
214;238300;238000;"Construction";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
215;238500;238000;"Technical equipment industrial machinery and equipment";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
216;238800;238000;"Other tangible assets";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";1
217;25;"CL2";"Shares in affiliated undertakings and amounts receivable in affiliated enterprises";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
218;26;"CL2";"Investments and advances in subsidiaries";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
219;261000;26;"Equity";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
220;261100;261000;"Actions";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
221;261800;261000;"Other titles";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
222;262000;26;"Investments stated at equity";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
223;266000;26;"Forms of participation";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
224;267000;26;"Receivables from participations";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
225;267100;267000;"Receivables from affiliates (Group)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
226;267400;267000;"Receivables from affiliates (excluding Group)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
227;267500;267000;"Payments representing unfunded contributions (fundraising)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
228;267600;267000;"Advances's consolidating";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
229;267700;267000;"Other receivables from participations";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
230;267800;267000;"Accrued Interest";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
231;268000;26;"Receivables from joint ventures";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
232;268100;268000;"Main";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
233;268800;268000;"Accrued Interest";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
234;269000;26;"Payments outstanding equity securities on an undischarged";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
235;27;"CL2";"Other financial assets";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
236;271000;27;"Other investments other than investment securities portfolio activity (property)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
237;271100;271000;"Actions";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
238;271800;271000;"Other titles";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
239;272000;27;"Term investments (debt)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
240;272100;272000;"Bonds";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
241;272200;272000;"Good";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
242;273000;27;"Investment securities portfolio activity (portfolio investments)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
243;274000;27;"Loans";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
244;274100;274000;"Equity loans";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
245;274200;274000;"Loans to associates";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
246;274300;274000;"Staff loans";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
247;274800;274000;"Other loans";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
248;275000;27;"Deposits and guarantees paid";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
249;275100;275000;"Deposits";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
250;275500;275000;"Deposits";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
251;276000;27;"Other long term receivables";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
252;276100;276000;"Other receivables";"immobilisation";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
253;276800;276000;"Accrued Interest";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
254;276820;276800;"On investment securities (debt)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
255;276840;276800;"Loan";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
256;276850;276800;"On deposits and bonds";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
257;276880;276800;"Various credit";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
