"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.account.TaxEquiv.r";"com.axelor.apps.account.db.TaxEquiv";"x";;;;;;;"role.account.r"
"perm.account.InvoiceLine.r";"com.axelor.apps.account.db.InvoiceLine";"x";;;;;;;"role.account.r"
"perm.account.MoveTemplate.r";"com.axelor.apps.account.db.MoveTemplate";"x";;;;;"self.company in (?)";"__user__.companySet";"role.account.r"
"perm.account.DebtRecovery.r";"com.axelor.apps.account.db.DebtRecovery";"x";;;;;;;"role.account.r"
"perm.account.DebtRecoveryHistory.r";"com.axelor.apps.account.db.DebtRecoveryHistory";"x";;;;;;;"role.account.r"
"perm.account.AccountingReport.r";"com.axelor.apps.account.db.AccountingReport";"x";;;;;"self.company in (?)";"__user__.companySet";"role.account.r"
"perm.account.IrrecoverableCustomerLine.r";"com.axelor.apps.account.db.IrrecoverableCustomerLine";"x";;;;;;;"role.account.r"
"perm.account.BudgetDistribution.r";"com.axelor.apps.account.db.BudgetDistribution";"x";;;;;;;"role.account.r"
"perm.account.AnalyticAxis.r";"com.axelor.apps.account.db.AnalyticAxis";"x";;;;;;;"role.account.r"
"perm.account.InvoiceLineEvent.r";"com.axelor.apps.account.db.InvoiceLineEvent";"x";;;;;;;"role.account.r"
"perm.account.CfonbConfig.r";"com.axelor.apps.account.db.CfonbConfig";"x";;;;;;;"role.account.r"
"perm.account.IrrecoverableInvoiceLine.r";"com.axelor.apps.account.db.IrrecoverableInvoiceLine";"x";;;;;;;"role.account.r"
"perm.account.DebtRecoveryMethodLine.r";"com.axelor.apps.account.db.DebtRecoveryMethodLine";"x";;;;;;;"role.account.r"
"perm.account.AccountEquiv.r";"com.axelor.apps.account.db.AccountEquiv";"x";;;;;;;"role.account.r"
"perm.account.PaymentSchedule.r";"com.axelor.apps.account.db.PaymentSchedule";"x";;;;;"self.company in (?)";"__user__.companySet";"role.account.r"
"perm.account.AccountingSituation.r";"com.axelor.apps.account.db.AccountingSituation";"x";;;;;"self.company in (?)";"__user__.companySet";"role.account.r"
"perm.account.BudgetLine.r";"com.axelor.apps.account.db.BudgetLine";"x";;;;;;;"role.account.r"
"perm.account.AccountingBatch.r";"com.axelor.apps.account.db.AccountingBatch";"x";;;;;"self.company in (?)";"__user__.companySet";"role.account.r"
"perm.account.Notification.r";"com.axelor.apps.account.db.Notification";"x";;;;;;;"role.account.r"
"perm.account.AnalyticDistributionTemplate.r";"com.axelor.apps.account.db.AnalyticDistributionTemplate";"x";;;;;;;"role.account.r"
"perm.account.SubrogationRelease.r";"com.axelor.apps.account.db.SubrogationRelease";"x";;;;;"self.company in (?)";"__user__.companySet";"role.account.r"
"perm.account.Move.r";"com.axelor.apps.account.db.Move";"x";;;;;"self.company in (?)";"__user__.companySet";"role.account.r"
"perm.account.Invoice.r";"com.axelor.apps.account.db.Invoice";"x";;;;;"self.company in (?)";"__user__.companySet";"role.account.r"
"perm.account.DebtRecoveryMethod.r";"com.axelor.apps.account.db.DebtRecoveryMethod";"x";;;;;;;"role.account.r"
"perm.account.AnalyticMoveLine.r";"com.axelor.apps.account.db.AnalyticMoveLine";"x";;;;;;;"role.account.r"
"perm.account.Journal.r";"com.axelor.apps.account.db.Journal";"x";;;;;"self.company in (?)";"__user__.companySet";"role.account.r"
"perm.account.AccountType.r";"com.axelor.apps.account.db.AccountType";"x";;;;;;;"role.account.r"
"perm.account.AssistantReportInvoice.r";"com.axelor.apps.account.db.AssistantReportInvoice";"x";;;;;"self.company in (?)";"__user__.companySet";"role.account.r"
"perm.account.ChequeRejection.r";"com.axelor.apps.account.db.ChequeRejection";"x";;;;;"self.company in (?)";"__user__.companySet";"role.account.r"
"perm.account.PayerQualityConfigLine.r";"com.axelor.apps.account.db.PayerQualityConfigLine";"x";;;;;;;"role.account.r"
"perm.account.InterbankCode.r";"com.axelor.apps.account.db.InterbankCode";"x";;;;;;;"role.account.r"
"perm.account.IrrecoverablePaymentScheduleLineLine.r";"com.axelor.apps.account.db.IrrecoverablePaymentScheduleLineLine";"x";;;;;;;"role.account.r"
"perm.account.Reconcile.r";"com.axelor.apps.account.db.Reconcile";"x";;;;;"self.company in (?)";"__user__.companySet";"role.account.r"
"perm.account.AccountChart.r";"com.axelor.apps.account.db.AccountChart";"x";;;;;;;"role.account.r"
"perm.account.Umr.r";"com.axelor.apps.account.db.Umr";"x";;;;;;;"role.account.r"
"perm.account.InvoicePayment.r";"com.axelor.apps.account.db.InvoicePayment";"x";;;;;;;"role.account.r"
"perm.account.TaxAccount.r";"com.axelor.apps.account.db.TaxAccount";"x";;;;;"self.company in (?)";"__user__.companySet";"role.account.r"
"perm.account.AccountClearance.r";"com.axelor.apps.account.db.AccountClearance";"x";;;;;"self.company in (?)";"__user__.companySet";"role.account.r"
"perm.account.MoveLine.r";"com.axelor.apps.account.db.MoveLine";"x";;;;;;;"role.account.r"
"perm.account.AccountConfig.rwc";"com.axelor.apps.account.db.AccountConfig";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.AccountManagement.rwc";"com.axelor.apps.account.db.AccountManagement";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.PaymentMode.rwc";"com.axelor.apps.account.db.PaymentMode";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.PayboxConfig.rwc";"com.axelor.apps.account.db.PayboxConfig";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.JournalType.rwc";"com.axelor.apps.account.db.JournalType";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.MoveTemplateType.rwc";"com.axelor.apps.account.db.MoveTemplateType";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.AnalyticJournal.rwc";"com.axelor.apps.account.db.AnalyticJournal";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.PaymentVoucher.rwc";"com.axelor.apps.account.db.PaymentVoucher";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.DebtRecoveryLevel.rwc";"com.axelor.apps.account.db.DebtRecoveryLevel";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.Paybox.rwc";"com.axelor.apps.account.db.Paybox";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.Reimbursement.rwc";"com.axelor.apps.account.db.Reimbursement";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.Irrecoverable.rwc";"com.axelor.apps.account.db.Irrecoverable";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.DebtRecoveryConfigLine.rwc";"com.axelor.apps.account.db.DebtRecoveryConfigLine";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.AnalyticJournalType.rwc";"com.axelor.apps.account.db.AnalyticJournalType";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.InvoiceBatch.rwc";"com.axelor.apps.account.db.InvoiceBatch";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.InterbankCodeLine.rwc";"com.axelor.apps.account.db.InterbankCodeLine";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.InvoiceLineTax.rwc";"com.axelor.apps.account.db.InvoiceLineTax";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.Budget.rwc";"com.axelor.apps.account.db.Budget";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.NotificationItem.rwc";"com.axelor.apps.account.db.NotificationItem";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.AnalyticAccount.rwc";"com.axelor.apps.account.db.AnalyticAccount";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.PayVoucherDueElement.rwc";"com.axelor.apps.account.db.PayVoucherDueElement";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.FiscalPosition.rwc";"com.axelor.apps.account.db.FiscalPosition";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.ManagementObject.rwc";"com.axelor.apps.account.db.ManagementObject";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.Account.rwc";"com.axelor.apps.account.db.Account";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.PaymentCondition.rwc";"com.axelor.apps.account.db.PaymentCondition";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.DirectDebitManagement.rwc";"com.axelor.apps.account.db.DirectDebitManagement";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.PaymentScheduleLine.rwc";"com.axelor.apps.account.db.PaymentScheduleLine";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.MoveTemplateLine.rwc";"com.axelor.apps.account.db.MoveTemplateLine";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.DepositSlip.rwc";"com.axelor.apps.account.db.DepositSlip";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.PayVoucherElementToPay.rwc";"com.axelor.apps.account.db.PayVoucherElementToPay";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.Tax.rwc";"com.axelor.apps.account.db.Tax";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.ReportedBalanceLine.rwc";"com.axelor.apps.account.db.ReportedBalanceLine";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.TaxLine.rwc";"com.axelor.apps.account.db.TaxLine";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.IrrecoverableReportLine.rwc";"com.axelor.apps.account.db.IrrecoverableReportLine";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.AnalyticDistributionLine.rwc";"com.axelor.apps.account.db.AnalyticDistributionLine";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.TaxEquiv.rwc";"com.axelor.apps.account.db.TaxEquiv";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.InvoiceLine.rwc";"com.axelor.apps.account.db.InvoiceLine";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.MoveTemplate.rwc";"com.axelor.apps.account.db.MoveTemplate";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.DebtRecovery.rwc";"com.axelor.apps.account.db.DebtRecovery";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.DebtRecoveryHistory.rwc";"com.axelor.apps.account.db.DebtRecoveryHistory";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.AccountingReport.rwc";"com.axelor.apps.account.db.AccountingReport";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.IrrecoverableCustomerLine.rwc";"com.axelor.apps.account.db.IrrecoverableCustomerLine";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.BudgetDistribution.rwc";"com.axelor.apps.account.db.BudgetDistribution";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.AnalyticAxis.rwc";"com.axelor.apps.account.db.AnalyticAxis";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.InvoiceLineEvent.rwc";"com.axelor.apps.account.db.InvoiceLineEvent";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.CfonbConfig.rwc";"com.axelor.apps.account.db.CfonbConfig";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.IrrecoverableInvoiceLine.rwc";"com.axelor.apps.account.db.IrrecoverableInvoiceLine";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.DebtRecoveryMethodLine.rwc";"com.axelor.apps.account.db.DebtRecoveryMethodLine";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.AccountEquiv.rwc";"com.axelor.apps.account.db.AccountEquiv";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.PaymentSchedule.rwc";"com.axelor.apps.account.db.PaymentSchedule";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.AccountingSituation.rwc";"com.axelor.apps.account.db.AccountingSituation";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.BudgetLine.rwc";"com.axelor.apps.account.db.BudgetLine";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.AccountingBatch.rwc";"com.axelor.apps.account.db.AccountingBatch";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.Notification.rwc";"com.axelor.apps.account.db.Notification";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.AnalyticDistributionTemplate.rwc";"com.axelor.apps.account.db.AnalyticDistributionTemplate";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.SubrogationRelease.rwc";"com.axelor.apps.account.db.SubrogationRelease";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.Move.rwc";"com.axelor.apps.account.db.Move";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.Invoice.rwc";"com.axelor.apps.account.db.Invoice";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.DebtRecoveryMethod.rwc";"com.axelor.apps.account.db.DebtRecoveryMethod";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.AnalyticMoveLine.rwc";"com.axelor.apps.account.db.AnalyticMoveLine";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.Journal.rwc";"com.axelor.apps.account.db.Journal";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.AccountType.rwc";"com.axelor.apps.account.db.AccountType";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.AssistantReportInvoice.rwc";"com.axelor.apps.account.db.AssistantReportInvoice";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.ChequeRejection.rwc";"com.axelor.apps.account.db.ChequeRejection";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.PayerQualityConfigLine.rwc";"com.axelor.apps.account.db.PayerQualityConfigLine";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.InterbankCode.rwc";"com.axelor.apps.account.db.InterbankCode";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.IrrecoverablePaymentScheduleLineLine.rwc";"com.axelor.apps.account.db.IrrecoverablePaymentScheduleLineLine";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.Reconcile.rwc";"com.axelor.apps.account.db.Reconcile";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.AccountChart.rwc";"com.axelor.apps.account.db.AccountChart";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.Umr.rwc";"com.axelor.apps.account.db.Umr";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.InvoicePayment.rwc";"com.axelor.apps.account.db.InvoicePayment";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.TaxAccount.rwc";"com.axelor.apps.account.db.TaxAccount";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.AccountClearance.rwc";"com.axelor.apps.account.db.AccountClearance";"x";"x";"x";;;"self.company in (?)";"__user__.companySet";"role.account.rwc"
"perm.account.MoveLine.rwc";"com.axelor.apps.account.db.MoveLine";"x";"x";"x";;;;;"role.account.rwc"
"perm.account.AccountConfig.rwcde";"com.axelor.apps.account.db.AccountConfig";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.AccountManagement.rwcde";"com.axelor.apps.account.db.AccountManagement";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.PaymentMode.rwcde";"com.axelor.apps.account.db.PaymentMode";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.PayboxConfig.rwcde";"com.axelor.apps.account.db.PayboxConfig";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.JournalType.rwcde";"com.axelor.apps.account.db.JournalType";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.MoveTemplateType.rwcde";"com.axelor.apps.account.db.MoveTemplateType";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.AnalyticJournal.rwcde";"com.axelor.apps.account.db.AnalyticJournal";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.PaymentVoucher.rwcde";"com.axelor.apps.account.db.PaymentVoucher";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.DebtRecoveryLevel.rwcde";"com.axelor.apps.account.db.DebtRecoveryLevel";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.Paybox.rwcde";"com.axelor.apps.account.db.Paybox";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.Reimbursement.rwcde";"com.axelor.apps.account.db.Reimbursement";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.Irrecoverable.rwcde";"com.axelor.apps.account.db.Irrecoverable";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.DebtRecoveryConfigLine.rwcde";"com.axelor.apps.account.db.DebtRecoveryConfigLine";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.AnalyticJournalType.rwcde";"com.axelor.apps.account.db.AnalyticJournalType";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.InvoiceBatch.rwcde";"com.axelor.apps.account.db.InvoiceBatch";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.InterbankCodeLine.rwcde";"com.axelor.apps.account.db.InterbankCodeLine";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.InvoiceLineTax.rwcde";"com.axelor.apps.account.db.InvoiceLineTax";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.Budget.rwcde";"com.axelor.apps.account.db.Budget";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.NotificationItem.rwcde";"com.axelor.apps.account.db.NotificationItem";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.AnalyticAccount.rwcde";"com.axelor.apps.account.db.AnalyticAccount";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.PayVoucherDueElement.rwcde";"com.axelor.apps.account.db.PayVoucherDueElement";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.FiscalPosition.rwcde";"com.axelor.apps.account.db.FiscalPosition";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.ManagementObject.rwcde";"com.axelor.apps.account.db.ManagementObject";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.Account.rwcde";"com.axelor.apps.account.db.Account";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.PaymentCondition.rwcde";"com.axelor.apps.account.db.PaymentCondition";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.DirectDebitManagement.rwcde";"com.axelor.apps.account.db.DirectDebitManagement";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.PaymentScheduleLine.rwcde";"com.axelor.apps.account.db.PaymentScheduleLine";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.MoveTemplateLine.rwcde";"com.axelor.apps.account.db.MoveTemplateLine";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.DepositSlip.rwcde";"com.axelor.apps.account.db.DepositSlip";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.PayVoucherElementToPay.rwcde";"com.axelor.apps.account.db.PayVoucherElementToPay";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.Tax.rwcde";"com.axelor.apps.account.db.Tax";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.ReportedBalanceLine.rwcde";"com.axelor.apps.account.db.ReportedBalanceLine";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.TaxLine.rwcde";"com.axelor.apps.account.db.TaxLine";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.IrrecoverableReportLine.rwcde";"com.axelor.apps.account.db.IrrecoverableReportLine";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.AnalyticDistributionLine.rwcde";"com.axelor.apps.account.db.AnalyticDistributionLine";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.TaxEquiv.rwcde";"com.axelor.apps.account.db.TaxEquiv";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.InvoiceLine.rwcde";"com.axelor.apps.account.db.InvoiceLine";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.MoveTemplate.rwcde";"com.axelor.apps.account.db.MoveTemplate";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.DebtRecovery.rwcde";"com.axelor.apps.account.db.DebtRecovery";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.DebtRecoveryHistory.rwcde";"com.axelor.apps.account.db.DebtRecoveryHistory";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.AccountingReport.rwcde";"com.axelor.apps.account.db.AccountingReport";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.IrrecoverableCustomerLine.rwcde";"com.axelor.apps.account.db.IrrecoverableCustomerLine";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.BudgetDistribution.rwcde";"com.axelor.apps.account.db.BudgetDistribution";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.AnalyticAxis.rwcde";"com.axelor.apps.account.db.AnalyticAxis";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.InvoiceLineEvent.rwcde";"com.axelor.apps.account.db.InvoiceLineEvent";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.CfonbConfig.rwcde";"com.axelor.apps.account.db.CfonbConfig";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.IrrecoverableInvoiceLine.rwcde";"com.axelor.apps.account.db.IrrecoverableInvoiceLine";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.DebtRecoveryMethodLine.rwcde";"com.axelor.apps.account.db.DebtRecoveryMethodLine";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.AccountEquiv.rwcde";"com.axelor.apps.account.db.AccountEquiv";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.PaymentSchedule.rwcde";"com.axelor.apps.account.db.PaymentSchedule";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.AccountingSituation.rwcde";"com.axelor.apps.account.db.AccountingSituation";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.BudgetLine.rwcde";"com.axelor.apps.account.db.BudgetLine";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.AccountingBatch.rwcde";"com.axelor.apps.account.db.AccountingBatch";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.Notification.rwcde";"com.axelor.apps.account.db.Notification";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.AnalyticDistributionTemplate.rwcde";"com.axelor.apps.account.db.AnalyticDistributionTemplate";"x";"x";"x";"x";"x";;;"role.account.rwcde"
