"code";"parent_code";"name";"accountType.importId";"isRegulatoryAccount";"commonPosition";"reconcileOk";"compatibleAccounts";"useForPartnerBalance";"isTaxAuthorizedOnMoveLine";"isTaxRequiredOnMoveLine";"defaultTaxSet";"vatSystemSelect";"isRetrievedOnPaymentSession";"serviceType.code";"manageCutOffPeriod";"hasAutomaticApplicationAccountingDate";"analyticDistributionAuthorized";"analyticDistributionRequiredOnInvoiceLines";"analyticDistributionRequiredOnMoveLines";"analyticDistributionTemplate.importId";"statusSelect"
15110000;151;"Provisions pour litiges";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
15120000;151;"Provisions pour garanties données aux clients";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
15130000;151;"Provisions pour propre assureur";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
15140000;151;"Provisions pour pertes sur marché à terme";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
15150000;151;"Provisions pour amendes, doubles droits, pénalités";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
15160000;151;"Provisions pour pertes de change";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
15180000;151;"Autres provisions pour risque";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
155;15;"Provisions pour charges";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
15510000;155;"Provisions Pour impôts";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
15520000;155;"Provisions, pensions de retraite et obligations similaires";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
15550000;155;"Provisions pour charges à répartir sur plusieurs exercices";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
15580000;155;"Autres provisions pour charges";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
16;1;"COMPTES DE LIAISON DES ETABLISSEMENTS ET SUCCURSALES";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
160;16;"Comptes de liaison des établissements et succursales";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
16010000;1;"Comptes de liaison de sièges";"MAR_PCG6";0;0;0;;0;0;0;;0;0;;0;;;;;;1
16050000;1;"Comptes de liaison des établissements";"MAR_PCG6";0;0;0;;0;0;0;;0;0;;0;;;;;;1
17;1;"Ecarts de conversion - Passif";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
171;17;"Augmentation des créances immobilisées";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
17100000;17;"Augmentation des créances immobilisées";"MAR_PCG12";0;0;0;;0;0;0;;0;0;;0;;;;;;1
172;17;"Diminution des dettes de financement";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
17200000;17;"Diminution des dettes de Financement";"MAR_PCG5";0;0;0;;0;0;0;;0;0;;0;;;;;;1
2;0;"COMPTES D'ACTIF IMMOBILISE";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
21;2;"IMMOBILISATIONS EN NON-VALEURS";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
211;21;"Frais préliminaires";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
21110000;211;"Frais de Constitution";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
21120000;211;"Frais préalables au démarrage";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
21130000;211;"Frais d'augmentation du capital";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
21140000;211;"Frais sur opérations de Fusion, scissions et transformations";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
21160000;211;"Frais de prospection";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
21170000;211;"Frais de publicité";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
21180000;211;"Autres frais préliminaires";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
212;21;"Charges à répartir sur plusieurs exercices";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
21210000;212;"Frais d'acquisition des immobilisations";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
21250000;212;"Frais d'émission des emprunts";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
21280000;212;"Autres charges à répartir";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
213;21;"Primes de remboursement des obligations";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
21300000;21;"Primes de remboursement des obligations";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
22;2;"IMMOBILISATIONS INCORPORELLES";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
221;22;"Immobilisation en recherche et développement";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
22100000;22;"Immobilisations en recherche et Développement";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
222;22;"Brevets, marques, droits et valeurs similaires";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
22200000;22;"Brevets, marques, droits et valeurs similaires";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
223;22;"Fonds commercial";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
22300000;22;"Fonds Commercial";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
228;22;"Autres immobilisations incorporelles";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
22850000;228;"immobilisations incorporelles en cours";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23;2;"IMMOBILISATIONS CORPORELLES";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
231;23;"Terrains";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
23110000;231;"Terrains nus";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23120000;231;"Terrains aménagés";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23130000;231;"Terrains bâtis";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23140000;231;"Terrains de gisement";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23160000;231;"Agencement et aménagements de terrains";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23180000;231;"Autres terrains";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
232;23;"Constructions";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
2321;232;"Bâtiments";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
23211000;2321;"Bâtiments industriels (A, B...)";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23214000;2321;"Bâtiments administratifs et commerciaux (A, B…)";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23218000;2321;"Autres bâtiments";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23230000;232;"Construction sur terrains d'autrui";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23250000;232;"Ouvrages d'infrastructures";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23270000;232;"Agencement et aménagements des constructions";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23280000;232;"Autres constructions";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
233;23;"Installations techniques, matériel et outillage";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
23310000;233;"Installations Techniques";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
2332;233;"Matériel et outillage";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
23321000;2332;"Matériel";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23324000;2332;"Outillage";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23330000;233;"Emballages récupérables identifiables";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23380000;233;"Autres Installations techniques, matériel et outillage";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
234;23;"Matériel de transport";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
23400000;23;"Matériel de transport";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
235;23;"Mobilier, matériel de bureau et aménagements divers";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
23510000;235;"Mobilier de bureau";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23520000;235;"Matériel de bureau";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23550000;235;"Matériel Informatique";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23560000;235;"Agencement, installations et aménagements divers (de biens n'appartenant pas à l'entreprise)";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23580000;235;"Autres mobiliers, matériel de bureau et aménagements divers";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
238;23;"Autres immobilisations corporelles";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
23800000;23;"Autres immobilisations corporelles";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
239;23;"Immobilisations corporelles en cours";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
23920000;239;"immobilisations Corporelles en cours et terrains de constructions";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23930000;239;"immobilisations Corporelles en cours et terrains des installations techniques, matériel et outillage";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23940000;239;"Immobilisations corporelles en cours de matériel de transports";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23950000;239;"Immobilisations corporelles en cours de mobilier, matériel de bureau et aménagement divers";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23970000;239;"Avances et acomptes versés sur commandes d'immobilisations corporelles";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
23980000;239;"Autres immobilisations corporelles en cours ";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
24;2;"IMMOBILSATIONS FINANCIERES";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
241;24;"Prêts immobilsés";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
24110000;241;"Prêts au personnel";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
24150000;241;"Prêts aux associés";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
24160000;241;"Billets de Fonds";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
24180000;241;"Autres prêts";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
248;24;"Autres créances financières";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
2481;248;"Titres immobilisés (droits de créance)";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
24811000;2481;"Obligations";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
24813000;2481;"Bons d'équipements ";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
24818000;2481;"Bons divers";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
24830000;248;"Créances rattachées à des participations";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
2486;248;"Dépôts et cautionnements versés";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
24861000;2486;"Dépôts";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
24864000;2486;"Cautionnements";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
24870000;248;"Créances Immobilisées";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
24880000;248;"Créances financières diverses";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
25;2;"IMMOBILSATIONS FINANCIERES";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
251;25;"Titres de participation";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
25100000;25;"Titres de participation";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
258;25;"Autres titres immobilisés";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
25810000;258;"Actions";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
25880000;258;"Titres divers";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
27;2;"ECARTS DE CONVERSION - ACTIF";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
271;27;"Diminution des créances immobilisées";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
27100000;27;"Diminution des créances Immobilisées";"MAR_PCG12";0;0;0;;0;0;0;;0;0;;0;;;;;;1
272;27;"Augmentation des dettes de financement";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
27200000;27;"Augmentation des dettes de financement";"MAR_PCG5";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28;2;"AMORTISSEMENTS DES IMMOBILISATIONS";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
281;28;"Amortissements des non-valeurs";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
2811;281;"Amortissements des frais préliminaires";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
28111000;2811;"Amortissements des Faris de constitution ";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28112000;2811;"Amortissement des frais préliminaires au démarrage";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28113000;2811;"Amortissements des frais d'augmentation de capital";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28114000;2811;"Amortissements des frais sur opérations des fusions scissions et transformations";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28116000;2811;"Amortissements des frais d prospection";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28117000;2811;"Amortissements des frais de publicité";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28118000;2811;"Amortissements des autres frais préliminaires";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
2812;281;"Amortissements des charges à répartir";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
28121000;2812;"Amortissements des frais d'acquisition des immobilisations ";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28125000;2812;"Amortissements des frais d'émission des emprunts";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28128000;2812;"Amortissements des autres charges à répartir";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28130000;281;"Amortissements, primes de remboursement des obligations";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
282;28;"Amortissements des immobilisations incorporelles";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
28210000;282;"Amortissement de l'immobilisation en recherche et développement";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28220000;282;"Amortissement des brevets, marques, droits et valeurs similaires";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28230000;282;"Amortissement du fond commercial";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28280000;282;"Amortissement des autres immobilisations incorporelles";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
283;28;"Amortissements des immobilisations corporelles";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
2831;283;"Amortissements des terrains";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
28311000;2831;"Amortissement des terrains nus";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28312000;2831;"Amortissement des terrains aménagés";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28313000;2831;"Amortissement des terrains bâtis";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28314000;2831;"Amortissement des  terrains de gisement";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28316000;2831;"Amortissement des agencements et aménagements des terrains";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28318000;2831;"Amortissement des autres terrains";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
2832;283;"Amortissements des constructions";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
28321000;2832;"Amortissement des bâtiments";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28323000;2832;"Amortissement des construction sur terrains d'autrui";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28325000;2832;"Amortissement des ouvrages d'infrastructure";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28327000;2832;"Amortissement des installations, agencements et aménagements des constructions";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28328000;2832;"Amortissement des autres constructions";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
2833;283;"Amortissements des installations techniques, matériel et outillage";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
28331000;2833;"Amortissement des installations techniques";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28332000;2833;"Amortissement du matériel et outillage";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28333000;2833;"Amortissement des emballages récupérables identifiables";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28338000;2833;"Amortissement des autres installations techniques";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28340000;283;"Amortissement du matériel de transport";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
2835;283;"Amortissements du mobilier, matériel de bureau et aménagements divers";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
28351000;2835;"Amortissement du mobilier de bureau";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28352000;2835;"Amortissement du matériel de bureau";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28355000;2835;"Amortissement du matériel informatique";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28356000;2835;"Amortissement des agencements, installations et aménagements divers";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28358000;2835;"Amortissement des autres mobilier, matériel de bureau et aménagements divers";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
28380000;283;"Amortissement des autres immobilisations corporelles";"MAR_PCG8";0;0;0;;0;0;0;;0;0;;0;;;;;;1
29;2;"PROVISIONS POUR DEPRECIATION DES IMMOBILISATIONS";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
292;29;"Provisions pour dépréciation des immobilisations incorporelles";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
29200000;29;"Provisions pour dépréciation des immobilisations incorporelles";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
293;29;"Provisions pour dépréciation des immobilisations corporelles";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
29300000;29;"Provisions pour dépréciation des immobilisations corporelles";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
294;29;"Provisions pour dépréciation des immobilisations financières";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
29410000;294;"Provisions pour dépréciation des prêts immobilisés";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
29480000;294;"Provisions pour dépréciation des autres créances financières";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
295;29;"Provisions pour dépréciation des immobilisations financières";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
29510000;295;"Provisions pour dépréciation des titres de participations";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
