"importId";"code";"hidden";"rule";"typeSelect";"reportTypeColumn_importId";"reportType_importId";"groupsWithoutColumn";"detailBySelect";"percentageBaseColumn";"styleSelect";"balanceBeforePeriod";"computePreviousYear";"negateValue";"analyticAccountCode";"processInstanceId";"accountCode";"stylePriority";"accountSet_importId";"analyticAccountSet_importId";"percentageTotalLine";"resultSelect";"accountTypeSet_importId";"label";"priority";"computeOtherPeriod";"sequence";"ruleTypeSelect";"notComputedIfIntersect"
"MAR_PCG10031";"ppc";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"153%;154%;155%;156%;157%;158%";"0";;;;"2";;"Provisions pour charges";"0";"false";"76";"2";"false"
"MAR_PCG10032";"pprec";"false";"ppr + ppc";"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Provisions pour risques et charges";"0";"false";"77";"3";"false"
"MAR_PCG10033";"autfp";"false";"pdedtp + acdle + aep + pprec";"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Autres fonds propres";"0";"false";"78";"3";"false"
"MAR_PCG10034";"emobc";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"161%;16881%";"0";;;;"2";;"Emprunts obligataires convertibles";"0";"false";"80";"2";"false"
"MAR_PCG10035";"auteo";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"163%;16883%";"0";;;;"2";;"Autres emprunts obligataires";"0";"false";"81";"2";"false"
"MAR_PCG10036";"prosto";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"713%";"0";;;;"2";;"Production stockée";"0";"false";"2";"2";"false"
"MAR_PCG10037";"proimo";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"721%;722%";"0";;;;"2";;"Production immobilisée";"0";"false";"3";"2";"false"
"MAR_PCG10038";"subdex";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"74%";"0";;;;"2";;"Subventions d'exploitation";"0";"false";"4";"2";"false"
"MAR_PCG10041";"prodex";"false";"vdem + proven + prosto + proimo + subdex + rdpatc + autpro";"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Produits d'exploitation (I)";"0";"false";"7";"3";"false"
"MAR_PCG10042";"acdem";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"607%;609700";"0";;;;"1";;"Achats de marchandises";"0";"false";"9";"2";"false"
"MAR_PCG10043";"vdsdm";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"603700";"0";;;;"1";;"Variation de stocks de marchandises";"0";"false";"10";"2";"false"
"MAR_PCG10044";"acdemp";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"601%;602%;6091%;6092%";"0";;;;"1";;"Achats de matières premières";"0";"false";"11";"2";"false"
"MAR_PCG10045";"vadest";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"6031%;6032%";"0";;;;"1";;"Variations de stocks";"0";"false";"12";"2";"false"
"MAR_PCG10046";"auchex";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"604%;605%;606%;608%;6094%;6095%;6096%;6098%;611%;612%;613%;614%;615%;616%;617%;618%;619 %";"0";;;;"1";;"Autres charges externes";"0";"false";"13";"2";"false"
"MAR_PCG10047";"iteva";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"63%";"0";;;;"1";;"Impôts taxes et versements assimilés";"0";"false";"14";"2";"false"
"MAR_PCG10048";"saetr";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"641%;644%";"0";;;;"1";;"Salaires et traitements";"0";"false";"15";"2";"false"
"MAR_PCG10049";"chasoc";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"645%;646%;647%;648%";"0";;;;"1";;"Charges sociales";"0";"false";"16";"2";"false"
"MAR_PCG10050";"doaad";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"6811%;6812%;6816%;6817%";"0";;;;"1";;"Dotations aux amortissements; dépréciations";"0";"false";"17";"2";"false"
"MAR_PCG10236";"ACTIFIMMOBILISE";"false";;"1";;"MAR_PCG10031";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"ACTIF IMMOBILISE";"0";"false";"0";"1";"false"
"MAR_PCG10177";"immononvalA";"false";"fraispre + chargearepsurplsexer + primeremboblig";"1";;"MAR_PCG10031";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"IMMOBILISATIONS EN NON VALEUR (A)";"0";"false";"1";"3";"false"
"MAR_PCG10061";"imslbe";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"695%;696%;697%;698%;699%";"0";;;;"2";;"Impôts sur les bénéfices (X)";"0";"false";"60";"2";"false"
"MAR_PCG10062";"totprod";"false";"prodex + baopt + profin + proexc";"1";;"MAR_PCG10029";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"TOTAL DES PRODUITS (I+III+V+VII)";"0";"false";"62";"3";"false"
"MAR_PCG10063";"totcha";"false";"chadex + psobt + chafin + chaexc";"1";;"MAR_PCG10029";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"TOTAL DES CHARGES (II+IV+VI+VIII+IX+X)";"0";"false";"63";"3";"false"
"MAR_PCG10064";"resntcpt";"false";"totprod - totcha";"1";;"MAR_PCG10029";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"RESULTAT NET COMPTABLE (Total Produits – Total Charges)";"0";"false";"65";"3";"false"
"MAR_PCG10065";"montant";"false";;"1";"20";;;"0";;"0";"false";"false";"false";;;;"0";;;;"4";;"Montant";"0";"false";"0";"2";"false"
"MAR_PCG10066";"ventesDeMarchandises";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"707%";"0";;;;"2";;"Ventes de marchandises (707)";"0";"false";"0";"2";"false"
"MAR_PCG10067";"RRRVentesDeMarchandises";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"7097%";"0";;;;"1";;"Rabais; remise; ristourne sur ventes de marchandises (7097)";"0";"false";"1";"2";"false"
"MAR_PCG10068";"ventesMarchandises";"false";"ventesDeMarchandises - RRRVentesDeMarchandises";"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Ventes de marchandises (I)";"0";"false";"2";"3";"false"
"MAR_PCG10081";"frdet";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"201%";"0";;;;"1";;"Frais d'établissement";"0";"false";"4";"2";"false"
"MAR_PCG10082";"fdredd";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"203%";"0";;;;"1";;"Frais de recherche et de développement";"0";"false";"5";"2";"false"
"MAR_PCG10083";"fdcbl";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"205%";"0";;;;"1";;"Frais de concessions; brevets; licences";"0";"false";"6";"2";"false"
"MAR_PCG10084";"fondc";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"206%;207%";"0";;;;"1";;"Fonds commercial";"0";"false";"7";"2";"false"
"MAR_PCG10085";"iiaut";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"208%";"0";;;;"1";;"Autres";"0";"false";"8";"2";"false"
"MAR_PCG10086";"iiec";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"232%";"0";;;;"1";;"Immobilisations incorporelles en cours";"0";"false";"9";"2";"false"
"MAR_PCG10087";"aveac";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"237%";"0";;;;"1";;"Avances et acomptes";"0";"false";"10";"2";"false"
"MAR_PCG10088";"immoi";"false";"frdet + fdredd + fdcbl + fondc + iiaut + iiec + aveac";"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Immobilisations incorporelles";"0";"false";"11";"3";"false"
"MAR_PCG10089";"terrain";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"211%;212%";"0";;;;"1";;"Terrains";"0";"false";"13";"2";"false"
"MAR_PCG10090";"constr";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"213%;214%";"0";;;;"1";;"Constructions";"0";"false";"14";"2";"false"
"MAR_PCG10091";"itmo";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"215%";"0";;;;"1";;"Installations techniques; matériel et outillage";"0";"false";"15";"2";"false"
"MAR_PCG10092";"icaut";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"218%";"0";;;;"1";;"Autres";"0";"false";"16";"2";"false"
"MAR_PCG10093";"icec";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"231%";"0";;;;"1";;"Immobilisations corporelles en cours";"0";"false";"17";"2";"false"
"MAR_PCG10094";"avetac";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"238%";"0";;;;"1";;"Avances et acomptes";"0";"false";"18";"2";"false"
"MAR_PCG10095";"immoc";"false";"terrain + constr + itmo + icaut + icec + avetac";"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Immobilisation corporelles";"0";"false";"19";"3";"false"
"MAR_PCG10096";"parti";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"261%;266%";"0";;;;"1";;"Participations";"0";"false";"21";"2";"false"
"MAR_PCG10097";"cradp";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"267%;268%";"0";;;;"1";;"Créances rattachées à des participations";"0";"false";"22";"2";"false"
"MAR_PCG10098";"produitsFinanciers";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"76%;786%;796%";"0";;;;"2";;"Produits financiers";"0";"false";"38";"2";"false"
"MAR_PCG10099";"chargesFinancieres";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"66%;686%";"0";;;;"1";;"Charges financières";"0";"false";"39";"2";"false"
"MAR_PCG10354";"EXERCICE";"false";;"1";"34";;;"0";;"0";"false";"false";"false";;;;"0";;;;"4";;"EXERCICE";"0";"false";"0";"2";"false"
"MAR_PCG10182";"fondscomm";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"223%;2823%";"0";;;;"1";;"Fonds commercial";"0";"false";"8";"2";"false"
"MAR_PCG10196";"installationtechmatouti";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"233%;2833%";"0";;;;"1";;"Installations techniques matériel et outillage";"0";"false";"13";"2";"false"
"MAR_PCG10197";"materieldetransp";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"234%;2834%";"0";;;;"1";;"Matériel de transport";"0";"false";"14";"2";"false"
"MAR_PCG10198";"mobiliermatburamndiv";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"235%;2835%";"0";;;;"1";;"Mobilier;matériel de bureau et amenag; divers";"0";"false";"15";"2";"false"
"MAR_PCG10199";"autreimmocorp";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"238%;2838%";"0";;;;"1";;"Autres immobilisations corporelles";"0";"false";"16";"2";"false"
"MAR_PCG10200";"immoblisationscorpencours";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"239%";"0";;;;"1";;"Immobilisations corporelles en cours";"0";"false";"17";"2";"false"
"MAR_PCG10202";"immofinand";"false";"pretimmo + autrecéafinan + titredepart + autretitimmo";"1";;"MAR_PCG10031";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"IMMOBILISATIONS FINANCIERES (D)";"0";"false";"18";"3";"false"
"MAR_PCG10203";"pretimmo";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"241%";"0";;;;"1";;"Prêts immobilisés";"0";"false";"19";"2";"false"
"MAR_PCG10204";"autrecéafinan";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"248%";"0";;;;"1";;"Autres céances financières";"0";"false";"20";"2";"false"
"MAR_PCG10220";"clientsetcomratta";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"342%;3942%";"0";;;;"1";;"Clients et comptes rattachés";"0";"false";"36";"2";"false"
"MAR_PCG10355";"exercprec";"false";;"1";"34";;;"0";;"0";"false";"true";"false";;;;"0";;;;"4";;"EXERCICE PRECEDENT";"0";"false";"1";"2";"false"
"MAR_PCG10101";"resultatCourantAvantImpots";"false";"resultatExploitation + quotesParts + resultatFinancier";"1";;"MAR_PCG10020";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"RÉSULTAT COURANT AVANT IMPÔTS (VIII) (V+VI+VII)";"0";"false";"42";"3";"false"
"MAR_PCG10121";"aeascec";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"4191%";"0";;;;"2";;"Avances et acomptes sur commandes en cours";"0";"false";"84";"2";"false"
"MAR_PCG10122";"dfecr";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"4011%;403%;4081%;4088%";"0";;;;"2";;"Dettes fournisseurs et comptes rattachés";"0";"false";"85";"2";"false"
"MAR_PCG10123";"dfes";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"421000;422%;424%;427%;4282%;4284%;4286%;430%;442%;443%;444%;4455%;4457%;44584%;44587%;446%;447%;4482%;4486%;449%;457%";"0";;;;"2";;"Dettes fiscales et sociales";"0";"false";"86";"2";"false"
"MAR_PCG10124";"dsiecr";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"1685%;269%;279%;404%;405%;4084%;4088%";"0";;;;"2";;"Dettes sur immobilisations et comptes rattachés";"0";"false";"87";"2";"false"
"MAR_PCG10125";"autde";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"4196%;4197%;4198%;464%;467%;4686%;478%;509%";"0";;;;"2";;"Autres dettes";"0";"false";"88";"2";"false"
"MAR_PCG10126";"pcda";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"487%";"0";;;;"2";;"Produits constatés d'avance";"0";"false";"89";"2";"false"
"MAR_PCG10127";"edcp";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"477%";"0";;;;"2";;"Ecarts de convertion passif";"0";"false";"90";"2";"false"
"MAR_PCG10128";"dettes";"false";"emobc + auteo + eedadedc + eedf + aeascec + dfecr + dfes + dsiecr + autde + pcda + edcp";"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Dettes";"0";"false";"91";"3";"false"
"MAR_PCG10129";"totpas";"false";"cappro + autfp + dettes";"1";;"MAR_PCG10028";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"TOTAL PASSIFS";"0";"false";"93";"3";"false"
"MAR_PCG10130";"montant";"false";;"1";"29";;;"0";;"0";"false";"false";"false";;;;"0";;;;"4";;"Montant";"0";"false";"0";"2";"false"
"MAR_PCG10131";"vdem";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"707%;7087%;7097%";"0";;;;"2";;"Vente de marchandises";"0";"false";"0";"2";"false"
"MAR_PCG10132";"proven";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"701%;702%;703%;704%;705%;706%;708%;709%";"0";;;;"2";;"Production vendue";"0";"false";"1";"2";"false"
"MAR_PCG10133";"chadex";"false";"acdem + vdsdm + acdemp + vadest + auchex + iteva + saetr + chasoc + doaad + doaupr + autcha";"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Charges d'exploitation (II)";"0";"false";"20";"3";"false"
"MAR_PCG10134";"baopt";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"755%";"0";;;;"2";;"Bénéfice attribué ou perte transférée (III)";"0";"false";"24";"2";"false"
"MAR_PCG10135";"qprofc";"false";"baopt - psobt";"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Quote-part de résultat sur opérations faites en commun (III-IV)";"0";"false";"26";"3";"false"
"MAR_PCG10136";"prfidp";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"761%";"0";;;;"2";;"Produits financiers de participation";"0";"false";"28";"2";"false"
"MAR_PCG10140";"dipodc";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"766%";"0";;;;"2";;"Différences positives de change";"0";"false";"32";"2";"false"
"MAR_PCG10141";"pndcdv";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"767%";"0";;;;"2";;"Produits nets de cessions de VMP";"0";"false";"33";"2";"false"
"MAR_PCG10142";"profin";"false";"prfidp + pfdvmcai + aiepa + rdpatc2 + dipodc + pndcdv";"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Produits financiers (V)";"0";"false";"34";"3";"false"
"MAR_PCG10143";"daadp";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"686%";"0";;;;"1";;"Dotations aux amortissements; dépréciations; provisions";"0";"false";"36";"2";"false"
"MAR_PCG10144";"inecha";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"661%;664%;665%;668%";"0";;;;"1";;"Intérêts et charges assimilées";"0";"false";"37";"2";"false"
"MAR_PCG10174";"fraispre";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"211%;2811%";"0";;;;"1";;"Frais préliminaires";"0";"false";"2";"2";"false"
"MAR_PCG10175";"chargearepsurplsexer";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"212%;2812%";"0";;;;"1";;"Charges à répartir sur plusieurs exercices";"0";"false";"3";"2";"false"
"MAR_PCG10176";"primeremboblig";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"213%;2813%";"0";;;;"1";;"Primes de remboursement des obligations";"0";"false";"4";"2";"false"
"MAR_PCG10178";"immoretd";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"221%;2821%";"0";;;;"1";;"Immobilisations en recherche et développement";"0";"false";"6";"2";"false"
"MAR_PCG10179";"brevmarqdrvalsim";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"222%;2822%";"0";;;;"1";;"Brevets;marques;droits et valeurs similaires";"0";"false";"7";"2";"false"
"MAR_PCG10183";"autreimmoincorp";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"228%;2828%";"0";;;;"1";;"Autres immobilisations incorporelles";"0";"false";"9";"2";"false"
"MAR_PCG10201";"immoincorpc";"false";"terrains + constructions + installationtechmatouti + materieldetransp + mobiliermatburamndiv + autreimmocorp + immoblisationscorpencours";"1";;"MAR_PCG10031";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"IMMOBILISATIONS CORPORELLES (C)";"0";"false";"10";"3";"false"
"MAR_PCG10192";"constructions";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"232%;2832%";"0";;;;"1";;"Constructions";"0";"false";"12";"2";"false"
"MAR_PCG10001";"tidladp";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"273%";"0";;;;"1";;"Titres immobilisés de l'activité de portefeuille";"0";"false";"23";"2";"false"
"MAR_PCG10002";"autti";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"271%;272%";"0";;;;"1";;"Autres titres immobilisés";"0";"false";"24";"2";"false"
"MAR_PCG10003";"prets";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"274%";"0";;;;"1";;"Prêts";"0";"false";"25";"2";"false"
"MAR_PCG10004";"ifaut";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"275%;2761%";"0";;;;"1";;"Autres";"0";"false";"26";"2";"false"
"MAR_PCG10005";"immof";"false";"parti + cradp + tidladp + autti + prets + ifaut";"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Immobilisations financières";"0";"false";"27";"3";"false"
"MAR_PCG10006";"matpre";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"31%;32%";"0";;;;"1";;"Matières premières";"0";"false";"29";"2";"false"
"MAR_PCG10007";"encdep";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"33%;34%";"0";;;;"1";;"En-cours de production";"0";"false";"30";"2";"false"
"MAR_PCG10008";"pief";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"35%";"0";;;;"1";;"Produit intermédiaires et finis";"0";"false";"31";"2";"false"
"MAR_PCG10009";"march";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"37%";"0";;;;"1";;"Marchandises";"0";"false";"32";"2";"false"
"MAR_PCG10010";"aeavsc";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"4091%";"0";;;;"1";;"Avances et acomptes versés sur commandes";"0";"false";"33";"2";"false"
"MAR_PCG10011";"seec";"false";"matpre + encdep + pief + march + aeavsc";"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Stocks et en-cours";"0";"false";"34";"3";"false"
"MAR_PCG10012";"ccecr";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"411%;413%;416%;418%";"0";;;;"1";;"Créances clients et comptes rattachés";"0";"false";"36";"2";"false"
"MAR_PCG10013";"autcr";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"4096%;4097%;4098%;425%;4287%;438700;441%;443%;444%;4452%;4456%;4458%;4487%;451%;455%;4561%;4563%;4564%;4566%;4567%;458%;462%;465%;467%;4687%;478%";"0";;;;"1";;"Autres créances";"0";"false";"37";"2";"false"
"MAR_PCG10014";"creances";"false";"ccecr + autcr";"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Créances";"0";"false";"38";"3";"false"
"MAR_PCG10015";"csnv";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"4562%";"0";;;;"1";;"Capital souscrit non versé";"0";"false";"40";"2";"false"
"MAR_PCG10016";"actpro";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"502%";"0";;;;"1";;"Action propres";"0";"false";"42";"2";"false"
"MAR_PCG10017";"chcda";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"486%";"0";;;;"1";;"Charges constatées d'avance";"0";"false";"50";"2";"false"
"MAR_PCG10145";"dinedc";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"666%";"0";;;;"1";;"Différence négative de change";"0";"false";"38";"2";"false"
"MAR_PCG10161";"impotsTaxes";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"63%";"0";;;;"2";;"Impôts; taxes et versements assimilés";"0";"false";"25";"2";"false"
"MAR_PCG10162";"chargesPersonnel";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"64%";"0";;;;"2";;"Charges de personnel";"0";"false";"26";"2";"false"
"MAR_PCG10163";"ebe";"false";"valeurAjoutee - subventionsExploitation - impotsTaxes - chargesPersonnel";"1";;"MAR_PCG10020";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"EXCÉDENT BRUT D'EXPLOITATION (EBE) (IV)";"0";"false";"27";"3";"false"
"MAR_PCG10164";"reprisesAmort";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"781%";"0";;;;"2";;"Reprises sur amortissements & provisions";"0";"false";"29";"2";"false"
"MAR_PCG10165";"dotations";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"681%";"0";;;;"1";;"Dotations aux amortissements et provisions";"0";"false";"30";"2";"false"
"MAR_PCG10166";"autresProduits";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"751%;752%;753%;754%;758%";"0";;;;"2";;"Autres produits de gestion courante";"0";"false";"31";"2";"false"
"MAR_PCG10167";"autresCharges";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"651%;653%;654%;658%";"0";;;;"1";;"Autres charges de gestion courante";"0";"false";"32";"2";"false"
