"code";"wording";"supplementaryUnit";"parentCode"
"25";"CHAPITRE 25 - SEL; SOUFRE; TERRES ET PIERRES; PLÂTRES, CHAUX ET CIMENTS";"";""
"26";"CHAPITRE 26 - MINERAIS, SCORIES ET CENDRES";"";""
"27";"CHAPITRE 27 - COMBUSTIBLES MINÉRAUX, HUILES MINÉRALES ET PRODUITS DE LEUR DISTILLATION; MATIÈRES BITUMINEUSES; CIRES MINÉRALES";"";""
"28";"CHAPITRE 28 - PRODUITS CHIMIQUES INORGANIQUES; COMPOSÉS INORGANIQUES OU ORGANIQUES DE MÉTAUX PRÉCIEUX, D'ÉLÉMENTS RADIOACTIFS, DE MÉTAUX DES TERRES RARES OU D'ISOTOPES";"";""
"29";"CHAPITRE 29 - PRODUITS CHIMIQUES ORGANIQUES";"";""
"30";"CHAPITRE 30 - PRODUITS PHARMACEUTIQUES";"";""
"31";"CHAPITRE 31 - ENGRAIS";"";""
"32";"CHAPITRE 32 - EXTRAITS TANNANTS OU TINCTORIAUX; TANINS ET LEURS DÉRIVÉS; PIGMENTS ET AUTRES MATIÈRES COLORANTES; PEINTURES ET VERNIS; MASTICS; ENCRES";"";""
"33";"CHAPITRE 33 - HUILES ESSENTIELLES ET RÉSINOÏDES; PRODUITS DE PARFUMERIE OU DE TOILETTE PRÉPARÉS ET PRÉPARATIONS COSMÉTIQUES";"";""
"34";"CHAPITRE 34 - SAVONS, AGENTS DE SURFACE ORGANIQUES, PRÉPARATIONS POUR LESSIVES, PRÉPARATIONS LUBRIFIANTES, CIRES ARTIFICIELLES, CIRES PRÉPARÉES, PRODUITS D'ENTRETIEN, BOUGIES ET ARTICLES SIMILAIRES, PÂTES À MODELER, «CIRES POUR L'ART DENTAIRE» ET COMPOSITIONS POUR L'ART DENTAIRE À BASE DE PLÂTRE";"";""
"35";"CHAPITRE 35 - MATIÈRES ALBUMINOÏDES; PRODUITS À BASE D'AMIDONS OU DE FÉCULES MODIFIÉS; COLLES; ENZYMES";"";""
"36";"CHAPITRE 36 - POUDRES ET EXPLOSIFS; ARTICLES DE PYROTECHNIE; ALLUMETTES; ALLIAGES PYROPHORIQUES; MATIÈRES INFLAMMABLES";"";""
"37";"CHAPITRE 37 - PRODUITS PHOTOGRAPHIQUES OU CINÉMATOGRAPHIQUES";"";""
"38";"CHAPITRE 38 - PRODUITS DIVERS DES INDUSTRIES CHIMIQUES";"";""
"39";"CHAPITRE 39 - MATIÈRES PLASTIQUES ET OUVRAGES EN CES MATIÈRES";"";""
"40";"CHAPITRE 40 - CAOUTCHOUC ET OUVRAGES EN CAOUTCHOUC";"";""
"41";"CHAPITRE 41 - PEAUX (AUTRES QUE LES PELLETERIES) ET CUIRS";"";""
"42";"CHAPITRE 42 - OUVRAGES EN CUIR; ARTICLES DE BOURRELLERIE OU DE SELLERIE; ARTICLES DE VOYAGE, SACS À MAIN ET CONTENANTS SIMILAIRES; OUVRAGES EN BOYAUX";"";""
"43";"CHAPITRE 43 - PELLETERIES ET FOURRURES; PELLETERIES FACTICES";"";""
"44";"CHAPITRE 44 - BOIS, CHARBON DE BOIS ET OUVRAGES EN BOIS";"";""
"45";"CHAPITRE 45 - LIÈGE ET OUVRAGES EN LIÈGE";"";""
"46";"CHAPITRE 46 - OUVRAGES DE SPARTERIE OU DE VANNERIE";"";""
"47";"CHAPITRE 47 - PÂTES DE BOIS OU D'AUTRES MATIÈRES FIBREUSES CELLULOSIQUES; PAPIER OU CARTON À RECYCLER (DÉCHETS ET REBUTS)";"";""
"48";"CHAPITRE 48 - PAPIERS ET CARTONS; OUVRAGES EN PÂTE DE CELLULOSE, EN PAPIER OU EN CARTON";"";""
"49";"CHAPITRE 49 - PRODUITS DE L'ÉDITION, DE LA PRESSE OU DES AUTRES INDUSTRIES GRAPHIQUES; TEXTES MANUSCRITS OU DACTYLOGRAPHIÉS ET PLANS";"";""
"50";"CHAPITRE 50 - SOIE";"";""
"51";"CHAPITRE 51 - LAINE, POILS FINS OU GROSSIERS; FILS ET TISSUS DE CRIN";"";""
"52";"CHAPITRE 52 - COTON";"";""
"53";"CHAPITRE 53 - AUTRES FIBRES TEXTILES VÉGÉTALES; FILS DE PAPIER ET TISSUS DE FILS DE PAPIER";"";""
"54";"CHAPITRE 54 - FILAMENTS SYNTHÉTIQUES OU ARTIFICIELS; lames et formes similaires en matières textiles synthétiques ou artificielles";"";""
"55";"CHAPITRE 55 - FIBRES SYNTHÉTIQUES OU ARTIFICIELLES DISCONTINUES";"";""
"56";"CHAPITRE 56 - OUATES, FEUTRES ET NONTISSÉS; FILS SPÉCIAUX; FICELLES, CORDES ET CORDAGES; ARTICLES DE CORDERIE";"";""
"57";"CHAPITRE 57 - TAPIS ET AUTRES REVÊTEMENTS DE SOL EN MATIÈRES TEXTILES";"";""
"58";"CHAPITRE 58 - TISSUS SPÉCIAUX; SURFACES TEXTILES TOUFFETÉES; DENTELLES; TAPISSERIES; PASSEMENTERIES; BRODERIES";"";""
"59";"CHAPITRE 59 - TISSUS IMPRÉGNÉS, ENDUITS, RECOUVERTS OU STRATIFIÉS; ARTICLES TECHNIQUES EN MATIÈRES TEXTILES";"";""
"60";"CHAPITRE 60 - ÉTOFFES DE BONNETERIE";"";""
"61";"CHAPITRE 61 - VÊTEMENTS ET ACCESSOIRES DU VÊTEMENT, EN BONNETERIE";"";""
"62";"CHAPITRE 62 - VÊTEMENTS ET ACCESSOIRES DU VÊTEMENT, AUTRES QU'EN BONNETERIE";"";""
"63";"CHAPITRE 63 - AUTRES ARTICLES TEXTILES CONFECTIONNÉS; ASSORTIMENTS; FRIPERIE ET CHIFFONS";"";""
"64";"CHAPITRE 64 - CHAUSSURES, GUÊTRES ET ARTICLES ANALOGUES; PARTIES DE CES OBJETS";"";""
"65";"CHAPITRE 65 - COIFFURES ET PARTIES DE COIFFURES";"";""
"66";"CHAPITRE 66 - PARAPLUIES, OMBRELLES, PARASOLS, CANNES, CANNES-SIÈGES, FOUETS, CRAVACHES ET LEURS PARTIES";"";""
"67";"CHAPITRE 67 - PLUMES ET DUVET APPRÊTÉS ET ARTICLES EN PLUMES OU EN DUVET; FLEURS ARTIFICIELLES; OUVRAGES EN CHEVEUX";"";""
"68";"CHAPITRE 68 - OUVRAGES EN PIERRES, PLÂTRE, CIMENT, AMIANTE, MICA OU MATIÈRES ANALOGUES";"";""
"69";"CHAPITRE 69 - PRODUITS CÉRAMIQUES";"";""
"70";"CHAPITRE 70 - VERRE ET OUVRAGES EN VERRE";"";""
"71";"CHAPITRE 71 - PERLES FINES OU DE CULTURE, PIERRES GEMMES OU SIMILAIRES, MÉTAUX PRÉCIEUX, PLAQUÉS OU DOUBLÉS DE MÉTAUX PRÉCIEUX ET OUVRAGES EN CES MATIÈRES; BIJOUTERIE DE FANTAISIE; MONNAIES";"";""
"72";"CHAPITRE 72 - FONTE, FER ET ACIER";"";""
"73";"CHAPITRE 73 - OUVRAGES EN FONTE, FER OU ACIER";"";""
"74";"CHAPITRE 74 - CUIVRE ET OUVRAGES EN CUIVRE";"";""
"75";"CHAPITRE 75 - NICKEL ET OUVRAGES EN NICKEL";"";""
"76";"CHAPITRE 76 - ALUMINIUM ET OUVRAGES EN ALUMINIUM";"";""
"78";"CHAPITRE 78 - PLOMB ET OUVRAGES EN PLOMB";"";""
"79";"CHAPITRE 79 - ZINC ET OUVRAGES EN ZINC";"";""
"80";"CHAPITRE 80 - ÉTAIN ET OUVRAGES EN ÉTAIN";"";""
"81";"CHAPITRE 81 - AUTRES MÉTAUX COMMUNS; CERMETS; OUVRAGES EN CES MATIÈRES";"";""
"82";"CHAPITRE 82 - OUTILS ET OUTILLAGE, ARTICLES DE COUTELLERIE ET COUVERTS DE TABLE, EN MÉTAUX COMMUNS; PARTIES DE CES ARTICLES, EN MÉTAUX COMMUNS";"";""
"83";"CHAPITRE 83 - OUVRAGES DIVERS EN MÉTAUX COMMUNS";"";""
"84";"CHAPITRE 84 - RÉACTEURS NUCLÉAIRES, CHAUDIÈRES, MACHINES, APPAREILS ET ENGINS MÉCANIQUES; PARTIES DE CES MACHINES OU APPAREILS";"";""
"85";"CHAPITRE 85 - MACHINES, APPAREILS ET MATÉRIELS ÉLECTRIQUES ET LEURS PARTIES; APPAREILS D'ENREGISTREMENT OU DE REPRODUCTION DU SON, APPAREILS D'ENREGISTREMENT OU DE REPRODUCTION DES IMAGES ET DU SON EN TÉLÉVISION, ET PARTIES ET ACCESSOIRES DE CES APPAREILS";"";""
"86";"CHAPITRE 86 - VÉHICULES ET MATÉRIEL POUR VOIES FERRÉES OU SIMILAIRES ET LEURS PARTIES; APPAREILS MÉCANIQUES (Y COMPRIS ÉLECTROMÉCANIQUES) DE SIGNALISATION POUR VOIES DE COMMUNICATIONS";"";""
"87";"CHAPITRE 87 - VOITURES AUTOMOBILES, TRACTEURS, CYCLES ET AUTRES VÉHICULES TERRESTRES, LEURS PARTIES ET ACCESSOIRES";"";""
"88";"CHAPITRE 88 - NAVIGATION AÉRIENNE OU SPATIALE";"";""
"89";"CHAPITRE 89 - NAVIGATION MARITIME OU FLUVIALE";"";""
"90";"CHAPITRE 90 - INSTRUMENTS ET APPAREILS D'OPTIQUE, DE PHOTOGRAPHIE OU DE CINÉMATOGRAPHIE, DE MESURE, DE CONTRÔLE OU DE PRÉCISION; INSTRUMENTS ET APPAREILS MÉDICO-CHIRURGICAUX; PARTIES ET ACCESSOIRES DE CES INSTRUMENTS OU APPAREILS";"";""
"91";"CHAPITRE 91 - HORLOGERIE";"";""
"92";"CHAPITRE 92 - INSTRUMENTS DE MUSIQUE; PARTIES ET ACCESSOIRES DE CES INSTRUMENTS";"";""
"93";"CHAPITRE 93 - ARMES, MUNITIONS ET LEURS PARTIES ET ACCESSOIRES";"";""
"94";"CHAPITRE 94 - MEUBLES; MOBILIER MÉDICO-CHIRURGICAL; ARTICLES DE LITERIE ET SIMILAIRES; APPAREILS D'ÉCLAIRAGE NON DÉNOMMÉS NI COMPRIS AILLEURS; LAMPES-RÉCLAMES, ENSEIGNES LUMINEUSES, PLAQUES INDICATRICES LUMINEUSES ET ARTICLES SIMILAIRES; CONSTRUCTIONS PRÉFABRIQUÉES";"";""
"95";"CHAPITRE 95 - JOUETS, JEUX, ARTICLES POUR DIVERTISSEMENTS OU POUR SPORTS; LEURS PARTIES ET ACCESSOIRES";"";""
"96";"CHAPITRE 96 - OUVRAGES DIVERS";"";""
"97";"CHAPITRE 97 - OBJETS D'ART, DE COLLECTION OU D'ANTIQUITÉ";"";""
"98";"CHAPITRE 98 - ENSEMBLES INDUSTRIELS";"";""
"99";"";"";""
"0101";"Chevaux, ânes, mulets et bardots, vivants";"";"01"
"0102";"Animaux vivants de l'espèce bovine";"";"01"
"0103";"Animaux vivants de l'espèce porcine";"";"01"
"0104";"Animaux vivants des espèces ovine ou caprine";"";"01"
"0105";"Coqs, poules, canards, oies, dindons, dindes et pintades, vivants, des espèces domestiques";"";"01"
"0106";"Autres animaux vivants";"";"01"
"0201";"Viandes des animaux de l'espèce bovine, fraîches ou réfrigérées";"";"02"
"0202";"Viandes des animaux de l'espèce bovine, congelées";"";"02"
"0203";"Viandes des animaux de l'espèce porcine, fraîches, réfrigérées ou congelées";"";"02"
"0204";"Viandes des animaux des espèces ovine ou caprine, fraîches, réfrigérées ou congelées";"";"02"
"0206";"Abats comestibles des animaux des espèces bovine, porcine, ovine, caprine, chevaline, asine ou mulassière, frais, réfrigérés ou congelés";"";"02"
"0207";"Viandes et abats comestibles, frais, réfrigérés ou congelés, des volailles du no 0105";"";"02"
"0208";"Autres viandes et abats comestibles, frais, réfrigérés ou congelés";"";"02"
"0209";"Lard sans parties maigres, graisse de porc et graisse de volailles non fondues ni autrement extraites, frais, réfrigérés, congelés, salés ou en saumure, séchés ou fumés";"";"02"
"0210";"Viandes et abats comestibles, salés ou en saumure, séchés ou fumés; farines et poudres, comestibles, de viandes ou d'abats";"";"02"
"0301";"Poissons vivants";"";"03"
"0302";"Poissons frais ou réfrigérés, à l'exception des filets de poissons et autre chair de poissons du no 0304";"";"03"
"0303";"Poissons congelés, à l'exception des filets de poissons et autre chair de poissons du no 0304";"";"03"
"0304";"Filets de poissons et autre chair de poissons (même hachée), frais, réfrigérés ou congelés";"";"03"
"0305";"Poissons séchés, salés ou en saumure; poissons fumés, même cuits avant ou pendant le fumage; farines, poudres et agglomérés sous forme de pellets de poisson, propres à l'alimentation humaine";"";"03"
"0306";"Crustacés, même décortiqués, vivants, frais, réfrigérés, congelés, séchés, salés ou en saumure; crustacés, même décortiqués, fumés, même cuits avant ou pendant le fumage; crustacés non décortiqués, cuits à l'eau ou à la vapeur, même réfrigérés, congelés, séchés, salés ou en saumure; farines, poudres et agglomérés sous forme de pellets de crustacés, propres à l'alimentation humaine";"";"03"
"0307";"Mollusques, même séparés de leur coquille, vivants, frais, réfrigérés, congelés, séchés, salés ou en saumure; mollusques, même décortiqués, fumés, même cuits avant ou pendant le fumage; farines, poudres et agglomérés sous forme de pellets de mollusques, propres à l'alimentation humaine";"";"03"
"0308";"Invertébrés aquatiques autres que les crustacés et mollusques, vivants, frais, réfrigérés, congelés, séchés, salés ou en saumure; invertébrés aquatiques autres que les crustacés et mollusques, fumés, même cuits avant ou pendant le fumage; farines, poudres et agglomérés sous forme de pellets d'invertébrés aquatiques autres que les crustacés et mollusques, propres à l'alimentation humaine";"";"03"
"0401";"Lait et crème de lait, non concentrés ni additionnés de sucre ou d'autres édulcorants";"";"04"
"0402";"Lait et crème de lait, concentrés ou additionnés de sucre ou d'autres édulcorants";"";"04"
"0403";"Babeurre, lait et crème caillés, yoghourt, képhir et autres laits et crèmes fermentés ou acidifiés, même concentrés ou additionnés de sucre ou d'autres édulcorants ou aromatisés ou additionnés de fruits ou de cacao";"";"04"
"0404";"Lactosérum, même concentré ou additionné de sucre ou d'autres édulcorants; produits consistant en composants naturels du lait, même additionnés de sucre ou d'autres édulcorants, non dénommés ni compris ailleurs";"";"04"
"0405";"Beurre et autres matières grasses provenant du lait; pâtes à tartiner laitières";"";"04"
"0406";"Fromages et caillebotte";"";"04"
"0407";"Œufs d'oiseaux, en coquilles, frais, conservés ou cuits";"";"04"
"0408";"Œufs d'oiseaux, dépourvus de leurs coquilles, et jaunes d'œufs, frais, séchés, cuits à l'eau ou à la vapeur, moulés, congelés ou autrement conservés, même additionnés de sucre ou d'autres édulcorants";"";"04"
"0502";"Soies de porc ou de sanglier; poils de blaireau et autres poils pour la brosserie; déchets de ces soies ou poils";"";"05"
"0505";"Peaux et autres parties d'oiseaux revêtues de leurs plumes ou de leur duvet, plumes et parties de plumes (même rognées), duvet, bruts ou simplement nettoyés, désinfectés ou traités en vue de leur conservation; poudres et déchets de plumes ou de parties de plumes";"";"05"
"0506";"Os et cornillons, bruts, dégraissés, simplement préparés (mais non découpés en forme), acidulés ou dégélatinés; poudres et déchets de ces matières";"";"05"
"0507";"Ivoire, écaille de tortue, fanons (y compris les barbes) de baleine ou d'autres mammifères marins, cornes, bois, sabots, ongles, griffes et becs, bruts ou simplement préparés mais non découpés en forme; poudres et déchets de ces matières";"";"05"
"0511";"Produits d'origine animale, non dénommés ni compris ailleurs; animaux morts des chapitres 1 ou 3, impropres à l'alimentation humaine";"";"05"
"0601";"Bulbes, oignons, tubercules, racines tubéreuses, griffes et rhizomes, en repos végétatif, en végétation ou en fleur; plants, plantes et racines de chicorée autres que les racines du no 1212";"";"06"
"0602";"Autres plantes vivantes (y compris leurs racines), boutures et greffons; blanc de champignons";"";"06"
"0603";"Fleurs et boutons de fleurs, coupés, pour bouquets ou pour ornements, frais, séchés, blanchis, teints, imprégnés ou autrement préparés";"";"06"
"0604";"Feuillages, feuilles, rameaux et autres parties de plantes, sans fleurs ni boutons de fleurs, et herbes, mousses et lichens, pour bouquets ou pour ornements, frais, séchés, blanchis, teints, imprégnés ou autrement préparés";"";"06"
"0701";"Pommes de terre, à l'état frais ou réfrigéré";"";"07"
"0703";"Oignons, échalotes, aulx, poireaux et autres légumes alliacés, à l'état frais ou réfrigéré";"";"07"
"0704";"Choux, choux-fleurs, choux frisés, choux-raves et produits comestibles similaires du genre Brassica, à l'état frais ou réfrigéré";"";"07"
"0705";"Laitues (Lactuca sativa) et chicorées (Cichorium spp.), à l'état frais ou réfrigéré";"";"07"
"0706";"Carottes, navets, betteraves à salade, salsifis, céleris-raves, radis et racines comestibles similaires, à l'état frais ou réfrigéré";"";"07"
"0708";"Légumes à cosse, écossés ou non, à l'état frais ou réfrigéré";"";"07"
"0709";"Autres légumes, à l'état frais ou réfrigéré";"";"07"
"0710";"Légumes, non cuits ou cuits à l'eau ou à la vapeur, congelés";"";"07"
"0711";"Légumes conservés provisoirement (au moyen de gaz sulfureux ou dans de l'eau salée, soufrée ou additionnée d'autres substances servant à assurer provisoirement leur conservation, par exemple), mais impropres à l'alimentation en l'état";"";"07"
"0712";"Légumes secs, même coupés en morceaux ou en tranches ou bien broyés ou pulvérisés, mais non autrement préparés";"";"07"
"0713";"Légumes à cosse secs, écossés, même décortiqués ou cassés";"";"07"
"0714";"Racines de manioc, d'arrow-root ou de salep, topinambours, patates douces et racines et tubercules similaires à haute teneur en fécule ou en inuline, frais, réfrigérés, congelés ou séchés, même débités en morceaux ou agglomérés sous forme de pellets; moelle de sagoutier";"";"07"
"0801";"Noix de coco, noix du Brésil et noix de cajou, fraîches ou sèches, même sans leurs coques ou décortiquées";"";"08"
"0802";"Autres fruits à coques, frais ou secs, même sans leurs coques ou décortiqués";"";"08"
"0803";"Bananes, y compris les plantains, fraîches ou sèches";"";"08"
"0804";"Dattes, figues, ananas, avocats, goyaves, mangues et mangoustans, frais ou secs";"";"08"
"0805";"Agrumes, frais ou secs";"";"08"
"0806";"Raisins, frais ou secs";"";"08"
"0807";"Melons (y compris les pastèques) et papayes, frais";"";"08"
"0808";"Pommes, poires et coings, frais";"";"08"
"0809";"Abricots, cerises, pêches (y compris les brugnons et nectarines), prunes et prunelles, frais";"";"08"
"0810";"Autres fruits frais";"";"08"
"0811";"Fruits, non cuits ou cuits à l'eau ou à la vapeur, congelés, même additionnés de sucre ou d'autres édulcorants";"";"08"
"0812";"Fruits conservés provisoirement (au moyen de gaz sulfureux ou dans l'eau salée, soufrée ou additionnée d'autres substances servant à assurer provisoirement leur conservation, par exemple), mais impropres à l'alimentation en l'état";"";"08"
"0813";"Fruits séchés autres que ceux des nos 0801 à 0806 inclus; mélanges de fruits séchés ou de fruits à coques du présent chapitre";"";"08"
"0901";"Café, même torréfié ou décaféiné; coques et pellicules de café; succédanés du café contenant du café, quelles que soient les proportions du mélange";"";"09"
"0902";"Thé, même aromatisé";"";"09"
"0904";"Poivre du genre Piper; piments du genre Capsicum ou du genre Pimenta, séchés ou broyés ou pulvérisés";"";"09"
"0905";"Vanille";"";"09"
"0906";"Cannelle et fleurs de cannelier";"";"09"
"0907";"Girofles (antofles, clous et griffes)";"";"09"
"0908";"Noix muscades, macis, amomes et cardamomes";"";"09"
"0909";"Graines d'anis, de badiane, de fenouil, de coriandre, de cumin, de carvi; baies de genièvre";"";"09"
"0910";"Gingembre, safran, curcuma, thym, feuilles de laurier, curry et autres épices";"";"09"
"1001";"Froment (blé) et méteil";"";"10"
"1002";"Seigle";"";"10"
"1003";"Orge";"";"10"
"1004";"Avoine";"";"10"
"1005";"Maïs";"";"10"
"1006";"Riz";"";"10"
"1007";"Sorgho à grains";"";"10"
"1008";"Sarrasin, millet et alpiste; autres céréales";"";"10"
"1102";"Farines de céréales autres que de froment (blé) ou de méteil";"";"11"
"1103";"Gruaux, semoules et agglomérés sous forme de pellets, de céréales";"";"11"
"1104";"Grains de céréales autrement travaillés (mondés, aplatis, en flocons, perlés, tranchés ou concassés, par exemple), à l'exception du riz du no 1006; germes de céréales, entiers, aplatis, en flocons ou moulus";"";"11"
"1105";"Farine, semoule, poudre, flocons, granulés et agglomérés sous forme de pellets, de pommes de terre";"";"11"
"1106";"Farines, semoules et poudres de légumes à cosse secs du no 0713, de sagou ou des racines ou tubercules du no 0714 et des produits du chapitre 8";"";"11"
"1107";"Malt, même torréfié";"";"11"
"1108";"Amidons et fécules; inuline";"";"11"
"1201";"Fèves de soja, même concassées";"";"12"
"1202";"Arachides non grillées ni autrement cuites, même décortiquées ou concassées";"";"12"
"1205";"Graines de navette ou de colza, même concassées";"";"12"
"1207";"Autres graines et fruits oléagineux, même concassés";"";"12"
"1208";"Farines de graines ou de fruits oléagineux, autres que la farine de moutarde";"";"12"
"1209";"Graines, fruits et spores à ensemencer";"";"12"
"1210";"Cônes de houblon frais ou secs, même broyés, moulus ou sous forme de pellets; lupuline";"";"12"
"1211";"Plantes, parties de plantes, graines et fruits des espèces utilisées principalement en parfumerie, en médecine ou à usages insecticides, parasiticides ou similaires, frais, réfrigérés, congelés ou séchés, même coupés, concassés ou pulvérisés";"";"12"
"1212";"Caroubes, algues, betteraves à sucre et cannes à sucre, fraîches, réfrigérées, congelées ou séchées, même pulvérisées; noyaux et amandes de fruits et autres produits végétaux (y compris les racines de chicorée non torréfiées de la variété Cichorium intybus sativum), servant principalement à l'alimentation humaine, non dénommés ni compris ailleurs";"";"12"
"1214";"Rutabagas, betteraves fourragères, racines fourragères, foin, luzerne, trèfle, sainfoin, choux fourragers, lupin, vesces et produits fourragers similaires, même agglomérés sous forme de pellets";"";"12"
"1301";"Gomme laque; gommes, résines, gommes-résines et oléorésines (baumes, par exemple), naturelles";"";"13"
"1302";"Sucs et extraits végétaux; matières pectiques, pectinates et pectates; agar-agar et autres mucilages et épaississants dérivés des végétaux, même modifiés";"";"13"
"1401";"Matières végétales des espèces principalement utilisées en vannerie ou en sparterie (bambous, rotins, roseaux, joncs, osiers, raphia, pailles de céréales nettoyées, blanchies ou teintes, écorces de tilleul, par exemple)";"";"14"
"1404";"Produits végétaux non dénommés ni compris ailleurs";"";"14"
"1501";"Graisses de porc (y compris le saindoux) et graisses de volailles, autres que celles du no 0209 ou du no 1503";"";"15"
"1502";"Graisses des animaux des espèces bovine, ovine ou caprine, autres que celles du no 1503";"";"15"
"1504";"Graisses et huiles et leurs fractions, de poissons ou de mammifères marins, même raffinées, mais non chimiquement modifiées";"";"15"
"1507";"Huile de soja et ses fractions, même raffinées, mais non chimiquement modifiées";"";"15"
"1508";"Huile d'arachide et ses fractions, même raffinées, mais non chimiquement modifiées";"";"15"
"1509";"Huile d'olive et ses fractions, même raffinées, mais non chimiquement modifiées";"";"15"
"1511";"Huile de palme et ses fractions, même raffinées, mais non chimiquement modifiées";"";"15"
"1512";"Huiles de tournesol, de carthame ou de coton et leurs fractions, même raffinées, mais non chimiquement modifiées";"";"15"
"1513";"Huiles de coco (huile de coprah), de palmiste ou de babassu et leurs fractions, même raffinées, mais non chimiquement modifiées";"";"15"
"1514";"Huiles de navette, de colza ou de moutarde et leurs fractions, même raffinées, mais non chimiquement modifiées";"";"15"
"1515";"Autres graisses et huiles végétales (y compris l'huile de jojoba) et leurs fractions, fixes, même raffinées, mais non chimiquement modifiées";"";"15"
"1516";"Graisses et huiles animales ou végétales et leurs fractions, partiellement ou totalement hydrogénées, interestérifiées, réestérifiées ou élaïdinisées, même raffinées, mais non autrement préparées";"";"15"
"1517";"Margarine; mélanges ou préparations alimentaires de graisses ou d'huiles animales ou végétales ou de fractions de différentes graisses ou huiles du présent chapitre, autres que les graisses et huiles alimentaires et leurs fractions du no 1516";"";"15"
"1521";"Cires végétales (autres que les triglycérides), cires d'abeilles ou d'autres insectes et spermaceti, même raffinés ou colorés";"";"15"
"1602";"Autres préparations et conserves de viande, d'abats ou de sang";"";"16"
"1604";"Préparations et conserves de poissons; caviar et ses succédanés préparés à partir d'œufs de poisson";"";"16"
"1605";"Crustacés, mollusques et autres invertébrés aquatiques, préparés ou conservés";"";"16"
"1701";"Sucres de canne ou de betterave et saccharose chimiquement pur, à l'état solide";"";"17"
"1702";"Autres sucres, y compris le lactose, le maltose, le glucose et le fructose (lévulose) chimiquement purs, à l'état solide; sirops de sucres sans addition d'aromatisants ou de colorants; succédanés du miel, même mélangés de miel naturel; sucres et mélasses caramélisés";"";"17"
"1703";"Mélasses résultant de l'extraction ou du raffinage du sucre";"";"17"
"1704";"Sucreries sans cacao (y compris le chocolat blanc)";"";"17"
"1803";"Pâte de cacao, même dégraissée";"";"18"
"1806";"Chocolat et autres préparations alimentaires contenant du cacao";"";"18"
