"importId";"inseeCode";"department.code";"canton.code";"artmin";"name";"zip";"nbInhCommune"
"169";"01185";"01";"0115";;"HAUTEVILLE-LOMPNES";"01110";"4262"
"170";"01186";"01";"0128";;"HOSTIAZ";"01110";"83"
"171";"01187";"01";"0106";;"HOTONNES";"01260";"318"
"172";"01188";"01";"0132";;"ILLIAT";"01140";"577"
"173";"01189";"01";"0103";;"INJOUX-GENISSIAT";"01200";"1071"
"174";"01190";"01";"0118";;"INNIMOND";"01680";"116"
"175";"01191";"01";"0106";;"IZENAVE";"01430";"164"
"176";"01192";"01";"0116";;"IZERNORE";"01580";"2336"
"177";"01193";"01";"0104";;"IZIEU";"01300";"206"
"178";"01194";"01";"0134";;"JASSANS-RIOTTIER";"01480";"6070"
"179";"01195";"01";"0107";;"JASSERON";"01250";"1528"
"180";"01196";"01";"0121";;"JAYAT";"01340";"1033"
"181";"01197";"01";"0125";;"JOURNANS";"01250";"333"
"182";"01198";"01";"0119";;"JOYEUX";"01800";"234"
"183";"01199";"01";"0124";;"JUJURIEUX";"01640";"2074"
"184";"01200";"01";"0124";;"LABALME";"01450";"189"
"185";"01202";"01";"0117";;"LAGNIEU";"01150";"6885"
"186";"01203";"01";"0127";;"LAIZ";"01290";"1140"
"187";"01204";"01";"0122";;"LALLEYRIAT";"01130";"240"
"188";"01205";"01";"0112";;"LANCRANS";"01200";"1082"
"189";"01206";"01";"0106";;"LANTENAY";"01430";"262"
"190";"01207";"01";"0135";;"LAPEYROUSE";"01330";"292"
"191";"01208";"01";"0104";;"LAVOURS";"01350";"143"
"192";"01209";"01";"0112";;"LEAZ";"01200";"544"
"193";"01210";"01";"0114";;"LELEX";"01410";"233"
"194";"01211";"01";"0139";;"LENT";"01240";"1307"
"195";"01212";"01";"0129";;"LESCHEROUX";"01560";"695"
"196";"01213";"01";"0117";;"LEYMENT";"01150";"1296"
"197";"01214";"01";"0116";;"LEYSSARD";"01450";"165"
"198";"01215";"01";"0103";;"LHOPITAL";"01420";"60"
"199";"01216";"01";"0118";;"LHUIS";"01680";"851"
"200";"01218";"01";"0109";;"LOCHIEU";"01260";"92"
"201";"01219";"01";"0118";;"LOMPNAS";"01680";"151"
"202";"01221";"01";"0109";;"LOMPNIEU";"01260";"122"
"203";"01224";"01";"0117";;"LOYETTES";"01360";"2497"
"204";"01225";"01";"0130";;"LURCY";"01090";"405"
"205";"01227";"01";"0104";;"MAGNIEU";"01300";"422"
"206";"01228";"01";"0122";;"MAILLAT";"01430";"675"
"207";"01229";"01";"0121";;"MALAFRETAZ";"01340";"923"
"208";"01230";"01";"0129";;"MANTENAY-MONTLIN";"01560";"291"
"209";"01231";"01";"0102";;"MANZIAT";"01570";"1964"
"210";"01232";"01";"0111";;"MARBOZ";"01851";"2231"
"211";"01233";"01";"0118";;"MARCHAMP";"01680";"115"
"212";"01234";"01";"0136";;"MARIGNIEU";"01300";"155"
"213";"01235";"01";"0135";;"MARLIEUX";"01240";"892"
"214";"01236";"01";"0121";;"MARSONNAS";"01340";"1003"
"215";"01237";"01";"0141";;"MARTIGNAT";"01810";"1667"
"216";"01238";"01";"0142";;"MASSIEUX";"01600";"2449"
"217";"01239";"01";"0104";;"MASSIGNIEU-DE-RIVES";"01300";"602"
"218";"01240";"01";"0116";;"MATAFELON-GRANGES";"01580";"671"
"219";"01241";"01";"0133";;"MEILLONNAS";"01370";"1328"
"220";"01242";"01";"0124";;"MERIGNAT";"01450";"140"
"221";"01243";"01";"0130";;"MESSIMY-SUR-SAONE";"01480";"1213"
"222";"01244";"01";"0119";;"MEXIMIEUX";"01800";"7485"
"223";"01245";"01";"0107";;"BOHAS-MEYRIAT-RIGNAT";"01250";"841"
"224";"01246";"01";"0110";;"MEZERIAT";"01660";"2087"
"225";"01247";"01";"0114";;"MIJOUX";"01170";"398"
"226";"01248";"01";"0142";;"MIONNAY";"01390";"2136"
"227";"01249";"01";"0140";;"MIRIBEL";"01700";"9176"
"228";"01250";"01";"0142";;"MISERIEUX";"01600";"1979"
"229";"01252";"01";"0132";;"MOGNENEINS";"01140";"741"
"230";"01254";"01";"0139";;"MONTAGNAT";"01250";"1668"
"231";"01255";"01";"0118";;"MONTAGNIEU";"01470";"513"
"232";"01257";"01";"0103";;"MONTANGES";"01200";"343"
"233";"01258";"01";"0132";;"MONTCEAUX";"01090";"1135"
"234";"01259";"01";"0143";;"MONTCET";"01310";"676"
"235";"01260";"01";"0119";"(LE)";"MONTELLIER";"01800";"239"
"236";"01261";"01";"0135";;"MONTHIEUX";"01390";"611"
"237";"01262";"01";"0120";;"MONTLUEL";"01120";"7091"
"238";"01263";"01";"0132";;"MONTMERLE-SUR-SAONE";"01090";"3880"
"239";"01264";"01";"0139";;"MONTRACOL";"01310";"981"
"240";"01265";"01";"0122";;"MONTREAL-LA-CLUSE";"01460";"3587"
"241";"01266";"01";"0121";;"MONTREVEL-EN-BRESSE";"01340";"2400"
"242";"01267";"01";"0116";;"NURIEUX-VOLOGNAT";"01460";"1104"
"243";"01268";"01";"0104";;"MURS-ET-GELIGNIEUX";"01300";"244"
"244";"01269";"01";"0122";;"NANTUA";"01130";"3798"
"245";"01271";"01";"0104";;"NATTAGES";"01300";"573"
"246";"01272";"01";"0110";;"NEUVILLE-LES-DAMES";"01400";"1533"
"247";"01273";"01";"0125";;"NEUVILLE-SUR-AIN";"01160";"1589"
"248";"01274";"01";"0122";"(LES)";"NEYROLLES";"01130";"672"
"249";"01275";"01";"0140";;"NEYRON";"01700";"2501"
"250";"01276";"01";"0120";;"NIEVROZ";"01120";"1533"
"251";"01277";"01";"0128";;"NIVOLLET-MONTGRIFFON";"01230";"142"
"252";"01279";"01";"0128";;"ONCIEU";"01230";"95"
"253";"01280";"01";"0118";;"ORDONNAZ";"01510";"137"
"254";"01281";"01";"0113";;"ORNEX";"01210";"3463"
"255";"01282";"01";"0106";;"OUTRIAZ";"01430";"264"
"256";"01283";"01";"0198";;"OYONNAX";"01100";"23567"
"257";"01284";"01";"0126";;"OZAN";"01190";"591"
"258";"01285";"01";"0142";;"PARCIEUX";"01600";"1084"
"259";"01286";"01";"0104";;"PARVES";"01300";"353"
"260";"01288";"01";"0112";;"PERON";"01630";"2076"
"261";"01289";"01";"0139";;"PERONNAS";"01960";"6418"
"262";"01290";"01";"0119";;"PEROUGES";"01800";"1241"
"263";"01291";"01";"0127";;"PERREX";"01540";"863"
"264";"01292";"01";"0106";"(LE)";"PETIT-ABERGEMENT";"01260";"149"
"265";"01293";"01";"0116";;"PEYRIAT";"01430";"180"
"266";"01294";"01";"0104";;"PEYRIEU";"01300";"828"
"267";"01295";"01";"0132";;"PEYZIEUX-SUR-SAONE";"01140";"440"
"268";"01296";"01";"0111";;"PIRAJOUX";"01270";"354"
"269";"01297";"01";"0120";;"PIZAY";"01120";"793"
"270";"01298";"01";"0103";;"PLAGNE";"01130";"127"
"271";"01299";"01";"0108";"(LE)";"PLANTAY";"01330";"561"
"272";"01300";"01";"0122";"(LE)";"POIZAT";"01130";"433"
"273";"01301";"01";"0143";;"POLLIAT";"01310";"2470"
"274";"01302";"01";"0104";;"POLLIEU";"01350";"163"
"275";"01303";"01";"0124";;"PONCIN";"01450";"1658"
"276";"01304";"01";"0125";;"PONT-D'AIN";"01160";"2627"
"277";"01305";"01";"0126";;"PONT-DE-VAUX";"01190";"2240"
"278";"01306";"01";"0127";;"PONT-DE-VEYLE";"01290";"1645"
"279";"01307";"01";"0122";;"PORT";"01460";"881"
"280";"01308";"01";"0112";;"POUGNY";"01550";"787"
"281";"01309";"01";"0133";;"POUILLAT";"01250";"88"
"282";"01310";"01";"0104";;"PREMEYZEL";"01300";"249"
"283";"01311";"01";"0115";;"PREMILLIEU";"01510";"36"
"284";"01312";"01";"0133";;"PRESSIAT";"01370";"229"
"285";"01313";"01";"0113";;"PREVESSIN-MOENS";"01280";"5833"
"286";"01314";"01";"0125";;"PRIAY";"01160";"1480"
"287";"01316";"01";"0136";;"PUGIEU";"01510";"158"
"288";"01317";"01";"0107";;"RAMASSE";"01250";"257"
"289";"01318";"01";"0142";;"RANCE";"01390";"656"
"290";"01319";"01";"0130";;"RELEVANT";"01990";"461"
"291";"01320";"01";"0102";;"REPLONGES";"01620";"3455"
"292";"01321";"01";"0107";;"REVONNAS";"01250";"729"
"293";"01322";"01";"0142";;"REYRIEUX";"01600";"4131"
"294";"01323";"01";"0126";;"REYSSOUZE";"01190";"931"
"295";"01325";"01";"0119";;"RIGNIEUX-LE-FRANC";"01800";"964"
"296";"01328";"01";"0110";;"ROMANS";"01400";"597"
"297";"01329";"01";"0136";;"ROSSILLON";"01510";"151"
"298";"01330";"01";"0109";;"RUFFIEU";"01260";"207"
"299";"01331";"01";"0124";;"SAINT-ALBAN";"01450";"174"
"300";"01332";"01";"0102";;"SAINT-ANDRE-DE-BAGE";"01380";"577"
"301";"01333";"01";"0142";;"SAINT-ANDRE-DE-CORCY";"01390";"3047"
"302";"01334";"01";"0127";;"SAINT-ANDRE-D'HUIRIAT";"01290";"550"
"303";"01335";"01";"0110";;"SAINT-ANDRE-LE-BOUCHOUX";"01240";"315"
"304";"01336";"01";"0139";;"SAINT-ANDRE-SUR-VIEUX-JONC";"01240";"1077"
"305";"01337";"01";"0126";;"SAINT-BENIGNE";"01190";"1164"
"306";"01338";"01";"0118";;"SAINT-BENOIT";"01300";"772"
"307";"01339";"01";"0134";;"SAINT-BERNARD";"01600";"1414"
"308";"01340";"01";"0104";;"SAINT-BOIS";"01300";"123"
"309";"01341";"01";"0104";;"SAINT-CHAMP";"01300";"143"
"310";"01342";"01";"0120";;"SAINTE-CROIX";"01120";"539"
"311";"01343";"01";"0127";;"SAINT-CYR-SUR-MENTHON";"01380";"1631"
"312";"01344";"01";"0143";;"SAINT-DENIS-LES-BOURG";"01000";"5535"
"313";"01345";"01";"0101";;"SAINT-DENIS-EN-BUGEY";"01500";"2165"
"314";"01346";"01";"0121";;"SAINT-DIDIER-D'AUSSIAT";"01340";"857"
"315";"01347";"01";"0134";;"SAINT-DIDIER-DE-FORMANS";"01600";"1855"
"316";"01348";"01";"0132";;"SAINT-DIDIER-SUR-CHALARONNE";"01140";"2800"
"317";"01349";"01";"0119";;"SAINT-ELOI";"01800";"390"
"318";"01350";"01";"0133";;"SAINT-ETIENNE-DU-BOIS";"01370";"2481"
"319";"01351";"01";"0132";;"SAINT-ETIENNE-SUR-CHALARONNE";"01140";"1493"
"320";"01352";"01";"0126";;"SAINT-ETIENNE-SUR-REYSSOUZE";"01190";"531"
"321";"01353";"01";"0142";;"SAINTE-EUPHEMIE";"01600";"1490"
"322";"01354";"01";"0113";;"SAINT-GENIS-POUILLY";"01630";"8797"
"323";"01355";"01";"0127";;"SAINT-GENIS-SUR-MENTHON";"01380";"395"
"324";"01356";"01";"0110";;"SAINT-GEORGES-SUR-RENON";"01400";"203"
"325";"01357";"01";"0103";;"SAINT-GERMAIN-DE-JOUX";"01130";"497"
"326";"01358";"01";"0104";;"SAINT-GERMAIN-LES-PAROISSES";"01300";"385"
"327";"01359";"01";"0135";;"SAINT-GERMAIN-SUR-RENON";"01240";"246"
"328";"01360";"01";"0112";;"SAINT-JEAN-DE-GONVILLE";"01630";"1534"
"329";"01361";"01";"0119";;"SAINT-JEAN-DE-NIOST";"01800";"1459"
"330";"01362";"01";"0142";;"SAINT-JEAN-DE-THURIGNEUX";"01390";"671"
"331";"01363";"01";"0124";;"SAINT-JEAN-LE-VIEUX";"01640";"1686"
"332";"01364";"01";"0129";;"SAINT-JEAN-SUR-REYSSOUZE";"01560";"736"
"333";"01365";"01";"0127";;"SAINT-JEAN-SUR-VEYLE";"01290";"1107"
"334";"01366";"01";"0117";;"SAINTE-JULIE";"01150";"877"
"335";"01367";"01";"0129";;"SAINT-JULIEN-SUR-REYSSOUZE";"01560";"640"
"336";"01368";"01";"0110";;"SAINT-JULIEN-SUR-VEYLE";"01540";"711"
"337";"01369";"01";"0139";;"SAINT-JUST";"01250";"917"
"338";"01370";"01";"0102";;"SAINT-LAURENT-SUR-SAONE";"01620";"1757"
"339";"01371";"01";"0135";;"SAINT-MARCEL";"01390";"1232"
"340";"01372";"01";"0136";;"SAINT-MARTIN-DE-BAVEL";"01510";"461"
"341";"01373";"01";"0122";;"SAINT-MARTIN-DU-FRENE";"01430";"1118"
"342";"01374";"01";"0125";;"SAINT-MARTIN-DU-MONT";"01160";"1660"
"343";"01375";"01";"0121";;"SAINT-MARTIN-LE-CHATEL";"01310";"800"
"344";"01376";"01";"0140";;"SAINT-MAURICE-DE-BEYNOST";"01700";"3907"
"345";"01378";"01";"0119";;"SAINT-MAURICE-DE-GOURDANS";"01800";"2484"
"346";"01379";"01";"0101";;"SAINT-MAURICE-DE-REMENS";"01500";"706"
"347";"01380";"01";"0129";;"SAINT-NIZIER-LE-BOUCHOUX";"01560";"733"
"348";"01381";"01";"0108";;"SAINT-NIZIER-LE-DESERT";"01320";"881"
"349";"01382";"01";"0130";;"SAINTE-OLIVE";"01330";"310"
"350";"01383";"01";"0135";;"SAINT-PAUL-DE-VARAX";"01240";"1518"
"351";"01384";"01";"0128";;"SAINT-RAMBERT-EN-BUGEY";"01230";"2208"
"352";"01385";"01";"0139";;"SAINT-REMY";"01310";"892"
"353";"01386";"01";"0117";;"SAINT-SORLIN-EN-BUGEY";"01150";"1112"
"354";"01387";"01";"0121";;"SAINT-SULPICE";"01340";"139"
"355";"01388";"01";"0129";;"SAINT-TRIVIER-DE-COURTES";"01560";"1011"
"356";"01389";"01";"0130";;"SAINT-TRIVIER-SUR-MOIGNANS";"01990";"1932"
"357";"01390";"01";"0117";;"SAINT-VULBAS";"01150";"966"
"358";"01391";"01";"0111";;"SALAVRE";"01270";"292"
"359";"01392";"01";"0116";;"SAMOGNAT";"01580";"733"
"360";"01393";"01";"0110";;"SANDRANS";"01400";"535"
"361";"01396";"01";"0117";;"SAULT-BRENAZ";"01150";"1059"
"362";"01397";"01";"0113";;"SAUVERNY";"01220";"1125"
"363";"01398";"01";"0130";;"SAVIGNEUX";"01480";"1207"
"364";"01399";"01";"0114";;"SEGNY";"01170";"1643"
"365";"01400";"01";"0118";;"SEILLONNAZ";"01470";"139"
"366";"01401";"01";"0113";;"SERGY";"01630";"1884"
"367";"01402";"01";"0126";;"SERMOYER";"01190";"680"
"368";"01403";"01";"0118";;"SERRIERES-DE-BRIORD";"01470";"1160"
"369";"01404";"01";"0116";;"SERRIERES-SUR-AIN";"01450";"119"
"370";"01405";"01";"0139";;"SERVAS";"01240";"1203"
"371";"01406";"01";"0129";;"SERVIGNAT";"01560";"161"
"372";"01407";"01";"0131";;"SEYSSEL";"01420";"968"
"373";"01408";"01";"0107";;"SIMANDRE-SUR-SURAN";"01250";"669"
"374";"01409";"01";"0109";;"SONGIEU";"01260";"129"
"375";"01410";"01";"0116";;"SONTHONNAX-LA-MONTAGNE";"01580";"351"
"376";"01411";"01";"0117";;"SOUCLIN";"01150";"263"
"377";"01412";"01";"0110";;"SULIGNAT";"01400";"598"
"378";"01413";"01";"0103";;"SURJOUX";"01420";"74"
"379";"01414";"01";"0109";;"SUTRIEU";"01260";"241"
"380";"01415";"01";"0109";;"TALISSIEU";"01510";"443"
"381";"01416";"01";"0128";;"TENAY";"01230";"1143"
"382";"01417";"01";"0115";;"THEZILLIEU";"01110";"323"
"383";"01418";"01";"0140";;"THIL";"01120";"1096"
"384";"01419";"01";"0113";;"THOIRY";"01710";"5189"
"385";"01420";"01";"0132";;"THOISSEY";"01140";"1539"
"386";"01421";"01";"0128";;"TORCIEU";"01230";"708"
"387";"01422";"01";"0125";;"TOSSIAT";"01250";"1424"
"388";"01423";"01";"0142";;"TOUSSIEUX";"01600";"766"
"389";"01424";"01";"0142";;"TRAMOYES";"01390";"1694"
"390";"01425";"01";"0125";"(LA)";"TRANCLIERE";"01160";"308"
"391";"01426";"01";"0133";;"TREFFORT-CUISIAT";"01370";"2187"
"392";"01427";"01";"0134";;"TREVOUX";"01600";"6921"
"393";"01428";"01";"0132";;"VALEINS";"01140";"89"
"394";"01429";"01";"0143";;"VANDEINS";"01660";"616"
"395";"01430";"01";"0125";;"VARAMBON";"01160";"543"
"396";"01431";"01";"0117";;"VAUX-EN-BUGEY";"01150";"1174"
"397";"01432";"01";"0111";;"VERJON";"01270";"257"
