"name","groups"
"hr-root-mission-order","ADMINS|MNGMT|HRSC|"
"menu-model","ADMINS|"
"menu-module-management","ADMINS|"
"admin-root-conf","ADMINS|MNGMT|"
"manufacturing-root-manuf-order-planning","ADMINS|MNGMT|OPTS"
"account-root-move-move-line","ADMINS|MNGMT|ACCO|"
"account-root-move","ADMINS|MNGMT|ACCO|"
"account-root-move-move","ADMINS|MNGMT|ACCO|"
"crm-root-meeting-my-calendar","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"top-menu-activity-my-calendar","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"menu-consultant-dashbord","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"hr-root-inputforms-expenses","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"menu-consultant-expense","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"menu-consultant-leave-request-calendar","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"hr-root-inputforms-leave-request","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"menu-consultant-leave-request","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"hr-root-inputforms-overtimes","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"menu-consultant-my-task","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"top-menu-activity-team-calendar","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"menu-consultant-my-tickets","ADMINS|MNGMT|SALE|"
"hr-root-inputforms-timesheet","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"hr-root-my-timesheet-line-calendar","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"menu-consultant-timesheet","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"business-root-project-new-business","ADMINS|MNGMT|SALE|PURCH|ACCO|OPTS"
"invoice-root-cust-invoice","ADMINS|MNGMT|SALE|ACCO|"
"mail-root-email-new","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"sc-root-purchase-order-new","ADMINS|MNGMT|PURCH|ACCO|"
"sc-root-sale-new-so","ADMINS|MNGMT|SALE|ACCO|"
"invoice-root-sup-invoice","ADMINS|MNGMT|PURCH|ACCO|"
"menu-wkf-nodes-root","ADMINS|MNGMT|"
"hr-root-history-olds-timesheets","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"top-prospection-opportunity","ADMINS|MNGMT|SALE|"
"crm-root-opportunity","ADMINS|MNGMT|SALE|"
"portal.opportunities.graph","ADMINS|MNGMT|SALE|"
"portal.opportunities","ADMINS|MNGMT|SALE|"
"top-sale-orders","ADMINS|MNGMT|SALE|ACCO|OPTS"
"top-purchase-orders","ADMINS|MNGMT|PURCH|ACCO|OPTS"
"admin-root-organisation","ADMINS|MNGMT|"
"account-root-periodic-processing-overpayment-clearances","ADMINS|MNGMT|ACCO|"
"hr-root-paymentforms-overtimes","ADMINS|MNGMT|ACCO|"
"hr-root-validationforms-overtimes","ADMINS|MNGMT|ACCO|"
"menu-wkf-parallel-gateway","ADMINS|MNGMT|"
"contact-conf-category","ADMINS|MNGMT|"
"portal.base.crm.partner.graph","ADMINS|MNGMT|SALE|"
"mail-conf-email-list","ADMINS|MNGMT|"
"account-conf-payment-paybox","ADMINS|MNGMT|ACCO|"
"account-conf-payment","ADMINS|MNGMT|ACCO|"
"hr-root-paymentforms","ADMINS|MNGMT|ACCO|HRSC|"
"account-conf-payment-payment-mode","ADMINS|MNGMT|ACCO|"
"account-root-payments","ADMINS|MNGMT|ACCO|"
"account-root-payment-schedule","ADMINS|MNGMT|ACCO|"
"account-root-payment-schedule-payment-schedule","ADMINS|MNGMT|ACCO|"
"account-root-payment-schedule-payment-schedule-line","ADMINS|MNGMT|ACCO|"
"account-root-payments-payment-voucher","ADMINS|MNGMT|ACCO|"
"stock-root-inventories","ADMINS|MNGMT|OPTS"
"account-root-periodic-processing","ADMINS|MNGMT|ACCO|"
"admin-conf-general-period","ADMINS|MNGMT|"
"account-conf-financial-period","ADMINS|MNGMT|ACCO|"
"menu-auth-permissions","ADMINS|"
"menu-direct-message","ADMINS|MNGMT|"
"menu-wkf-intermediate-phone-call-event","ADMINS|MNGMT|"
"hr-root-planning","ADMINS|MNGMT|HRSC|"
"menu-user-preferences","ADMINS|"
"contact-conf-price-list","ADMINS|MNGMT|SALE|ACCO|"
"product-conf-product-category","ADMINS|MNGMT|SALE|PURCH|"
"product-conf-product-family","ADMINS|MNGMT|SALE|PURCH|"
"product-root-product","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"product-root","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"project-root","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"project-root-project","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"top-prospection","ADMINS|MNGMT|SALE|"
"hr-root-config-public-holidays","ADMINS|MNGMT|HRSC|"
"menu-purchase-buyer-dashboard","ADMINS|MNGMT|PURCH|"
"menu-purchase-manager-dashboard","ADMINS|MNGMT|PURCH|"
"sc-root-purchase-orders","ADMINS|MNGMT|PURCH|ACCO|"
"top-purchase","ADMINS|MNGMT|PURCH|ACCO|"
"invoice-root-purchase","ADMINS|MNGMT|PURCH|ACCO|"
"sc-root-purchase","ADMINS|MNGMT|PURCH|"
"top-sale-offers","ADMINS|MNGMT|SALE|ACCO|"
"account-root-periodic-processing-reconcile","ADMINS|MNGMT|ACCO|"
"hr-root-recruitment","ADMINS|MNGMT|HRSC|"
"admin-root-organisation-region","ADMINS|MNGMT|"
"mail-root-email-reimboursement","ADMINS|MNGMT|"
"mail-root-mail-reimboursement","ADMINS|MNGMT|"
"account-root-accounting-reimbursement","ADMINS|MNGMT|ACCO|"
"mail-root-email-reject-import","ADMINS|MNGMT|"
"account-conf-reporting-interbank-code","ADMINS|MNGMT|ACCO|"
"account-root-periodic-processing-cheque-reject","ADMINS|MNGMT|ACCO|"
"top-relations","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"mail-root-email-debtrecovery","ADMINS|MNGMT|"
"debt-recovery-root-conf-reminder-level","ADMINS|MNGMT|ACCO|"
"debt-recovery-root-conf-mail-model","ADMINS|MNGMT|ACCO|"
"mail-root-mail-debtrecovery","ADMINS|MNGMT|ACCO|"
"debt-recovery-root-conf-reminder-method","ADMINS|MNGMT|ACCO|"
"debt-recovery-root-reminders","ADMINS|MNGMT|ACCO|"
"account-conf-reporting","ADMINS|MNGMT|ACCO|"
"manufacturing-conf-prod-resource","ADMINS|MNGMT|OPTS"
"top-purchase-quotes","ADMINS|MNGMT|PURCH|ACCO|"
"menu-auth-roles","ADMINS|"
"mail-root-email-conf-routing","ADMINS|MNGMT|"
"sc-root-sale-orders","ADMINS|MNGMT|SALE|ACCO|"
"top-sale","ADMINS|MNGMT|SALE|ACCO|"
"sc-root-sale","ADMINS|MNGMT|SALE|ACCO|"
"invoice-root-sale","ADMINS|MNGMT|SALE|ACCO|"
"menu-saleman-dashboard","ADMINS|MNGMT|SALE|"
"mail-root-email-sent","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"admin-conf-general-sequence-generic","ADMINS|MNGMT|"
"marketing-root-settings","ADMINS|MNGMT|"
"menu-googleAppsconfig-all","ADMINS|MNGMT|"
"menu-googlefileSharedWithMe","ADMINS|MNGMT|"
"account-root-periodic-processing-shift-irrecoverable","ADMINS|MNGMT|ACCO|"
"contact-conf-invoice-site","ADMINS|MNGMT|SALE|ACCO|"
"business-root-site","ADMINS|MNGMT|SALE|ACCO|OPTS"
"menu-wkf-intermediate-sms-event","ADMINS|MNGMT|"
"menu-sn","ADMINS|MNGMT|"
"menu-application-credential","ADMINS|MNGMT|"
"menu-sn-entry","ADMINS|MNGMT|"
"menu-wkf-nodes-root-social-network","ADMINS|MNGMT|"
"contact-conf-invoice-sources","ADMINS|MNGMT|SALE|"
"admin-conf-general-source","ADMINS|MNGMT|"
"menu-googlespreadsheet","ADMINS|MNGMT|"
"menu-wkf-start-event","ADMINS|MNGMT|"
"menu-status-updates","ADMINS|MNGMT|"
"top-stock","ADMINS|MNGMT|SALE|PURCH|ACCO|OPTS"
"menu-stock-dashboard","ADMINS|MNGMT|OPTS"
"stock-root-location","ADMINS|MNGMT|OPTS"
"stock-root","ADMINS|MNGMT|SALE|PURCH|ACCO|OPTS"
"menu-wkf-stop-filter-event","ADMINS|MNGMT|"
"stock-root-suparrivals","ADMINS|MNGMT|PURCH|ACCO|OPTS"
"top-stock-suppl-deliveries","ADMINS|MNGMT|PURCH|ACCO|OPTS"
"invoice-root-purchase-supinvoices","ADMINS|MNGMT|PURCH|ACCO|"
"top-invoice-supplinvoices","ADMINS|MNGMT|PURCH|ACCO|"
"top-invoice-supplrefunds","ADMINS|MNGMT|PURCH|ACCO|"
"invoice-root-purchase-suprefunds","ADMINS|MNGMT|PURCH|ACCO|"
"admin-root-batch-supplychain","ADMINS|MNGMT|"
"admin-root-conf-supplychain-config","ADMINS|MNGMT|"
"contact-conf-invoice-bic","ADMINS|MNGMT|ACCO|"
"menu-googleappsSyncSettings","ADMINS|MNGMT|"
"crm-conf-target","ADMINS|MNGMT|"
"crm-conf-target-configuration","ADMINS|MNGMT|"
"menu-target-team-dashboard","ADMINS|MNGMT|"
"menu-target-user-dashboard","ADMINS|MNGMT|"
"crm-root-create-task","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"project-root-task","ADMINS|MNGMT|OPTS"
"crm-root-task","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"crm-root-meeting-team-calendar","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"admin-root-user-team","ADMINS|MNGMT|"
"admin-root-maintenance","ADMINS|MNGMT|"
"admin-root-templating-template","ADMINS|MNGMT|"
"admin-root-templating-template-rules","ADMINS|MNGMT|"
"menu-templateSpreadSheet","ADMINS|MNGMT|"
"admin-root-templating","ADMINS|MNGMT|"
"admin-root-organisation-territory","ADMINS|MNGMT|"
"crm-root-create-ticket","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"crm-root-ticket","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"menu-wkf-intermediate-timer-event","ADMINS|MNGMT|"
"hr-root-validationforms-timesheet","ADMINS|MNGMT|HRSC|"
"admin-root-maintenance-trace-back","ADMINS|MNGMT|"
"marketing-root-tracker-line","ADMINS|MNGMT|"
"product-conf-tracking-number-config","ADMINS|MNGMT|SALE|PURCH|OPTS"
"hr-root-training","ADMINS|MNGMT|HRSC|"
"menu-wkf-transitions","ADMINS|MNGMT|"
"mail-root-email-trash","ADMINS|MNGMT|SALE|PURCH|ACCO|HRSC|OPTS"
"menu-trashedDirectory","ADMINS|MNGMT|"
"menu-trashedFile","ADMINS|MNGMT|"
"menu-wkf-intermediate-twitter-event","ADMINS|MNGMT|"
"admin-conf-general-unit-conversion","ADMINS|MNGMT|"
"admin-conf-general-unit","ADMINS|MNGMT|"
"menu-auth","ADMINS|"
"menu-userProfile","ADMINS|MNGMT|"
"menu-auth-users","ADMINS|MNGMT|"
"admin-root-user","ADMINS|MNGMT|"
"hr-root-validationforms","ADMINS|MNGMT|HRSC|"
"account-conf-financial-vat","ADMINS|MNGMT|ACCO|"
"menu-view-management","ADMINS|"
"menu-wkf","ADMINS|MNGMT|"
"menu-wkf-workflows","ADMINS|MNGMT|"
"hr-root-schedule","ADMINS|MNGMT|HRSC|"
"admin-conf-general-year","ADMINS|MNGMT|"
