"code";"wording";"supplementaryUnit";"parentCode"
"0201 20";"Meat of bovine animals, fresh or chilled > Other cuts with bone in";"";"0201"
"0201 20 20";"Meat of bovine animals, fresh or chilled > Other cuts with bone in > ‘Compensated’ quarters";"-";"0201 20"
"0201 20 30";"Meat of bovine animals, fresh or chilled > Other cuts with bone in > Unseparated or separated forequarters";"-";"0201 20"
"0201 20 50";"Meat of bovine animals, fresh or chilled > Other cuts with bone in > Unseparated or separated hindquarters";"-";"0201 20"
"0201 20 90";"Meat of bovine animals, fresh or chilled > Other cuts with bone in > Other";"-";"0201 20"
"0201 30 00";"Meat of bovine animals, fresh or chilled > Boneless";"-";"0201"
"0202";"Meat of bovine animals, frozen";"";"02"
"0202 10 00";"Meat of bovine animals, frozen > Carcases and half-carcases";"-";"0202"
"0202 20";"Meat of bovine animals, frozen > Other cuts with bone in";"";"0202"
"0202 20 10";"Meat of bovine animals, frozen > Other cuts with bone in > ‘Compensated’ quarters";"-";"0202 20"
"0202 20 30";"Meat of bovine animals, frozen > Other cuts with bone in > Unseparated or separated forequarters";"-";"0202 20"
"0202 20 50";"Meat of bovine animals, frozen > Other cuts with bone in > Unseparated or separated hindquarters";"-";"0202 20"
"0202 20 90";"Meat of bovine animals, frozen > Other cuts with bone in > Other";"-";"0202 20"
"0202 30";"Meat of bovine animals, frozen > Boneless";"";"0202"
"0202 30 10";"Meat of bovine animals, frozen > Boneless > Forequarters, whole or cut into a maximum of five pieces, each quarter being in a single block; ‘compensated’ quarters in two blocks, one of which contains the forequarter, whole or cut into a maximum of five pieces, and the other, the hindquarter, excluding the tenderloin, in one piece";"-";"0202 30"
"0202 30 50";"Meat of bovine animals, frozen > Boneless > Crop, chuck-and-blade and brisket cuts";"-";"0202 30"
"0202 30 90";"Meat of bovine animals, frozen > Boneless > Other";"-";"0202 30"
"0203";"Meat of swine, fresh, chilled or frozen";"";"02"
"0203 11";"Meat of swine, fresh, chilled or frozen > Fresh or chilled > Carcases and half-carcases";"";"0203"
"0203 11 10";"Meat of swine, fresh, chilled or frozen > Fresh or chilled > Carcases and half-carcases > Of domestic swine";"-";"0203 11"
"0203 11 90";"Meat of swine, fresh, chilled or frozen > Fresh or chilled > Carcases and half-carcases > Other";"-";"0203 11"
"0203 12";"Meat of swine, fresh, chilled or frozen > Fresh or chilled > Hams, shoulders and cuts thereof, with bone in";"";"0203"
"0203 12 11";"Meat of swine, fresh, chilled or frozen > Fresh or chilled > Hams, shoulders and cuts thereof, with bone in > Of domestic swine > Hams and cuts thereof";"-";"0203 12"
"0203 12 19";"Meat of swine, fresh, chilled or frozen > Fresh or chilled > Hams, shoulders and cuts thereof, with bone in > Of domestic swine > Shoulders and cuts thereof";"-";"0203 12"
"0203 12 90";"Meat of swine, fresh, chilled or frozen > Fresh or chilled > Hams, shoulders and cuts thereof, with bone in > Other";"-";"0203 12"
"0203 19";"Meat of swine, fresh, chilled or frozen > Fresh or chilled > Other";"";"0203"
"0203 19 11";"Meat of swine, fresh, chilled or frozen > Fresh or chilled > Other > Of domestic swine > Fore-ends and cuts thereof";"-";"0203 19"
"0203 19 13";"Meat of swine, fresh, chilled or frozen > Fresh or chilled > Other > Of domestic swine > Loins and cuts thereof, with bone in";"-";"0203 19"
"0203 19 15";"Meat of swine, fresh, chilled or frozen > Fresh or chilled > Other > Of domestic swine > Bellies (streaky) and cuts thereof";"-";"0203 19"
"0203 19 55";"Meat of swine, fresh, chilled or frozen > Fresh or chilled > Other > Of domestic swine > Other > Boneless";"-";"0203 19"
"0203 19 59";"Meat of swine, fresh, chilled or frozen > Fresh or chilled > Other > Of domestic swine > Other > Other";"-";"0203 19"
"0203 19 90";"Meat of swine, fresh, chilled or frozen > Fresh or chilled > Other > Other";"-";"0203 19"
"0203 21";"Meat of swine, fresh, chilled or frozen > Frozen > Carcases and half-carcases";"";"0203"
"0203 21 10";"Meat of swine, fresh, chilled or frozen > Frozen > Carcases and half-carcases > Of domestic swine";"-";"0203 21"
"0203 21 90";"Meat of swine, fresh, chilled or frozen > Frozen > Carcases and half-carcases > Other";"-";"0203 21"
"0203 22";"Meat of swine, fresh, chilled or frozen > Frozen > Hams, shoulders and cuts thereof, with bone in";"";"0203"
"0203 22 11";"Meat of swine, fresh, chilled or frozen > Frozen > Hams, shoulders and cuts thereof, with bone in > Of domestic swine > Hams and cuts thereof";"-";"0203 22"
"0203 22 19";"Meat of swine, fresh, chilled or frozen > Frozen > Hams, shoulders and cuts thereof, with bone in > Of domestic swine > Shoulders and cuts thereof";"-";"0203 22"
"0203 22 90";"Meat of swine, fresh, chilled or frozen > Frozen > Hams, shoulders and cuts thereof, with bone in > Other";"-";"0203 22"
"0203 29";"Meat of swine, fresh, chilled or frozen > Frozen > Other";"";"0203"
"0203 29 11";"Meat of swine, fresh, chilled or frozen > Frozen > Other > Of domestic swine > Fore-ends and cuts thereof";"-";"0203 29"
"0203 29 13";"Meat of swine, fresh, chilled or frozen > Frozen > Other > Of domestic swine > Loins and cuts thereof, with bone in";"-";"0203 29"
"0203 29 15";"Meat of swine, fresh, chilled or frozen > Frozen > Other > Of domestic swine > Bellies (streaky) and cuts thereof";"-";"0203 29"
"0203 29 55";"Meat of swine, fresh, chilled or frozen > Frozen > Other > Of domestic swine > Other > Boneless";"-";"0203 29"
"0203 29 59";"Meat of swine, fresh, chilled or frozen > Frozen > Other > Of domestic swine > Other > Other";"-";"0203 29"
"0203 29 90";"Meat of swine, fresh, chilled or frozen > Frozen > Other > Other";"-";"0203 29"
"0204";"Meat of sheep or goats, fresh, chilled or frozen";"";"02"
"0204 10 00";"Meat of sheep or goats, fresh, chilled or frozen > Carcases and half-carcases of lamb, fresh or chilled";"-";"0204"
"0204 21 00";"Meat of sheep or goats, fresh, chilled or frozen > Other meat of sheep, fresh or chilled > Carcases and half-carcases";"-";"0204"
"0204 22";"Meat of sheep or goats, fresh, chilled or frozen > Other meat of sheep, fresh or chilled > Other cuts with bone in";"";"0204"
"0204 22 10";"Meat of sheep or goats, fresh, chilled or frozen > Other meat of sheep, fresh or chilled > Other cuts with bone in > Short forequarters";"-";"0204 22"
"0204 22 30";"Meat of sheep or goats, fresh, chilled or frozen > Other meat of sheep, fresh or chilled > Other cuts with bone in > Chines and/or best ends";"-";"0204 22"
"0204 22 50";"Meat of sheep or goats, fresh, chilled or frozen > Other meat of sheep, fresh or chilled > Other cuts with bone in > Legs";"-";"0204 22"
"0204 22 90";"Meat of sheep or goats, fresh, chilled or frozen > Other meat of sheep, fresh or chilled > Other cuts with bone in > Other";"-";"0204 22"
"0204 23 00";"Meat of sheep or goats, fresh, chilled or frozen > Other meat of sheep, fresh or chilled > Boneless";"-";"0204"
"0204 30 00";"Meat of sheep or goats, fresh, chilled or frozen > Carcases and half-carcases of lamb, frozen";"-";"0204"
"0204 41 00";"Meat of sheep or goats, fresh, chilled or frozen > Other meat of sheep, frozen > Carcases and half-carcases";"-";"0204"
"0204 42";"Meat of sheep or goats, fresh, chilled or frozen > Other meat of sheep, frozen > Other cuts with bone in";"";"0204"
"0204 42 10";"Meat of sheep or goats, fresh, chilled or frozen > Other meat of sheep, frozen > Other cuts with bone in > Short forequarters";"-";"0204 42"
"0204 42 30";"Meat of sheep or goats, fresh, chilled or frozen > Other meat of sheep, frozen > Other cuts with bone in > Chines and/or best ends";"-";"0204 42"
"0204 42 50";"Meat of sheep or goats, fresh, chilled or frozen > Other meat of sheep, frozen > Other cuts with bone in > Legs";"-";"0204 42"
"0204 42 90";"Meat of sheep or goats, fresh, chilled or frozen > Other meat of sheep, frozen > Other cuts with bone in > Other";"-";"0204 42"
"0204 43";"Meat of sheep or goats, fresh, chilled or frozen > Other meat of sheep, frozen > Boneless";"";"0204"
"0204 43 10";"Meat of sheep or goats, fresh, chilled or frozen > Other meat of sheep, frozen > Boneless > Of lamb";"-";"0204 43"
"0204 43 90";"Meat of sheep or goats, fresh, chilled or frozen > Other meat of sheep, frozen > Boneless > Other";"-";"0204 43"
"0204 50";"Meat of sheep or goats, fresh, chilled or frozen > Meat of goats";"";"0204"
"0204 50 11";"Meat of sheep or goats, fresh, chilled or frozen > Meat of goats > Fresh or chilled > Carcases and half-carcases";"-";"0204 50"
"0204 50 13";"Meat of sheep or goats, fresh, chilled or frozen > Meat of goats > Fresh or chilled > Short forequarters";"-";"0204 50"
"0204 50 15";"Meat of sheep or goats, fresh, chilled or frozen > Meat of goats > Fresh or chilled > Chines and/or best ends";"-";"0204 50"
"0204 50 19";"Meat of sheep or goats, fresh, chilled or frozen > Meat of goats > Fresh or chilled > Legs";"-";"0204 50"
"0204 50 31";"Meat of sheep or goats, fresh, chilled or frozen > Meat of goats > Fresh or chilled > Other > Cuts with bone in";"-";"0204 50"
"0204 50 39";"Meat of sheep or goats, fresh, chilled or frozen > Meat of goats > Fresh or chilled > Other > Boneless cuts";"-";"0204 50"
"0204 50 51";"Meat of sheep or goats, fresh, chilled or frozen > Meat of goats > Frozen > Carcases and half-carcases";"-";"0204 50"
"0204 50 53";"Meat of sheep or goats, fresh, chilled or frozen > Meat of goats > Frozen > Short forequarters";"-";"0204 50"
"0204 50 55";"Meat of sheep or goats, fresh, chilled or frozen > Meat of goats > Frozen > Chines and/or best ends";"-";"0204 50"
"0204 50 59";"Meat of sheep or goats, fresh, chilled or frozen > Meat of goats > Frozen > Legs";"-";"0204 50"
"0204 50 71";"Meat of sheep or goats, fresh, chilled or frozen > Meat of goats > Frozen > Other > Cuts with bone in";"-";"0204 50"
"0204 50 79";"Meat of sheep or goats, fresh, chilled or frozen > Meat of goats > Frozen > Other > Boneless cuts";"-";"0204 50"
"0205 00";"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen";"";"02"
"0205 00 20";"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen > Fresh or chilled";"-";"0205 00"
"0205 00 80";"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen > Frozen";"-";"0205 00"
"0206";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen";"";"02"
"0206 10";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Of bovine animals, fresh or chilled";"";"0206"
"0206 10 10";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Of bovine animals, fresh or chilled > For the manufacture of pharmaceutical products";"-";"0206 10"
"0206 10 95";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Of bovine animals, fresh or chilled > Other > Thick skirt and thin skirt";"-";"0206 10"
"0206 10 98";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Of bovine animals, fresh or chilled > Other > Other";"-";"0206 10"
"0206 21 00";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Of bovine animals, frozen > Tongues";"-";"0206"
"0206 22 00";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Of bovine animals, frozen > Livers";"-";"0206"
"0206 29";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Of bovine animals, frozen > Other";"";"0206"
"0206 29 10";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Of bovine animals, frozen > Other > For the manufacture of pharmaceutical products";"-";"0206 29"
"0206 29 91";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Of bovine animals, frozen > Other > Other > Thick skirt and thin skirt";"-";"0206 29"
"0206 29 99";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Of bovine animals, frozen > Other > Other > Other";"-";"0206 29"
"0206 30 00";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Of swine, fresh or chilled";"-";"0206"
"0206 41 00";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Of swine, frozen > Livers";"-";"0206"
"0206 49 00";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Of swine, frozen > Other";"-";"0206"
"0206 80";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Other, fresh or chilled";"";"0206"
"0206 80 10";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Other, fresh or chilled > For the manufacture of pharmaceutical products";"-";"0206 80"
"0206 80 91";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Other, fresh or chilled > Other > Of horses, asses, mules and hinnies";"-";"0206 80"
"0206 80 99";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Other, fresh or chilled > Other > Of sheep and goats";"-";"0206 80"
"0206 90";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Other, frozen";"";"0206"
"0206 90 10";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Other, frozen > For the manufacture of pharmaceutical products";"-";"0206 90"
"0206 90 91";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Other, frozen > Other > Of horses, asses, mules and hinnies";"-";"0206 90"
"0206 90 99";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen > Other, frozen > Other > Of sheep and goats";"-";"0206 90"
"0207";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen";"";"02"
"0207 11";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Not cut in pieces, fresh or chilled";"";"0207"
"0207 11 10";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Not cut in pieces, fresh or chilled > Plucked and gutted, with heads and feet, known as ‘83 % chickens’";"-";"0207 11"
"0207 11 30";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Not cut in pieces, fresh or chilled > Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ‘70 % chickens’";"-";"0207 11"
"0207 11 90";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Not cut in pieces, fresh or chilled > Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as ‘65 % chickens’, or otherwise presented";"-";"0207 11"
"0207 12";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Not cut in pieces, frozen";"";"0207"
"0207 12 10";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Not cut in pieces, frozen > Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ‘70 % chickens’";"-";"0207 12"
"0207 12 90";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Not cut in pieces, frozen > Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as ‘65 % chickens’, or otherwise presented";"-";"0207 12"
"0207 13";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Cuts and offal, fresh or chilled";"";"0207"
"0207 13 10";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Cuts and offal, fresh or chilled > Cuts > Boneless";"-";"0207 13"
"0207 13 20";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Cuts and offal, fresh or chilled > Cuts > With bone in > Halves or quarters";"-";"0207 13"
"0207 13 30";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Cuts and offal, fresh or chilled > Cuts > With bone in > Whole wings, with or without tips";"-";"0207 13"
"0207 13 40";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Cuts and offal, fresh or chilled > Cuts > With bone in > Backs, necks, backs with necks attached, rumps and wing-tips";"-";"0207 13"
"0207 13 50";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Cuts and offal, fresh or chilled > Cuts > With bone in > Breasts and cuts thereof";"-";"0207 13"
"0207 13 60";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Cuts and offal, fresh or chilled > Cuts > With bone in > Legs and cuts thereof";"-";"0207 13"
"0207 13 70";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Cuts and offal, fresh or chilled > Cuts > With bone in > Other";"-";"0207 13"
"0207 13 91";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Cuts and offal, fresh or chilled > Offal > Livers";"-";"0207 13"
"0207 13 99";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Cuts and offal, fresh or chilled > Offal > Other";"-";"0207 13"
"0207 14";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Cuts and offal, frozen";"";"0207"
"0207 14 10";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Cuts and offal, frozen > Cuts > Boneless";"-";"0207 14"
"0207 14 20";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Cuts and offal, frozen > Cuts > With bone in > Halves or quarters";"-";"0207 14"
"0207 14 30";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Cuts and offal, frozen > Cuts > With bone in > Whole wings, with or without tips";"-";"0207 14"
"0207 14 40";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Cuts and offal, frozen > Cuts > With bone in > Backs, necks, backs with necks attached, rumps and wing-tips";"-";"0207 14"
"0207 14 50";"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen > Of fowls of the species Gallus domesticus > Cuts and offal, frozen > Cuts > With bone in > Breasts and cuts thereof";"-";"0207 14"
