"code";"wording";"supplementaryUnit";"parentCode"
"2008 93 91";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Cranberries (Vaccinium macrocarpon,  Vaccinium oxycoccos, Vaccinium vitis-idaea) > Cranberries ""Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"", prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of > 1 kg (excl. preserved with sugar but not laid in syrup, jams, jellies, marmalades, purée and pastes, obtained by cooking)";"-";"2008 93"
"2008 93 93";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Cranberries (Vaccinium macrocarpon,  Vaccinium oxycoccos, Vaccinium vitis-idaea) > Cranberries ""Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"", prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of <= 1 kg (excl. preserved with sugar but not laid in syrup, jams, jellies, marmalades, purée and pastes, obtained by cooking)";"-";"2008 93"
"2008 93 99";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Cranberries (Vaccinium macrocarpon,  Vaccinium oxycoccos, Vaccinium vitis-idaea) > Cranberries ""Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"", prepared or preserved, not containing added spirit nor added sugar (excl. jams, jellies, marmalades, purée and pastes, obtained by cooking)";"-";"2008 93"
"2008 97 03";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of tropical nuts and tropical fruit, containing by weight >=50% of tropical nuts, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, in immediate packings of a net content of > 1 kg";"-";"2008 97"
"2008 97 05";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of tropical nuts and tropical fruit, containing by weight >=50% of tropical nuts, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, in immediate packings of a net content of <= 1 kg";"-";"2008 97"
"2008 97 12";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, incl. mixtures containing >= 50% by weight of these fruits and coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, prepared or preserved, containing added spirit, with a sugar content of > 9% by weight and of an actual alcoholic strength of <= 11,85% mas";"-";"2008 97"
"2008 97 14";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of fruit or other edible parts of plants, prepared or preserved, containing added spirit, with sugar content > 9% by weight and of an actual alcoholic strength <= 11,85% mas (excl. mixtures of nuts, tropical fruit and tropical fruit/nuts of a type specified in Additional Notes 7 and 8 to chapter 20 with a net content of >= 50% by weight, groundnuts and other seeds)";"-";"2008 97"
"2008 97 16";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, incl. mixtures containing >= 50% by weight of these fruits and coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, prepared or preserved, containing added spirit, with sugar content of > 9% by weight and of an actual alcoholic strength of > 11,85% mas";"-";"2008 97"
"2008 97 18";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of fruit or other edible parts of plants, prepared or preserved, containing added spirit, with sugar content > 9% by weight and of an actual alcoholic strength > 11,85% mas (excl. mixtures of nuts, tropical fruit and tropical fruit/nuts of a type specified in Additional Notes 7 and 8 to chapter 20 with a net content of >= 50% by weight, groundnuts and other seeds)";"-";"2008 97"
"2008 97 32";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, incl. mixtures containing >= 50% by weight of these fruits and coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, prepared or preserved, containing added spirit, of an actual alcoholic strength of <= 11,85% mas (excl. with sugar content of > 9% by weight)";"-";"2008 97"
"2008 97 34";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of fruit or other edible parts of plants, prepared or preserved, containing added spirit, of an actual alcoholic strength <= 11,85% mas (excl. with sugar content > 9% by weight and mixtures of nuts, tropical fruit and tropical fruit/nuts of a type specified in Additional Notes 7 and 8 to chapter 20 with a net content of >= 50% by weight, groundnuts and other seeds)";"-";"2008 97"
"2008 97 36";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, incl. mixtures containing >= 50% by weight of these fruits and coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, prepared or preserved, containing added spirit, of an actual alcoholic strength of > 11,85% mas (excl. with sugar content of > 9% by weight)";"-";"2008 97"
"2008 97 38";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of fruit or other edible parts of plants, prepared or preserved, containing added spirit, of an actual alcoholic strength > 11,85% mas (excl. with sugar content > 9% by weight and mixtures of nuts, tropical fruit and tropical fruit/nuts of a type specified in Additional Notes 7 and 8 to chapter 20 with a net content of >= 50% by weight, groundnuts and other seeds)";"-";"2008 97"
"2008 97 51";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, incl. mixtures containing >= 50% by weight of these fruits and coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content of > 1 kg";"-";"2008 97"
"2008 97 59";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of fruit or other edible parts of plants, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content of > 1 kg (excl. mixtures of tropical fruits and tropical fruits and nuts of a type specified in Additional Notes 7 and 8 to chapter 20, containing >= 50% by weight, groundnuts and other seeds and preparations of the Müsli type based on unroasted cereal flakes of subheading 1904.20.10)";"-";"2008 97"
"2008 97 72";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, incl. mixtures containing >= 50% by weight of these fruits and coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, prepared or preserved, not containing added spirit but containing added sugar, in which the weight of no single fruit exceeds 50% of the total weight, in immediate packings of a net content of <= 1 kg";"-";"2008 97"
"2008 97 74";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of fruit, in which the weight of no single fruit exceeds 50% of the total weight, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content of <= 1 kg (excl. mixtures of nuts, tropical fruit and tropical fruit and nuts of a type specified in Additional Notes 7 and 8 to chapter 20, containing >= 50% by weight, groundnuts and other seeds and preparations of the Müsli type based on unroasted cereal flakes of subheading 1904.20.10)";"-";"2008 97"
"2008 97 76";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, incl. mixtures containing >= 50% by weight of these fruits and coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content of <= 1 kg (excl. mixtures, in which the weight of no single fruit exceeds 50% of the total weight of the fruits)";"-";"2008 97"
"2008 97 78";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of fruit or other edible parts of plants, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content of <= 1 kg (excl. mixtures of nuts, tropical fruits and tropical fruits and nuts of a type specified in Additional Notes 7 and 8 to chapter 20, of >= 50% by weight, groundnuts and other seeds, mixtures in which the weight of no single fruit exceeds 50% of the total weight of the fruits, and preparations of the Müsli type based on unroasted cereal flakes of subheading 1904.20.10)";"-";"2008 97"
"2008 97 92";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, incl. mixtures containing >= 50% by weight of these fruits and coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of >= 5 kg";"-";"2008 97"
"2008 97 93";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of fruit or other edible parts of plants, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of >= 5 kg, n.e.s. (excl. mixtures of nuts, tropical fruits and tropical fruits and nuts of a type specified in Additional Notes 7 and 8 to chapter 20, containing >= 50% by weight, groundnuts and other seeds and preparations of the Müsli type based on unroasted cereal flakes of subheading 1904.20.10)";"-";"2008 97"
"2008 97 94";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, incl. mixtures containing >= 50% by weight of these fruits and coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of >= 4,5 kg but < 5 kg";"-";"2008 97"
"2008 97 96";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of fruit or other edible parts of plants, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of >= 4,5 kg but < 5 kg, n.e.s. (excl. mixtures of nuts, tropical fruits and tropical fruits and nuts of a type specified in Additional Notes 7 and 8 to chapter 20, containing >= 50% by weight, groundnuts and other seeds and preparations of the Müsli type based on unroasted cereal flakes of subheading 1904.20.10)";"-";"2008 97"
"2008 97 97";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, incl. mixtures containing >= 50% by weight of these fruits and coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of < 4,5 kg";"-";"2008 97"
"2008 97 98";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Mixtures > Mixtures of fruit or other edible parts of plants, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of < 4,5 kg, n.e.s. (excl. mixtures of nuts, tropical fruit of a type specified in Additional Note 7 to chapter 20, groundnuts and other seeds and preparations of the Müsli type based on unroasted cereal flakes of subheading 1904.20.10)";"-";"2008 97"
"2008 99 11";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Ginger, prepared or preserved, containing added spirit, with actual alcoholic strength of <= 11,85% mas";"-";"2008 99"
"2008 99 19";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Ginger, prepared or preserved, containing added spirit, with actual alcoholic strength of > 11,85% mas";"-";"2008 99"
"2008 99 21";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Grapes, prepared or preserved, containing added spirit, with sugar content of > 13%";"-";"2008 99"
"2008 99 23";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Grapes, prepared or preserved, with added spirit, with sugar content <= 13% (excl. with sugar content > 13%)";"-";"2008 99"
"2008 99 24";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, prepared or preserved, containing added spirit, with sugar content > 9% by weight and of an actual alcoholic strength <= 11,85% mas";"-";"2008 99"
"2008 99 28";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Fruit and other edible parts of plants, prepared or preserved, containing added spirit, with a sugar content of > 9% by weight and of an actual alcoholic strength of <= 11,85% mas (excl. preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking, and nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, ginger, grapes, passion fruit, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, carambola and pitahaya)";"-";"2008 99"
"2008 99 31";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, prepared or preserved, containing added spirit, with sugar content > 9% by weight and of an actual alcoholic strength > 11,85% mas";"-";"2008 99"
"2008 99 34";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Fruit and other edible parts of plants, prepared or preserved, containing added spirit, with a sugar content of > 9% by weight and of an actual alcoholic strength of > 11,85% mas (excl. preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking, and nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, ginger, grapes, passion fruit, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, carambola and pitahaya)";"-";"2008 99"
"2008 99 36";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, prepared or preserved, containing added spirit, of an actual alcoholic strength <= 11,85% mas (excl. with sugar content > 9% by weight)";"-";"2008 99"
"2008 99 37";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Fruit and other edible parts of plants, prepared or preserved, containing added spirit, of an actual alcoholic strength of <= 11,85% mas (excl. with a sugar content of > 9% by weight, nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, ginger, grapes, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya)";"-";"2008 99"
"2008 99 38";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, prepared or preserved, containing added spirit, of an actual alcoholic strength > 11,85% mas (excl. with sugar content > 9% by weight)";"-";"2008 99"
"2008 99 40";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Fruit and other edible parts of plants, prepared or preserved, containing added spirit, of an actual alcoholic strength of > 11,85% mas (excl. with a sugar content of > 9% by weight, nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, ginger, grapes, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya)";"-";"2008 99"
"2008 99 41";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Ginger, prepared or preserved, containing no spirit but with added sugar, in immediate packings of a net content of > 1 kg";"-";"2008 99"
"2008 99 43";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Grapes, prepared or preserved, containing no spirit but with added sugar, in immediate packings of a net content of > 1 kg";"-";"2008 99"
"2008 99 45";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Plums, prepared or preserved, containing no spirit but with added sugar, in immediate packings of a net content of > 1 kg";"-";"2008 99"
"2008 99 48";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content > 1 kg";"-";"2008 99"
"2008 99 49";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Fruit and other edible parts of plants, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content of > 1 kg (excl. preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking, and nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, ginger, grapes, plums, passion fruit, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, carambola and pitahaya)";"-";"2008 99"
"2008 99 51";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Ginger, prepared or preserved, containing no spirit but with added sugar, in immediate packings of a net content of <= 1 kg";"-";"2008 99"
"2008 99 63";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Guavas, Mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content <= 1 kg (excl. mixtures)";"-";"2008 99"
"2008 99 67";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Fruit and other edible parts of plants, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content of <= 1 kg (excl. preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking, and nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, ginger, passion fruit, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, carambola and pitahaya)";"-";"2008 99"
"2008 99 72";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Plums, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of >= 5 kg";"-";"2008 99"
"2008 99 78";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Plums, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of < 5 kg";"-";"2008 99"
"2008 99 85";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Maize ""corn"", prepared or preserved, not containing added spirit or added sugar (excl. sweetcorn ""Zea mays var. Saccharata"")";"-";"2008 99"
"2008 99 91";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Yams, sweet potatoes and similar edible parts of plants, containing >= 5% starch, prepared or preserved, not containing added spirit or added sugar (excl. frozen or dried)";"-";"2008 99"
"2008 99 99";"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included > Other, including mixtures other than those of subheading 200819 > Other > Fruit and other edible part of plants, prepared or preserved, not containing added spirit or added sugar (excl. prepared or preserved with vinegar, preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking, and nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, plums, corn, yam roots, sweet potatoes and similar edible parts of plants)";"-";"2008 99"
"2009 11 11";"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter > Orange juice > Frozen > Frozen orange juice, unfermented, Brix value > 67 at 20°C, value of <= 30  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)";"-";"2009 11"
"2009 11 19";"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter > Orange juice > Frozen > Frozen orange juice, unfermented, Brix value > 67 at 20°C, value of > 30  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)";"-";"2009 11"
"2009 11 91";"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter > Orange juice > Frozen > Frozen orange juice, unfermented, Brix value <= 67 at 20°C, value of <= 30  per 100 kg, with > 30% added sugar (excl. containing spirit)";"-";"2009 11"
"2009 11 99";"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter > Orange juice > Frozen > Frozen orange juice, unfermented, Brix value <= 67 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit, with a value of <= 30  per 100 kg and with > 30% added sugar)";"-";"2009 11"
"2009 12 00";"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter > Orange juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit and frozen)";"-";"2009"
"2009 19 11";"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter > Orange juice > Other > Orange juice, unfermented, Brix value > 67 at 20°C, value of <= 30  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit and frozen)";"-";"2009 19"
"2009 19 19";"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter > Orange juice > Other > Orange juice, unfermented, Brix value > 67 at 20°C, value of > 30  per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit and frozen)";"-";"2009 19"
"2009 19 91";"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter > Orange juice > Other > Orange juice, unfermented, Brix value > 20 but <= 67 at 20°C, value of <= 30  per 100 kg, containing > 30% added sugar (excl. containing spirit and frozen)";"-";"2009 19"
"2009 19 98";"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter > Orange juice > Other > Orange juice, unfermented, Brix value > 20 but <= 67 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit and frozen, with a value of <= 30  per 100 kg and with > 30% added sugar)";"-";"2009 19"
