"key","message","comment","context"
"Bank order currency",,,
"Bank order export folder path",,,
"Bank order file format",,,
"Bank order file formats",,,
"Bank reconciliation",,,
"Bank reconciliation Line",,,
"Bank reconciliation Lines",,,
"Bank reconciliations",,,
"Bank statement",,,
"Bank statement file format",,,
"Bank statements",,,
"Bank statements file formats",,,
"Bank to Bank Transfers",,,
"Bank to bank account for external order (mulitple company)",,,
"Bank to bank account for internal order (unique company)",,,
"Cancel",,,
"Canceled",,,
"Carried out",,,
"Carry out",,,
"Cash account",,,
"Certificate",,,
"Certificate (a005)",,,
"Certificate (e002)",,,
"Certificate (x002)",,,
"Certificate confirmation",,,
"Certificate validity period(Years)",,,
"Certificates",,,
"Certificates should be renew",,,
"Checked",,,
"Cheque",,,
"Code",,,
"Company",,,
"Company currency",,,
"Company currency amount",,,
"Compute",,,
"Computed Balance",,,
"Confirm",,,
"Confirmation date",,,
"Connection error: %s",,,
"Counter",,,
"Credit Transfers",,,
"Currency",,,
"Customer",,,
"DN",,,
"Data file",,,
"Date of last execution",,,
"Default Additionnal informations",,,
"Default Currency",,,
"Default economic reason",,,
"Default fees imputation",,,
"Default payment Mode",,,
"Default receiver country",,,
"Default signatory",,,
"Defines a unique identifier for the certificate",,,
"Description",,,
"Direct Debits",,,
"Display additionnal informations ?",,,
"Display economic reason ?",,,
"Display fees imputation ?",,,
"Display further informations ?",,,
"Display payment Mode ?",,,
"Display receiver country ?",,,
"Draft",,,
"Ebics",,,
"Ebics Partner",,,
"Ebics T",,,
"Ebics TS",,,
"Ebics User",,,
"Ebics bank",,,
"Ebics banks",,,
"Ebics certificate",,,
"Ebics certificates",,,
"Ebics partner",,,
"Ebics partners",,,
"Ebics request log",,,
"Ebics transfer state",,,
"Ebics user",,,
"Ebics user for get the bank statements",,,
"Ebics users",,,
"EbicsCertificate",,,
"EbicsCertificateReport.authentication","Authentification Certificate",,
"EbicsCertificateReport.authenticationHash","Hash of the authentification certificate",,
"EbicsCertificateReport.authenticationTitle","Initialization Letter for the authentification certificate",,
"EbicsCertificateReport.authenticationVersion","Authentication X002 ",,
"EbicsCertificateReport.bank","Bank",,
"EbicsCertificateReport.encryption","Encryption Certificate",,
"EbicsCertificateReport.encryptionHash","Hash of the Encryption Certificate",,
"EbicsCertificateReport.encryptionTitle","Initialization Letter for the encryption certificate",,
"EbicsCertificateReport.encryptionVersion","Encryption E002 ",,
"EbicsCertificateReport.issuedBy","Certificate issued by",,
"EbicsCertificateReport.issuedTo","Certificate issued to",,
"EbicsCertificateReport.signature","Signature certificate",,
"EbicsCertificateReport.signatureHash","Hash of the signature certificate",,
"EbicsCertificateReport.signatureTitle","Initialization Letter for the certificate with signature of transport",,
"EbicsCertificateReport.signatureVersion","Signature A005 ",,
"Economic reason",,,
"Effect Date",,,
"Electronic signature certificate",,,
"Email",,,
"Employee",,,
"Enable PSR",,,
"Encryption",,,
"Encryption certificate",,,
"End date",,,
"Ending Balance",,,
"Error adding certificate",,,
"Error in adding bank certificate",,,
"Error in bank certificate of type %s",,,
"Error in getting ssl certificate",,,
"Export",,,
"Fax",,,
"Fees imputation",,,
"File",,,
"File format",,,
"File generation date",,,
"File generation supported",,,
"File to send",,,
"Filter Receiver Bank Details",,,
"Filter receiver bank details?",,,
"From Date",,,
"Full name",,,
"Further informations",,,
"General",,,
"General informations",,,
"Generate Bank order",,,
"Generate DN",,,
"Generate account move from the bank order",,,
"Generate certificates",,,
"Generate move when validating a bank order",,,
"Generated file",,,
"Get bank parameters (HPD)",,,
"Get date",,,
"Get mode",,,
"Get the UserID state (HTD)",,,
"Get the bank statements",,,
"Get the server certificates (HPB)",,,
"Get the user log (PTK)",,,
"Global attributes",,,
"Hash E002",,,
"Hash X002",,,
"Host ID",,,
"Host Id",,,
"Import",,,
"Import Ebics user",,,
"Import Ebics users",,,
"Import ebics users",,,
"Import log",,,
"Incorrect password, please try again",,,
"Information",,,
"Initialization Letter edition date",,,
"International Bank to Bank Transfers",,,
"International Credit Transfer",,,
"International Credit Transfers",,,
"International Direct Debit",,,
"International Direct Debits",,,
"International Treasury transfer",,,
"International credit transfers",,,
"International direct debits",,,
"International treasury transfers",,,
"Invalid bank url. It must be start with http:// or https://",,,
"Is posted ?",,,
"Issuer",,,
"Journal",,,
"Label",,,
"Language",,,
"Last segment",,,
"Load certificate",,,
"Maximum order limit reach",,,
"Merge bank orders",,,
"Move",,,
"Move Line",,,
"Multi currencies",,,
"Multi dates",,,
"Name",,,
"Name of the contract/subscription",,,
"Name of the user or service",,,
"National Bank to Bank Transfers",,,
"National Treasury transfer",,,
"National treasury transfer",,,
"Next order id",,,
"No address has been defined in the sender company %s",,,
"No bank certificate of type %s found",,,
"No folder path has been defined in the payment mode %s",,,
"Not rejected",,,
"Num segments",,,
"Number of lines",,,
"OK",,,
"Order Type",,,
"Order type to filter",,,
"Other",,,
"Other bank order types",,,
"PEM",,,
"Partially rejected",,,
"Partner",,,
"Partner Type",,,
"Partner id",,,
"Password",,,
"Payment Mode",,,
"Payment Reason",,,
"Payment Status Report",,,
"Payment Status Report file format",,,
"Payment reason line1",,,
"Payment reason line2",,,
"Payment reason line3",,,
"Payment reason line4",,,
"Period",,,
"Please add certificates to print",,,
"Please fill bank order date",,,
"Please fill bank order type",,,
"Please fill currency for the bank order",,,
"Please fill partner type for the bank order",,,
"Please fill the bank details",,,
"Please fill the receiver bank details",,,
"Please fill the sender company",,,
"Please insert a password",,,
"Please select a company for the bank order lines inserted",,,
"Please select a partner for the bank order lines inserted",,,
"Please select a payment mode",,,
"Please select a signatory",,,
"Please select a user name",,,
"Please select at least two bank orders",,,
"Please select draft or awaiting signature bank orders only",,,
"Please select some bank orders that have the same currency",,,
"Please select some bank orders that have the same partner type",,,
"Please select some bank orders that have the same payment mode",,,
"Please select some bank orders that have the same sender bank details",,,
"Please select some bank orders that have the same sender company",,,
"Please select some bank orders that have the same status",,,
"Print",,,
"Print certificates",,,
"PrivateKey",,,
"Protocol",,,
"PublicKeyExponent",,,
"PublicKeyModulus",,,
"Qualifying of date",,,
"Received",,,
"Receiver",,,
"Receiver Info.",,,
"Receiver country",,,
"Receiver move",,,
"Reference",,,
"Reject Move",,,
"Reject Reason",,,
"Reject informations",,,
"Rejected",,,
"Rejection Status",,,
"Rejection date",,,
"Request log",,,
"Request time",,,
"Request trace",,,
"Request type",,,
"Response code",,,
"Response trace",,,
"Reveiver and sender",,,
"SEPA Bank to Bank Transfers",,,
"SEPA Credit Transfer",,,
"SEPA Credit Transfers",,,
"SEPA Direct Debit",,,
"SEPA Direct Debits",,,
"SEPA credit transfers",,,
"SEPA direct debits",,,
"SHA2(256)",,,
"SSL",,,
"Security medium",,,
"Segment number",,,
"Send Suspension of access authorisation (SPR)",,,
"Send a Bank Order",,,
"Send a bank order",,,
"Send authentication X002 and Encryption E002 certificates (HIA)",,,
"Send certificate of signature A005 (INI)",,,
"Send file download request (FDL)",,,
"Send file upload request (FUL)",,,
"Sender",,,
"Sender Bank details",,,
"Sender Company",,,
"Sender Info.",,,
"Sending date",,,
"Sequence",,,
"Show the bank statements",,,
"Sign",,,
"Sign bank order",,,
"Signatory",,,
"Signature",,,
"Signed file",,,
"Special instructions",,,
"Special instructions line1",,,
"Special instructions line2",,,
"Special instructions line3",,,
"Specific attributes",,,
"Start date",,,
"Starting Balance",,,
"Status",,,
"Subject",,,
"Subscription or contract to which the user is associated",,,
"Supplier",,,
"Supported file formats",,,
"TLS",,,
"Test configuration",,,
"Test file",,,
"Test mode",,,
"Test mode is not enabled or test file is missing",,,
"The Iban is mandatory for the partner %s, bank order %s",,,
"The bank details currency is not compatible with the currency in bank order.",,,
"The bank details is inactive.",,,
"The bank details type is not compatible with the accepted types in file format.",,,
"The company %s does not have bank order sequence",,,
"The input to be zipped cannot be null",,,
"The receiver bank details currency is not compatible with the currency in bank order.",,,
"The receiver bank details is inactive.",,,
"The receiver bank details type is not compatible with the accepted types in file format.",,,
"To Date",,,
"Total amount",,,
"Total amount in company currency",,,
"Total amount of bank order lines must be equal to the bank order amount",,,
"Totally rejected",,,
"Transaction id",,,
"Transfer or other",,,
"Transmit automatically to Bank",,,
"Type",,,
"URL",,,
"Unknow format for file generation for payment mode %s",,,
"Use X509 extentions for auto signed certificates",,,
"Used for the bank orders not generated on ABS and directly sent",,,
"User",,,
"User id",,,
"Valid from",,,
"Valid to",,,
"Validate",,,
"Validated",,,
"Validation date",,,
"Waiting for the certificate configuration",,,
"Waiting for the sending of the authentication and encryption certificates",,,
"Waiting for the sending of the signature certificate to the bank",,,
"You can't validate this bank order. you need to fill at least one bank order line",,,
"You cannot use this bank account because he is not authorized by the ebics partner.",,,
"You will send a file, are you sure the test mode is enabled ?",,,
"camt.053.001.02.stm",,,
"camt.054.001.02.abb",,,
"camt.054.001.02.act",,,
"camt.054.001.02.add",,,
"camt.fin.mt940.stm",,,
"camt.fin.mt942.rep",,,
"camt.xxx.cfonb120.rep",,,
"camt.xxx.cfonb120.stm",,,
"camt.xxx.cfonb120.stm.0by",,,
"camt.xxx.cfonb240.ach",,,
"camt.xxx.cfonb240.act",,,
"camt.xxx.cfonb240.ard",,,
"camt.xxx.cfonb240.atg",,,
"camt.xxx.cfonb240.ati",,,
"camt.xxx.cfonb240.cai",,,
"camt.xxx.cfonb240.dri",,,
"camt.xxx.cfonb240.pco",,,
"camt.xxx.cfonb240.rch",,,
"camt.xxx.cfonb240.rco",,,
"camt.xxx.cfonb240.rct",,,
"camt.xxx.cfonb240.rep",,,
"camt.xxx.cfonb240.rsd",,,
"camt.xxx.cfonb240.rtg",,,
"camt.xxx.cfonb240.rti",,,
"camt.xxx.cfonb560.ara",,,
"dn",,,
"help:EbicsBank.hostId",,,
"help:PaymentMode.bankOrderExportFolderPath",,,
"pain.001.001.02.ict",,,
"pain.001.001.02.mct",,,
"pain.001.001.02.rft",,,
"pain.001.001.02.sct",,,
"pain.001.001.02.xct",,,
"pain.001.001.03.sct",,,
"pain.002.001.01.ara",,,
"pain.002.001.02.ack",,,
"pain.002.001.02.ara",,,
"pain.008.001.01.sbb",,,
"pain.008.001.01.sdd",,,
"pain.fin.mt101.dct",,,
"pain.fin.mt101.mct",,,
"pain.xxx.cfonb160.dco",,,
"pain.xxx.cfonb160.dct",,,
"pain.xxx.cfonb160.dda",,,
"pain.xxx.cfonb160.ddd",,,
"pain.xxx.cfonb160.dtg",,,
"pain.xxx.cfonb160.dvd",,,
"pain.xxx.cfonb160.ict",,,
"pain.xxx.cfonb240.bco",,,
"pain.xxx.cfonb240.tch",,,
"pain.xxx.cfonb320.dct",,,
"pain.xxx.cfonb320.rft",,,
"pain.xxx.cfonb320.xct",,,
"pain.xxx.fff.ech",,,
"pain.xxx.fff.lch",,,
"pain.xxx.payext912.vct",,,
"pain.xxx.payext96a.vct",,,
"pain.xxx.payord912.ict",,,
"pain.xxx.vcom400.vct",,,
"true",,,
"whatever@example.com",,,
