"code";"parent_code";"name";"accountType.technicalTypeSelect";"reconcileOk";"compatibleAccounts";"useForPartnerBalance";"isTaxAuthorizedOnMoveLine";"isTaxRequiredOnMoveLine";"commonPosition";"serviceType.code";"defaultTax.code";"statusSelect";"manageCutOffPeriod";"isRegulatoryAccount";"isRetrievedOnPaymentSession";"vatSystemSelect"
237000;230;"Avances et acomptes versés sur commandes d'immobilisations incorporelles";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";1
238000;230;"Avances et acomptes versés sur commandes d'immobilisations corporelles";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";1
238200;238000;"Terrains";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";1
238300;238000;"Constructions";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";1
238500;238000;"Installations techniques matériel et outillage industriels";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";1
238800;238000;"Autres immobilisations corporelles";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";1
250;"CL2";"Parts dans des entreprises liées et créances dans des entreprises liées";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
260;"CL2";"Participations et créances rattachées à des participations";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
261000;260;"Titres de participation";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
261100;261000;"Actions";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
261800;261000;"Autres titres";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
262000;260;"Titres évalués par équivalence";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
266000;260;"Autres formes de participation";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
267000;260;"Créances rattachées à des participations";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
267100;267000;"Créances rattachées à des participations (groupe)";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
267400;267000;"Créances rattachées à des participations (hors groupe)";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
267500;267000;"Versements représentatifs d'apports non capitalisés (appel de fonds)";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
267600;267000;"Avances consolidables";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
267700;267000;"Autres créances rattachées à des participations ";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
267800;267000;"Intérêts courus";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
268000;260;"Créances rattachées à des sociétés en participation";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
268100;268000;"Principal";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
268800;268000;"Intérêts courus";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
269000;260;"Versements restant à effectuer sur titres de participation non libérés";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
270;"CL2";"Autres immobilisations financières";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
271000;270;"Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété)";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
271100;271000;"Actions";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
271800;271000;"Autres titres";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
272000;270;"Titres immobilisés (droit de créance)";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
272100;272000;"Obligations";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
272200;272000;"Bons";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
273000;270;"Titres immobilisés de l'activité de portefeuille (TIAP)";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
274000;270;"Prêts";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
274100;274000;"Prêts participatifs";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
274200;274000;"Prêts aux associés";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
274300;274000;"Prêts au personnel";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
274800;274000;"Autres prêts";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
275000;270;"Dépôts et cautionnements versés";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
275100;275000;"Dépôts";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
275500;275000;"Cautionnements";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
276000;270;"Autres créances immobilisées";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
276100;276000;"Créances diverses";"immobilisation";;;;;;0;"NDAS";;1;"false";"false";"false";0
276800;276000;"Intérêts courus";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
276820;276800;"Sur titres immobilisés (droits de créance)";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
276840;276800;"Sur prêts";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
276850;276800;"Sur dépôts et cautionnements";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
276880;276800;"Sur créances diverses";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
277000;270;"Actions propres ou parts propres";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
277100;277000;"Actions propres ou parts propres";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
277200;277000;"Actions propres ou parts propres en voie d'annulation";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
279000;270;"Versements restant à effectuer sur titres immobilisés non libérés";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
280;"CL2";"Amortissement des immobilisations";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
