"domain","name","type","title","title_t","help","help_t"
"","","menu","My Expenses","","",""
"","","menu","My Leave requests","","",""
"","","menu","My Leave request calendar","","",""
"","","menu","My Tasks","","",""
"","","menu","My Tickets","","",""
"","","menu","My Timesheets","","",""
"","","menu","Dashboards","","",""
"","","menu","Human Resources Dashboard","","",""
"","","menu","Manufacturing Dashboard","","",""
"","","menu","Purchase Buyer Dashboard","","",""
"","","menu","Purchase Manager Dashboard","","",""
"","","menu","Salesman Dashboard","","",""
"","","menu","Stock Dashboard","","",""
"","","menu","Configuration","","",""
"","","menu","Product categories","","",""
"","","menu","Product families","","",""
"","","menu","Tracking number configuration","","",""
"","","menu","Products","","",""
"","","menu","Products","","",""
"","","menu","Create Contact","","",""
"","","menu","Create Partner","","",""
"","","menu","Create","","",""
"","","menu","Create Individual Partner","","",""
"","","menu","Relations","","",""
"","","menu","Contacts","","",""
"","","menu","Accounts","","",""
"com.axelor.apps.account.db.Account","importId","field","","","",""
"com.axelor.apps.account.db.Account","name","field","Name","","",""
"com.axelor.apps.account.db.Account","code","field","Code","","The account code is usually a number (e.g. : 101000). The account code help to locate the account in the chart of account. This code must be unique per company account chart.",""
"com.axelor.apps.account.db.Account","parent","field","Parent Account","","The parent account helps to define the company chart of accounts. Depending on the company field, you will be only entitled to select parent accounts associated to the same company.",""
"com.axelor.apps.account.db.Account","accountType","field","Account Type","","The account type is an attribute attached to the account that will impact the way accounting documents will be printed or filtered. Account Types are as follow : asset, cash, commitment, current asset (stock), debt, equity, expense, immobilisation, income, payable, provision, receivable, special, tax, view",""
"com.axelor.apps.account.db.Account","reconcileOk","field","Reconcilable ?","","The checkbox reconcilable helps to filter, within the reconcile interface the entrylines to reconcile. The accounts of type receivable and payable will usually be ticked as reconcilable.",""
"com.axelor.apps.account.db.Account","company","field","Company","","Each account is linked to a chart of account, and thus to a company.",""
"com.axelor.apps.account.db.Account","label","field","","","",""
"com.axelor.apps.account.db.AccountCategory","name","field","Name","","",""
"com.axelor.apps.account.db.AccountCategory","type","field","Type","","",""
"com.axelor.apps.account.db.AccountCategory","signType","field","Sign Associated","","",""
"com.axelor.apps.account.db.AccountCategory","accounts","field","General Accounts","","",""
"com.axelor.apps.account.db.AccountCategory","accountCategoryLines","field","Catégories","","",""
"com.axelor.apps.account.db.AccountCategoryLine","accountCategory","field","Catégorie de compte","","",""
"com.axelor.apps.account.db.AccountCategoryLine","sign","field","Signe","","",""
"com.axelor.apps.account.db.AccountCategoryLine","category","field","Catégorie","","",""
"com.axelor.apps.account.db.AccountCategoryLine","fullName","field","Nom","","",""
"com.axelor.apps.account.db.AccountClearance","name","field","Reference","","",""
"com.axelor.apps.account.db.AccountClearance","dateTime","field","Account clearance date","","",""
"com.axelor.apps.account.db.AccountClearance","userInfo","field","User","","",""
"com.axelor.apps.account.db.AccountClearance","company","field","Company","","",""
"com.axelor.apps.account.db.AccountClearance","status","field","Status","","",""
"com.axelor.apps.account.db.AccountClearance","amountThreshold","field","Clearance maximum amount","","",""
"com.axelor.apps.account.db.AccountClearance","dateThreshold","field","Overpayment before","","",""
"com.axelor.apps.account.db.AccountClearance","moveLineSet","field","Overpayments collected","","",""
"com.axelor.apps.account.db.AccountConfig","importId","field","","","",""
"com.axelor.apps.account.db.AccountConfig","name","field","Name","","",""
"com.axelor.apps.account.db.AccountConfig","code","field","Code","","",""
"com.axelor.apps.account.db.AccountConfig","company","field","Company","","",""
"com.axelor.apps.account.db.AccountConfig","customerSalesJournal","field","Sales Journal","","",""
"com.axelor.apps.account.db.AccountConfig","customerCreditNoteJournal","field"," Cust. Credit note Journal","","",""
"com.axelor.apps.account.db.AccountConfig","supplierPurchaseJournal","field","Supplier Purchase Journal","","",""
"com.axelor.apps.account.db.AccountConfig","supplierCreditNoteJournal","field","Suppl. Credit Note Journal","","",""
"com.axelor.apps.account.db.AccountConfig","invoiceDirectDebitJournal","field","Invoice Direct Debit Journal","","",""
"com.axelor.apps.account.db.AccountConfig","scheduleDirectDebitJournal","field","Journal prèlèvement lissage de paiement","","",""
"com.axelor.apps.account.db.AccountConfig","rejectJournal","field","Rejects journal","","",""
"com.axelor.apps.account.db.AccountConfig","accountClearanceJournal","field","Account clearance journal","","",""
"com.axelor.apps.account.db.AccountConfig","reimbursementJournal","field","Reimbursement Journal","","",""
"com.axelor.apps.account.db.AccountConfig","irrecoverableJournal","field","Irrecoverable Journal","","",""
"com.axelor.apps.account.db.AccountConfig","miscOperationJournal","field","Misc. Operation Journal","","",""
"com.axelor.apps.account.db.AccountConfig","saleJournalType","field","Sales journal type","","",""
"com.axelor.apps.account.db.AccountConfig","purchaseJournalType","field","Purchase journal type","","",""
"com.axelor.apps.account.db.AccountConfig","cashJournalType","field","Cash journal type","","",""
"com.axelor.apps.account.db.AccountConfig","creditNoteJournalType","field","Credit note journal type","","",""
"com.axelor.apps.account.db.AccountConfig","customerAccount","field","Customer account","","",""
"com.axelor.apps.account.db.AccountConfig","supplierAccount","field","Supplier account","","",""
"com.axelor.apps.account.db.AccountConfig","doubtfulCustomerAccount","field","Doubtful customers account","","Utiliser pour le passage en client douteux",""
"com.axelor.apps.account.db.AccountConfig","irrecoverableAccount","field","Irrecoverable account","","",""
"com.axelor.apps.account.db.AccountConfig","cashPositionVariationAccount","field","Cashier Regulation account","","",""
"com.axelor.apps.account.db.AccountConfig","thresholdDistanceFromRegulation","field","Allowed Payment range","","",""
"com.axelor.apps.account.db.AccountConfig","cashRegisterMailModel","field","Cashier email model","","",""
"com.axelor.apps.account.db.AccountConfig","cashRegisterAddressEmail","field","Cashier email address","","",""
"com.axelor.apps.account.db.AccountConfig","payingBackTax","field","Tax for management fee","","",""
"com.axelor.apps.account.db.AccountConfig","cfonbConfig","field","Cfonb configuration","","",""
"com.axelor.apps.account.db.AccountConfig","sixMonthDebtPassReason","field","Shift Reason (long term debt)","","",""
"com.axelor.apps.account.db.AccountConfig","threeMonthDebtPassReason","field","Shift Reason (short term debt)","","",""
"com.axelor.apps.account.db.AccountConfig","sixMonthDebtMonthNumber","field","Long term debt duration (month)","","",""
"com.axelor.apps.account.db.AccountConfig","threeMonthDebtMontsNumber","field","Short term debt duration (month)","","",""
"com.axelor.apps.account.db.AccountConfig","reminderConfigLineList","field","Reminder Configuration Table","","",""
"com.axelor.apps.account.db.AccountConfig","mailTransitTime","field","Mail transit time","","",""
"com.axelor.apps.account.db.AccountConfig","reimbursementExportFolderPathCFONB","field","Path for reimbursement files (CFONB)","","example : /home/axelor/reject.dat",""
"com.axelor.apps.account.db.AccountConfig","reimbursementExportFolderPath","field","Path for reimbursement files (SEPA)","","example : /home/axelor/reject.dat",""
"com.axelor.apps.account.db.AccountConfig","lowerThresholdReimbursement","field","Lower reimbursement limit","","",""
"com.axelor.apps.account.db.AccountConfig","upperThresholdReimbursement","field","Upper reimbursement limit","","",""
"com.axelor.apps.account.db.AccountConfig","reimbursementAccount","field","Reimbursement account","","",""
"com.axelor.apps.account.db.AccountConfig","reimbursementMailModel","field","Reimbursement mail model","","",""
"com.axelor.apps.account.db.AccountConfig","reimbursementImportFolderPathCFONB","field","Filepath for rejected reimbursements","","example : /home/axelor/reject.dat",""
"com.axelor.apps.account.db.AccountConfig","tempReimbImportFolderPathCFONB","field","Filepath for temporary rejected reimbursements import","","example : /home/axelor/reject.dat",""
"com.axelor.apps.account.db.AccountConfig","exportPath","field","Filepath for exported files (Accounting)","","",""
"com.axelor.apps.account.db.AccountConfig","paymentScheduleExportFolderPathCFONB","field","Filepath for direct debit exports (CFONB)","","exemple : /home/axelor/",""
"com.axelor.apps.account.db.AccountConfig","directDebitPaymentMode","field","Payment mode for direct debit","","",""
"com.axelor.apps.account.db.AccountConfig","rejectionPaymentMode","field","Payment mode after rejection","","",""
"com.axelor.apps.account.db.AccountConfig","paymentScheduleRejectNumLimit","field","Max Nbr. for payment schedule rejection","","",""
"com.axelor.apps.account.db.AccountConfig","invoiceRejectNumLimit","field","Max Nbr. of invoices rejection","","",""
"com.axelor.apps.account.db.AccountConfig","rejectImportPathAndFileName","field","Filepath to import rejected records","","example : /home/axelor/reject.dat",""
"com.axelor.apps.account.db.AccountConfig","tempImportPathAndFileName","field","Temporary filepath to import rejected records","","example : /home/axelor/reject.dat",""
"com.axelor.apps.account.db.AccountConfig","rejectPaymentScheduleMailModel","field","Mail model for invoice and payment schedule rejections","","",""
"com.axelor.apps.account.db.AccountConfig","clearanceAccountSet","field","Clearance Accounts","","",""
"com.axelor.apps.account.db.AccountConfig","profitAccount","field","Profit accounts","","",""
"com.axelor.apps.account.db.AccountConfig","standardRateTax","field","Tax Standard rate for clearance","","",""
"com.axelor.apps.account.db.AccountConfig","irrecoverableReasonPassage","field","Irrecoverable shifting reason","","",""
"com.axelor.apps.account.db.AccountConfig","irrecoverableStandardRateTax","field","Tax Standard rate for irrecoverables","","",""
"com.axelor.apps.account.db.AccountConfig","payboxConfig","field","Paybox configuration","","",""
"com.axelor.apps.account.db.AccountConfig","interbankPaymentOrderImportPathCFONB","field","Filepath to import IPO, and IPO and Cheque payments","","example : /home/axelor/reject.dat",""
"com.axelor.apps.account.db.AccountConfig","tempInterbankPaymentOrderImportPathCFONB","field","Temporary filepath to import IPO, and IPO and Cheque payments","","example : /home/axelor/reject.dat",""
"com.axelor.apps.account.db.AccountConfig","interbankPaymentOrderRejectImportPathCFONB","field","Filepath to import IPO, and IPO and Cheque payments rejects","","example : /home/axelor/reject.dat",""
"com.axelor.apps.account.db.AccountConfig","tempInterbankPaymentOrderRejectImportPathCFONB","field","Temporary filepath to import IPO, and IPO and Cheque payments rejects","","example : /home/axelor/reject.dat",""
"com.axelor.apps.account.db.AccountConfig","showDetailsInInvoice","field","Show details in invoice","","",""
"com.axelor.apps.account.db.AccountEquiv","fiscalPosition","field","Fiscal position","","",""
"com.axelor.apps.account.db.AccountEquiv","fromAccount","field","From Account","","",""
"com.axelor.apps.account.db.AccountEquiv","toAccount","field","To Account","","",""
"com.axelor.apps.account.db.AccountManagement","importId","field","","","",""
"com.axelor.apps.account.db.AccountManagement","typeSelect","field","Type","","",""
"com.axelor.apps.account.db.AccountManagement","company","field","Company","","",""
"com.axelor.apps.account.db.AccountManagement","purchaseAccount","field","Purchase account","","",""
"com.axelor.apps.account.db.AccountManagement","saleAccount","field","Sale account","","",""
"com.axelor.apps.account.db.AccountManagement","purchaseTax","field","Purchase Tax","","",""
"com.axelor.apps.account.db.AccountManagement","saleTax","field","Sale Tax","","",""
"com.axelor.apps.account.db.AccountManagement","cashAccount","field","Payment account","","",""
"com.axelor.apps.account.db.AccountManagement","analyticAccountManagementList","field","Analytic accounts","","",""
"com.axelor.apps.account.db.AccountManagement","product","field","Product","","",""
"com.axelor.apps.account.db.AccountManagement","paymentMode","field","Payment mode","","",""
"com.axelor.apps.account.db.AccountManagement","productFamily","field","Product family","","",""
"com.axelor.apps.account.db.AccountType","nameSelect","field","Type","","",""
"com.axelor.apps.account.db.AccountingBatch","code","field","Code","","",""
"com.axelor.apps.account.db.AccountingBatch","actionSelect","field","Action","","",""
"com.axelor.apps.account.db.AccountingBatch","company","field","Company","","",""
"com.axelor.apps.account.db.AccountingBatch","bankDetails","field","BBAN/IBAN to use","","",""
"com.axelor.apps.account.db.AccountingBatch","currency","field","Currency","","",""
"com.axelor.apps.account.db.AccountingBatch","reimbursementTypeSelect","field","Reimbursement batch type","","",""
"com.axelor.apps.account.db.AccountingBatch","reimbursementExportTypeSelect","field","Treatment/Operation type","","",""
"com.axelor.apps.account.db.AccountingBatch","reminderTypeSelect","field","Reminder batch type","","",""
"com.axelor.apps.account.db.AccountingBatch","directDebitTypeSelect","field","Direct Debit batch type","","",""
"com.axelor.apps.account.db.AccountingBatch","directDebitExportTypeSelect","field","Datatype","","",""
"com.axelor.apps.account.db.AccountingBatch","debitDate","field","Reference Due Date","","",""
"com.axelor.apps.account.db.AccountingBatch","interbankPaymentOrderTypeSelect","field","Interbank Payment Orders batch type","","",""
"com.axelor.apps.account.db.AccountingBatch","updateCustAccountOk","field","Solde client","","",""
"com.axelor.apps.account.db.AccountingBatch","updateDueCustAccountOk","field","Solde exigible","","",""
"com.axelor.apps.account.db.AccountingBatch","updateDueReminderCustAccountOk","field","Solde exigible relançable","","",""
"com.axelor.apps.account.db.AccountingBatch","moveLineExportTypeSelect","field","Type d'export","","",""
"com.axelor.apps.account.db.AccountingBatch","startDate","field","Start date","","",""
"com.axelor.apps.account.db.AccountingBatch","endDate","field","End date","","",""
"com.axelor.apps.account.db.AccountingBatch","description","field","Description","","",""
"com.axelor.apps.account.db.AccountingBatch","batchList","field","Batchs","","",""
"com.axelor.apps.account.db.AccountingSituation","company","field","Company","","",""
"com.axelor.apps.account.db.AccountingSituation","partner","field","Payer partner","","",""
"com.axelor.apps.account.db.AccountingSituation","customerAccount","field","Customer account","","",""
"com.axelor.apps.account.db.AccountingSituation","supplierAccount","field","Supplier account","","",""
"com.axelor.apps.account.db.AccountingSituation","balanceCustAccount","field","Total balance","","",""
"com.axelor.apps.account.db.AccountingSituation","balanceDueCustAccount","field","Due balance","","",""
"com.axelor.apps.account.db.AccountingSituation","balanceDueReminderCustAccount","field","Due balance (remindable)","","",""
"com.axelor.apps.account.db.AccountingSituation","custAccountMustBeUpdateOk","field","Le compte client doit être mis à jour","","",""
"com.axelor.apps.account.db.AccountingSituation","reminder","field","Reminder","","",""
"com.axelor.apps.account.db.AccountingSituation","batchSet","field","Batchs","","",""
"com.axelor.apps.account.db.AccountingSituation","name","field","","","",""
"com.axelor.apps.base.db.Address","importId","field","","","",""
"com.axelor.apps.base.db.Address","addressL2","field","Recipient details","","",""
"com.axelor.apps.base.db.Address","addressL3","field","Spatial information","","",""
"com.axelor.apps.base.db.Address","addressL4","field","N° and Street label","","",""
"com.axelor.apps.base.db.Address","addressL5","field","Specific information","","",""
"com.axelor.apps.base.db.Address","addressL6","field","Zip/City","","",""
"com.axelor.apps.base.db.Address","addressL7Country","field","Country","","",""
"com.axelor.apps.base.db.Address","latit","field","Latitude","","",""
"com.axelor.apps.base.db.Address","longit","field","Longitude","","",""
"com.axelor.apps.base.db.Address","zoom","field","Default zoom","","",""
"com.axelor.apps.base.db.Address","inseeCode","field","INSEE Code","","",""
"com.axelor.apps.base.db.Address","certifiedOk","field","Adress certified by QAS engine","","",""
"com.axelor.apps.base.db.Address","pickList","field","QAS Proposal lists","","",""
"com.axelor.apps.base.db.Address","fullName","field","Address","","",""
"com.axelor.apps.base.db.AddressExport","date","field","Export Date","","",""
"com.axelor.apps.base.db.AddressExport","path","field","Path to export file","","",""
"com.axelor.apps.base.db.AddressExport","log","field","Log","","",""
"com.axelor.apps.organisation.db.Advance","employee","field","Employee","","",""
"com.axelor.apps.organisation.db.Advance","date","field","Advance payment date","","",""
"com.axelor.apps.organisation.db.Advance","amount","field","Amount","","",""
"com.axelor.apps.organisation.db.Advance","reversalDate","field","Reversal Date","","",""
"com.axelor.apps.organisation.db.Advance","comment","field","Comment","","",""
"com.axelor.apps.organisation.db.Agency","code","field","Code","","",""
"com.axelor.apps.organisation.db.Agency","name","field","Name","","",""
"com.axelor.apps.base.db.Alarm","date","field","Date","","",""
"com.axelor.apps.base.db.Alarm","alarmEngine","field","Alarm engine","","",""
"com.axelor.apps.base.db.Alarm","acquitOk","field","Suspend Alarm ?","","",""
"com.axelor.apps.base.db.Alarm","content","field","Message","","",""
"com.axelor.apps.base.db.Alarm","invoice","field","Invoice","","",""
"com.axelor.apps.base.db.Alarm","partner","field","Partner","","",""
"com.axelor.apps.base.db.Alarm","balanceDueReminder","field","Due balance Reminder","","",""
"com.axelor.apps.base.db.AlarmEngine","code","field","Code","","",""
"com.axelor.apps.base.db.AlarmEngine","metaModel","field","Model","","",""
"com.axelor.apps.base.db.AlarmEngine","alarmMessage","field","Message","","",""
"com.axelor.apps.base.db.AlarmEngine","managerTypeSelect","field","Manager Type","","",""
"com.axelor.apps.base.db.AlarmEngine","activeOk","field","Active ?","","",""
"com.axelor.apps.base.db.AlarmEngine","lockingOk","field","Blocking ?","","",""
"com.axelor.apps.base.db.AlarmEngine","externalOk","field","External ?","","",""
"com.axelor.apps.base.db.AlarmEngine","query","field","Query","","",""
"com.axelor.apps.base.db.AlarmEngine","description","field","Description","","",""
"com.axelor.apps.base.db.AlarmEngineBatch","code","field","Code","","",""
"com.axelor.apps.base.db.AlarmEngineBatch","metaModelSet","field","Model","","",""
"com.axelor.apps.base.db.AlarmEngineBatch","alarmEngineSet","field","Alarm Engine","","",""
"com.axelor.apps.base.db.AlarmEngineBatch","description","field","Description","","",""
"com.axelor.apps.base.db.AlarmEngineBatch","batchList","field","Batchs","","",""
"com.axelor.apps.base.db.AlarmMessage","name","field","Label","","",""
"com.axelor.apps.base.db.AlarmMessage","typeSelect","field","Type","","",""
"com.axelor.apps.base.db.AlarmMessage","message","field","Message","","",""
"com.axelor.apps.account.db.AnalyticAccount","importId","field","","","",""
"com.axelor.apps.account.db.AnalyticAccount","code","field","Code","","",""
"com.axelor.apps.account.db.AnalyticAccount","name","field","Nom","","",""
"com.axelor.apps.account.db.AnalyticAccount","analyticAxis","field","Analytique Axis","","",""
"com.axelor.apps.account.db.AnalyticAccount","parent","field","Parent Analytic Acc.","","",""
"com.axelor.apps.account.db.AnalyticAccountManagement","importId","field","","","",""
"com.axelor.apps.account.db.AnalyticAccountManagement","accountManagement","field","Account management Line","","",""
"com.axelor.apps.account.db.AnalyticAccountManagement","analyticAxis","field","Axis","","",""
"com.axelor.apps.account.db.AnalyticAccountManagement","analyticAccount","field","Analytic Acc.","","",""
"com.axelor.apps.account.db.AnalyticAxis","importId","field","","","",""
"com.axelor.apps.account.db.AnalyticAxis","code","field","Code","","",""
"com.axelor.apps.account.db.AnalyticAxis","name","field","Name","","",""
"com.axelor.apps.account.db.AnalyticJournal","name","field","Name","","",""
"com.axelor.apps.account.db.AnalyticJournal","type","field","Type","","",""
"com.axelor.apps.account.db.AnalyticJournal","company","field","Company","","",""
"com.axelor.apps.account.db.AnalyticJournalType","name","field","Name","","",""
"com.axelor.apps.account.db.AnalyticJournalType","code","field","Code","","",""
"com.axelor.apps.socialnetwork.db.ApplicationCredentials","apikey","field","API Key","","API Application's Key",""
"com.axelor.apps.socialnetwork.db.ApplicationCredentials","apisecret","field","API Secret","","API Application's Secret Key",""
"com.axelor.apps.socialnetwork.db.ApplicationCredentials","socialNet","field","Network Type","","Social Networking Type",""
"com.axelor.apps.socialnetwork.db.ApplicationCredentials","redirectUrl","field","Redirect URL","","You must Specify Same URL which you specify under Social Networking API Applicaton's ,eg:- FOR Facebook WEBSITE WITH FACEBOOK LOGIN",""
"com.axelor.apps.googleapps.db.AppsCredentials","driveUserInfo","field","Drive User","","Google Apps User ",""
"com.axelor.apps.googleapps.db.AppsCredentials","accessToken","field","Access Token","","Access Token retrived by google",""
"com.axelor.apps.googleapps.db.AppsCredentials","refreshToken","field","Refresh Token","","Refresh Token retrived by Google to get Access Token",""
"com.axelor.apps.googleapps.db.AppsCredentials","lastAccessTime","field","Last Access Time","","last Access time of Authorization",""
"com.axelor.apps.base.db.BankDetails","importId","field","","","",""
"com.axelor.apps.base.db.BankDetails","partner","field","tiers","","",""
"com.axelor.apps.base.db.BankDetails","ownerName","field","Owner name","","Name of the bank account owner",""
"com.axelor.apps.base.db.BankDetails","bankAddress","field","SWIFT address","","Address of the bank",""
"com.axelor.apps.base.db.BankDetails","bic","field","BIC (Bank Identifier)","","",""
"com.axelor.apps.base.db.BankDetails","iban","field","IBAN","","For more information regarding IBAN, please refer to the norm ISO13616 (a sum up is introduced here http://fr.wikipedia.org/wiki/ISO_13616)",""
"com.axelor.apps.base.db.BankDetails","bankCode","field","Bank Code","","Refers to the bank code where the account owner has his account.",""
"com.axelor.apps.base.db.BankDetails","sortCode","field","Code Guichet","","Refers to the branch code where the account is registered.",""
"com.axelor.apps.base.db.BankDetails","accountNbr","field","Account Number","","",""
"com.axelor.apps.base.db.BankDetails","bbanKey","field","BBan Key","","",""
"com.axelor.apps.base.db.BankDetails","countryCode","field","Country Code","","Refers to the country code expressed within the first 2 caracters of the IBAN.",""
"com.axelor.apps.base.db.BankDetails","ibanBic","field","IBAN + BIC","","",""
"com.axelor.apps.base.db.BankDetails","fullName","field","Bank Details","","",""
"com.axelor.apps.base.db.BaseBatch","code","field","Code","","",""
"com.axelor.apps.base.db.BaseBatch","actionSelect","field","Action","","",""
"com.axelor.apps.base.db.BaseBatch","company","field","Company","","",""
"com.axelor.apps.base.db.BaseBatch","description","field","Description","","",""
"com.axelor.apps.base.db.BaseBatch","batchList","field","Batchs","","",""
"com.axelor.apps.base.db.Batch","invoiceBatch","field","","","",""
"com.axelor.apps.base.db.Batch","accountingBatch","field","","","",""
"com.axelor.apps.base.db.Batch","alarmEngineBatch","field","","","",""
"com.axelor.apps.base.db.Batch","crmBatch","field","","","",""
"com.axelor.apps.base.db.Batch","baseBatch","field","","","",""
"com.axelor.apps.base.db.Batch","supplychainBatch","field","","","",""
"com.axelor.apps.base.db.Batch","startDate","field","Start Date","","",""
"com.axelor.apps.base.db.Batch","endDate","field","End Date","","",""
"com.axelor.apps.base.db.Batch","duration","field","Duration","","",""
"com.axelor.apps.base.db.Batch","done","field","Succeeded","","",""
"com.axelor.apps.base.db.Batch","anomaly","field","Anomaly","","",""
"com.axelor.apps.base.db.Batch","comment","field","Comment","","",""
"com.axelor.apps.base.db.Bic","code","field","BIC (Bank Identifier)","","",""
"com.axelor.apps.base.db.Bic","bankCode","field","Bank Code","","",""
"com.axelor.apps.base.db.Bic","bankName","field","Branch Name","","",""
"com.axelor.apps.base.db.Bic","sortCode","field","Sort Code","","",""
"com.axelor.apps.base.db.Bic","countryCode","field","Country Code","","This code is expressed with 2 caracters (e.g. : EN, FR ...)",""
"com.axelor.apps.production.db.BillOfMaterial","product","field","Product","","",""
"com.axelor.apps.production.db.BillOfMaterial","qty","field","Quantity","","",""
"com.axelor.apps.production.db.BillOfMaterial","productVariant","field","Product variant","","",""
"com.axelor.apps.production.db.BillOfMaterial","priority","field","Priority","","",""
"com.axelor.apps.production.db.BillOfMaterial","isRawMaterial","field","Raw material","","",""
"com.axelor.apps.production.db.BillOfMaterial","unit","field","Unit","","",""
"com.axelor.apps.production.db.BillOfMaterial","prodProcess","field","Production process","","",""
"com.axelor.apps.production.db.BillOfMaterial","billOfMaterialSet","field","BOMs","","",""
"com.axelor.apps.production.db.BillOfMaterial","prodRemainsList","field","Production remains","","",""
"com.axelor.apps.production.db.BillOfMaterial","name","field","Label","","",""
"com.axelor.apps.base.db.BirtTemplate","name","field","Name","","",""
"com.axelor.apps.base.db.BirtTemplate","templateLink","field","Template file name","","",""
"com.axelor.apps.base.db.BirtTemplate","format","field","Format","","pdf",""
"com.axelor.apps.base.db.BirtTemplate","generatedFilePath","field","Generated file path","","/home/axelor/temp/",""
"com.axelor.apps.base.db.BirtTemplate","birtTemplateParameterList","field","Parameters","","",""
"com.axelor.apps.base.db.BirtTemplateParameter","name","field","Name","","",""
"com.axelor.apps.base.db.BirtTemplateParameter","value","field","Value","","",""
"com.axelor.apps.base.db.BirtTemplateParameter","birtTemplate","field","","","",""
"com.axelor.apps.base.db.Blocking","importId","field","","","",""
"com.axelor.apps.base.db.Blocking","company","field","Company","","",""
"com.axelor.apps.base.db.Blocking","partner","field","Partner","","",""
"com.axelor.apps.base.db.Blocking","debitBlockingOk","field","Direct Debit Blocking ?","","",""
"com.axelor.apps.base.db.Blocking","debitBlockingToDate","field","Block until","","",""
"com.axelor.apps.base.db.Blocking","debitBlockingReason","field","Blocking reason","","",""
"com.axelor.apps.base.db.Blocking","debitBlockingByUserInfo","field","Blocking done by","","",""
"com.axelor.apps.base.db.Blocking","reminderBlockingOk","field","Block Reminders ?","","",""
"com.axelor.apps.base.db.Blocking","reminderBlockingToDate","field","Blocage jusqu au","","",""
"com.axelor.apps.base.db.Blocking","reminderBlockingReason","field","Blocking reason","","",""
"com.axelor.apps.base.db.Blocking","reminderBlockingByUserInfo","field","Blocking done by","","",""
"com.axelor.apps.base.db.Blocking","invoicingBlockingOk","field","Block Invoicing ?","","",""
"com.axelor.apps.base.db.Blocking","invoicingBlockingToDate","field","Block until","","",""
"com.axelor.apps.base.db.Blocking","invoicingBlockingReason","field","Blocking reason","","",""
"com.axelor.apps.base.db.Blocking","invoicingBlockingByUserInfo","field","Blocking done by","","",""
"com.axelor.apps.base.db.Blocking","reimbursementBlockingOk","field","Block Reimbursement","","",""
"com.axelor.apps.base.db.Blocking","reimbursementBlockingToDate","field","Block until","","",""
"com.axelor.apps.base.db.Blocking","reimbursementBlockingReason","field","Blocking reason","","",""
"com.axelor.apps.base.db.Blocking","reimbursementBlockingByUserInfo","field","Blocking done by","","",""
"com.axelor.apps.base.db.Blocking","name","field","Référence","","",""
"com.axelor.apps.organisation.db.Bonus","employee","field","","","",""
"com.axelor.apps.organisation.db.Bonus","period","field","Period","","",""
"com.axelor.apps.organisation.db.Bonus","name","field","Label","","",""
"com.axelor.apps.organisation.db.Bonus","amount","field","Amount","","",""
"com.axelor.apps.crm.db.Calendar","title","field","Title","","",""
"com.axelor.apps.crm.db.Calendar","url","field","Url","","",""
"com.axelor.apps.crm.db.Calendar","login","field","Login","","",""
"com.axelor.apps.crm.db.Calendar","password","field","Password","","",""
"com.axelor.apps.crm.db.Calendar","typeSelect","field","Type","","",""
"com.axelor.apps.crm.db.Calendar","isSslConnection","field","SSL ?","","",""
"com.axelor.apps.crm.db.Calendar","port","field","Port","","",""
"com.axelor.apps.crm.db.Calendar","name","field","","","",""
"com.axelor.apps.crm.db.CalendarConfiguration","name","field","Name","","",""
