"importId";"department.code";"code";"artmin";"name";"inhabitantsNbr "
91;"05";"0513";;"SERRES";
92;"05";"0514";;"TALLARD";
93;"05";"0515";;"VEYNES";
94;"06";"0601";;"ANTIBES-1";
95;"06";"0602";;"ANTIBES-2";
96;"06";"0603";;"ANTIBES-3";
97;"06";"0604";;"BEAUSOLEIL";
98;"06";"0605";;"CAGNES-SUR-MER-1";
99;"06";"0606";;"CAGNES-SUR-MER-2";
100;"06";"0607";;"CANNES-1";
101;"06";"0608";;"CANNES-2";
102;"06";"0609";"(LE)";"CANNET";
103;"06";"0610";;"CONTES";
104;"06";"0611";;"GRASSE-1";
105;"06";"0612";;"GRASSE-2";
106;"06";"0613";;"MANDELIEU-LA-NAPOULE";
107;"06";"0614";;"MENTON";
108;"06";"0615";;"NICE-1";
109;"06";"0616";;"NICE-2";
110;"06";"0617";;"NICE-3";
111;"06";"0618";;"NICE-4";
112;"06";"0619";;"NICE-5";
113;"06";"0620";;"NICE-6";
114;"06";"0621";;"NICE-7";
115;"06";"0622";;"NICE-8";
116;"06";"0623";;"NICE-9";
117;"06";"0624";;"TOURRETTE-LEVENS";
118;"06";"0625";;"VALBONNE";
119;"06";"0626";;"VENCE";
120;"06";"0627";;"VILLENEUVE-LOUBET";
121;"07";"0701";;"ANNONAY-1";
122;"07";"0702";;"ANNONAY-2";
123;"07";"0703";;"AUBENAS-1";
124;"07";"0704";;"AUBENAS-2";
125;"07";"0705";;"BOURG-SAINT-ANDEOL";
126;"07";"0706";"(LE)";"CHEYLARD";
127;"07";"0707";;"GUILHERAND-GRANGES";
128;"07";"0708";;"LAMASTRE";
129;"07";"0709";"(LE)";"POUZIN";
130;"07";"0710";;"PRIVAS";
131;"07";"0711";;"SARRAS";
132;"07";"0712";"(LE)";"TEIL";
133;"07";"0713";;"THUEYTS";
134;"07";"0714";;"TOURNON-SUR-RHONE";
135;"07";"0715";;"VALLON-PONT-D'ARC";
136;"07";"0716";"(LES)";"VANS";
137;"07";"0717";"(LA)";"VOULTE-SUR-RHONE";
138;"08";"0801";;"ATTIGNY";
139;"08";"0802";;"BOGNY-SUR-MEUSE";
140;"08";"0803";;"CARIGNAN";
141;"08";"0804";;"CHARLEVILLE-MEZIERES-1";
142;"08";"0805";;"CHARLEVILLE-MEZIERES-2";
143;"08";"0806";;"CHARLEVILLE-MEZIERES-3";
144;"08";"0807";;"CHARLEVILLE-MEZIERES-4";
145;"08";"0808";;"CHATEAU-PORCIEN";
146;"08";"0809";;"GIVET";
147;"08";"0810";;"NOUVION-SUR-MEUSE";
148;"08";"0811";;"RETHEL";
149;"08";"0812";;"REVIN";
150;"08";"0813";;"ROCROI";
151;"08";"0814";;"SEDAN-1";
152;"08";"0815";;"SEDAN-2";
153;"08";"0816";;"SEDAN-3";
154;"08";"0817";;"SIGNY-L'ABBAYE";
155;"08";"0818";;"VILLERS-SEMEUSE";
156;"08";"0819";;"VOUZIERS";
157;"09";"0901";;"HAUTE-ARIEGE";
158;"09";"0902";;"ARIZE-LEZE";
159;"09";"0903";;"COUSERANS EST";
160;"09";"0904";;"COUSERANS OUEST";
161;"09";"0905";;"FOIX";
162;"09";"0906";;"MIREPOIX";
163;"09";"0907";;"PAMIERS-1";
164;"09";"0908";;"PAMIERS-2";
165;"09";"0909";;"PAYS D'OLMES";
166;"09";"0910";;"PORTES D'ARIEGE";
167;"09";"0911";;"PORTES DU COUSERANS";
168;"09";"0912";;"SABARTHES";
169;"09";"0913";;"VAL D'ARIEGE";
170;10;"1001";;"AIX-EN-OTHE";
171;10;"1002";;"ARCIS-SUR-AUBE";
172;10;"1003";;"BAR-SUR-AUBE";
173;10;"1004";;"BAR-SUR-SEINE";
174;10;"1005";;"BRIENNE-LE-CHATEAU";
175;10;"1006";;"CRENEY-PRES-TROYES";
176;10;"1007";;"NOGENT-SUR-SEINE";
177;10;"1008";"(LES)";"RICEYS";
178;10;"1009";;"ROMILLY-SUR-SEINE";
179;10;"1010";;"SAINT-ANDRE-LES-VERGERS";
180;10;"1011";;"SAINT-LYE";
181;10;"1012";;"TROYES-1";
182;10;"1013";;"TROYES-2";
183;10;"1014";;"TROYES-3";
184;10;"1015";;"TROYES-4";
185;10;"1016";;"TROYES-5";
186;10;"1017";;"VENDEUVRE-SUR-BARSE";
187;11;"1101";"(LA)";"PIEGE AU RAZES";
188;11;"1102";;"CARCASSONNE-1";
189;11;"1103";;"CARCASSONNE-2";
190;11;"1104";;"CARCASSONNE-3";
191;11;"1105";"(LE)";"BASSIN CHAURIEN";
192;11;"1106";"(LES)";"BASSES PLAINES DE L'AUDE";
193;11;"1107";"(LES)";"CORBIERES";
194;11;"1108";"(LE)";"LEZIGNANAIS";
195;11;"1109";"(LA)";"REGION LIMOUXINE";
196;11;"1110";"(LA)";"MALPERE A LA MONTAGNE NOIRE";
197;11;"1111";;"NARBONNE-1";
198;11;"1112";;"NARBONNE-2";
199;11;"1113";;"NARBONNE-3";
200;11;"1114";"(LA)";"HAUTE-VALLEE DE L'AUDE";
201;11;"1115";"(LE)";"HAUT-MINERVOIS";
202;11;"1116";"(LE)";"SUD-MINERVOIS";
203;11;"1117";"(LES)";"CORBIERES MARITIMES";
204;11;"1118";"(LA)";"MONTAGNE D'ALARIC";
205;11;"1119";"(LA)";"VALLEE DE L'ORBIEL";
206;12;"1201";;"AUBRAC ET CARLADEZ";
207;12;"1202";;"AVEYRON ET TARN";
208;12;"1203";;"CAUSSE-COMTAL";
209;12;"1204";;"CAUSSES-ROUGIERS";
210;12;"1205";;"CEOR-SEGALA";
211;12;"1206";;"ENNE ET ALZOU";
212;12;"1207";;"LOT ET DOURDOU";
213;12;"1208";;"LOT ET MONTBAZINOIS";
214;12;"1209";;"LOT ET PALANGES";
215;12;"1210";;"LOT ET TRUYERE";
216;12;"1211";;"MILLAU-1";
217;12;"1212";;"MILLAU-2";
218;12;"1213";;"MONTS DU REQUISTANAIS";
219;12;"1214";;"NORD-LEVEZOU";
220;12;"1215";;"RASPES ET LEVEZOU";
221;12;"1216";;"RODEZ-1";
222;12;"1217";;"RODEZ-2";
223;12;"1218";;"RODEZ-ONET";
224;12;"1219";;"SAINT-AFFRIQUE";
225;12;"1220";;"TARN ET CAUSSES";
226;12;"1221";;"VALLON";
227;12;"1222";;"VILLEFRANCHE-DE-ROUERGUE";
228;12;"1223";;"VILLENEUVOIS ET VILLEFRANCHOIS";
229;13;"1301";;"AIX-EN-PROVENCE-1";
230;13;"1302";;"AIX-EN-PROVENCE-2";
231;13;"1303";;"ALLAUCH";
232;13;"1304";;"ARLES";
233;13;"1305";;"AUBAGNE";
234;13;"1306";;"BERRE-L'ETANG";
235;13;"1307";;"CHATEAURENARD";
236;13;"1308";"(LA)";"CIOTAT";
237;13;"1309";;"GARDANNE";
238;13;"1310";;"ISTRES";
239;13;"1311";;"MARIGNANE";
240;13;"1312";;"MARSEILLE-1";
241;13;"1313";;"MARSEILLE-2";
242;13;"1314";;"MARSEILLE-3";
243;13;"1315";;"MARSEILLE-4";
244;13;"1316";;"MARSEILLE-5";
245;13;"1317";;"MARSEILLE-6";
246;13;"1318";;"MARSEILLE-7";
247;13;"1319";;"MARSEILLE-8";
248;13;"1320";;"MARSEILLE-9";
249;13;"1321";;"MARSEILLE-10";
250;13;"1322";;"MARSEILLE-11";
251;13;"1323";;"MARSEILLE-12";
252;13;"1324";;"MARTIGUES";
253;13;"1325";;"PELISSANNE";
254;13;"1326";;"SALON-DE-PROVENCE-1";
255;13;"1327";;"SALON-DE-PROVENCE-2";
256;13;"1328";;"TRETS";
257;13;"1329";;"VITROLLES";
258;14;"1401";;"AUNAY-SUR-ODON";
259;14;"1402";;"BAYEUX";
260;14;"1403";;"BRETTEVILLE-L'ORGUEILLEUSE";
261;14;"1404";;"CABOURG";
262;14;"1405";;"CAEN-1";
263;14;"1406";;"CAEN-2";
264;14;"1407";;"CAEN-3";
265;14;"1408";;"CAEN-4";
266;14;"1409";;"CAEN-5";
267;14;"1410";;"CONDE-SUR-NOIREAU";
268;14;"1411";;"COURSEULLES-SUR-MER";
269;14;"1412";;"EVRECY";
270;14;"1413";;"FALAISE";
271;14;"1414";;"HEROUVILLE-SAINT-CLAIR";
272;14;"1415";;"HONFLEUR-DEAUVILLE";
273;14;"1416";;"IFS";
274;14;"1417";;"LISIEUX";
275;14;"1418";;"LIVAROT";
276;14;"1419";;"MEZIDON-CANON";
277;14;"1420";;"OUISTREHAM";
278;14;"1421";;"PONT-L'EVEQUE";
279;14;"1422";;"THURY-HARCOURT";
280;14;"1423";;"TREVIERES";
281;14;"1424";;"TROARN";
282;14;"1425";;"VIRE";
283;15;"1501";;"ARPAJON-SUR-CERE";
284;15;"1502";;"AURILLAC-1";
285;15;"1503";;"AURILLAC-2";
286;15;"1504";;"AURILLAC-3";
287;15;"1505";;"MAURIAC";
288;15;"1506";;"MAURS";
289;15;"1507";;"MURAT";
290;15;"1508";;"NAUCELLES";
291;15;"1509";;"NEUVEGLISE";
292;15;"1510";;"RIOM-ES-MONTAGNES";
293;15;"1511";;"SAINT-FLOUR-1";
294;15;"1512";;"SAINT-FLOUR-2";
295;15;"1513";;"SAINT-PAUL-DES-LANDES";
296;15;"1514";;"VIC-SUR-CERE";
297;15;"1515";;"YDES";
298;16;"1601";;"ANGOULEME-1";
299;16;"1602";;"ANGOULEME-2";
300;16;"1603";;"ANGOULEME-3";
301;16;"1604";;"BOEME-ECHELLE";
302;16;"1605";;"BOIXE-ET-MANSLOIS";
303;16;"1606";;"CHARENTE-BONNIEURE";
304;16;"1607";;"CHARENTE-CHAMPAGNE";
305;16;"1608";;"CHARENTE-NORD";
306;16;"1609";;"CHARENTE-SUD";
307;16;"1610";;"CHARENTE-VIENNE";
308;16;"1611";;"COGNAC-1";
309;16;"1612";;"COGNAC-2";
310;16;"1613";"(LA)";"COURONNE";
311;16;"1614";;"GOND-PONTOUVRE";
312;16;"1615";;"JARNAC";
313;16;"1616";;"TOUVRE-ET-BRACONNE";
314;16;"1617";;"TUDE-ET-LAVALETTE";
315;16;"1618";;"VAL DE NOUERE";
316;16;"1619";;"VAL DE TARDOIRE";
317;17;"1701";;"AYTRE";
318;17;"1702";;"CHANIERS";
319;17;"1703";;"CHATELAILLON-PLAGE";
320;17;"1704";"(L')";"ILE D'OLERON";
321;17;"1705";"(L')";"ILE DE RE";
322;17;"1706";"(LA)";"JARRIE";
323;17;"1707";;"JONZAC";
324;17;"1708";;"LAGORD";
325;17;"1709";;"MARANS";
326;17;"1710";;"MARENNES";
327;17;"1711";;"MATHA";
328;17;"1712";;"PONS";
329;17;"1713";;"ROCHEFORT";
330;17;"1714";"(LA)";"ROCHELLE-1";
331;17;"1715";"(LA)";"ROCHELLE-2";
332;17;"1716";"(LA)";"ROCHELLE-3";
333;17;"1717";;"ROYAN";
334;17;"1718";;"SAINT-JEAN-D'ANGELY";
335;17;"1719";;"SAINT-PORCHAIRE";
336;17;"1720";;"SAINTES";
337;17;"1721";;"SAINTONGE ESTUAIRE";
338;17;"1722";;"SAUJON";
339;17;"1723";;"SURGERES";
340;17;"1724";;"THENAC";
341;17;"1725";;"TONNAY-CHARENTE";
342;17;"1726";"(LA)";"TREMBLADE";
343;17;"1727";"(LES)";"TROIS MONTS";
344;18;"1801";;"AUBIGNY-SUR-NERE";
345;18;"1802";;"AVORD";
346;18;"1803";;"BOURGES-1";
347;18;"1804";;"BOURGES-2";
348;18;"1805";;"BOURGES-3";
349;18;"1806";;"BOURGES-4";
350;18;"1807";;"CHAROST";
351;18;"1808";;"CHATEAUMEILLANT";
352;18;"1809";;"DUN-SUR-AURON";
353;18;"1810";"(LA)";"GUERCHE-SUR-L'AUBOIS";
354;18;"1811";;"MEHUN-SUR-YEVRE";
355;18;"1812";;"SAINT-AMAND-MONTROND";
356;18;"1813";;"SAINT-DOULCHARD";
357;18;"1814";;"SAINT-GERMAIN-DU-PUY";
358;18;"1815";;"SAINT-MARTIN-D'AUXIGNY";
359;18;"1816";;"SANCERRE";
360;18;"1817";;"TROUY";
361;18;"1818";;"VIERZON-1";
362;18;"1819";;"VIERZON-2";
363;19;"1901";;"ALLASSAC";
364;19;"1902";;"ARGENTAT";
365;19;"1903";;"BRIVE-LA-GAILLARDE-1";
366;19;"1904";;"BRIVE-LA-GAILLARDE-2";
367;19;"1905";;"BRIVE-LA-GAILLARDE-3";
368;19;"1906";;"BRIVE-LA-GAILLARDE-4";
369;19;"1907";;"EGLETONS";
370;19;"1908";;"HAUTE-DORDOGNE";
371;19;"1909";;"MALEMORT-SUR-CORREZE";
372;19;"1910";;"MIDI CORREZIEN";
373;19;"1911";;"NAVES";
374;19;"1912";;"PLATEAU DE MILLEVACHES";
375;19;"1913";;"SAINT-PANTALEON-DE-LARCHE";
376;19;"1914";;"SAINTE-FORTUNADE";
377;19;"1915";;"SEILHAC-MONEDIERES";
378;19;"1916";;"TULLE";
379;19;"1917";;"USSEL";
380;19;"1918";;"UZERCHE";
381;19;"1919";"(L')";"YSSANDONNAIS";
382;"2A";"2A01";;"AJACCIO-1";
383;"2A";"2A02";;"AJACCIO-2";
384;"2A";"2A03";;"AJACCIO-3";
385;"2A";"2A04";;"AJACCIO-4";
386;"2A";"2A05";;"AJACCIO-5";
387;"2A";"2A06";;"BAVELLA";
388;"2A";"2A07";;"GRAND SUD";
389;"2A";"2A08";;"GRAVONA-PRUNELLI";
390;"2A";"2A09";;"SARTENAIS-VALINCO";
391;"2A";"2A10";;"SEVI-SORRU-CINARCA";
392;"2A";"2A11";;"TARAVO-ORNANO";
393;"2B";"2B01";;"BASTIA-1";
394;"2B";"2B02";;"BASTIA-2";
395;"2B";"2B03";;"BASTIA-3";
396;"2B";"2B04";;"BASTIA-4";
397;"2B";"2B05";;"BIGUGLIA-NEBBIO";
398;"2B";"2B06";;"BORGO";
399;"2B";"2B07";;"CALVI";
400;"2B";"2B08";;"CAP CORSE";
401;"2B";"2B09";;"CASINCA-FUMALTO";
402;"2B";"2B10";;"CASTAGNICCIA";
403;"2B";"2B11";;"CORTE";
404;"2B";"2B12";;"FIUMORBO-CASTELLO";
405;"2B";"2B13";;"GHISONACCIA";
406;"2B";"2B14";;"GOLO-MOROSAGLIA";
407;"2B";"2B15";"(L')";"ILE-ROUSSE";
408;21;"2101";;"ARNAY-LE-DUC";
409;21;"2102";;"AUXONNE";
410;21;"2103";;"BEAUNE";
411;21;"2104";;"BRAZEY-EN-PLAINE";
412;21;"2105";;"CHATILLON-SUR-SEINE";
413;21;"2106";;"CHENOVE";
414;21;"2107";;"CHEVIGNY-SAINT-SAUVEUR";
415;21;"2108";;"DIJON-1";
416;21;"2109";;"DIJON-2";
417;21;"2110";;"DIJON-3";
418;21;"2111";;"DIJON-4";
419;21;"2112";;"DIJON-5";
420;21;"2113";;"DIJON-6";
421;21;"2114";;"FONTAINE-LES-DIJON";
422;21;"2115";;"GENLIS";
423;21;"2116";;"IS-SUR-TILLE";
424;21;"2117";;"LADOIX-SERRIGNY";
425;21;"2118";;"LONGVIC";
426;21;"2119";;"MONTBARD";
427;21;"2120";;"NUITS-SAINT-GEORGES";
428;21;"2121";;"SAINT-APOLLINAIRE";
429;21;"2122";;"SEMUR-EN-AUXOIS";
430;21;"2123";;"TALANT";
431;22;"2201";;"BEGARD";
432;22;"2202";;"BROONS";
433;22;"2203";;"CALLAC";
434;22;"2204";;"DINAN";
435;22;"2205";;"GUINGAMP";
436;22;"2206";;"LAMBALLE";
437;22;"2207";;"LANNION";
438;22;"2208";;"LANVALLAY";
439;22;"2209";;"LOUDEAC";
440;22;"2210";;"MUR-DE-BRETAGNE";
441;22;"2211";;"PAIMPOL";
442;22;"2212";;"PERROS-GUIREC";
443;22;"2213";;"PLAINTEL";
444;22;"2214";;"PLANCOET";
445;22;"2215";;"PLELO";
446;22;"2216";;"PLENEE-JUGON";
447;22;"2217";;"PLENEUF-VAL-ANDRE";
448;22;"2218";;"PLERIN";
449;22;"2219";;"PLESLIN-TRIGAVOU";
450;22;"2220";;"PLESTIN-LES-GREVES";
451;22;"2221";;"PLOUFRAGAN";
452;22;"2222";;"PLOUHA";
453;22;"2223";;"ROSTRENEN";
454;22;"2224";;"SAINT-BRIEUC-1";
455;22;"2225";;"SAINT-BRIEUC-2";
456;22;"2226";;"TREGUEUX";
457;22;"2227";;"TREGUIER";
458;23;"2301";;"AHUN";
459;23;"2302";;"AUBUSSON";
460;23;"2303";;"AUZANCES";
461;23;"2304";;"BONNAT";
462;23;"2305";;"BOURGANEUF";
463;23;"2306";;"BOUSSAC";
464;23;"2307";;"DUN-LE-PALESTEL";
465;23;"2308";;"EVAUX-LES-BAINS";
466;23;"2309";;"FELLETIN";
467;23;"2310";;"GOUZON";
468;23;"2311";"(LE)";"GRAND-BOURG";
469;23;"2312";;"GUERET-1";
470;23;"2313";;"GUERET-2";
471;23;"2314";;"SAINT-VAURY";
472;23;"2315";"(LA)";"SOUTERRAINE";
473;24;"2401";;"BERGERAC-1";
474;24;"2402";;"BERGERAC-2";
475;24;"2403";;"BRANTOME";
476;24;"2404";;"COULOUNIEIX-CHAMIERS";
477;24;"2405";"(LE)";"HAUT-PERIGORD NOIR";
478;24;"2406";;"ISLE-LOUE-AUVEZERE";
479;24;"2407";;"ISLE-MANOIRE";
480;24;"2408";;"LALINDE";
481;24;"2409";;"MONTPON-MENESTEROL";
482;24;"2410";;"PAYS DE LA FORCE";
483;24;"2411";;"PAYS DE MONTAIGNE ET GURSON";
484;24;"2412";;"PERIGORD CENTRAL";
485;24;"2413";;"PERIGORD VERT NONTRONNAIS";
486;24;"2414";;"PERIGUEUX-1";
487;24;"2415";;"PERIGUEUX-2";
488;24;"2416";;"RIBERAC";
489;24;"2417";;"SAINT-ASTIER";
490;24;"2418";;"SARLAT-LA-CANEDA";
491;24;"2419";;"SUD-BERGERACOIS";
492;24;"2420";;"TERRASSON-LAVILLEDIEU";
493;24;"2421";;"THIVIERS";
494;24;"2422";;"TRELISSAC";
495;24;"2423";;"VALLEE DORDOGNE";
496;24;"2424";;"VALLEE DE L'ISLE";
497;24;"2425";;"VALLEE DE L'HOMME";
498;25;"2501";;"AUDINCOURT";
499;25;"2502";;"BAUME-LES-DAMES";
500;25;"2503";;"BAVANS";
501;25;"2504";;"BESANCON-1";
502;25;"2505";;"BESANCON-2";
503;25;"2506";;"BESANCON-3";
504;25;"2507";;"BESANCON-4";
505;25;"2508";;"BESANCON-5";
506;25;"2509";;"BESANCON-6";
507;25;"2510";;"BETHONCOURT";
508;25;"2511";;"FRASNE";
509;25;"2512";;"MAICHE";
510;25;"2513";;"MONTBELIARD";
511;25;"2514";;"MORTEAU";
512;25;"2515";;"ORNANS";
513;25;"2516";;"PONTARLIER";
514;25;"2517";;"SAINT-VIT";
515;25;"2518";;"VALDAHON";
516;25;"2519";;"VALENTIGNEY";
517;26;"2601";;"BOURG-DE-PEAGE";
518;26;"2602";;"CREST";
519;26;"2603";;"DIEULEFIT";
520;26;"2604";"(LE)";"DIOIS";
521;26;"2605";;"DROME DES COLLINES";
522;26;"2606";;"GRIGNAN";
523;26;"2607";;"LORIOL-SUR-DROME";
524;26;"2608";;"MONTELIMAR-1";
525;26;"2609";;"MONTELIMAR-2";
526;26;"2610";;"NYONS ET BARONNIES";
527;26;"2611";;"ROMANS-SUR-ISERE";
528;26;"2612";;"SAINT-VALLIER";
529;26;"2613";;"TAIN-L'HERMITAGE";
530;26;"2614";"(LE)";"TRICASTIN";
531;26;"2615";;"VALENCE-1";
532;26;"2616";;"VALENCE-2";
533;26;"2617";;"VALENCE-3";
534;26;"2618";;"VALENCE-4";
535;26;"2619";;"VERCORS-MONTS DU MATIN";
536;27;"2701";"(LES)";"ANDELYS";
537;27;"2702";;"BERNAY";
538;27;"2703";;"BEUZEVILLE";
539;27;"2704";;"BOURG-ACHARD";
540;27;"2705";;"BOURGTHEROULDE-INFREVILLE";
541;27;"2706";;"BRETEUIL";
542;27;"2707";;"BRIONNE";
543;27;"2708";;"CONCHES-EN-OUCHE";
544;27;"2709";;"EVREUX-1";
545;27;"2710";;"EVREUX-2";
546;27;"2711";;"EVREUX-3";
547;27;"2712";;"GAILLON";
548;27;"2713";;"GISORS";
549;27;"2714";;"LOUVIERS";
550;27;"2715";"(LE)";"NEUBOURG";
551;27;"2716";;"PACY-SUR-EURE";
552;27;"2717";;"PONT-AUDEMER";
553;27;"2718";;"PONT-DE-L'ARCHE";
554;27;"2719";;"ROMILLY-SUR-ANDELLE";
555;27;"2720";;"SAINT-ANDRE-DE-L'EURE";
556;27;"2721";;"VAL-DE-REUIL";
557;27;"2722";;"VERNEUIL-SUR-AVRE";
558;27;"2723";;"VERNON";
559;28;"2801";;"ANET";
560;28;"2802";;"AUNEAU";
561;28;"2803";;"BROU";
562;28;"2804";;"CHARTRES-1";
563;28;"2805";;"CHARTRES-2";
564;28;"2806";;"CHARTRES-3";
565;28;"2807";;"CHATEAUDUN";
566;28;"2808";;"DREUX-1";
567;28;"2809";;"DREUX-2";
568;28;"2810";;"EPERNON";
569;28;"2811";;"ILLIERS-COMBRAY";
570;28;"2812";;"LUCE";
571;28;"2813";;"NOGENT-LE-ROTROU";
572;28;"2814";;"SAINT-LUBIN-DES-JONCHERETS";
573;28;"2815";;"VOVES";
574;29;"2901";;"BREST-1";
575;29;"2902";;"BREST-2";
576;29;"2903";;"BREST-3";
577;29;"2904";;"BREST-4";
578;29;"2905";;"BREST-5";
579;29;"2906";;"BRIEC";
580;29;"2907";;"CARHAIX-PLOUGUER";
581;29;"2908";;"CONCARNEAU";
582;29;"2909";;"CROZON";
583;29;"2910";;"DOUARNENEZ";
584;29;"2911";;"FOUESNANT";
585;29;"2912";;"GUIPAVAS";
586;29;"2913";;"LANDERNEAU";
587;29;"2914";;"LANDIVISIAU";
588;29;"2915";;"LESNEVEN";
589;29;"2916";;"MOELAN-SUR-MER";
590;29;"2917";;"MORLAIX";
591;29;"2918";;"PLABENNEC";
592;29;"2919";;"PLONEOUR-LANVERN";
593;29;"2920";;"PLOUIGNEAU";
594;29;"2921";;"PONT-DE-BUIS-LES-QUIMERCH";
595;29;"2922";;"PONT-L'ABBE";
596;29;"2923";;"QUIMPER-1";
597;29;"2924";;"QUIMPER-2";
598;29;"2925";;"QUIMPERLE";
599;29;"2926";;"SAINT-POL-DE-LEON";
600;29;"2927";;"SAINT-RENAN";
601;30;"3001";;"AIGUES-MORTES";
602;30;"3002";;"ALES-1";
603;30;"3003";;"ALES-2";
604;30;"3004";;"ALES-3";
605;30;"3005";;"BAGNOLS-SUR-CEZE";
606;30;"3006";;"BEAUCAIRE";
607;30;"3007";;"CALVISSON";
608;30;"3008";"(LA)";"GRAND-COMBE";
609;30;"3009";;"MARGUERITTES";
610;30;"3010";;"NIMES-1";
611;30;"3011";;"NIMES-2";
612;30;"3012";;"NIMES-3";
613;30;"3013";;"NIMES-4";
614;30;"3014";;"PONT-SAINT-ESPRIT";
615;30;"3015";;"QUISSAC";
616;30;"3016";;"REDESSAN";
617;30;"3017";;"ROQUEMAURE";
618;30;"3018";;"ROUSSON";
619;30;"3019";;"SAINT-GILLES";
620;30;"3020";;"UZES";
621;30;"3021";;"VAUVERT";
622;30;"3022";"(LE)";"VIGAN";
623;30;"3023";;"VILLENEUVE-LES-AVIGNON";
624;31;"3101";;"AUTERIVE";
625;31;"3102";;"BAGNERES-DE-LUCHON";
626;31;"3103";;"BLAGNAC";
627;31;"3104";;"CASTANET-TOLOSAN";
628;31;"3105";;"CASTELGINEST";
629;31;"3106";;"CAZERES";
630;31;"3107";;"ESCALQUENS";
631;31;"3108";;"LEGUEVIN";
632;31;"3109";;"MURET";
