"importId";"code";"name";"nextNum";"padding";"prefixe";"suffixe";"toBeAdded";"yearlyResetOk";"company.importId"
130;"move";"Move line for payments executed by Wire Transfer";1;8;"MVWT%YY";;1;1;1
131;"move";"Move line for payments executed by Direct Debit (invoice and installments)";1;8;"MVDD%YY";;1;1;1
132;"move";"Move line for payments executed by Other means";1;7;"MVOTH%YY";;1;1;1
133;"move";"Miscellaneous Operation Automatic";1;4;"MVMISAUT%YY";;1;1;1
134;"move";"Miscellaneous Operation Manual";1;4;"MVMISMAN%YY";;1;1;1
135;"move";"Clearance Move Live";1;7;"MVCLR%YY";;1;1;1
136;"move";"Irrecovrable Move Line";1;5;"MVIRREC%YY";;1;1;1
137;"moveLineExport";"Accounting Export";1;6;"ACCEXP%YY";;1;1;1
138;"accountingReport";"Accounting Report";1;"6";"ACCREP%YY";;1;1;1
139;"paymentSchedule";"Installment N°";1;6;"INSTAL%YY";;1;1;1
140;"paymentVoucher";"N° for payments received in Cash";1;6;"CINCSH%YY";;1;1;1
141;"paymentVoucher";"N° for payments received in Cheque";1;6;"CINCHQ%YY";;1;1;1
142;"paymentVoucher";"N° for payments received in Credit Card";1;7;"CINCC%YY";;1;1;1
143;"paymentVoucher";"N° for payments received through Internet";1;6;"CINWEB%YY";;1;1;1
144;"paymentVoucher";"N° for payments received in IPO";1;6;"CINTIP%YY";;1;1;1
145;"paymentVoucher";"N° for payments received in IPOC";1;6;"CINTEC%YY";;1;1;1
146;"paymentVoucher";"N° for payments received in Wire Transfer";1;6;"CINWIR%YY";;1;1;1
147;"paymentVoucher";"N° for payments received in Direct Debit (invoice and installments)";1;7;"CINDD%YY";;1;1;1
148;"paymentVoucher";"N° for payments received by other means";1;6;"CINOTH%YY";;1;1;1
149;"paymentVoucher";"N° for payments executed by Cash";1;5;"COUTCSH%YY";;1;1;1
150;"paymentVoucher";"N° for payments executed by Cheque";1;5;"COUTCHQ%YY";;1;1;1
151;"paymentVoucher";"N° for payments executed by Credit Card";1;6;"COUTCC%YY";;1;1;1
152;"paymentVoucher";"N° for payments executed by IPO";1;5;"COUTTIP%YY";;1;1;1
153;"paymentVoucher";"N° for payments executed by Wire Transfer";1;5;"COUTWIR%YY";;1;1;1
154;"paymentVoucher";"N° for payments executed by Direct Debit (invoice and installments)";1;6;"COUTDD%YY";;1;1;1
155;"paymentVoucher";"N° for payments executed by other means";1;5;"COUTOTH%YY";;1;1;1
156;"paymentVoucherReceiptNo";"Voucher Receipt N°";1;7;"RECPT%YY";;1;1;1
157;"purchaseInterface";"Purchase interface";1;6;"PURINT%YY";;1;1;1
158;"refundInterface";"Refund interface";1;6;"REFINT%YY";;1;1;1
159;"reimbursement";"Reimbursement proposals";1;7;"REIMB%YY";;1;1;1
160;"saleInterface";"Sale interface";1;6;"SALINT%YY";;1;1;1
161;"treasuryInterface";"Cash flow interface";1;5;"CFLWINT%YY";;1;1;1
162;"reconcile";"Account reconcile";1;"5";"RECON%YY%M";;1;1;1
163;"bankOrder";"SEPA Credit Transfers";1;7;"SCT%YY%FM";;1;1;1
164;"bankOrder";"SEPA Direct Debits";1;7;"SDD%YY%FM";;1;1;1
165;"bankOrder";"International Credit Transfers";1;7;"ICT%YY%FM";;1;1;1
166;"bankOrder";"International Direct Debits";1;7;"IDD%YY%FM";;1;1;1
167;"product";"Product";1;12;"PR";;1;0;
168;"expense";"Expense N°";1;7;"EXP%YY%FM";;1;1;1
1;"partner";"Identifier for accounts and contacts";4;13;"P";;1;0;1
2;"saleOrder";"Sale order / Customer Order";1;12;"SO";;1;0;1
3;"purchaseOrder";"RFQ/Quotes for Suppliers";1;12;"PO";;1;0;1
5;"intStockMove";"Internal stock move N°";1;11;"ISM";;1;0;1
6;"outStockMove";"Delivery order N°";1;12;"DO";;1;0;1
7;"inStockMove";"Goods receipt order N°";1;12;"RO";;1;0;1
8;"inventory";"Inventory N°";1;7;"INV%M%YY";;1;0;1
9;"productTrackingNumber";"Tracking N°";1;12;"TN";;1;0;1
10;"productionOrder";"Production Order N°";1;11;"PDO";;1;0;1
11;"manufOrder";"Manufacturing Order N°";1;12;"MO";;1;0;1
169;"subrogationRelease";"Subrogation release";1;4;"SR%YY%FM";;1;1;1
170;"depositSlip";"Deposit slip";1;4;"DS%YY%FM";;1;1;1
