"importId";"reportType_importId";"reportTypeColumnId";"sequence";"typeSelect";"ruleTypeSelect";"label";"code";"styleSelect";"percentageTotalLine";"detailBySelect";"resultSelect";"negateValue";"rule";"accountCode";"analyticAccountCode";"accountTypeSet_code";"accountSet_code";"analyticAccountSet_code";"hidden";"notComputedIfIntersect";"balanceBeforePeriod"
"IND_COA10227";"IND_COA102";;25;1;3;"Total Tangible Assets";"TTA";1;;0;;"false";"FF + LB + MV + OE + PM";;;;;;"false";"false";"false"
"IND_COA10228";"IND_COA102";;26;1;1;"Accumulated depreciation";"AD";1;;0;;"false";;;;;;;"false";"false";"false"
"IND_COA10229";"IND_COA102";;27;1;2;"Software Depreciation";"SDP";0;;0;1;"true";;101210;;;;;"false";"false";"false"
"IND_COA10230";"IND_COA102";;28;1;2;"Fixtures and fittings Depreciation";"FFD";0;;0;1;"true";;101610;;;;;"false";"false";"false"
"IND_COA10231";"IND_COA102";;29;1;2;"Land and buildings Depreciation";"LBD";0;;0;1;"true";;101110;;;;;"false";"false";"false"
"IND_COA10232";"IND_COA102";;30;1;2;"Motor vehicles Depreciation";"MVD";0;;0;1;"true";;101410;;;;;"false";"false";"false"
"IND_COA10233";"IND_COA102";;31;1;2;"Office equipment (inc computer equipment) Depreciation";"OED";0;;0;1;"true";;101510;;;;;"false";"false";"false"
"IND_COA10234";"IND_COA102";;32;1;2;"Plant and machinery Depreciation";"PMD";0;;0;1;"true";;101310;;;;;"false";"false";"false"
"IND_COA10235";"IND_COA102";;33;1;3;"Total accumulated depreciation";"TAD";1;;0;;"false";"SDP  + FFD + LBD + MVD + OED + PMD";;;;;;"false";"false";"false"
"IND_COA10236";"IND_COA102";;34;1;3;"Total Assets";"TASS";1;;0;;"false";"TCH + TAR + TG + TINT + TTA - TAD";;;;;;"false";"false";"false"
"IND_COA10237";"IND_COA102";;35;1;1;"Liabilities";"LIB";1;;0;;"false";;;;;;;"false";"false";"false"
"IND_COA10238";"IND_COA102";;36;1;1;"Current Liabilities";"CLIB";1;;0;;"false";;;;;;;"false";"false";"false"
"IND_COA10239";"IND_COA102";;37;1;1;"Accounts Payable";"AP";1;;0;;"false";;;;;;;"false";"false";"false"
"IND_COA10240";"IND_COA102";;38;1;2;"Creditors due";"CD";0;;0;1;"true";;212110;;;;;"false";"false";"false"
"IND_COA10241";"IND_COA102";;39;1;2;"Other Creditors";"OC";0;;0;1;"true";;212111;;;;;"false";"false";"false"
"IND_COA10242";"IND_COA102";;40;1;3;"Total Accounts Payable";"TCL";1;;0;;"false";"CD + OC";;;;;;"false";"false";"false"
"IND_COA10243";"IND_COA102";;41;1;1;"Other Current Liabilities";"OCL";1;;0;;"false";;;;;;;"false";"false";"false"
"IND_COA10244";"IND_COA102";;42;1;2;"Wages Payable";"WP";0;;0;1;"true";;212410;;;;;"false";"false";"false"
"IND_COA10245";"IND_COA102";;43;1;2;"Interest Payable";"INP";0;;0;1;"true";;212420;;;;;"false";"false";"false"
"IND_COA10246";"IND_COA102";;44;1;2;"Notes Payable";"NP";0;;0;1;"true";;212430;;;;;"false";"false";"false"
"IND_COA10247";"IND_COA102";;45;1;2;"TDS Payable";"TDSP";0;;0;1;"true";;212310;;;;;"false";"false";"false"
"IND_COA10248";"IND_COA102";;46;1;2;"SGST Payable";"SGSTP";0;;0;1;"true";;212320;;;;;"false";"false";"false"
"IND_COA10249";"IND_COA102";;47;1;2;"CGST Payable";"CGSTP";0;;0;1;"true";;212330;;;;;"false";"false";"false"
"IND_COA10250";"IND_COA102";;48;1;2;"IGST Payable";"IGSTP";0;;0;1;"true";;212340;;;;;"false";"false";"false"
"IND_COA10251";"IND_COA102";;49;1;2;"CESS Payable";"CESSP";0;;0;1;"true";;212350;;;;;"false";"false";"false"
"IND_COA10252";"IND_COA102";;50;1;2;"GST Special Payable ";"GSTSP";0;;0;1;"true";;212360;;;;;"false";"false";"false"
"IND_COA10253";"IND_COA102";;51;1;2;"Deferred Income";"DINC";0;;0;1;"true";;212120;;;;;"false";"false";"false"
"IND_COA10254";"IND_COA102";;52;1;2;"Bank Overdraft";"BNKOD";0;;0;1;"true";;212210;;;;;"false";"false";"false"
"IND_COA10255";"IND_COA102";;53;1;3;"Total other Current liabilities";"TOL";1;;0;;"false";"WP + INP + NP + TDSP + SGSTP + CGSTP + IGSTP +CESSP + GSTSP + BNKOD + DINC";;;;;;"false";"false";"false"
"IND_COA10256";"IND_COA102";;54;1;1;"Long term Liabilities";"LTL";1;;0;;"false";;;;;;;"false";"false";"false"
"IND_COA10257";"IND_COA102";;55;1;2;"Creditors due after one year";"CDA";0;;0;1;"true";;212113;;;;;"false";"false";"false"
"IND_COA10258";"IND_COA102";;56;1;2;"Loans";"LN";0;;0;1;"true";;212220;;;;;"false";"false";"false"
"IND_COA10259";"IND_COA102";;57;1;3;"Total Long term liabilities";"TLTL";1;;0;;"false";"CDA+LN";;;;;;"false";"false";"false"
"IND_COA10260";"IND_COA102";;58;1;3;"Total Liabilities";"TLIB";1;;0;;"false";"TCL + TLTL + TOL";;;;;;"false";"false";"false"
"IND_COA10261";"IND_COA102";;59;1;1;"Shareholder's Equity";"EQ";1;;0;;"false";;;;;;;"false";"false";"false"
"IND_COA10262";"IND_COA102";;60;1;1;"Capital Stock";"CST";0;;0;1;"true";;321500;;;;;"false";"false";"false"
"IND_COA10263";"IND_COA102";;61;1;2;"Other Reserves";"OR";0;;0;1;"true";;"321400";;;;;"false";"false";"false"
"IND_COA10264";"IND_COA102";;62;1;2;"Called up share capital";"CSC";0;;0;1;"true";;321100;;;;;"false";"false";"false"
"IND_COA10265";"IND_COA102";;63;1;2;"Share premium account";"SPA";0;;0;1;"true";;321200;;;;;"false";"false";"false"
"IND_COA10266";"IND_COA102";;64;1;2;"Dividends";"DD";0;;0;1;"true";;"321600";;;;;"false";"false";"false"
"IND_COA10267";"IND_COA102";;65;1;2;"Retained earnings";"RE";0;;0;1;"true";;321800;;;;;"false";"false";"false"
"IND_COA10268";"IND_COA102";;66;1;3;"Total Equity";"TE";1;;0;;"false";"CST + OR + CSC + SPA + DD + RE";;;;;;"false";"false";"false"
