"name";"roles"
"referential-report-partner-customers";"Base Read|Base User|Base Manager"
"referential-report-partner-prospects";"Base Read|Base User|Base Manager"
"referential-report-partner-suppliers";"Base Read|Base User|Base Manager"
"referential-root";"Base Read|Base User|Base Manager"
"referential-root-contacts";"Base Read|Base User|Base Manager"
"referential-root-partners";"Base Read|Base User|Base Manager"
"referential-root-price-list";"Base Read|Base User|Base Manager"
"referential-root-product-root";"Base Read|Base User|Base Manager"
"admin-root-trading-name";"Base Read|Base User|Base Manager"
"menu-calendar";"Base Read|Base User|Base Manager"
"menu-mail-mailing-list";"Base Read|Base User|Base Manager"
"menu-mail-my-mailing-list";"Base Read|Base User|Base Manager"
"menu-mail-all-mailing-list";"Base Read|Base User|Base Manager"
"menu-team-tasks-all";"Base Read|Base User|Base Manager"
"menu-calendar-general";"Base Read|Base User|Base Manager"
"menu-calendar-configuration";"Base Read|Base User|Base Manager"
"menu-calendar-configuration-calendars";"Base Read|Base User|Base Manager"
"menu-calendar-configuration-others";"Base Read|Base User|Base Manager"
"admin-root-general-main-activity";"Base Read|Base User|Base Manager"
"admin-root-general-import-export-interface";"Base Read|Base User|Base Manager"
"referential-conf-contact-function";"Base Read|Base User|Base Manager"
"referential-conf-product-category-tree";"Base Read|Base User|Base Manager"
"referential-conf-sync-contact";"Base Read|Base User|Base Manager"
"admin-root-organisation-territory-street";"Base Read|Base User|Base Manager"
"admin-root-organisation-economic-area";"Base Read|Base User|Base Manager"
"admin-root-organisation-territory-citizenship";"Base Read|Base User|Base Manager"
"admin-root-user-company-tree";"Base Read|Base User|Base Manager"
"company-bank-details";"Base Read|Base User|Base Manager"
"company-bank-details-tree";"Base Read|Base User|Base Manager"
"admin-root-advanced-import";"Base Read|Base User|Base Manager"
"admin-root-convert-demo-file";"Base Read|Base User|Base Manager"
"admin-root-import-demo-data";"Base Read|Base User|Base Manager"
"menu-printing-setting";"Base Read|Base User|Base Manager"
"menu-dms-import-wizard";"Base Read|Base User|Base Manager"
"referential-conf-partner-roles";"Base Read|Base User|Base Manager"
"admin-global-tracking-log-show";"Base Read|Base User|Base Manager"
"print-conf";"Base Read|Base User|Base Manager"
"print-conf-print-templates";"Base Read|Base User|Base Manager"
"base-file-source-connector-conf";"Base Read|Base User|Base Manager"
"base-file-source-connector-all";"Base Read|Base User|Base Manager"
"action-file-source-connector-parameters-all";"Base Read|Base User|Base Manager"
"admin-root-batch-import-batch";"Base Read|Base User|Base Manager"
